ID,Type,ContentID,Text,ReaderPreviewPath,LocalizationArea
330102,1,,梦罗克城的中心建有一座华丽的城堡，据梦罗克居民传言，这座城堡不仅是梦罗克领主的居所，同时镇守着一个封印。随着最近梦罗克城中越来越多奇怪事件的发生，让人不由得联想到那巨大封印之下的秘密……,,
310001,4,,,Jiefeng\Jiefeng_dayinghuashu.png,
310002,1,,斐扬是一座建造在森林之中的静谧城市，建筑与人文风情都处处都保留着最传统的风貌。最北端有一棵美丽的大樱花树，据说已经在这片土地上生长了数百年。站在樱花树下聆听风铃清脆的响声，似乎能听到一段很久很久以前凄美的爱情故事……,,
340001,4,,,Jiefeng\Jiefeng_lunchuan.png,
340002,1,,艾尔贝塔临海而建，得天独厚的地理优势使它成为了各国与卢恩王国通商贸易的重要港口城市，商人工会也因此坐落在这里。轻松愉悦的气氛和美丽的海滨风貌吸引了世界各地的冒险者，在艾尔贝塔多走走、看看，说不定会遇到很多奇妙的人和事。,,
350001,4,,,Jiefeng\Jiefeng_zhonglou.png,9
350002,1,,艾尔帕兰城市的中央有一座高大的钟塔，这座参天巨塔传说是当年为了打通去往天堂彩虹桥的通路而建，其超前精美的科技工艺和耗费的人力物力之大，令人咋舌。\r\n当地人都说钟塔里充斥着各种凶恶魔物，可钟塔里依然不为人知的秘密和通往神国的传说依然吸引着整个大陆上的冒险者前来探索。,,9
350101,4,,,Jiefeng\Jiefeng_aierpalan.png,9
350102,1,,艾尔帕兰素来以“运河之都”的美誉闻名天下。生活在此处的居民们建造了许多风车来抽取地下水，形成了一条穿城而过的人工运河，运河的动能也加速了艾尔帕兰炼金术的发展。挑选一个阳光明媚的午后坐在河边来上一杯，欣赏河水静静地流淌，艾尔帕兰的生活就是如此惬意。,,9
370001,4,,,Jiefeng\Jiefeng_guchengchengbao.png,9
370002,1,,卢恩王国的暴君施密特王执政期间，为了炫耀国力，搜刮民脂民膏建造了一座巨大的城市克雷斯特汉姆，又称“巨人之城”，并迁都于此。古城覆灭后，这座恢弘的城堡早已成为一栋废墟，只有墙壁上精美的浮雕、室内残存的精美陈设依然沉默地讲述着当年古城盛极一时的繁华。,,9
380001,4,,,Jiefeng\Jiefeng_kemodao01.png,9
380002,1,,克魔岛上广受好评的露天餐厅，开满了各式各样的烧烤摊，每逢庆典，还会有精彩的歌舞表演。年轻的诗人，婀娜的舞者，总能给大家带来令人流连忘返的节目。\r\n正因如此，每当夜幕降临之时，克魔岛的居民都会来到这里小酌一杯。,,9
380101,4,,,Jiefeng\Jiefeng_kemodao02.png,9
380102,1,,以物产丰饶而闻名的海岸，沙滩上积满了各色的美丽贝壳，吸引了大量的游客前来观光。近日，因为愈传愈盛的“克魔岛女巫”传说，克魔岛的旅游业更加兴盛。\r\n但本地的居民却对这个传说颇为忌惮，在小孩子哭泣的时候，妈妈们会用“再不听话，克魔岛女巫就要把你抓走了”来吓唬他们。,,9
380201,4,,,Jiefeng\Jiefeng_dengtadao01.png,9
380202,1,,灯塔岛上的遗迹，经历了百年的风吹日晒，依旧矗立一方。根据学者们的调查，这是在三百年前灭亡的国家，当时的君主名为塔尔赫特。\r\n不可思议的是，他们的文明停留在了远古时代，还保留着诸多陌生而野蛮的传统。但随着王朝的覆灭，这些传统也只能在史料中考究了。,,9
380301,4,,,Jiefeng\Jiefeng_dengtadao02.png,9
380302,1,,发乐斯灯塔岛上久负盛名的灯塔。\r\n这两座巨大的灯塔，耗费了无数人力物力才得以建成。它们在当地人的心中有着举足轻重的地位。在灯塔岛的传说中，无论人们生前在哪里漂泊，死后的灵魂在灯塔的指引下，必将返回故乡。,,9
380401,4,,,Jiefeng\Jiefeng_miyuedao02.png,9
380402,1,,位于蜜月岛的小小岛屿，意外地形成了爱心的形状。正因如此，许多情侣不远万里地奔赴此地，在爱心岛上许下山盟海誓。\r\n在岛屿的一侧，时常能见到鲸鱼在此处嬉戏。,,9
380501,4,,,Jiefeng\Jiefeng_miyuedao01.png,9
380502,1,,在蜜月岛的中心有一座喷泉。\r\n喷泉上雕刻着小小的爱神，据说每位途经此处的人，都能受到爱神的祝福。,,9
390101,4,,,PlotIcon\UI_PlotIcon_Plot_zhunuo01.png,9
390102,1,,进入朱诺，最引人注目的便是这个大广场。据说可以同时容纳数千人进行集会。,,9
390201,4,,,PlotIcon\UI_PlotIcon_Plot_zhunuo02.png,9
390202,1,,朱诺作为浮空城市，气候并不适宜花草的成长。于是学者们研发了一种魔法土壤，花草栽种在这种土壤中，就可以在朱诺顺利地成长。唯一可惜的是，魔法土壤造价昂贵。为了城市的美观，朱诺政府花了大价钱购置这些土壤。所幸物有所值，市民们非常喜欢。,,9
390301,4,,,PlotIcon\UI_PlotIcon_Plot_zhunuo03.png,9
390302,1,,位于朱诺东南的小角落，因为非常僻静，所以时常会有一些学者来这里进行一些学术上的探讨。久而久之，这里也沾染上了浓郁的学术氛围。经常会有临时抱佛脚的学生，在考试前夕前来祈愿。朱诺本地人戏称这类学生为“祈愿学派”。,,9
390401,4,,,PlotIcon\UI_PlotIcon_Plot_zhunuo04.png,9
390402,1,,政府大楼坐落在朱诺城的北方，是一座雄伟的建筑，也是大总统办公的地方。,,9
