ID,Type,ContentID,Text,ReaderPreviewPath,LocalizationArea
72,1,,骑士团安插的眼线早已蛰伏其中，能够顺理成章与任何人交流并观察而不会被怀疑，那侍者的身份可真是绝佳的选择。,,
73,1,,简单的交流后，他给你指向了一个身着长裙的异邦人。这位长裙女士的口音很怪，并嚷嚷着要一杯异国风味的鸡尾酒，她意味深长的看了一眼你脸上的面具，但是没多说什么。,,
74,1,,在你满足她的一些要求之后，刚要就着面具切入正题。酒吧外面突然骚动起来，一个士兵跌跌撞撞的闯入酒吧，带着一股浓烈的烟味！,,
75,1,,“人群疏散，地底集市发生了大火！所有人，紧急避难！”意料之中的惊慌与拥堵，你的大鱼当然也跑掉了。,,
76,1,,此时天色已暗，从酒吧的窗户往外看，果然不远处的普隆德拉火光冲天！骑士团的人也紧急赶往现场，因为大火事件，草草结束的【正义之剑】计划暂时没了下文。,,
77,1,,未完成的使命驱使你前往现场，但赛依连太忙，无暇顾及，要你先去城里转一转看有没有其他的异动。,,
78,1,,闪烁这灯光的酒吧突然就变得乌烟瘴气，火光与浓烟，灯红酒绿与火场惨像只是隔了一条街。整座王城都人心惶惶起来，你仔细回想着一天的遭遇，强大女刺客与白袍女巫，街边的盗贼团以及各种交织复杂的势力……这普隆德拉仿佛一个漩涡，让人在里面无所适从，任由各种接踵而至的事件摆布。,,
79,1,,你找了个地方沉沉睡去，梦到了自己在漩涡之中被拉向深渊，甚至没有力气挣扎。,,
80,1,,从旅馆出来你听到了低沉的旋律，人们围绕着吟游诗人低头默哀，琴声伴随着嘶哑的嗓音传唱着昨夜黑夜大火的新章，你听到了最后的几句：,,
81,1,,如果说什么花只绽放一次，,,
82,1,,那就是普隆德拉，,,
83,1,,黑夜的红莲。,,
101,2,7005,,PlotIcon\UI_PlotIcon_Image_05.png,
102,1,,1,,
103,1,,你前往乐园团完成了冒险者的最终注册，周围的人们似乎都在讨论着昨天黑市大火的事。,,
104,1,,“昨夜可真是难得的阵仗，几乎整个骑士团的人都出来做治安工作。”,,
105,1,,“从皇宫之中紧急调来了所有水系法师一起灭火，魔法波动，元素聚集，那画面可真是让人震撼！”,,
106,1,,“不知道是什么原因导致的火灾，听说是火灾爆发之前黑市之中有一场激烈打斗。”,,
107,1,,“真是可怕，早上我路过骑士团的时候，看到前面摆着好几排从黑市里抬出来的烧焦的……”,,
108,1,,你看了看公告栏里的报纸简章，上面写着关于普隆德拉地底集市着火的报导：火势极大，死亡人数众多。骑士团加上众多水系法师联手才勉强阻止大火的蔓延，具体起火原因尚未查明。,,
109,1,,真是一个沉重的消息，你心里默念着，无法想象火场中那些绝望到死的人的心情。就在此时，你收到了赛依连的联系信息，要你去骑士团找他。,,
110,1,,碰面之后你能明显从他的面貌之中看到疲态，估计昨天应该整夜都在忙着这件事。你们没有过多的寒暄而是直接切入主题。,,
111,1,,“找你来是想说关于白色面具的事……”他的眉毛抽了一下，然后揉了揉额角：“虽然昨天的计划被打乱没有得到进展，但是这场大火和面具背后的组织有很大瓜葛。根据我们对幸存者调查的口供，他们不止一人提到了带有白色面具的人昨晚出现在黑市之中，并且还有目击者看到白袍女巫和神秘人的激烈打斗。”,,
112,1,,白袍女巫和白色面具存在着某些联系？,,
113,1,,这似乎印证了你的疑惑，白袍女巫救下你并拿走你背包里的白色面具是误以为你是白色面具的组织成员？如此推断的话，这一切都变得合理起来。这白色面具组织似乎比想象的具有更大的威胁。,,
114,1,,“所以，我们可以把调查经历转移到这场大火之中，根据现场的痕迹和线索应该能找到更多的突破口。”,,
115,1,,这件事从云里雾里又变得有迹可循起来，最终赛依连委托你将昨夜大火的罹难名单送给教会的班波，此后的收尾工作，包括人员安葬与祈福仪式将会由教会接手。,,
116,1,,你带着名单前往教会，很快就找到了班波。他看起来似乎十分不安，拿到罹难名单，不久后吃惊的瞪大了眼睛。,,
117,1,,让人没想到的是，在罹难人员名单中竟然发现了露克希的名字。,,
118,1,,“这……不可能！昨天还在信件中约定了今晚相见，把有突破的调查进度告诉我的，怎么会在昨晚就死于火场了呢？以她的实力，从火场逃脱绝对不成问题。”班波似乎有些不能接受这个结果。,,
119,1,,“那个真相……果然是不能碰触的吗……”班波瘫坐旁边的在椅子上，陷入沉默。,,
120,1,,从班波的反应看来，他委托了露克希调查某件事情，而这件事的调查突破之后，与班波约定告知最后的真相。就是你带回来的那封信的内容。,,
121,1,,按照正常的推断，露克希得知了某个秘密，所以有了在南门被神秘面具组织围杀的遭遇，加上赛依连刚才说的黑市大火与面具组织有着关联。,,
122,1,,那是不是可以推断，露克希知道的真相，是面具组织极力想要隐瞒的。你回想当时遭遇战的场景，面具人似乎还提到了【某个东西】。,,
123,1,,那里存在众多疑点，那场火灾或许与之有着直接的关联，让她提前回来并跑到地底黑市的原因是什么呢？,,
124,1,,震惊之余你对露克希的死更多的是惋惜，而和她有着合作关系的班波，则是既心痛又不甘，不甘心他委托的秘密任务的真相随着这场大火永远沉睡。,,
125,1,,过了一会儿他冷静下来，不管是为了露克希还是为了自己，他决定继续找到真相。而与她有交叠的你，自然也是选择帮助班波完成露克希未完成的使命。,,
126,1,,“露克希之前一直帮助我调查一个我现在还不便言明的任务。”看来班波在试图像信任露克希一样信任你。,,
127,1,,“作为众多事件重叠点的露克希，成了我不能放弃的重要线索源头，找到露克希的线索，或许会有办法让这个理不清头绪的事件继续向下推进。”看来班波恢复了理智，他递给你一张纸，示意你打开查看。,,
128,1,,“圣歌教会已经接到了王室命令，死在事件之下的冤魂很多，为避免冤魂造成的人间乱象，还会举行一场祈福仪式慰藉亡灵。”他似乎有了自己的打算。,,
129,1,,“需要你伪装成教会的祈福人员潜入火场，用我提供的手段进入特殊位面之中找到露克希的灵魂碎片，若是幸运的话，灵魂碎片里会承载着一些亡者执念之中的记忆。而这些记忆，就是继续下去的必要的东西。”,,
130,1,,2,,
131,1,,于是伪装成圣职人员，和圣职人员一路做了很多驱除魍魉的动作后，混入地底集市废墟。,,
132,1,,到了目的地时候，领头的神父说火场里面的仪式比较复杂，需要分散布置，所以其他人散开，去普隆德拉其他地方布置超度术阵，而你借机进入被封锁的火场。,,
133,1,,以班波提供的露克希的随身匕首配合招魂符文，可以在短暂的时间内进入以太位面，在这里一切灵体都会异常清晰。,,
134,1,,果然和班波说的一样，露克希形态的灵魂被困顿其中。班波的咒语在能够指向露克希灵魂碎片的同时也会引起冤魂凶灵的警觉。,,
135,1,,你扫除业障，击败凶灵，从他们的腹中仅获得三片露克希的灵魂碎片。,,
136,1,,班波让你去收集这种程度的碎片自然有他的办法可以重理出线索，原来他有秘术将这灵魂碎片之中的记忆抽离，形成可供人查看的记忆水晶。,,
137,1,,你带来的三片灵魂碎片因为受损程度不一，暂时只能修复好一块。光影交错之后，一片灵魂碎片闪起光芒，你闭上眼睛，按照班波所说，尝试着触摸灵魂碎片。,,
138,1,,这种感觉很奇妙，似乎有一股力量将你的意识拉人到一段梦境之中，但是你仍然是清醒的。你出现在普隆德拉的一角，不远的地方有个孩子在唱着歌。,,
139,1,,可以吞噬海洋的巨大蟒蛇~ ♪\n可以吞噬海洋的巨大蟒蛇~ ♪\n被七彩缤纷的老鹰吞噬~ ♪\n 光荣的老鹰在海上筑巢~ ♪,,
140,1,,此时孩子对面迎面走来了几个白衣人，正是和神秘的面具组织，而他们之中领头的竟然是……白女巫！,,
141,1,,“看来你记错了，正确的词应该是这样唱的。”白女巫对着孩子语气温柔，看来十分和善。,,
142,1,,而后她俯下身子，在孩子耳边耳语几句。,,
143,1,,“嗯，就是这样，记住了吧。”白衣人说罢离去，孩子疑惑的看着他们。,,
144,1,,“你们的面具可真酷。”孩子的眼睛里似乎闪着光。,,
145,1,,白女巫没有搭话只是摆摆手。,,
146,1,,孩子像是受到鼓励一般，清了清嗓子：,,
147,1,,可以吞噬海洋的巨大蟒蛇~ ♪\n可以吞噬海洋的巨大蟒蛇~ ♪\n被七彩缤纷的老鹰吞噬~ ♪\n傲慢的老鹰长出鳞片~ ♪\n并从空中坠落而亡~ ♪,,
148,1,,旋律和之前的一样，只是更改了几句词，但是却唱出了另外的味道。孩子好像什么都不知道只是纵情欢唱，听到歌词后屋子里走出来一个衣着华丽的女人。,,
149,1,,“你这孩子……从哪里学到的，快闭嘴！”女人似乎很着急。,,
150,1,,而处于反叛期的孩子似乎抓到了可以控制大人的方法，在不大的石板路上一边高声重复着歌词一变跑着。,,
151,1,,衣着华丽的女人很着急，不远处的白面具一行人露出狡黠的笑。,,
152,1,,他们刚要转身离去，画面就此打住。,,
153,1,,如果这是露克希的记忆的话，那么这之后她应该尾随着这些神秘的白衣人，或许能够得知他们的窝点所在。不知道后面的灵魂碎片会不会透漏出关键的线索。,,
154,1,,雄鹰之歌的歌词被篡改，带有侮辱性质，印证了之前的猜测，这神秘的面具组织不是卢恩国人。而他们隐藏的极深并不好找，官方骑士团至今毫无头绪。那么寻找唱歌的孩子，会成为新的线索？,,
155,1,,同样看完这些画面的班波眉头紧皱，之前关于对露克希的委托内容他都避之不谈，但是现在这个矛盾完全暴露出来。班波陷入巨大的矛盾中，他希望能够循着这条线索继续调查，而对你又有所隐瞒，这让你们的信任关系陷入危机。,,
156,1,,“委托露克希所调查的秘密事件牵连很广，等我理清思绪，再找你详谈。”班波放下这句话，就转身离开。留下你一个人站在空荡荡的教堂之中。,,
157,1,,夕阳的余晖从彩绘的玻璃窗户之中照射进来，一天就这么过去了，但是似乎什么都没有解开。,,
158,1,,露克希之死像普隆德拉的地底集市一样，烧成了心中无法抹去的黑斑。面具组织、露克希死亡、白袍女巫、不能说的秘密任务……让你想到了儿时走失在迷雾森林之中的恐惧，灵魂碎片透漏的只言片语成了迷雾中唯一的光。,,
301,2,7006,,PlotIcon\UI_PlotIcon_Image_06.png,
302,1,,1,,
303,1,,班波书信给你说他已经想好了，希望你能继续协助调查，而他会在必要的时候向你道出实情。,,
304,1,,你前往大教堂找他。他说露克希的记忆水晶之中衣着华丽的女子是他的故人：前皇室驱魔师，宝妮·茵培莉娅。那个唱歌的孩子应该是她的孩子卡努。,,
305,1,,你几乎可以确定，班波说出的这些线索，必定与真相关联。,,
306,1,,班波并不是突然想起这位驱魔师故人的，当时他第一次读取这记忆水晶之中就将某些东西自己联系了起来，他这段时间只是需要认真斟酌并权衡了其中利弊。,,
307,1,,“成为【前】皇室驱魔师的原因是因为那个暂时不能说的秘密任务。我所知道的信息是，宝妮现在并不在普隆德拉，她因为某件事的渎职，在卸任之后就被驱逐出去，具体的去向尚不明确，而驱逐执行人正是赛依连。”,,
308,1,,班波欲盖弥彰的态度让你不是很舒服，他递给你自己调阅的驱逐记录的档案，上面确实清楚的写着赛依连曾将宝妮母子二人驱逐出普隆德拉。,,
309,1,,打算顺着这条线索的话，你只得去骑士团寻找赛依连。,,
310,1,,随着后续工作的转移到教会，骑士团从黑市大火的繁杂事务中抽离出来，不难看出赛依连又恢复了精气神。,,
311,1,,但是谈到驱逐宝妮的时候，他也闪烁其词起来。,,
312,1,,“这个……呵呵说来话长，还是你自己看吧。”看你态度坚定，他拿出一块水晶，似乎他自己也不太想提起这段往事。,,
313,1,,你握住水晶，进入赛依连的记忆之中。正是赛依连执行驱逐的现场。他带着两个两个骑士来到此处执行命令。突然遭狂乱且天真的魔法招呼，看完整段记忆你才知道是卡努趁宝妮不备抢走了她的法杖，竟然动员起了他的玩偶做了些【有趣的抵抗】……,,
314,1,,骑士们执法，在一群玩偶之中吃足了苦头确实难以启齿。随着宝妮的出现，这场闹剧也就此打住，赛依连并没有和一个孩子计较什么，反而觉得他们母子俩有些可怜。,,
315,1,,一边是任务的职责所在，一边是骑士精神。你从记忆之中回归意识之后赛依连冲你笑了笑。原来就算是强如他，也会受到一些世俗力量的限制。,,
316,1,,若是没有记错的话，记忆中宝妮母子二人提到了他们的去向，是前往吉芬方向。,,
317,1,,赛依连拿出一张照片，是宝妮和卡努母子二人的合照。,,
318,1,,“这照片是他们遗落在原住所之中的，若是你能找到她们，希望帮我还给她。”,,
319,1,,你接过照片，有了照片，到达吉芬后打听起来一定事半功倍。,,
320,1,,你来到吉芬，用照片很顺利的打听到了母子二人的相关线索。,,
321,1,,宝妮母子二人此时很可能正在吉芬东部采药。,,
322,1,,2,,
323,1,,吉芬东部比想象的大，所幸从吉芬出来的入口只有一个。,,
324,1,,你询问了入口处的卡普拉，来往的冒险者虽然众多，但带着孩子的采药人她还是印象深刻的，她给你指明了一个方向。你循着方向找了过去，果然没走多远就听到了熟悉的歌声，声音稚嫩发音不准：,,
325,1,,可以吞噬海洋的巨大蟒蛇~ ♪\n可以吞噬海洋的巨大蟒蛇~ ♪\n 被七彩缤纷的老鹰吞噬~ ♪\n 傲慢的老鹰长出鳞片~ ♪\n并从空中坠落而亡~ ♪,,
326,1,,旁边的大人又在着急的喝止孩子，让他不要再唱。似乎一切都是冥冥之中的注定，此时的场景与露克希记忆水晶中的画面几近重叠。,,
327,1,,被驱逐后的宝妮带着卡努过上了卖草药为生的穷困生活，他们都换上了粗布衣服。这些信息从前面的寻人调查中有所耳闻，但是亲眼所见后还是对巨大的落差有些惊异。,,
328,1,,宝妮并不像照片那般美丽高贵，已然裹起了头巾，从被人照顾的贵族生活突然变成事事亲为的单身母亲，看来这段时间她在生活里吃了不少苦头。但是她的眼神却没有改变，清晰明亮，坚定异常。,,
329,1,,而那个唱歌的孩子正是卡努。,,
330,1,,宝妮发现了靠近的你，将卡努护在身后，很是警觉。你上前搭话，表示自己是冒险者，向他提供班波的介绍信和赛依连要你捎来的合影照以后，这种僵硬的状态才缓和下来。,,
331,1,,你问她是否与刺客露克希有交集，她说不能确定名字，但是前段时间倒真是有一个女刺客来找过她。她并没有给出什么信息，现在的她只是一个普通人，靠卖药草维系生计，和卡努过着普通的生活。,,
332,1,,后来你谈及普隆德拉黑市大火的事，告诉她这场大火烧死了很多人，其中甚至包括很多母亲的孩子，和很多孩子的母亲。他们也只是想过着普通的生活。,,
333,1,,而露克希来求的这条线索可能和黑市大火的事有关。,,
334,1,,听了你说的种种，宝妮似乎有些松动，但看了看卡努又坚定起来，仍旧没说什么。,,
335,1,,这之后是长久的沉默，在一旁的卡努玩累了回来喝水。突然插嘴说出一些关于白色面具和白袍女巫模棱两可的信息。宝妮很紧张，强硬的打断了他。,,
336,1,,卡努这时候耍起了脾气，他抱怨宝妮天天采集卖药没时间陪她，让他感觉很孤单，宝妮一时语塞。,,
337,1,,你夹在争吵过的母子旁边有些尴尬，于是你提议帮着宝妮去采集一些草药，让她留出时间多陪陪孩子。面对不容拒绝的好意，宝妮接受了，她向你点了点头已示感谢。,,
338,1,,你按照宝妮告诉你的地点很容易找到了草药，采集好了之后隐约听到不远处有打斗声。,,
339,1,,你心中大呼不妙，看来盯上宝妮的不止只有你。露克希能找到她，你能找到她，那就代表其他的一些有心之人也能找到。,,
340,1,,你迅速回赶，远远看到正有人与宝妮对峙，那群人与之前袭击露克希的人极为相似。宝妮试图与神秘人交涉：“我是不会乱说的，否则不至于被驱逐于此。”,,
341,1,,看对方没有回应，宝妮继续说：“上次的约定依然有效，我只是想我们能过普通生活。”,,
342,1,,“哼，我只相信死人会遵守约定。”为首的一人带着众人慢慢拥上来。,,
343,1,,交涉失败，看来战斗在所难免。面对众多不坏好意的白衣人，卡努吓得钻进森林深处。而后宝妮被拦住去路，且不说会不会有除了视野以外的白衣人去追击卡努，单是森林深处的魔物都能威胁到涉世未深的孩子的生命！,,
344,1,,宝妮深吸一口气，看来她要迅速冷静下来。深呼吸之后整个气场都变了。,,
345,1,,“如果卡努不在的话……我倒是没那么多顾虑了。”说着他闭上眼睛，一股巨大的魔力波动从她的身上升腾而出，和刚才委屈求全的母亲判若两人。,,
346,1,,重新睁开的眼睛锋利尖锐，她心中明了，想要保障卡努的安全必须尽快清理掉眼前这些人。,,
347,1,,汹涌的魔力在她的周身疯狂涌动，和她有一段距离的你都能感受到那股让人汗毛倒立的骇人力量。,,
348,1,,她嘴唇微动，似乎在吟唱着某些咒语。天空之中片刻功夫雷云滚动，在场的白衣人看着骤变的天气，有些惊慌，心生怯意。为首者大吼一声：“她只是一个人，有什么好怕的，大家一起上。”,,
349,1,,话毕众人一拥而上，就在此时宝妮振臂而下。落雷轰然而下，精准的劈到白衣人举起的匕首上，白衣人应声倒地。,,
350,1,,一个照面，一息之间，白衣众人均遭受雷击，倒地不起。,,
351,1,,3,,
352,1,,你被眼前一幕惊呆，没想到宝妮竟然拥有如此可怕的实力。,,
353,1,,解决掉了眼前这些麻烦，宝妮惊慌的望向四周，她尝试呼喊卡努的名字，但是却没有任何回应。你疾步上前，让她不要惊慌，孩子丢失的时间不长，此处地形对一个孩子而言有些复杂，所以他应该没走多远。,,
354,1,,于是你们分两个方向寻找卡努，并约定找到之后再来此处集合。刚才从远处你看着卡努跑离，根据某些地方的痕迹，不一会就找到了卡努。于是你将卡努带回去，但是路上并不省心，一方面卡努自己不老实招惹周围的魔物，另一方面是有刚才不甘心的白衣组织残党的追击。,,
355,1,,好在有惊无险，你都轻松化解，带着卡努加上遇到些麻烦自然浪费了些时间，另外一个方向的宝妮已经回来并在原地急的打转，看到你将卡努带回，感激至极。,,
356,1,,患难之中，母子的情感似乎更加坚实，卡努高呼着自己受到了你的启发，他长大也要当一名冒险者，也要战斗。宝妮会心一笑，她意识到也许除了亲情还有更多值得珍惜和敬重的东西，精神、大义、勇敢、无畏甚至牺牲……,,
357,1,,经历了前面的种种，她对你有了初步的信任。,,
358,1,,“就算是对方先背弃约定，我也会坚守自己【不会乱说】的秘密，虽然现在很理解你，但是从她的立场始终需要在给孩子的安全留有余地。”,,
