Id,Name,IsIP,InGameName,Description,BuffId,Level,IsDebuff,Type,ReplaceRule,AddCondition,BuffEffect,EffectGroup,DestroyTiming,DestroyLua,BeHitLua,Fx,FxWarningTime,ScaleFac,FxPoint,FxPointHightPercent,BeginFx,BeginFxPoint,BeginFxPointHightPercent,DestroyFx,DestroyFxPoint,DestroyFxPointHightPercent,BeginAudio,Audio,DestroyAudio,IsDeathClear,IsOffLineClear,IsChangeMapClear,TimePass,ConfigData,TipsForEquip,IsVisible,TransfigureDeleteType,IconAtlas,Icon,ReplaceBuffId,CouldCancel,IsChangeByNumber,MobCanInherit,IsRelateBuff,RelateBuffId,BuffPriority,IsRemovableGain,LocalizationArea
200604,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,4,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=9,BingDong|Time=9|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200605,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,5,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=10,BingDong|Time=10|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200606,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,6,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=11,BingDong|Time=11|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200607,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,7,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=12,BingDong|Time=12|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200608,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,8,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=13,BingDong|Time=13|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200609,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,9,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=14,BingDong|Time=14|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
200610,冰冻术,,冰冻术,无法移动、无法释放技能，被击后可提前解除,2006,10,1,2,6=0,BingDongImmune|immuneBuff=2006|MinChance=3000,301,6|15|1030101|1030102,1=15,BingDong|Time=15|MinTime=5,,30,,,,,,,,400,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_BingDong.png,,,,,,,,,
403001,睡魔魔耗陷阱睡眠效果,,睡眠,无法进行任何动作，被攻击后解除,4030,1,1,,6=0,ShuiMian|MinChance=3000;SameDebuffFalse|type=203,203,104800201,1=10,ShuiMian|Time=10|MinTime=3,,207,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_ShuiMian.png,,,,,,,,,
403002,睡魔魔耗陷阱睡眠效果,,睡眠,无法进行任何动作，被攻击后解除,4030,2,1,,6=0,ShuiMian|MinChance=3000;SameDebuffFalse|type=203,203,104800201,1=10,ShuiMian|Time=10|MinTime=3,,207,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_ShuiMian.png,,,,,,,,,
403003,睡魔魔耗陷阱睡眠效果,,睡眠,无法进行任何动作，被攻击后解除,4030,3,1,,6=0,ShuiMian|MinChance=3000;SameDebuffFalse|type=203,203,104800201,1=10,ShuiMian|Time=10|MinTime=3,,207,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_ShuiMian.png,,,,,,,,,
403004,睡魔魔耗陷阱睡眠效果,,睡眠,无法进行任何动作，被攻击后解除,4030,4,1,,6=0,ShuiMian|MinChance=3000;SameDebuffFalse|type=203,203,104800201,1=10,ShuiMian|Time=10|MinTime=3,,207,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_ShuiMian.png,,,,,,,,,
403005,睡魔魔耗陷阱睡眠效果,,睡眠,无法进行任何动作，被攻击后解除,4030,5,1,,6=0,ShuiMian|MinChance=3000;SameDebuffFalse|type=203,203,104800201,1=10,ShuiMian|Time=10|MinTime=3,,207,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_ShuiMian.png,,,,,,,,,
