Id,Name,IsIP,InGameName,Description,BuffId,Level,IsDebuff,Type,ReplaceRule,AddCondition,BuffEffect,EffectGroup,DestroyTiming,DestroyLua,BeHitLua,Fx,FxWarningTime,ScaleFac,FxPoint,FxPointHightPercent,BeginFx,BeginFxPoint,BeginFxPointHightPercent,DestroyFx,DestroyFxPoint,DestroyFxPointHightPercent,BeginAudio,Audio,DestroyAudio,IsDeathClear,IsOffLineClear,IsChangeMapClear,TimePass,ConfigData,TipsForEquip,IsVisible,TransfigureDeleteType,IconAtlas,Icon,ReplaceBuffId,CouldCancel,IsChangeByNumber,MobCanInherit,IsRelateBuff,RelateBuffId,BuffPriority,IsRemovableGain,LocalizationArea
1002101,战斗祝福:狂战士,,战斗祝福:狂战士,增加暴击伤害,10021,1,0,,1=0,,,200024,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_zhandongzhufu.png,,1,,,,,,,
1002201,战斗祝福:心眼,,战斗祝福:心眼,增加暴击概率,10022,1,0,,1=0,,,200025,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_zhandongzhufu.png,,1,,,,,,,
1002301,防御祝福:忍,,防御祝福:忍,增加物理防御,10023,1,0,,1=0,,,200026,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuzhufu.png,,1,,,,,,,
1002401,防御祝福:念,,防御祝福:念,增加魔法防御,10024,1,0,,1=0,,,200027,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuzhufu.png,,1,,,,,,,
1002501,防御祝福:灵,,防御祝福:灵,增加闪避率,10025,1,0,,1=0,,,200028,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuzhufu.png,,1,,,,,,,
1002601,防御祝福:悟,,防御祝福:悟,增加暴击抗性,10026,1,0,,1=0,,,200029,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuzhufu.png,,1,,,,,,,
1002701,反击压制,,反击压制,受击时宠物有3%概率释放剑刃风暴,10027,1,0,,1=0,,,200030,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1002801,精灵加护,,精灵加护,受击时宠物有3%概率释放治愈术,10028,1,0,,1=0,,,200031,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1008401,开关会心光环,,会心光环,进入战斗后会开启会心光环,10084,1,0,,1=0,,,200093|200094|200192,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1002901,会心光环,,会心光环,范围内敌人获得暴击率上升,10029,1,0,,1=0,,,200032|200136,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_baojiguanghuan.png,,,,,,,,,
1003001,进光环就提高暴击概率和暴击伤害,,会心光环,"暴击率上升6%,暴击伤害上升6%",10030,1,0,,2=0,,,200033,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_baojiguanghuan.png,,,,,,,,,
1008501,开关物理强击光环,,物理强击光环,进入战斗后会开启物理强击光环,10085,1,0,,1=0,,,200095|200096|200193,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1003101,物理强击光环,,物理强击光环,范围内友方获得物理攻击提升,10031,1,0,,1=0,,,200034|200137,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_gongjiguanghuan.png,,,,,,,,,
1003201,进光环就提高物理攻击,,物理强击光环,物理伤害上升8%,10032,1,0,,2=0,,,200035,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_gongjiguanghuan.png,,,,,,,,,
1008601,开关忍耐光环,,忍耐光环,进入战斗后会开启忍耐光环,10086,1,0,,1=0,,,200097|200098|200194,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1003301,忍耐光环,,忍耐光环,范围内敌人获得暴击率上升,10033,1,0,,1=0,,,200036|200138,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_fangyuguanghuan.png,,,,,,,,,
1003401,进光环就提高物理和魔法防御,,忍耐光环,"物理防御上升10%,魔法防御上升10%",10034,1,0,,2=0,,,200037,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuguanghuan.png,,,,,,,,,
1008701,开关会心光环Ⅱ,,会心光环,进入战斗后会开启会心光环,10087,1,0,,1=0,,,200099|200100|200195,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1003501,会心光环Ⅱ,,会心光环,范围内敌人获得暴击率上升,10035,1,0,,1=0,,,200038|200139,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_baojiguanghuan1.png,,,,,,,,,
1003601,进光环就提高暴击概率和暴击伤害,,会心光环,"暴击率上升6%,暴击伤害上升6%",10036,1,0,,2=0,,,200039,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_baojiguanghuan1.png,,,,,,,,,
1008801,开关强击光环Ⅱ,,强击光环,进入战斗后会开启强击光环,10088,1,0,,1=0,,,200101|200102|200196,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1003701,强击光环Ⅱ,,强击光环,范围内敌人获得暴击率上升,10037,1,0,,1=0,,,200040|200140,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_gongjiguanghuan1.png,,,,,,,,,
1003801,进光环就提高物理和魔法攻击,,强击光环,"物理攻击上升8%,魔法攻击上升8%",10038,1,0,,2=0,,,200041,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_gongjiguanghuan1.png,,,,,,,,,
1008901,开关忍耐光环Ⅱ,,忍耐光环,进入战斗后会开启忍耐光环,10089,1,0,,1=0,,,200103|200104|200197,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1003901,忍耐光环Ⅱ,,忍耐光环,范围内敌人获得暴击率上升,10039,1,0,,1=0,,,200042|200141,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_fangyuguanghuan1.png,,,,,,,,,
1004001,进光环就提高物理和魔法防御,,忍耐光环,"物理防御上升10%,魔法防御上升10%",10040,1,0,,2=0,,,200043,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_fangyuguanghuan1.png,,,,,,,,,
1004101,冰封,,冰封,无法移动、无法释放技能，被击后可提前解除,10041,1,1,2,6=0,BingDongImmune|immuneBuff=10041|MinChance=10000,301,15|1030101|1030102,1=5,BingDong|Time=5|MinTime=5,,30,,,,,,,,400,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_hanbinglingyu.png,,,,,,,,,
1004201,爆炸气流,,爆炸气流,,10042,1,0,,5=3,,,200045,1=5,,,2690904,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,,,,,,,,
1004301,助威效果,,助威,物理和魔法伤害上升20%,10043,1,0,,5=3,,,200046,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_chuchangzhuwei.png,,,,,,,,,
1004401,恐吓效果,,恐吓,物理和魔法防御下降10%,10044,1,0,,5=3,,,200047,1=5,,,500024,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_chuchangkongxia.png,,,,,,,,,
1004501,治愈,,治愈,回复20%的生命值和魔法值,10045,1,0,,5=3,,,200048,1=5,,,578,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_chuchangqunliao.png,,,,,,,,,
1004601,助威效果,,助威,物理和魔法攻击上升10%,10046,1,0,,5=3,,,200049,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_chuchangzhuwei1.png,,,,,,,,,
1004701,恐吓效果,,恐吓,物理和魔法防御下降10%,10047,1,0,2,6=0,,201,200050,1=5,,,453,,,,1,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_chuchangkongxia1.png,,,,,,,,,
1004801,石化术效果,,石化术:必中,无法移动、无法释放技能，受击后可提前解除,10048,1,0,2,6=0,,302,200051,1=10,ShiHua|Time=10|MinTime=5,,674=3054,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shihuashushuchu.png,,,,,,,,,
1004901,进光环就降低闪避率和抗暴率,,石化术:必中,持续时间内使自身为圆心6米半径范围内敌人闪避率下降8%，抗暴率下降8%,10049,1,0,,1=0,,,200052,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shihuashujiansu.png,,,,,,,,,
1005001,石化术效果,,石化术:迟缓,无法移动、无法释放技能，受击后可提前解除,10050,1,0,2,6=0,,302,200053,1=10,ShiHua|Time=10|MinTime=5,,3339,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shihuashuchenmo.png,,,,,,,,,
1005101,进光环就降低移动和攻击速度,,石化术:迟缓,持续时间内使自身为圆心6米为半径范围内敌人移动速度下降8%，攻击速度下降30%,10051,1,0,,1=0,,,200054,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shihuashuchenmo.png,,,,,,,,,
1005201,石化术效果,,石化术:禁言,无法移动、无法释放技能，受击后可提前解除,10052,1,1,2,6=0,,302,200055,1=10,ShiHua|Time=10|MinTime=5,,3338,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shihuashuchenmo.png,,,,,,,,,
1005301,进光环就沉默,,石化术:禁言,持续时间内使自身为圆心6米半径范围内敌人沉默,10053,1,1,3,1=0,ChenMo|MinChance=10000,106,1620101,,ChenMo|Time=999|MinTime=120,,209,,,,,,,,,,,,,,0,0,1,,,,0,0,Skill_pet,PetSkill_shihuashuchenmo.png,,,,,,,,,
1005401,偷袭（攻击给敌人上BUFF）,,偷袭,对异常状态的敌人造成伤害加深,10054,1,0,,1=0,,,200056,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1005501,偷袭判断,,,,10055,1,0,,1=0,,,200057,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1005601,偷袭,,,,10056,1,0,,1=0,IsHasBuff|BuffID=10055|var=1#1|101=102=103=104=105=106=107=201=202=203=204=301=302=401,,200058,1=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1005701,净化光环,,净化光环,范围内友军随机去除一个异常状态,10057,1,0,,1=0,,,200059,,,,723,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1005801,净化效果,,净化光环,去除异常状态,10058,1,0,,1=0,,,200060,1=1,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shenshengjinghua.png,,,,,,,,,
1005901,生命治愈,,,,10059,1,0,,1=0,,,200061,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1006001,魔法治愈,,,,10060,1,0,,1=0,,,200062,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1006101,物理破防（敌人身上效果）,,物理破防,物理防御降低,10001,1,1,,5=3,,,200063,1=5,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_wulipofang.png,,,,,,,,,
1006201,魔法破防（敌人身上效果）,,魔法破防,魔法防御降低,10002,1,1,,5=3,,,200064,1=5,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_mofapofang.png,,,,,,,,,
1006401,极致输出（主人DEBUFF）,,,,10064,1,0,,1=0,,,200068,1=8,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1006501,极致输出Ⅱ（主人DEBUFF）,,,,10065,1,0,,1=0,,,200069,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1006601,极致输出,,极致输出,"降低主人20%的物理防御, 增加宠物30%攻击速度,持续8秒",10066,1,0,,1=0,,,200070,1=8,,,1506,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_jizhishuchu.png,,,,,,,,,
1006701,极致输出Ⅱ,,极致输出Ⅱ,"降低主人40%的物理防御, 增加宠物30%攻击速度并且造成的伤害增加30%,持续10秒",10067,1,0,,1=0,,,200072,1=10,,,1506,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_jizhishuchu.png,,,,,,,,,
1006801,神圣净化光环,,净化,给主人上净化效果,10068,1,0,,1=0,,,200074,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shenshengjinghua.png,,,,,,,,,
1006901,允许使用神圣净化,,净化,,10069,1,0,,1=0,,,200075,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007001,净化效果,,净化,,10070,1,0,201,1=0,,,200076,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007101,闪电护盾开启,,闪电护盾开启,,10071,1,0,,1=0,,,200077|200079,1=12,,,3312,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007201,检测蓝量,,检测蓝量,,10072,1,0,,1=0,,,200078,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007401,愤怒连携,,愤怒连携,普通攻击时宠物有20%概率额外释放一次力量冲击,10074,1,0,,1=0,,,200081,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007501,疾风连携,,疾风连携,普通攻击时宠物有20%概率释放一次敏捷冲击,10075,1,0,,1=0,,,200082,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007601,魔法连携,,魔法连携,普通攻击时宠物有20%概率对对方释放雷鸣术,10076,1,0,,1=0,,,200083,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007701,冰封连携,,冰封连携,使用技能时宠物有3%概率降低80%移动速度和攻击速度,10077,1,0,,1=0,,,200084,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007801,魔法反冲,,魔法反冲,使用技能时宠物有3%概率释放魔法反冲(宿主释放技能会受到伤害),10078,1,0,,1=0,,,200085,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1007901,要害暴露,,要害暴露,使用技能时宠物有3%概率释要害暴露(宿主闪避时会受到伤害),10079,1,0,,1=0,,,200086,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1008001,魔法逆流,,魔法逆流,使用技能时宠物有3%概率释放魔法逆流(宿主释放技能会额外扣除魔法),10080,1,0,,1=0,,,200087,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1008101,暴击诅咒,,暴击诅咒,使用技能时宠物有3%概率释放暴击诅咒(宿主暴击时会受到伤害),10081,1,0,,1=0,,,200088,,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1009001,减速效果,,减速,降低80%移动速度和攻击速度,10090,1,1,,1=0,,,200105,1=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_bingfenglianxie.png,,,,,,,,,
1009101,反冲效果,,反冲,释放技能会受到伤害,10091,1,1,,1=0,,,200106,3=3,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_mofafanchong.png,,,,,,,,,
1009201,暴露效果,,暴露,闪避时会受到伤害,10092,1,1,,1=0,,,200107,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_yaohaibaolu.png,,,,,,,,,
1009301,逆流效果,,逆流,释放技能会额外扣除魔法,10093,1,1,,1=0,,,200108,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_mofaniliu.png,,,,,,,,,
1009401,诅咒效果,,诅咒,暴击时会受到伤害,10094,1,1,,1=0,,,200109,1=10,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_baojizuzhou.png,,,,,,,,,
1009501,护主,,保护,给主人增加一个护盾，该护盾可以吸收主人最大生命20%的伤害，当达到护盾吸收上限后产生一次爆炸对范围内敌方单位造成250%物理伤害，护盾存续期间对异常状态的抗性上升50%。护盾持续8秒。,10095,1,0,,1=0,,,200110|200111,1=8|2=1,HuDunXueLiang|Per=2000|IsAbsorb=0,CommonBeHit,3327,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_huzhu.png,,,,,,,,,
1009601,生命献祭圈,,生命献祭,,10096,1,0,,1=0,,,200112|200116|200118,1=30,,,3314,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1009701,生命献祭效果,,生命献祭,物理伤害提升,10097,1,0,,1=0,,,200113,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_shengmingxianji.png,,,,,,,,,
1009801,魔法献祭圈,,魔法献祭,,10098,1,0,,1=0,,,200114|200117|200119,1=30,,,3314,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1009901,魔法献祭效果,,魔法献祭,魔法伤害提升,10099,1,0,,1=0,,,200115,,,,,,,,,,,,,,,,,,0,0,1,,,,1,0,Skill_pet,PetSkill_mofaxianji.png,,,,,,,,,
1010001,寒冰领域,,寒冰领域,,10100,1,0,,1=0,,,200120,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1010101,爆炸性出场,,爆炸性出场,,10101,1,0,,1=0,,,200121,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1010201,出场助威,,出场助威,,10102,1,0,,1=0,,,200122,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1010301,出场恐吓,,出场恐吓,,10103,1,0,,1=0,,,200123,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1010401,群体治愈,,群体治愈,,10104,1,0,,1=0,,,200124,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
1010501,神系宠免疫所有异常状态,0,免疫,免疫所有异常状态,10105,1,0,,1=0,,,200125,1=5,,,140010,,,,,,,,,,,,,,0,0,1,,,,1,0,Buffbox,UI_Icon_Buff_Beiluzi_dadigongming.png,,,,,,,,,
1010601,宠物回血,,宠物回血,宠物回血,10106,1,0,,1=0,,,200126,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
1010701,宠物回蓝,,宠物回蓝,宠物回蓝,10107,1,0,,1=0,,,200127,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
1010801,出场助威Ⅱ,,出场助威,,10108,1,0,,1=0,,,200128,3=1,,,,,,,,,,,,,,,,,0,0,1,,,,0,0,,,,,,,,,,,
