Id,Name,IsIP,InGameName,Description,BuffId,Level,IsDebuff,Type,ReplaceRule,AddCondition,BuffEffect,EffectGroup,DestroyTiming,DestroyLua,BeHitLua,Fx,FxWarningTime,ScaleFac,FxPoint,FxPointHightPercent,BeginFx,BeginFxPoint,BeginFxPointHightPercent,DestroyFx,DestroyFxPoint,DestroyFxPointHightPercent,BeginAudio,Audio,DestroyAudio,IsDeathClear,IsOffLineClear,IsChangeMapClear,TimePass,ConfigData,TipsForEquip,IsVisible,TransfigureDeleteType,IconAtlas,Icon,ReplaceBuffId,CouldCancel,IsChangeByNumber,MobCanInherit,IsRelateBuff,RelateBuffId,BuffPriority,IsRemovableGain,LocalizationArea
10102,挑衅（2级）,,挑衅,挑衅（2级）,101,2,1,,2=0,,,1010201|4006402,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10103,挑衅（3级）,,挑衅,挑衅（3级）,101,3,1,,2=0,,,1010301|4006403,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10104,挑衅（4级）,,挑衅,挑衅（4级）,101,4,1,,2=0,,,1010401|4006404,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10105,挑衅（5级）,,挑衅,挑衅（5级）,101,5,1,,2=0,,,1010501|4006405,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10106,挑衅（6级）,,挑衅,挑衅（6级）,101,6,1,,2=0,,,1010601|4006406,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10107,挑衅（7级）,,挑衅,挑衅（7级）,101,7,1,,2=0,,,1010701|4006407,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10108,挑衅（8级）,,挑衅,挑衅（8级）,101,8,1,,2=0,,,1010801|4006408,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10109,挑衅（9级）,,挑衅,挑衅（9级）,101,9,1,,2=0,,,1010901|4006409,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10110,挑衅（10级）,,挑衅,挑衅（10级）,101,10,1,,2=0,,,1011001|4006410,1=7,,,,,,,,119,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,
10201,霸体（1级）,,霸体,受击时不会停顿不会击退,102,1,0,,1=0,,,17|5|1020101,1=10|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=10,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10202,霸体（2级）,,霸体,受击时不会停顿不会击退,102,2,0,,1=0,,,17|5|1020201,1=13|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=13,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10203,霸体（3级）,,霸体,受击时不会停顿不会击退,102,3,0,,1=0,,,17|5|1020301,1=16|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=16,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10204,霸体（4级）,,霸体,受击时不会停顿不会击退,102,4,0,,1=0,,,17|5|1020401,1=19|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=19,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10205,霸体（5级）,,霸体,受击时不会停顿不会击退,102,5,0,,1=0,,,17|5|1020501,1=22|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=22,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10206,霸体（6级）,,霸体,受击时不会停顿不会击退,102,6,0,,1=0,,,17|5|1020601,1=25|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=25,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10207,霸体（7级）,,霸体,受击时不会停顿不会击退,102,7,0,,1=0,,,17|5|1020701,1=28|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=28,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10208,霸体（8级）,,霸体,受击时不会停顿不会击退,102,8,0,,1=0,,,17|5|1020801,1=31|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=31,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10209,霸体（9级）,,霸体,受击时不会停顿不会击退,102,9,0,,1=0,,,17|5|1020901,1=34|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=34,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10210,霸体（10级）,,霸体,受击时不会停顿不会击退,102,10,0,,1=0,,,17|5|1021001,1=37|3=8,BaTiCal|checkBuff=60029|basicCount=8|basicTime=37,,110,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10301,霸体加速（1级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,1,0,,1=0,,,1540101,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10302,霸体加速（2级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,2,0,,1=0,,,1540201,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10303,霸体加速（3级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,3,0,,1=0,,,1540301,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10304,霸体加速（4级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,4,0,,1=0,,,1540401,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10305,霸体加速（5级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,5,0,,1=0,,,1540501,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10306,霸体加速（6级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,6,0,,1=0,,,1540601,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10307,霸体加速（7级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,7,0,,1=0,,,1540701,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10308,霸体加速（8级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,8,0,,1=0,,,1540801,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10309,霸体加速（9级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,9,0,,1=0,,,1540901,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10310,霸体加速（10级）,,霸体减伤,提升移动速度、魔法防御和物理防御,103,10,0,,1=0,,,1541001,1=5,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_BaTi.png,,1,,,,,,1,
10401,剑士回血,,剑士回血,剑士回血,104,1,0,,1=0,,,1340101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10501,剑士回蓝,,剑士回蓝,剑士回蓝,105,1,0,,1=0,,,1350101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10601,剑熟练度（1级）,,剑熟练度,剑熟练度（1级）,106,1,0,,1=0,,,1240101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10602,剑熟练度（2级）,,剑熟练度,剑熟练度（2级）,106,2,0,,1=0,,,1240201,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10603,剑熟练度（3级）,,剑熟练度,剑熟练度（3级）,106,3,0,,1=0,,,1240301,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10604,剑熟练度（4级）,,剑熟练度,剑熟练度（4级）,106,4,0,,1=0,,,1240401,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10605,剑熟练度（5级）,,剑熟练度,剑熟练度（5级）,106,5,0,,1=0,,,1240501,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10606,剑熟练度（6级）,,剑熟练度,剑熟练度（6级）,106,6,0,,1=0,,,1240601,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10607,剑熟练度（7级）,,剑熟练度,剑熟练度（7级）,106,7,0,,1=0,,,1240701,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10608,剑熟练度（8级）,,剑熟练度,剑熟练度（8级）,106,8,0,,1=0,,,1240801,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10609,剑熟练度（9级）,,剑熟练度,剑熟练度（9级）,106,9,0,,1=0,,,1240901,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10610,剑熟练度（10级）,,剑熟练度,剑熟练度（10级）,106,10,0,,1=0,,,1241001,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
10701,剑攻速增加（1级）,,剑攻速增加,攻击速度+12%,107,1,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250101|1250102|1250103,1=60,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10702,剑攻速增加（2级）,,剑攻速增加,攻击速度+14%,107,2,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250201|1250102|1250103,1=80,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10703,剑攻速增加（3级）,,剑攻速增加,攻击速度+16%,107,3,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250301|1250102|1250103,1=100,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10704,剑攻速增加（4级）,,剑攻速增加,攻击速度+18%,107,4,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250401|1250102|1250103,1=120,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10705,剑攻速增加（5级）,,剑攻速增加,攻击速度+20%,107,5,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250501|1250102|1250103,1=140,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10706,剑攻速增加（6级）,,剑攻速增加,攻击速度+22%,107,6,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250601|1250102|1250103,1=160,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10707,剑攻速增加（7级）,,剑攻速增加,攻击速度+24%,107,7,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250701|1250102|1250103,1=180,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10708,剑攻速增加（8级）,,剑攻速增加,攻击速度+26%,107,8,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250801|1250102|1250103,1=200,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10709,剑攻速增加（9级）,,剑攻速增加,攻击速度+28%,107,9,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1250901|1250102|1250103,1=220,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10710,剑攻速增加（10级）,,剑攻速增加,攻击速度+30%,107,10,0,,1=0,SuDuJiFa|WeaponType=2|WeaponType2=2|WeaponType3=3,,1251001|1250102|1250103,1=240,,,287,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_JianGongSuZengJia.png,,1,,,,,,1,
10801,双剑格挡判定生效,,双剑格挡判定生效,有50%几率抵消敌人的物理攻击,108,1,0,,1=0,SuDuJiFa|WeaponType=3|WeaponType2=3|WeaponType3=3,,1710101,1=60,,,,,,,,,,,,,,,,,1,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_ShuangJianGeDang.png,,,,,,,,,
10901,双剑格挡触发技能,,,双剑格挡触发技能,109,1,0,,1=0,,,1720101,1=1,,,,,,,,,,,,,,,,,0,0,,,,,0,1,,,,,,,,,,,
11001,快速恢复（剑士）,,,快速恢复（剑士）,110,1,0,,1=0,,,16,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
11101,怒爆火属性ATK,,怒爆,火属性伤害攻击+20%,111,1,0,,1=0,,,13,1=20,,,,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_NuBao.png,,,,,,,,1,
11201,狂击眩晕,,眩晕,无法移动、无法释放技能,112,1,1,2,6=0,KuangJiXuanYun|MinChance=3000,401,1300101,1=2.5,XuanYun|Time=25000|MinTime=15000,,210,,,,1,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Tongyong_XuanYun.png,,,,,,,,,
11301,狂暴状态,,,,113,1,0,,2=0,,,2120101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
11401,狂暴状态,,狂暴状态,物理攻击+10,114,1,0,,2=0,,,2130201,,,,538,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_KuangBaoZhuangTai.png,,,,,,,,,
11501,取消狂暴挑衅,,,,115,1,0,,2=0,,,2130101,3=1,,,,,,,,,,,,,,,,,0,0,,,,,0,1,,,,,,,,,,,
11601,剑熟练度更换武器,,,,116,1,0,,2=0,,,2340101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
11701,剑熟练度初学,,,,117,1,0,,2=0,,,2350101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
11801,挑衅无法再次生效,,挑衅,已经被挑衅，挑衅无法再次生效,118,1,0,,2=0,,,3,1=3,,,,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_TiaoXin.png,,,,,,,,,
11901,挑衅受击仇恨增高（1~5级）,,,,119,1,0,,2=0,,,2810101,1=7,,,,,,,,,,,,,,,,,0,0,,,,,0,1,,,,,,,,,,,
12001,挑衅强制攻击自身,,,,120,1,0,,2=0,,,21,1=3,,,,,,,,,,,,,,,,,0,0,,,,,0,1,Buffbox,UI_Icon_Buff_Swordman_TiaoXin.png,,,,,,,,,
14001,长矛使用熟练度换武器触发,,,,140,1,0,,2=0,,,1980101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
14101,长矛使用熟练度换坐骑触发,,,,141,1,0,,2=0,,,1990101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
14201,长矛使用熟练度初学触发,,,,142,1,0,,2=0,,,2000101,,,,,,,,,,,,,,,,,,1,1,,,,,0,0,,,,,,,,,,,
14301,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,1,0,,1=0,,,2080101|6002311,1=10|2=1,HuDunXueLiang|Per=1100|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14302,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,2,0,,1=0,,,2080201|6002311,1=10|2=1,HuDunXueLiang|Per=1200|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14303,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,3,0,,1=0,,,2080301|6002311,1=10|2=1,HuDunXueLiang|Per=1300|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14304,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,4,0,,1=0,,,2080401|6002311,1=10|2=1,HuDunXueLiang|Per=1400|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14305,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,5,0,,1=0,,,2080501|6002311,1=10|2=1,HuDunXueLiang|Per=1500|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14306,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,6,0,,1=0,,,2080601|6002311,1=10|2=1,HuDunXueLiang|Per=1600|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14307,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,7,0,,1=0,,,2080701|6002311,1=10|2=1,HuDunXueLiang|Per=1700|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14308,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,8,0,,1=0,,,2080801|6002311,1=10|2=1,HuDunXueLiang|Per=1800|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14309,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,9,0,,1=0,,,2080901|6002311,1=10|2=1,HuDunXueLiang|Per=1900|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14310,钢铁意志生效,,钢铁意志,钢铁意志护盾,143,10,0,,1=0,,,2081001|6002311,1=10|2=1,HuDunXueLiang|Per=2000|IsAbsorb=0,CommonBeHit,113,,,,,,,,,,,,,,0,0,,,,,1,0,Buffbox,UI_Icon_Buff_Swordman_GangTieYiZhi.png,,1,,,,,,,
14401,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,1,0,,2=0,,,2090101,1=0.4,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
14402,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,2,0,,2=0,,,2090101,1=0.8,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
14403,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,3,0,,2=0,,,2090101,1=1.2,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
14404,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,4,0,,2=0,,,2090101,1=1.6,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
14405,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,5,0,,2=0,,,2090101,1=2,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
14406,反击,,反击,当敌方使用一次物理攻击时，免疫此次攻击并反击一次必杀伤害,144,6,0,,2=0,,,2090101,1=2.4,,,91,,,,,,,,,,,,,,0,0,,,,,1,1,Buffbox,UI_Icon_Buff_Swordman_FanJi.png,,,,,,,,,
