origion_id,replaced_id
310114,31011401
310115,31011501
310116,31011601
310201,31020101
310202,31020201
310203,31020301
310204,31020401
310205,31020501
310206,31020601
310207,31020701
310208,31020801
310209,31020901
310210,31021001
310211,31021101
320101,32010101
320102,32010201
320103,32010301
320104,32010401
320105,32010501
320106,32010601
320107,32010701
320108,32010801
320109,32010901
320110,32011001
320111,32011101
320112,32011201
320113,32011301
320114,32011401
320115,32011501
320116,32011601
320117,32011701
320118,32011801
320119,32011901
320201,32020101
320202,32020201
320203,32020301
320204,32020401
320205,32020501
320206,32020601
320207,32020701
320208,32020801
320209,32020901
320210,32021001
320211,32021101
500001,50000101
500002,50000201
500003,50000301
500004,50000401
500005,50000501
500006,50000601
500007,50000701
500008,50000801
500009,50000901
500010,50001001
500011,50001101
500012,50001201
500014,50001401
500015,50001501
500016,50001601
500017,50001701
500018,50001801
500019,50001901
500020,50002001
500021,50002101
500022,50002201
500023,50002301
500024,50002401
500025,50002501
510101,51010101
510102,51010201
510103,51010301
510104,51010401
510105,51010501
510106,51010601
510107,51010701
510108,51010801
510109,51010901
510110,51011001
510111,51011101
510112,51011201
510113,51011301
510114,51011401
510115,51011501
510116,51011601
510201,51020101
510202,51020201
510203,51020301
510204,51020401
510205,51020501
510206,51020601
510207,51020701
510208,51020801
510209,51020901
700001,70000101
700002,70000201
700003,70000301
700004,70000401
700005,70000501
700006,70000601
700007,70000701
700008,70000801
700009,70000901
700010,70001001
700011,70001101
700012,70001201
700013,70001301
700014,70001401
700015,70001501
700016,70001601
700017,70001701
700018,70001801
700019,70001901
700020,70002001
700021,70002101
700022,70002201
700023,70002301
700024,70002401
700025,70002501
700026,70002601
710101,71010101
710102,71010201
710103,71010301
710104,71010401
710105,71010501
710106,71010601
710107,71010701
710108,71010801
710109,71010901
710110,71011001
710111,71011101
710112,71011201
710113,71011301
710114,71011401
710115,71011501
710116,71011601
710117,71011701
710118,71011801
710119,71011901
710120,71012001
710121,71012101
710122,71012201
710123,71012301
710124,71012401
710125,71012501
710126,71012601
710127,71010401
710128,71012801
710129,71012901
710130,71013001
710131,71013101
710132,71013201
710133,71013301
710134,71013401
710135,71013501
710201,71020101
710202,71020201
710203,71020301
710204,71020401
710205,71020501
710206,71020601
710207,71020701
710208,71020801
710209,71020901
710210,71021001
710211,71021101
710212,71021201
710213,71021301
710214,71021401
710215,71021501
710216,71021601
710217,71021701
710218,71021801
710219,71021901
710220,71022001
710221,71022101
710222,71022201
710223,71022301
710224,71022401
710225,71022501
720101,72010101
720102,72010201
720103,72010301
720104,72010401
720105,72010501
720106,72010601
720107,72010701
720108,72010801
720109,72010901
720110,72011001
720111,72011101
720112,72011201
720113,72011301
720114,720114
720115,720115
720116,720116
720117,720117
720118,72011801
720119,72011901
720120,72012001
720121,72012101
720122,72012201
720201,72020101
720202,72020201
720203,72020301
720204,72020401
720205,72020501
720206,72020601
720207,72020701
720208,72020801
720209,72020901
720210,72021001
720211,72021101
720212,72021201
720213,72021301
720214,72021401
720217,720217
720218,720218
721101,72110101
721102,72110201
721103,72110301
721104,72110401
721105,72110501
721106,72110601
721107,72110701
721108,72110801
721109,72110901
721110,72111001
721111,72111101
721112,72111201
721113,72111301
721114,721114
721115,721115
721116,721116
721117,721117
721118,72111801
721119,72111901
721120,72112001
721121,72112101
721122,72112201
721201,72120101
721202,72120201
721203,72120301
721204,72120401
721205,72120501
721206,72120601
721207,72120701
721208,72120801
721209,72120901
721210,72121001
721211,72121101
721212,72121201
721213,72121301
721214,72121401
721215,72121501
721216,72121601
721217,721217
721218,721218
600001,60000101
600002,60000201
600003,60000301
600004,60000401
600005,60000501
600006,60000601
600007,60000701
600008,60000801
600009,60000901
600010,60001001
600011,60001101
600012,60001201
600013,60001301
600014,60001401
600015,60001501
600016,60001601
600017,60001701
600018,60001801
600019,60001901
610101,61010101
610102,61010201
610103,61010301
610104,61010401
610105,61010501
610106,61010601
610107,61010701
610108,61010801
610109,61010901
610110,61011001
610111,61011101
610112,61011201
610113,61011301
610114,61011401
610115,61011501
610116,61011601
610117,61011701
610118,61011801
610119,61011901
610120,61012001
610121,61012101
610122,61012201
610123,61011301
610201,61020101
610202,61020201
610203,61020301
610204,61020401
610205,61020501
610206,61020601
610207,61020701
610208,61020801
610209,61020901
610210,61021001
610211,61021101
610212,61021201
610214,61021401
610215,61021501
610216,61021601
610217,61021701
610218,61021801
610219,61021901
620101,62010101
620102,62010201
620103,62010301
620104,62010401
620105,62010501
620106,62010601
620107,62010701
620108,62010801
620109,62010901
620111,62011101
620112,62011201
620113,62011301
620114,62011401
620115,62011501
620116,62011601
620201,62020101
620202,62020201
620203,62020301
620204,62020401
620205,62020501
620206,62020601
620208,62020801
620209,62020901
620210,62021001
620211,62021101
620212,62021201
620213,62021301
620214,62021401
620215,62021501
620216,62021601
620217,62021701
620218,62021801
620219,62021901
621001,62100101
621002,62100201
621003,62100301
621004,62100401
621005,62100501
621006,62100601
621007,62100701
621101,62110101
621102,62110201
621105,62110501
621106,62110601
622001,62200101
622002,62200201
622003,62200301
622004,62200401
622005,62200501
622006,62200601
622007,62200701
622101,62210101
622105,62210501
622106,62210601
622107,62210701
623001,62300101
623002,62300201
623003,62300301
623004,62300401
623005,62300501
623006,62300601
623007,62300701
623101,62310101
623104,62310401
623105,62310501
623106,62310601
624001,62400101
624002,62400201
624003,62400301
624004,62400401
624005,62400501
624006,62400601
624007,62400701
624101,62410101
624102,62410201
624105,62410501
624106,62410601
625001,62500101
625002,62500201
625003,62500301
625004,62500401
625005,62500501
625006,62500601
625007,62500701
625101,62510101
625102,62510201
625104,62510401
625105,62510501
1000010501,1000010501
1000010601,1000010601
1000010701,1000010701
1000100101,1000100101
1000100201,1000100201
1000100202,1000100202
1000100301,1000100301
1000100501,1000100501
1000100502,1000100502
1000100503,1000100503
1000100504,1000100504
1000100601,1000100601
1000100602,1000100602
1000100701,1000100701
1000100702,1000100702
1000100703,1000100703
1000100801,1000100801
1000100802,1000100802
1000100803,1000100803
1000100804,1000100804
1000100901,1000100901
1000100902,1000100902
1000101001,1000101001
1000101002,1000101002
1000101101,1000101101
1000101102,1000101102
1000101103,1000101103
1000101104,1000101104
1000101105,1000101105
1000101201,1000101201
1000101202,1000101202
1000101203,1000101203
1000101204,1000101204
1000101205,1000101205
1000101206,1000101206
1000101207,1000101207
1000101208,1000101208
1000101209,1000101209
1000101210,1000101210
1000101211,1000101211
1000101212,1000101212
1000101301,1000101301
1000101302,1000101302
1000101303,1000101303
1000101401,1000101401
1000101402,1000101402
1000101501,1000101501
1000101502,1000101502
1000101503,1000101503
1000101601,1000101601
1000101602,1000101602
1000101701,1000101701
1000101702,1000101702
1000101703,1000101703
1000101801,1000101801
1000101802,1000101802
1000101803,1000101803
1000101804,1000101804
1000101901,1000101901
1000101902,1000101902
1000101903,1000101903
1000101904,1000101904
1000101905,1000101905
1000101906,1000101906
1000102001,1000102001
1000102002,1000102002
1000102003,1000102003
1000102101,1000102101
1000102102,1000102102
1000102103,1000102103
1000102104,1000102104
1000102105,1000102105
1000102106,1000102106
1000102107,1000102107
1000102108,1000102108
1000102109,1000102109
1000102201,1000102202
1000102202,1000500202
1000102203,1000102203
1000102204,1000102204
1002850025,1002850025
1000102205,1000102205
1000102206,1000102206
1000102301,1000102301
1000102302,1000102302
1000102303,1000102303
1000102304,1000102304
1000102305,1000102305
1000102306,1000102306
1000102401,1000102401
1000102402,1000102402
1000102501,1000102501
1000102502,1000102502
1000102601,1000102601
1000102602,1000102602
1000102603,1000102603
1000102701,1000102701
1000102702,1000102702
1000102703,1000102703
1000102801,1000102801
1000102802,1000102802
1000102803,1000102803
1000102901,1000102901
1000102902,1000102902
1000102903,1000102903
1000102904,1000102904
1000103001,1000103001
1000103002,1000103002
1000103101,1000103101
1000103102,1000103102
1000103103,1000103103
1000103104,1000103104
1000103105,1000103105
1000103201,1000103201
1000103202,1000103202
1000103203,1000103203
1000103204,1000103204
1000103205,1000103205
1000103206,1000103206
1000103207,1000103207
1000103208,1000103208
1000103209,1000103209
1000103210,1000103210
1000103211,1000103211
1000103212,1000103212
1000103301,1000103301
1000103302,1000103302
1000103401,1000103401
1000103402,1000103402
1000103403,1000103403
1000103501,1000103501
1000103502,1000103502
1000103503,1000103503
1000103601,1000103601
1000103602,1000103602
1000103603,1000103603
1000103604,1000103604
1000103605,1000103605
1000103606,1000103606
1000103607,1000103607
1000103608,1000103608
1000103609,1000103609
1000103701,1000103701
1000103702,1000103702
1000103703,1000103703
1000103704,1000103704
1000103801,1000103801
1000103901,1000103901
1000103902,1000103902
1000103903,1000103903
1000103904,1000103904
1000104001,1000104001
1000104101,1000104101
1000104102,1000104102
1000104103,1000104103
1000104104,1000104104
1000104105,1000104105
1000104106,1000104106
1000104107,1000104107
1000104108,1000104108
1000104109,1000104109
1000104110,1000104110
1000104111,1000104111
1000104112,1000104112
1000104113,1000104113
1000104114,1000104114
1000104115,1000104115
1000104116,1000104116
1000104117,1000104117
1000104118,1000104118
1000104201,1000104201
1000104601,1000104601
1000104602,1000104602
1000104603,1000104603
1000104701,1000104701
1000104702,1000104702
1000104703,1000104703
1000104801,1000104801
1000104802,1000104802
1000104803,1000104803
1000104804,1000104804
1000104805,1000104805
1000104806,1000104806
1000104901,1000104901
1000104902,1000104902
1000104903,1000104903
1000104904,1000104904
1000104905,1000104905
1000105001,1000105001
1000105002,1000105002
1000105003,1000105003
1000105101,1000105101
1000105102,1000105102
1000105103,1000105103
1000105104,1000105104
1000105105,1000105105
1000105201,1000105201
1000105202,1000105202
1000105203,1000105203
1000105204,1000105204
1000105301,1000105301
1000105302,1000105302
1000105303,1000105303
1000105304,1000105304
1000105305,1000105305
1000105306,1000105306
1000105307,1000105307
1000105401,1000105401
1000105402,1000105402
1000105501,1000105501
1000105502,1000105502
1000105503,1000105503
1000105504,1000105504
1000105505,1000105505
1000105601,1000105601
1000105602,1000105602
1000105603,1000105603
1000105604,1000105604
1000105605,1000105605
1000105606,1000105606
1000105607,1000105607
1000105608,1000105608
1000105901,1000105901
1000105902,1000105902
1000105903,1000105903
1000105904,1000105904
1000106401,1000106401
1000106402,1000106402
1000106403,1000106403
1000106404,1000106404
1000106405,1000106405
1000106406,1000106406
1000106407,1000106407
1000106501,1000106501
1000106502,1000106502
1000106601,1000106601
1000106602,1000106602
1000106603,1000106603
1000106604,1000106604
1000107001,1000107001
1000107002,1000107002
1000107101,1000107101
1000107102,1000107102
1000107201,1000107201
1000107202,1000107202
1000107203,1000107203
1000107301,1000107301
1000107302,1000107302
1000107303,1000107303
1000107304,1000107304
1000107305,1000107305
1000107306,1000107306
1000107307,1000107307
1000107308,1000107308
1000107701,1000107701
1000107702,1000107702
1000107801,1000107801
1000109101,1000109101
1000109201,1000109201
1000109202,1000109202
1000109203,1000109203
1000109301,1000109301
1000109302,1000109302
1000109303,1000109303
1000109401,1000109401
1000109402,1000109402
1000109403,1000109403
1000109501,1000109501
1000109502,1000109502
1000109503,1000109503
1000109601,1000109601
1000109602,1000109602
1000109603,1000109603
1000109701,1000109701
1000109801,1000109801
1000109802,1000109802
1000109803,1000109803
1000109804,1000109804
1000109805,1000109805
1000109901,1000109901
1000109902,1000109902
1000109903,1000109903
1000109904,1000109904
1000109905,1000109905
1000110001,1000110001
1000110002,1000110002
1000110003,1000110003
1000110004,1000110004
1000110005,1000110005
1000110006,1000110006
1000110101,1000110101
1000110102,1000110102
1000110103,1000110103
1000110201,1000110201
1000110301,1000110301
1000110302,1000110302
1000110303,1000110303
1000110304,1000110304
1000110305,1000110305
1000110306,1000110306
1000110307,1000110307
1000110308,1000110308
1000110309,1000110309
1000110310,1000110310
1000110311,1000110311
1000110312,1000110312
1000110401,1000110401
1000110402,1000110402
1000110501,1000110501
1000110601,1000110601
1000110701,1000110701
1000110702,1000110702
1000110703,1000110703
1000110704,1000110704
1000110705,1000110705
1000110706,1000110706
1000110707,1000110707
1000110708,1000110708
1000110709,1000110709
1000110710,1000110710
1000110711,1000110711
1000110811,1000110811
1000110801,1000110801
1000110802,1000110802
1000110803,1000110803
1000110901,1000110901
1000110902,1000110902
1000111001,1000111001
1000111101,1000111101
1000111102,1000111102
1000111201,1000111201
1000111202,1000111202
1000111203,1000111203
1000111204,1000111204
1000111205,1000111205
1000111206,1000111206
1000111301,1000111301
1000111302,1000111302
1000111303,1000111303
1000111304,1000111304
1000111305,1000111305
1000111306,1000111306
1000111307,1000111307
1000111308,1000111308
1000111309,1000111309
1000111310,1000111310
1000111311,1000111311
1000111312,1000111312
1000111401,1000111401
1000111501,1000111501
1000111601,1000111601
1000111602,1000111602
1000111603,1000111603
1000111604,1000111604
1000111605,1000111605
1000111606,1000111606
1000111607,1000111607
1000111608,1000111608
1000111609,1000111609
1000111610,1000111610
1000111611,1000111611
1000111701,1000111701
1000111702,1000111702
1000111703,1000111703
1000111704,1000111704
1000111705,1000111705
1000111801,1000111801
1000111802,1000111802
1000111901,1000111901
1000112001,1000112001
1000112101,1000112101
1000112102,1000112102
1000112103,1000112103
1000112104,1000112104
1000112105,1000112105
1000112106,1000112106
1000112107,1000112107
1000112108,1000112108
1000112109,1000112109
1000112110,1000112110
1000112111,1000112111
1000112201,1000112201
1000112202,1000112202
1000112301,1000112301
1000112302,1000112302
1000112303,1000112303
1000112401,1000112401
1000112402,1000112402
1000112403,1000112403
1000112404,1000112404
1000112501,1000112501
1000112502,1000112502
1000112503,1000112503
1000112504,1000112504
1000112505,1000112505
1000112601,1000112601
1000112602,1000112602
1000112701,1000112701
1000112702,1000112702
1000112801,1000112801
1000112901,1000112901
1000113001,1000113001
1000113002,1000113002
1000113003,1000113003
1000113101,1000113101
1000113102,1000113102
1000113201,1000113201
1000113202,1000113202
1000113203,1000113203
1000113204,1000113204
1000113301,1000113301
1000113401,1000113401
1000113402,1000113402
1000113501,1000113501
1000113502,1000113502
1000113503,1000113503
1000113504,1000113504
1000113505,1000113505
1000113506,1000113506
1000113507,1000113507
1000113508,1000113508
1000113509,1000113509
1000113510,1000113510
1000113511,1000113511
1000113512,1000113512
1000113513,1000113513
1000113601,1000113601
1000113701,1000113701
1000113702,1000113702
1000113703,1000113703
1000113801,1000113801
1000113802,1000113802
1000113901,1000113901
1000114001,1000114001
1000114101,1000114101
1000114201,1000114201
1000114301,1000114301
1000114401,1000114401
1000114501,1000114501
1000114601,1000114601
1000114602,1000114602
1000115101,1000115101
1000115102,1000115102
1000115103,1000115103
1000115104,1000115104
1000115201,1000115201
1000115202,1000115202
1000115203,1000115203
1000115204,1000115204
1000115301,1000115301
1000115302,1000115302
1000115303,1000115303
1000115304,1000115304
1000115305,1000115305
1000116901,1000116901
1000117001,1000117001
1000117201,1000117201
1000117202,1000117202
1000117301,1000117301
1000117302,1000117302
1000117401,1000117401
1000117501,1000117501
1000117601,1000117601
1000117602,1000117602
1000117701,1000117701
1000117801,1000117801
1000117802,1000117802
1000117901,1000117901
1000118101,1000118101
1000118201,1000118201
1000118202,1000118202
1000118301,1000118301
1000118401,1000118401
1000118402,1000118402
1000118403,1000118403
1000118501,1000118501
1000118502,1000118502
1000118601,1000118601
1000118602,1000118602
1000118701,1000118701
1000118702,1000118702
1000118703,1000118703
1000118704,1000118704
1000118705,1000118705
1000118706,1000118706
1000118707,1000118707
1000118708,1000118708
1000118709,1000118709
1000118710,1000118710
1000118711,1000118711
1000118712,1000118712
1000118713,1000118713
1000118714,1000118714
1000118715,1000118715
1000118716,1000118716
1000118801,1000118801
1000118901,1000118901
1000119001,1000119001
1000119002,1000119002
1000119003,1000119003
1000119004,1000119004
1000119201,1000119201
1000119202,1000119202
1000119601,1000119601
1000119602,1000119602
1000119603,1000119603
1000119604,1000119604
1000119605,1000119605
1000119606,1000119606
1000119607,1000119607
1000119608,1000119608
1000119609,1000119609
1000119610,1000119610
1000119701,1000119701
1000119702,1000119702
1000119703,1000119703
1000120401,1000120401
1000120402,1000120402
1000121001,1000121001
1000121002,1000121002
1000121101,1000121101
1000121201,1000121201
1000121202,1000121202
1000121301,1000121301
1000121401,1000121401
1000121501,1000121501
1000121601,1000121601
1000121602,1000121602
1000121701,1000121701
1000121702,1000121702
1000121801,1000121801
1000121802,1000121802
1000121901,1000121901
1000121902,1000121902
1000122001,1000122001
1000122101,1000122101
1000122102,1000122102
1000122201,1000122201
1000122202,1000122202
1000122203,1000122203
1000122301,1000122301
1000122302,1000122302
1000122303,1000122303
1000122304,1000122304
1000122401,1000122401
1000122402,1000122402
1000122403,1000122403
1000122404,1000122404
1000122405,1000122405
1000122406,1000122406
1000122407,1000122407
1000122408,1000122408
1000122409,1000122409
1000122410,1000122410
1000122411,1000122411
1000122501,1000122501
1000122601,1000122601
1000122701,1000122701
1000122702,1000122702
1000122703,1000122703
1000122704,1000122704
1000122705,1000122705
1000122706,1000122706
1000122707,1000122707
1000122708,1000122708
1000122709,1000122709
1000122710,1000122710
1000122711,1000122711
1000122801,1000122801
1000122802,1000122802
1000122803,1000122803
1000122804,1000122804
1000122805,1000122805
1000122901,1000122901
1000122902,1000122902
1000123001,1000123001
1000123002,1000123002
1000123003,1000123003
1000123004,1000123004
1000123005,1000123005
1000123006,1000123006
1000123007,1000123007
1000123008,1000123008
1000123009,1000123009
1000123010,1000123010
1000123011,1000123011
1000123012,1000123012
1000123101,1000123101
1000123102,1000123102
1000123103,1000123103
1000123201,1000123201
1000123202,1000123202
1000123203,1000123203
1000123204,1000123204
1000123301,1000123301
1000123401,1000123401
1000123501,1000123501
1000123601,1000123601
1000123701,1000123701
1000123801,1000123801
1000123901,1000123901
1000123902,1000123902
1000124001,1000124001
1000124002,1000124002
1000124101,1000124101
1000124102,1000124102
1000124103,1000124103
1000124104,1000124104
1000124201,1000124201
1000124202,1000124202
1000124203,1000124203
1000124204,1000124204
1000124205,1000124205
1000124301,1000124301
1000124302,1000124302
1000124401,1000124401
1000124402,1000124402
1000124403,1000124403
1000124404,1000124404
1000124405,1000124405
1000124406,1000124406
1000124407,1000124407
1000124408,1000124408
1000124409,1000124409
1000125001,1000125001
1000125002,1000125002
1000125003,1000125003
1000125004,1000125004
1000125005,1000125005
1000125006,1000125006
1000125007,1000125007
1000125008,1000125008
1000125009,1000125009
1000125101,1000125101
1000125102,1000125102
1000125103,1000125103
1000125104,1000125104
1000125105,1000125105
1000125106,1000125106
1000125201,1000125201
1000125202,1000125202
1000125203,1000125203
1000125204,1000125204
1000125205,1000125205
1000125206,1000125206
1000125207,1000125207
1000125208,1000125208
1000125209,1000125209
1000125210,1000125210
1000125301,1000125301
1000125302,1000125302
1000125303,1000125303
1000125304,1000125304
1000125305,1000125305
1000125306,1000125306
1000125307,1000125307
1000125308,1000125308
1000125309,1000125309
1000125401,1000125401
1000125501,1000125501
1000125502,1000125502
1000125601,1000125601
1000125602,1000125602
1000125701,1000125701
1000125702,1000125702
1000125801,1000125801
1000125802,1000125802
1000126301,1000126301
1000126302,1000126302
1000126303,1000126303
1000126304,1000126304
1000126305,1000126305
1000126401,1000126401
1000126402,1000126402
1000126403,1000126403
1000126404,1000126404
1000126405,1000126405
1000126406,1000126406
1000126501,1000126501
1000126502,1000126502
1000126503,1000126503
1000126504,1000126504
1000126505,1000126505
1000126601,1000126601
1000126602,1000126602
1000126603,1000126603
1000126604,1000126604
1000126605,1000126605
1000126606,1000126606
1000126607,1000126607
1000126701,1000126701
1000126801,1000126801
1000126802,1000126802
1000126803,1000126803
1000126804,1000126804
1000126901,1000126901
1000126902,1000126902
1000126903,1000126903
1000126904,1000126904
1000126905,1000126905
1000127001,1000127001
1000127002,1000127002
1000127003,1000127003
1000127004,1000127004
1000127101,1000127101
1000127102,1000127102
1000127103,1000127103
1000127201,1000127201
1000127202,1000127202
1000127203,1000127203
1000127301,1000127301
1000127302,1000127302
1000127303,1000127303
1000127304,1000127304
1000127305,1000127305
1000127306,1000127306
1000127401,1000127401
1000127402,1000127402
1000127403,1000127403
1000127404,1000127404
1000127501,1000127501
1000127502,1000127502
1000127503,1000127503
1000127601,1000127601
1000127602,1000127602
1000127603,1000127603
1000127604,1000127604
1000127605,1000127605
1000127701,1000127701
1000127702,1000127702
1000127703,1000127703
1000127704,1000127704
1000127801,1000127801
1000127802,1000127802
1000127803,1000127803
1000127804,1000127804
1000127901,1000127901
1000127902,1000127902
1000127903,1000127903
1000127904,1000127904
1000130201,1000130201
1000130202,1000130202
1000130203,1000130203
1000130204,1000130204
1000130205,1000130205
1000130301,1000130301
1000130302,1000130302
1000130303,1000130303
1000130401,1000130401
1000130402,1000130402
1000130403,1000130403
1000130404,1000130404
1000130405,1000130405
1000130501,1000130501
1000130502,1000130502
1000130503,1000130503
1000130601,1000130601
1000130602,1000130602
1000130603,1000130603
1000130604,1000130604
1000130701,1000130701
1000130702,1000130702
1000130703,1000130703
1000130801,1000130801
1000130802,1000130802
1000130803,1000130803
1000130804,1000130804
1000130805,1000130805
1000130806,1000130806
1000130807,1000130807
1000130808,1000130808
1000130809,1000130809
1000130810,1000130810
1000130811,1000130811
1000130901,1000130901
1000130902,1000130902
1000130903,1000130903
1000130904,1000130904
1000131001,1000131001
1000131002,1000131002
1000131003,1000131003
1000131004,1000131004
1000131005,1000131005
1000131101,1000131101
1000131102,1000131102
1000131103,1000131103
1000131201,1000131201
1000131202,1000131202
1000131203,1000131203
1000131301,1000131301
1000131302,1000131302
1000131303,1000131303
1000131401,1000131401
1000131402,1000131402
1000131501,1000131501
1000131502,1000131502
1000131503,1000131503
1000131504,1000131504
1000131505,1000131505
1000131601,1000131601
1000131602,1000131602
1000131603,1000131603
1000131701,1000131701
1000131702,1000131702
1000131703,1000131703
1000131801,1000131801
1000131802,1000131802
1000131803,1000131803
1000131804,1000131804
1000131901,1000131901
1000131902,1000131902
1000131903,1000131903
1000131904,1000131904
1000132002,1000132002
1000132003,1000132003
1000132004,1000132004
1000132005,1000132005
1000132102,1000132102
1000132103,1000132103
1000132601,1000132601
1000135001,1000135001
1000135002,1000135002
1000135003,1000135003
1000135004,1000135004
1000135005,1000135005
1000135006,1000135006
1000135007,1000135007
1000135008,1000135008
1000135101,1000135101
1000135102,1000135102
1000135103,1000135103
1000135104,1000135104
1000135105,1000135105
1000135106,1000135106
1000135107,1000135107
1000135201,1000135201
1000135202,1000135202
1000135203,1000135203
1000135204,1000135204
1000135205,1000135205
1000135206,1000135206
1000135207,1000135207
1000135301,1000135301
1000135302,1000135302
1000135303,1000135303
1000135304,1000135304
1000135305,1000135305
1000135306,1000135306
1000135307,1000135307
1000135401,1000135401
1000135402,1000135402
1000135403,1000135403
1000135404,1000135404
1000135405,1000135405
1000135406,1000135406
1000135501,1000135501
1000135502,1000135502
1000135503,1000135503
1000135504,1000135504
1000135505,1000135505
1000135506,1000135506
1000135507,1000135507
1000136301,1000136301
1000136302,1000136302
1000136303,1000136303
1000136304,1000136304
1000136305,1000136305
1000136306,1000136306
1000136307,1000136307
1000136308,1000136308
1000136309,1000136309
1000136310,1000136310
1000136311,1000136311
1000136312,1000136312
1000136313,1000136313
1000136314,1000136314
1000136315,1000136315
1000136316,1000136316
1000136317,1000136317
1000136318,1000136318
1000136319,1000136319
1000136320,1000136320
1000136401,1000136401
1000136402,1000136402
1000136403,1000136403
1000136404,1000136404
1000136405,1000136405
1000136406,1000136406
1000136407,1000136407
1000136408,1000136408
