ID,RewardType,RewardID,ShowInterfaceID,SpecialDescription,TypeID,TypeName,Value,Probability,ServerType,ServerDays,LimitProfession,LimitLevel,LimitSex,Underline,DisplayType,DisplayTime
40011012,1,2091501,4001,,105,稀有道具,1,1000,,,,55=-1,,,,
40011013,1,3024029,4001,,105,稀有道具,1,2000,,,,55=-1,,,,
40011014,1,3024030,4001,,105,稀有道具,1,2500,,,,55=-1,,,,
40011015,1,3020023,4001,,105,稀有道具,1,750,,,,,,,,
40011016,1,3020024,4001,,105,稀有道具,1,750,,,,,,,,
40011017,1,60601010,4001,,105,稀有道具,1,3656,,,,,,,,
40011018,1,60601110,4001,,105,稀有道具,1,3720,,,,,,,,
40011019,1,3010131,4001,,105,稀有道具,1,1500,,,,,,,,
40011020,1,2090024,4001,,105,稀有道具,1,3771,,,,,,,,
40011021,1,2090045,4001,,105,稀有道具,1,3779,,,,,,,,
40011022,1,2034003,4001,,105,稀有道具,1,1514,,,,,,,,
40011023,1,2091113,4001,,105,稀有道具,1,2521,,,,,,,,
40011024,1,2091119,4001,,105,稀有道具,1,1311,,,,,,,,
40011025,1,2093001,4001,,105,稀有道具,1,847,,,,,,,,
40011026,1,2092001,4001,,105,稀有道具,1,1923,,,,,,,,
40011027,1,2092002,4001,,105,稀有道具,1,1305,,,,,,,,
40011028,1,2092003,4001,,105,稀有道具,1,1327,,,,,,,,
40011029,1,2092004,4001,,105,稀有道具,1,1363,,,,,,,,
40011030,1,2092005,4001,,105,稀有道具,1,656,,,,,,,,
40011031,1,2092006,4001,,105,稀有道具,1,679,,,,,,,,
40011032,1,2092007,4001,,105,稀有道具,1,500,,,,,,,,
40011033,1,2091114,4001,,105,稀有道具,1,1964,,,,,,,,
40011034,1,2091115,4001,,105,稀有道具,1,1969,,,,,,,,
40011035,1,3020016,4001,,105,稀有道具,1,1500,,,,85=-1,,,,
40011036,1,3020008,4001,,105,稀有道具,1,1537,,,,,,,,
40011037,1,3020009,4001,,105,稀有道具,1,1537,,,,,,,,
40011038,1,3020013,4001,,105,稀有道具,1,1346,,,,,,,,
40011039,1,3020014,4001,,105,稀有道具,1,1776,,,,,,,,
40011040,1,3027004,4001,,105,稀有道具,1,4286,,,,,,,,
40011041,1,1029001,4001,,105,稀有道具,1,800,,,,65=-1,,,,
40011042,1,1029009,4001,,105,稀有道具,1,150,,,,65=-1,,,,
40011043,1,1029002,4001,,105,稀有道具,1,800,,,,65=-1,,,,
40011044,1,1029003,4001,,105,稀有道具,1,600,,,,65=-1,,,,
40011045,1,1029014,4001,,105,稀有道具,1,500,,,,65=-1,,,,
40011046,1,1029016,4001,,105,稀有道具,1,500,,,,65=-1,,,,
40011047,1,3024005,4001,,105,稀有道具,1,250,,,,65=-1,,,,
40011048,1,2090047,4001,,105,稀有道具,1,250,,,,65=-1,,,,
40011049,1,3024012,4001,,105,稀有道具,1,500,,,,65=-1,,,,
40011050,1,1010027,4001,,105,稀有道具,1,238,,,,,1,,,
40011051,1,1010028,4001,,105,稀有道具,1,238,,,,,2,,,
40011052,1,1010019,4001,,105,稀有道具,1,317,,,,,1,,,
40011053,1,1010020,4001,,105,稀有道具,1,317,,,,,2,,,
40011054,1,1010029,4001,,105,稀有道具,1,238,,,,,1,,,
40011055,1,1010030,4001,,105,稀有道具,1,238,,,,,2,,,
40011056,1,1080051,4001,,105,稀有道具,1,300,,,,,,,,
40011057,1,1070222,4001,,105,稀有道具,1,300,,,,,,,,
40011058,1,1090057,4001,,105,稀有道具,1,150,,,,,,,,
40011059,1,1090054,4001,,105,稀有道具,1,300,,,,,,,,
40011060,1,1070173,4001,,105,稀有道具,1,120,,,,,,,,
40011061,1,1070174,4001,,105,稀有道具,1,120,,,,,,,,
40011062,1,1080039,4001,,105,稀有道具,1,120,,,,,,,,
40011063,1,1090038,4001,,105,稀有道具,1,120,,,,,,,,
40011064,1,1070172,4001,,105,稀有道具,1,100,,,,,,,,
40011065,1,1090034,4001,,105,稀有道具,1,120,,,,,,,,
40011066,1,1090037,4001,,105,稀有道具,1,120,,,,,,,,
40011067,1,1090036,4001,,105,稀有道具,1,120,,,,,,,,
40011068,1,1090035,4001,,105,稀有道具,1,120,,,,,,,,
40011069,1,1090052,4001,,105,稀有道具,1,500,,,,,,,,
40011070,1,1080032,4001,,105,稀有道具,1,97,,,,,,,,
40011071,1,1070022,4001,,105,稀有道具,1,117,,,,,,,,
40011072,1,1080002,4001,,105,稀有道具,1,122,,,,,,,,
40011073,1,1090011,4001,,105,稀有道具,1,87,,,,,,,,
40011074,1,1070084,4001,,105,稀有道具,1,110,,,,,,,,
40011075,1,1070089,4001,,105,稀有道具,1,96,,,,,,,,
40011076,1,1070092,4001,,105,稀有道具,1,120,,,,,,,,
40011077,1,1070099,4001,,105,稀有道具,1,114,,,,,,,,
40011078,1,1070101,4001,,105,稀有道具,1,90,,,,,,,,
40011079,1,1070088,4001,,105,稀有道具,1,84,,,,,,,,
40011080,1,1080037,4001,,105,稀有道具,1,92,,,,,,,,
40011081,1,1100005,4001,,105,稀有道具,1,84,,,,,,,,
40011082,1,1080034,4001,,105,稀有道具,1,114,,,,,,,,
40011083,1,1100006,4001,,105,稀有道具,1,81,,,,,,,,
40011084,1,2062021,4001,,105,稀有道具,1,170,,,,,2,,,
40011085,1,2062019,4001,,105,稀有道具,1,170,,,,,2,,,
40011086,1,2062018,4001,,105,稀有道具,1,170,,,,,2,,,
40011087,1,2062022,4001,,105,稀有道具,1,170,,,,,2,,,
40011088,1,2061019,4001,,105,稀有道具,1,170,,,,,1,,,
40011089,1,2061020,4001,,105,稀有道具,1,170,,,,,1,,,
40011090,1,2061021,4001,,105,稀有道具,1,170,,,,,1,,,
40011091,1,2061023,4001,,105,稀有道具,1,170,,,,,1,,,
40011092,1,2062014,4001,,105,稀有道具,1,170,,,,,2,,,
40011093,1,2062001,4001,,105,稀有道具,1,170,,,,,2,,,
40011094,1,2061004,4001,,105,稀有道具,1,170,,,,,1,,,
40011095,1,2062012,4001,,105,稀有道具,1,170,,,,,2,,,
40011096,1,2061003,4001,,105,稀有道具,1,170,,,,,1,,,
40011097,1,2062006,4001,,105,稀有道具,1,170,,,,,2,,,
40011098,1,2061007,4001,,105,稀有道具,1,170,,,,,1,,,
40011099,1,2061008,4001,,105,稀有道具,1,170,,,,,1,,,
40011100,1,2062011,4001,,105,稀有道具,1,170,,,,,2,,,
40011101,1,2061010,4001,,105,稀有道具,1,170,,,,,1,,,
40011102,1,2062003,4001,,105,稀有道具,1,170,,,,,2,,,
40011103,1,2061014,4001,,105,稀有道具,1,170,,,,,1,,,
40011104,1,2062016,4001,,105,稀有道具,1,170,,,,,2,,,
40011105,1,2061016,4001,,105,稀有道具,1,170,,,,,1,,,
40011106,1,1010049,4001,,132,圣诞快乐时装扭蛋,1,40,,,,999=-1,1,,1,20211223=0500|20220106=0459
40011107,1,1010050,4001,,132,圣诞快乐时装扭蛋,1,40,,,,999=-1,2,1,1,20211223=0500|20220106=0459
40011108,1,1041013,4001,,132,圣诞快乐时装扭蛋,1,250,,,,999=-1,,,1,20211223=0500|20220106=0459
40011109,1,1040020,4001,,132,圣诞快乐时装扭蛋,1,250,,,,999=-1,,1,1,20211223=0500|20220106=0459
40011110,1,102,4001,,132,圣诞快乐时装扭蛋,5000,916,,,,999=-1,,,1,20211223=0500|20220106=0459
40011111,1,102,4001,,132,圣诞快乐时装扭蛋,9000,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011112,1,3024004,4001,,132,圣诞快乐时装扭蛋,3,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011113,1,3024003,4001,,132,圣诞快乐时装扭蛋,2,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011114,1,3020003,4001,,132,圣诞快乐时装扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011115,1,3020004,4001,,132,圣诞快乐时装扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011116,1,3026006,4001,,132,圣诞快乐时装扭蛋,15,458,,,,999=-1,,,1,20211223=0500|20220106=0459
40011117,1,1270002,4001,,132,圣诞快乐时装扭蛋,4,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011118,1,1270006,4001,,132,圣诞快乐时装扭蛋,2,333,,,,999=-1,,,1,20211223=0500|20220106=0459
40011119,1,3023002,4001,,132,圣诞快乐时装扭蛋,2,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011120,1,2034006,4001,,132,圣诞快乐时装扭蛋,50,750,,,,999=-1,,,1,20211223=0500|20220106=0459
40011121,1,2091202,4001,,132,圣诞快乐时装扭蛋,4,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011122,1,40000010,4001,,132,圣诞快乐时装扭蛋,200,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011123,1,2010008,4001,,132,圣诞快乐时装扭蛋,3,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011124,1,90050,4001,,132,圣诞快乐时装扭蛋,5,625,,,,999=-1,,,1,20211223=0500|20220106=0459
40011125,1,3021001,4001,,132,圣诞快乐时装扭蛋,10,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011126,1,100100,4001,,132,圣诞快乐时装扭蛋,2500,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011127,1,1021045,4001,,131,驯鹿摩托车坐骑扭蛋,1,40,,,,999=-1,,1,1,20211223=0500|20220106=0459
40011128,1,1041013,4001,,131,驯鹿摩托车坐骑扭蛋,1,250,,,,999=-1,,,1,20211223=0500|20220106=0459
40011129,1,1040020,4001,,131,驯鹿摩托车坐骑扭蛋,1,250,,,,999=-1,,1,1,20211223=0500|20220106=0459
40011130,1,102,4001,,131,驯鹿摩托车坐骑扭蛋,5000,916,,,,999=-1,,,1,20211223=0500|20220106=0459
40011131,1,102,4001,,131,驯鹿摩托车坐骑扭蛋,9000,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011132,1,3024004,4001,,131,驯鹿摩托车坐骑扭蛋,3,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011133,1,3024003,4001,,131,驯鹿摩托车坐骑扭蛋,2,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011134,1,3020003,4001,,131,驯鹿摩托车坐骑扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011135,1,3020004,4001,,131,驯鹿摩托车坐骑扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011136,1,3026006,4001,,131,驯鹿摩托车坐骑扭蛋,15,458,,,,999=-1,,,1,20211223=0500|20220106=0459
40011137,1,1270002,4001,,131,驯鹿摩托车坐骑扭蛋,4,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011138,1,1270006,4001,,131,驯鹿摩托车坐骑扭蛋,2,333,,,,999=-1,,,1,20211223=0500|20220106=0459
40011139,1,3023002,4001,,131,驯鹿摩托车坐骑扭蛋,2,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011140,1,2034006,4001,,131,驯鹿摩托车坐骑扭蛋,50,750,,,,999=-1,,,1,20211223=0500|20220106=0459
40011141,1,2091202,4001,,131,驯鹿摩托车坐骑扭蛋,4,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011142,1,40000010,4001,,131,驯鹿摩托车坐骑扭蛋,200,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011143,1,2010008,4001,,131,驯鹿摩托车坐骑扭蛋,3,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011144,1,90050,4001,,131,驯鹿摩托车坐骑扭蛋,5,625,,,,999=-1,,,1,20211223=0500|20220106=0459
40011145,1,3021001,4001,,131,驯鹿摩托车坐骑扭蛋,10,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011146,1,100100,4001,,131,驯鹿摩托车坐骑扭蛋,2500,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011147,1,1100016,4001,,130,圣诞礼物袋扭蛋,1,30,,,,999=-1,,1,1,20211223=0500|20220106=0459
40011148,1,1041013,4001,,130,圣诞礼物袋扭蛋,1,250,,,,999=-1,,,1,20211223=0500|20220106=0459
40011149,1,1040020,4001,,130,圣诞礼物袋扭蛋,1,250,,,,999=-1,,1,1,20211223=0500|20220106=0459
40011150,1,102,4001,,130,圣诞礼物袋扭蛋,5000,916,,,,999=-1,,,1,20211223=0500|20220106=0459
40011151,1,102,4001,,130,圣诞礼物袋扭蛋,9000,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011152,1,3024004,4001,,130,圣诞礼物袋扭蛋,3,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011153,1,3024003,4001,,130,圣诞礼物袋扭蛋,2,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011154,1,3020003,4001,,130,圣诞礼物袋扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011155,1,3020004,4001,,130,圣诞礼物袋扭蛋,5,917,,,,999=-1,,,1,20211223=0500|20220106=0459
40011156,1,3026006,4001,,130,圣诞礼物袋扭蛋,15,458,,,,999=-1,,,1,20211223=0500|20220106=0459
40011157,1,1270002,4001,,130,圣诞礼物袋扭蛋,4,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011158,1,1270006,4001,,130,圣诞礼物袋扭蛋,2,333,,,,999=-1,,,1,20211223=0500|20220106=0459
40011159,1,3023002,4001,,130,圣诞礼物袋扭蛋,2,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011160,1,2034006,4001,,130,圣诞礼物袋扭蛋,50,750,,,,999=-1,,,1,20211223=0500|20220106=0459
40011161,1,2091202,4001,,130,圣诞礼物袋扭蛋,4,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011162,1,40000010,4001,,130,圣诞礼物袋扭蛋,200,417,,,,999=-1,,,1,20211223=0500|20220106=0459
40011163,1,2010008,4001,,130,圣诞礼物袋扭蛋,3,292,,,,999=-1,,,1,20211223=0500|20220106=0459
40011164,1,90050,4001,,130,圣诞礼物袋扭蛋,5,625,,,,999=-1,,,1,20211223=0500|20220106=0459
40011165,1,3021001,4001,,130,圣诞礼物袋扭蛋,10,833,,,,999=-1,,,1,20211223=0500|20220106=0459
40011166,1,100100,4001,,130,圣诞礼物袋扭蛋,2500,500,,,,999=-1,,,1,20211223=0500|20220106=0459
40011167,1,1010099,4001,,129,古堡魅影时装扭蛋,1,40,,,,999=-1,1,,1,20211028=0500|20211108=0459
40011168,1,1010100,4001,,129,古堡魅影时装扭蛋,1,40,,,,999=-1,2,1,1,20211028=0500|20211108=0459
40011169,1,2040026,4001,,129,古堡魅影时装扭蛋,5,10000,,,,999=-1,,1,1,20211028=0500|20211108=0459
40011170,1,1041042,4001,,129,古堡魅影时装扭蛋,1,250,,,,999=-1,,,1,20211028=0500|20211108=0459
40011171,1,1040031,4001,,129,古堡魅影时装扭蛋,1,250,,,,999=-1,,1,1,20211028=0500|20211108=0459
40011172,1,102,4001,,129,古堡魅影时装扭蛋,5000,916,,,,999=-1,,,1,20211028=0500|20211108=0459
40011173,1,102,4001,,129,古堡魅影时装扭蛋,9000,292,,,,999=-1,,,1,20211028=0500|20211108=0459
40011174,1,3024004,4001,,129,古堡魅影时装扭蛋,3,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011175,1,3024003,4001,,129,古堡魅影时装扭蛋,2,833,,,,999=-1,,,1,20211028=0500|20211108=0459
40011176,1,3020003,4001,,129,古堡魅影时装扭蛋,5,917,,,,999=-1,,,1,20211028=0500|20211108=0459
40011177,1,3020004,4001,,129,古堡魅影时装扭蛋,5,917,,,,999=-1,,,1,20211028=0500|20211108=0459
40011178,1,3026006,4001,,129,古堡魅影时装扭蛋,15,458,,,,999=-1,,,1,20211028=0500|20211108=0459
40011179,1,1270002,4001,,129,古堡魅影时装扭蛋,4,417,,,,999=-1,,,1,20211028=0500|20211108=0459
40011180,1,1270006,4001,,129,古堡魅影时装扭蛋,2,333,,,,999=-1,,,1,20211028=0500|20211108=0459
40011181,1,3023002,4001,,129,古堡魅影时装扭蛋,2,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011182,1,2034006,4001,,129,古堡魅影时装扭蛋,50,750,,,,999=-1,,,1,20211028=0500|20211108=0459
40011183,1,2091202,4001,,129,古堡魅影时装扭蛋,4,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011184,1,40000010,4001,,129,古堡魅影时装扭蛋,200,417,,,,999=-1,,,1,20211028=0500|20211108=0459
40011185,1,2010008,4001,,129,古堡魅影时装扭蛋,3,292,,,,999=-1,,,1,20211028=0500|20211108=0459
40011186,1,90050,4001,,129,古堡魅影时装扭蛋,5,625,,,,999=-1,,,1,20211028=0500|20211108=0459
40011187,1,3021001,4001,,129,古堡魅影时装扭蛋,10,833,,,,999=-1,,,1,20211028=0500|20211108=0459
40011188,1,100100,4001,,129,古堡魅影时装扭蛋,2500,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011189,1,1100049,4001,,128,诅咒之镰背饰扭蛋,1,30,,,,999=-1,,1,1,20211028=0500|20211108=0459
40011190,1,2040026,4001,,128,诅咒之镰背饰扭蛋,5,10000,,,,999=-1,,1,1,20211028=0500|20211108=0459
40011191,1,1041042,4001,,128,诅咒之镰背饰扭蛋,1,250,,,,999=-1,,,1,20211028=0500|20211108=0459
40011192,1,1040031,4001,,128,诅咒之镰背饰扭蛋,1,250,,,,999=-1,,1,1,20211028=0500|20211108=0459
40011193,1,102,4001,,128,诅咒之镰背饰扭蛋,5000,916,,,,999=-1,,,1,20211028=0500|20211108=0459
40011194,1,102,4001,,128,诅咒之镰背饰扭蛋,9000,292,,,,999=-1,,,1,20211028=0500|20211108=0459
40011195,1,3024004,4001,,128,诅咒之镰背饰扭蛋,3,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011196,1,3024003,4001,,128,诅咒之镰背饰扭蛋,2,833,,,,999=-1,,,1,20211028=0500|20211108=0459
40011197,1,3020003,4001,,128,诅咒之镰背饰扭蛋,5,917,,,,999=-1,,,1,20211028=0500|20211108=0459
40011198,1,3020004,4001,,128,诅咒之镰背饰扭蛋,5,917,,,,999=-1,,,1,20211028=0500|20211108=0459
40011199,1,3026006,4001,,128,诅咒之镰背饰扭蛋,15,458,,,,999=-1,,,1,20211028=0500|20211108=0459
40011200,1,1270002,4001,,128,诅咒之镰背饰扭蛋,4,417,,,,999=-1,,,1,20211028=0500|20211108=0459
40011201,1,1270006,4001,,128,诅咒之镰背饰扭蛋,2,333,,,,999=-1,,,1,20211028=0500|20211108=0459
40011202,1,3023002,4001,,128,诅咒之镰背饰扭蛋,2,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011203,1,2034006,4001,,128,诅咒之镰背饰扭蛋,50,750,,,,999=-1,,,1,20211028=0500|20211108=0459
40011204,1,2091202,4001,,128,诅咒之镰背饰扭蛋,4,500,,,,999=-1,,,1,20211028=0500|20211108=0459
40011205,1,40000010,4001,,128,诅咒之镰背饰扭蛋,200,417,,,,999=-1,,,1,20211028=0500|20211108=0459
40011206,1,2010008,4001,,128,诅咒之镰背饰扭蛋,3,292,,,,999=-1,,,1,20211028=0500|20211108=0459
40011207,1,90050,4001,,128,诅咒之镰背饰扭蛋,5,625,,,,999=-1,,,1,20211028=0500|20211108=0459
