Id,ProfessionId,SkillLibId,Type,SkillName,SkillQuality,BuffId,Attrdec,ClassId,ClassLevel,Weight,TimesLimit,profession,comment
Id,职业Id,库id,类型：1初级：2高级,技能名称,技能品质,属性Id,属性描述(无需维护),互斥Id,技能等级,权重,门槛次数,职业字段，多个用竖线隔开,技能名称字段注释
57,4000,4000201,1,体质Lv.4,2,7100204,体质+4,71002,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
58,5000,5000201,1,体质Lv.4,2,7100204,体质+4,71002,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
59,6000,6000201,1,体质Lv.4,2,7100204,体质+4,71002,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
60,7000,7000201,1,体质Lv.4,2,7100204,体质+4,71002,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
61,2000,2000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
62,3000,3000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
63,4000,4000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
64,5000,5000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
65,6000,6000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
66,7000,7000101,1,灵巧Lv.1,1,7100301,灵巧+1,71003,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
67,2000,2000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
68,3000,3000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
69,4000,4000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
70,5000,5000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
71,6000,6000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
72,7000,7000101,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
73,2000,2000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
74,3000,3000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
75,4000,4000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
76,5000,5000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
77,6000,6000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
78,7000,7000201,1,灵巧Lv.2,1,7100302,灵巧+2,71003,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
79,2000,2000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
80,3000,3000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
81,4000,4000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
82,5000,5000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
83,6000,6000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
84,7000,7000201,1,灵巧Lv.3,2,7100303,灵巧+3,71003,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
85,2000,2000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
86,3000,3000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
87,4000,4000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
88,5000,5000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
89,6000,6000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
90,7000,7000201,1,灵巧Lv.4,2,7100304,灵巧+4,71003,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
91,2000,2000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
92,3000,3000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
93,4000,4000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
94,5000,5000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
95,6000,6000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
96,7000,7000101,1,物理攻击Lv.1,1,7100401,物理攻击+2,71004,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
97,2000,2000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
98,3000,3000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
99,4000,4000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
100,5000,5000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
101,6000,6000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
102,7000,7000101,1,物理攻击Lv.2,1,7100402,物理攻击+4,71004,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
103,2000,2000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
104,3000,3000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
105,4000,4000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
106,5000,5000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
107,6000,6000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
108,7000,7000101,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
109,2000,2000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
110,3000,3000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
111,4000,4000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
112,5000,5000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
113,6000,6000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
114,7000,7000201,1,物理攻击Lv.3,1,7100403,物理攻击+6,71004,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
115,2000,2000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
116,3000,3000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
117,4000,4000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
118,5000,5000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
119,6000,6000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
120,7000,7000101,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
121,2000,2000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
122,3000,3000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
123,4000,4000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
124,5000,5000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
125,6000,6000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
126,7000,7000201,1,物理攻击Lv.4,2,7100404,物理攻击+8,71004,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
127,2000,2000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
128,3000,3000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
129,4000,4000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
130,5000,5000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
131,6000,6000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
132,7000,7000101,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
133,2000,2000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
134,3000,3000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
135,4000,4000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
136,5000,5000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
137,6000,6000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
138,7000,7000201,1,物理攻击Lv.5,2,7100405,物理攻击+10,71004,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
139,2000,2000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
140,3000,3000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
141,4000,4000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
142,5000,5000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
143,6000,6000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
144,7000,7000201,1,物理攻击Lv.6,2,7100406,物理攻击+12,71004,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
145,2000,2000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
146,3000,3000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
147,4000,4000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
148,5000,5000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
149,6000,6000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
150,7000,7000201,1,物理攻击Lv.7,3,7100407,物理攻击+14,71004,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
151,2000,2000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
152,3000,3000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
153,4000,4000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
154,5000,5000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
155,6000,6000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
156,7000,7000101,1,魔法攻击Lv.1,1,7100501,魔法攻击+2,71005,1,0,0,2000|3000|4000|5000|6000|7000,已废弃
157,2000,2000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
158,3000,3000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
159,4000,4000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
160,5000,5000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
161,6000,6000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
162,7000,7000101,1,魔法攻击Lv.2,1,7100502,魔法攻击+4,71005,2,0,0,2000|3000|4000|5000|6000|7000,已废弃
163,2000,2000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
164,3000,3000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
165,4000,4000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
166,5000,5000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
167,6000,6000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
168,7000,7000101,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
169,2000,2000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
170,3000,3000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
171,4000,4000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
172,5000,5000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
173,6000,6000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
174,7000,7000201,1,魔法攻击Lv.3,1,7100503,魔法攻击+6,71005,3,0,0,2000|3000|4000|5000|6000|7000,已废弃
175,2000,2000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
176,3000,3000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
177,4000,4000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
178,5000,5000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
179,6000,6000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
180,7000,7000101,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
181,2000,2000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
182,3000,3000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
183,4000,4000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
184,5000,5000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
185,6000,6000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
186,7000,7000201,1,魔法攻击Lv.4,2,7100504,魔法攻击+8,71005,4,0,0,2000|3000|4000|5000|6000|7000,已废弃
187,2000,2000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
188,3000,3000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
189,4000,4000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
190,5000,5000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
191,6000,6000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
192,7000,7000101,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
193,2000,2000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
194,3000,3000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
195,4000,4000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
196,5000,5000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
197,6000,6000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
198,7000,7000201,1,魔法攻击Lv.5,2,7100505,魔法攻击+10,71005,5,0,0,2000|3000|4000|5000|6000|7000,已废弃
199,2000,2000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
200,3000,3000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
201,4000,4000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
202,5000,5000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
203,6000,6000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
204,7000,7000201,1,魔法攻击Lv.6,2,7100506,魔法攻击+12,71005,6,0,0,2000|3000|4000|5000|6000|7000,已废弃
205,2000,2000201,1,魔法攻击Lv.7,3,7100507,魔法攻击+14,71005,7,0,0,2000|3000|4000|5000|6000|7000,已废弃
