Id,ShopId,Comment,ItemId,ItemName,SortId,ItemPerMount,ItemPerPrice,isLock,SeverLevel,JobLimit,JobLimitText,BaseLvLimit,TaskLimit,TaskLimitText,PurchaseTimesLimit,TimeLimit,GuildBuildingLvLimit,LimitDisplay,Discount,OriginalPrice,DiscountIcon,PriceChange,CheckCommondata,CallLua,IsBindGive,MerchantDiscount,HandBookLvLimit,SecondsTips,LimitSex,OrtherPrice,LocalizationArea
112016,112,,1200033,勇士之帽图纸,,1,501=2500,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112017,112,,1200038,铁钉口罩图纸,,1,501=4000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112018,112,,1200055,猫耳贝雷帽图纸,,1,501=10000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112019,112,,1200054,月桂树之冠图纸,,1,501=3000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112020,112,,1200008,趴趴狄波萝太图纸,,1,501=8000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112021,112,,66660002,哥布林表情包解锁券,,1,501=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112022,112,,66660001,恶魔波利表情包解锁券,,1,501=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112023,112,,2091114,金色粉末礼包,,1,501=32,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112024,112,,2091115,彩虹粉末礼包,,1,501=160,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112025,112,,1029001,封印魔法棒,,1,501=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112026,112,,1290055,受损的钻石,,1,501=8,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112027,112,,1270002,1克拉钻石,,1,501=24,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112028,112,,1270006,2克拉钻石,,1,501=72,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
112029,112,,1270010,3克拉钻石,,1,501=120,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
1130000,113,,2090032,公会贩卖机铜币大宝箱,,1,401=150,1,,0,,0,0,,1,,3=0,0=0,0,,,,,,1,0,,,,,11
1130001,113,,2090021,公会贩卖机铜币袋子,,1,401=30,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,11
1130002,113,,3020001,公会贩卖机神之金属原石,,1,401=15,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,11
1130003,113,,3020002,公会贩卖机铝原石,,1,401=15,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,11
1130004,113,,3020005,公会贩卖机浓缩神之金属,,1,401=375,1,,0,,60,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,11
1130005,113,,3020006,公会贩卖机浓缩铝,,1,401=375,1,,0,,60,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,11
1130006,113,,3021001,公会贩卖机莫拉硬币,,1,401=50,1,,0,,75,0,,1,,3=4,1=0,0,,,,,,1,0,,,,,11
1130007,113,,2091114,金色粉末礼包,,1,401=200,1,,0,,0,0,,1,,3=2,1=0,0,,,,,,1,0,,,,,11
1130008,113,,2091115,彩虹粉末礼包,,1,401=1000,1,,0,,0,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,11
1130010,113,,66660002,哥布林表情包解锁券,,1,401=1000,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,11
1130011,113,,3020010,初级解封卷轴,,1,401=500,1,,0,,0,0,,1,,,1=0,0,,,,,,1,0,,,,,11
1130012,113,,3020016,α-能量体,,1,401=100,1,,0,,85,0,,1,,,1=0,0,,,,,,1,0,,,,,11
1130013,113,,60660020,幸运齿轮扭蛋,,1,401=800,1,,0,,55,0,,1,,,1=0,0,,,,,,1,0,,,,,11
1130014,113,,2091501,高级钛钢碎片,,1,401=2400,1,,0,,55,0,,1,,,1=0,0,,,,,,1,0,,,,,11
1130015,113,,2090019,zeny袋子,,1,401=30,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130016,113,,2090032,铜币大宝箱,,1,401=300,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,16
1130017,113,,3020003,神之金属,,1,401=100,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,16
1130018,113,,3020004,铝,,1,401=100,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,16
1130019,113,,90050,灵露,,1,401=100,1,,0,,40,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130020,113,,3020016,α-能量体,,1,401=100,1,,0,,85,0,,1,,3=3,1=0,0,,,,,,1,0,,,,,16
1130021,113,,3024004,野生猕猴桃,,1,401=200,1,,0,,65,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130022,113,,90100,波利果,,1,401=1200,1,,0,,40,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130023,113,,2033002,血迹树枝,,1,401=320,1,,0,,40,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130024,113,,1400301,幸运打宝糖,,1,401=240,1,,0,,40,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
1130025,113,,1400201,战斗加速糖,,1,401=160,1,,0,,40,0,,1,,3=0,0=0,0,,,,,,1,0,,,,,16
1130026,113,,3020010,初级解封卷轴,,1,401=750,1,,0,,50,0,,1,,3=2,1=0,0,,,,,,1,0,,,,,16
1130027,113,,2090022,1星料理自选包,,1,401=40,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,16
1130028,113,,2090043,1星药剂自选包,,1,401=40,1,,0,,0,0,,1,,3=0,1=0,0,,,,,,1,0,,,,,16
1130029,113,,2031016,复活之证,,1,401=50,1,,0,,0,0,,1,,3=1,1=0,0,,,,,,1,0,,,,,16
119000,120,,2090032,助战铜币大宝箱,,1,701=150,1,,0,,0,0,,1,,,1=0,0,,,,,,1,0,,,,,11
119001,120,,2090021,铜币袋子,,1,701=30,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119002,120,,3020001,神之金属原石,,1,701=15,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119003,120,,3020002,铝原石,,1,701=15,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119004,120,,2091112,魔力晶石袋子,,1,701=800,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119005,120,,3021001,莫拉硬币,,1,701=50,1,,0,,75,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119006,120,,3020005,浓缩神之金属,,1,701=375,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119007,120,,3020006,浓缩铝,,1,701=375,1,,0,,60,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119008,120,,1200054,月桂树之冠图纸,,1,701=15000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119009,120,,1200008,趴趴狄波萝太图纸,,1,701=40000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119010,120,,2091114,金色粉末礼包,,1,701=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119011,120,,2091115,彩虹粉末礼包,,1,701=1000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119012,120,,1029001,封印魔法棒,,1,701=1250,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119013,120,,3024002,高级饼干,,1,701=200,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119014,120,,3026006,小声望箱子,,1,701=40,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119015,120,,3020013,武器受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119016,120,,3020014,防具受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119017,120,,3020016,α-能量体,,1,701=100,1,,0,,85,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119018,120,,3020015,配饰受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119019,120,,66660001,恶魔波利表情包解锁券,,1,701=1000,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119021,120,,3020010,初级解封卷轴,,1,701=500,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,11
119022,120,,2051001,女武神垂青,,1,701=100,1,,0,,25,0,,1,,,0=0,0,,,,,,1,0,,,,,2
119023,120,,2052001,女武神垂青,,1,701=100,1,,0,,25,0,,1,,,0=0,0,,,,,,1,0,,,,,9
119024,120,,3026006,小声望箱子,,1,701=40,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119025,120,,30000001,蓝色卡册碎片,,1,701=200,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,25
119026,120,,30000002,紫色卡册碎片,,1,701=650,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,25
119027,120,,2091112,魔力晶石袋子,,1,701=160,1,,0,,40,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119028,120,,3020013,武器受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119029,120,,3020014,防具受祝福的矿石,,1,701=900,1,,0,,0,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119030,120,,3020015,配饰受祝福的矿石,,1,701=900,1,,0,,85,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119031,120,,2033001,枯树枝,,1,701=80,1,,0,,40,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119032,120,,2010008,天地树果实,,1,701=200,1,,0,,40,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119033,120,,60660020,幸运齿轮扭蛋,,1,701=800,1,,0,,55,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119034,120,,3024002,高级饼干,,1,701=200,1,,0,,65,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119035,120,,3021001,莫拉硬币,,1,701=50,1,,0,,70,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119036,120,,3022058,武器强化金属,,1,701=300,1,,0,,80,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119037,120,,3022060,防具强化金属,,1,701=300,1,,0,,80,0,,1,,,0=0,0,,,,,,1,0,,,,,16
119038,120,,2091501,高级钛钢碎片,,1,701=2400,1,,0,,85,0,,1,,,0=0,0,,,,,,1,0,,,,,16
104021,104,普隆德拉防具商店,20000002,铁盾,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104022,104,普隆德拉防具商店,20000003,圆盾,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104027,104,普隆德拉防具商店,21000002,冒险衣,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104028,104,普隆德拉防具商店,21000003,长大衣,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104033,104,普隆德拉防具商店,22000002,斗篷,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104034,104,普隆德拉防具商店,22000003,披肩,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104039,104,普隆德拉防具商店,23000002,长靴,,1,101=10000,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
104040,104,普隆德拉防具商店,23000003,战士长靴,,1,101=20800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114021,114,伊斯鲁德,7000001,长剑,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114022,114,伊斯鲁德,7000002,弯刀,,1,101=18750,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114023,114,伊斯鲁德,7000003,厚刃剑,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
114028,114,伊斯鲁德,8000003,长矛,,1,101=40800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
115021,115,吉芬,10000001,手杖,,1,101=4800,1,,0,,0,0,,0,,,0=0,0,,,,,,0,1,,,,,
