CommoditID,SortID,CommoditName,OfClassList,InitialPrice,SellTax,NormalTax,PriceLimit,Enable,InitialStock,isPreviewed,PerPurchaseLimit,PerSellLimit,IsPublicity,DefaultState,InventoryRefreshType,NeedChangeState,ChangeStateDay,ChangeStateInventory1,ChangeStateInventory2,ShowUpperLimit,OpenSystemLev,PriceType,PublicityPriceType,DayPurchaseLimitDisplay,Fliter,LocalizationArea
3023003,120003,超级金刚石,120,25000,9000,9000,25000=25000,1,9999999,0,50,50,0,0,0,1,7,10000,1000,99,30,1,101,1,,9
3022001,105001,30级装备水晶,105,300,9000,9000,150=375,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,30,2,101,1,,
3022002,105002,40级装备水晶,105,500,9000,9000,250=625,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,35,2,101,1,,
3022003,105003,50级装备水晶,105,1000,9000,9000,500=1250,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,45,2,101,1,,
3022004,105004,60级装备水晶,105,2000,9000,9000,1000=2500,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,55,2,101,1,,
3022005,105005,70级装备水晶,105,3000,9000,9000,1500=3750,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,65,2,101,1,,
3022006,105006,80级装备水晶,105,4000,9000,9000,2000=5000,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,75,2,101,1,,27
3022007,105007,90级装备水晶,105,5000,9000,9000,2500=6000,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,85,2,101,1,,11
3022008,105008,100级装备水晶,105,6000,9000,9000,3000=7500,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,95,2,101,1,,9
3022062,105009,110级装备水晶,105,7000,9000,9000,3500=9000,1,200000,0,50,50,0,0,0,1,7,10000,1000,99,105,2,101,1,,9
3022014,122001,80级武器改造石,122,4000,9000,9000,2000=5000,0,200000,0,0,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
3022015,122002,90级武器改造石,122,5000,9000,9000,2500=6000,0,200000,0,20,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
3022016,122003,100级武器改造石,122,6000,9000,9000,3000=7500,0,200000,0,20,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
3022022,122004,80级防具改造石,122,4000,9000,9000,2000=5000,0,200000,0,0,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
3022023,122005,90级防具改造石,122,5000,9000,9000,2500=6000,0,200000,0,20,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
3022024,122006,100级防具改造石,122,6000,9000,9000,3000=7500,0,200000,0,20,0,0,0,0,1,7,10000,1000,99,999,2,101,1,,
1200011,301001,粉纱发圈图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170021,301002,花冠图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170035,301003,公主冠冕图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170004,301004,回忆帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170006,301005,亡者发箍图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170009,301006,霹雳雷云图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170011,301007,绅士帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200013,301008,天使之吻图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200043,301009,粪便帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170014,301010,蛇饰发箍图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200015,301011,狐狸假面图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170033,301012,小恶魔帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1170017,301013,羽毛贝雷帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200048,301014,少女礼帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200021,301015,自娱自乐箱子I图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200022,301016,自娱自乐箱子II图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200066,301017,骨制头盔图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200067,301018,插在头上的剑柄图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200069,301019,发光恶魔角发圈图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200050,302001,剑士头盔图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200041,302002,单眼眼镜图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200049,302003,西格伦的翅膀图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1180002,302004,哥布灵首领假面图纸,302,50000,9000,9000,20000=100000,0,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200068,302006,鹗枭魔法帽图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200070,302007,深渊面罩图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200071,302008,傲慢之像图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,11
1200037,303001,草叶图纸,303,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200044,303002,金属口罩图纸,303,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200046,303003,红色面罩图纸,303,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200040,303004,刺客口罩图纸,303,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200060,302005,金丝边眼镜图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,
1200076,302007,猫头鹰望远镜图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200077,301020,玩具国王皇冠图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200078,301021,沙漏头饰图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200079,301022,圣职者之冠图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200082,301023,流氓贴纸图纸,302,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200083,301024,熔岩头饰图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200084,301025,女王坠饰图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200091,301026,六翼哈比之翼图纸,304,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
1200090,301027,卡浩之角图纸,301,50000,9000,9000,20000=100000,1,500,0,1,1,1,2,2,0,7,1200,200,99,30,2,101,1,,9
3024031,500001,初级润滑剂,500,3000,9000,9000,3000=3000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,50,1,101,1,,
3024032,500002,中级润滑剂,500,8000,9000,9000,8000=8000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,50,1,101,1,,
3024033,500003,高级润滑剂,500,20000,9000,9000,20000=20000,1,999999,0,20,20,0,0,0,1,7,1000,100,99,50,1,101,1,,9
3024030,500003,初级钛钢,500,5000,9000,9000,5000=5000,0,999999,0,50,50,0,0,0,1,7,1000,100,99,50,1,101,1,,
3024029,500004,中级钛钢,500,10000,9000,9000,10000=10000,0,999999,0,50,50,0,0,0,1,7,1000,100,99,50,1,101,1,,
3024028,500005,高级钛钢,500,20000,9000,9000,20000=20000,0,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
3024004,551001,野生猕猴桃,551,2000,9000,9000,2000=2000,1,999999,0,30,30,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029010,552001,记忆碎片,552,5000,9000,9000,5000=5000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029011,552002,灵魂记忆,552,10000,9000,9000,10000=10000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029012,552003,闪光的灵魂记忆,552,20000,9000,9000,20000=20000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029013,552004,基因栽培书,552,2500,9000,9000,2500=2500,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029015,552005,生物研究报告,552,2500,9000,9000,2500=2500,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029017,552006,磷火,552,2500,9000,9000,2500=2500,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029018,553003,初级载具变身卷轴,553,7500,9000,9000,7500=7500,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029019,553004,高级载具变身卷轴,553,10000,9000,9000,10000=10000,1,999999,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,
1029020,553001,能量石,553,2500,9000,9000,2500=2500,1,200000,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,9
1029021,553002,能量结晶,553,5000,9000,9000,5000=5000,1,200000,0,50,50,0,0,0,1,7,1000,100,99,60,1,101,1,,9
1290055,305001,受损的钻石,305,500,9000,9000,500=500,1,999999,0,50,50,0,0,0,1,7,3000,300,99,30,1,101,1,,
1270002,305002,1克拉钻石,305,1500,9000,9000,1500=1500,1,999999,0,50,50,0,0,0,1,7,3000,300,99,30,1,101,1,,
1270006,305003,2克拉钻石,305,4500,9000,9000,4500=4500,1,999999,0,50,50,0,0,0,1,7,3000,300,99,30,1,101,1,,
1270010,305004,3克拉钻石,305,7500,9000,9000,7500=7500,1,999999,0,50,50,0,0,0,1,7,3000,300,99,30,1,101,1,,
2060009,600001,发型调色剂,600,1500,9000,9000,1500=1500,1,999999,0,20,20,0,0,0,1,7,3000,300,99,30,1,101,1,,
2060010,600002,瞳色调色剂,600,1500,9000,9000,1500=1500,1,999999,0,20,20,0,0,0,1,7,3000,300,99,30,1,101,1,,
3027004,600006,天赋卷轴,600,3000,9000,9000,3000=3000,1,999999,0,10,10,0,0,0,1,7,3000,300,99,40,1,101,1,,
3026005,600007,声望箱子,600,1000,9000,9000,1000=1000,1,999999,0,10,10,0,0,0,1,7,3000,300,99,40,1,101,1,,
3024020,600003,黑色药剂,600,10000,9000,9000,10000=10000,1,999999,0,10,10,0,0,0,1,7,3000,300,99,60,1,101,1,,
3024019,600004,紫色药剂,600,10000,9000,9000,10000=10000,1,999999,0,10,10,0,0,0,1,7,3000,300,99,60,1,101,1,,
3024015,600005,橙色药剂,600,10000,9000,9000,10000=10000,1,999999,0,10,10,0,0,0,1,7,3000,300,99,60,1,101,1,,
4010002,201001,疯兔卡片,201,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010006,201002,大嘴鸟蛋卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010001,201003,绿棉虫卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010003,201004,小野猪卡片,201,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010008,201005,土波利卡片,201,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010005,201006,吸血蝙蝠卡片,201,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010007,201007,蝎子卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010043,201008,浮勒盗虫卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010042,201009,邪骸战士卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010004,201010,曼陀罗魔花卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010012,201011,青蛇卡片,201,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010019,201012,白蚁卡片,201,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010044,201013,漂浮虫卡片,201,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010045,201014,兽人女战士卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010014,201015,水母卡片,201,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010009,201016,狼卡片,201,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010013,201017,螃蟹卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010038,201018,红蝙蝠卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010015,201019,哥布灵卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010036,201020,魔锅蛋卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010047,201021,邪骸兽人卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010048,201022,兹诺克卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010034,201023,蜂兵卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010035,201024,海神卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010049,201025,重金属蝗虫卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010033,201026,噬人花卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010050,201027,巨象甲虫卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010051,201028,巨石怪卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010059,201029,爆钻伞蜥卡片,201,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4010039,201030,诺可伊卡片,201,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010055,201031,毕帝特地龙卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4010066,201032,狄奥斯卡片,201,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4020008,202001,蜗牛卡片,202,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4020001,202002,盗虫卵卡片,202,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4020009,202003,蚁卵卡片,202,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4020012,202004,兽人战士卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020015,202005,邪骸食人鱼卡片,202,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020013,202006,僵尸卡片,202,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020011,202007,大脚熊卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020005,202008,艾斯蜘蛛卡片,202,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020014,202009,毕帝特飞龙卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020016,202010,梅纳海葵卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020007,202011,安毕斯卡片,202,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4020006,202012,狂暴木乃伊卡片,202,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030001,203001,波利卡片,203,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030002,203002,虫蛹卡片,203,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030018,203003,小鸡卡片,203,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030005,203004,蛋壳小鸡卡片,203,4000,7000,9000,1300=8000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030010,203005,罗达蛙卡片,203,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030003,203006,摇滚蝗虫卡片,203,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030004,203007,盗虫卡片,203,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030008,203008,沙漠幼狼卡片,203,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4030017,203009,绿苍蝇卡片,203,20000,7000,9000,6700=40000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030011,203010,大嘴鸟卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030014,203011,卡那多斯卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030009,203012,野猪卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4030022,203013,酱缸章鱼卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030023,203014,雪熊卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030024,203015,狂暴克瑞米卡片,203,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4030025,203016,狂暴螳螂卡片,203,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,11
4040005,204001,秃鹰卡片,204,6000,7000,9000,2000=12000,1,530,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,绿色品质,
4040001,204004,蓝疯兔卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040002,204005,猎蝇卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040006,204007,巧克猴卡片,204,80000,7000,9000,26700=160000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040007,204009,白幽灵卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040018,204010,兽人腐尸卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040019,204011,麦斯特卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040012,204012,乌贼卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040011,204013,蚯蚓卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040013,204014,蛇女伊丝卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040023,204015,伞蜥卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040020,204016,南瓜先生卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
4040022,204017,傀儡娃娃卡片,204,40000,7000,9000,13300=80000,1,500,0,10,10,1,2,2,0,7,50,5,99,30,2,101,1,蓝色品质,
