EntityId,UsingName,LuaPath,LuaScriptName
9454,梦罗克官员,time/,Perform_MengLuoKe_GuanYuan
6920,普通马拉,time/,Perform_WeiXing_MaLa_EZ
7801,蚁后EZ,time/,Dungeon_MaYiDong_YiHou_EZ
9555,搬书员,time/,Perform_ChuXinZheXueYuan_BanShuRen
9556,服务生,time/,Perform_ChuXinZheXueYuan_FuWuSheng
9559,祈祷者,time/,Perform_PuLongDeLa_QiDaoZhe
9567,管理员,time/,Perform_PuLongDeLa_ShiChangGuanLiYuan
9568,酒娘,time/,Perform_FeiYang_JiuNiang
9751,凯思利亚斯,time/,Dungeon_BeiSenYiBian_Boss
9758,巴雷蒙德,time/,Dungeon_BeiSenYiBian_BaLeiMengDe
9760,教国法师,time/,Dungeon_BeiSenYiBian_JiaoGuoFaShi
9757,雾内巴风特,time/,Dungeon_BeiSenYiBian_WuNeiBaFengTe
9851,瓦尔基里,time/,Dungeon_SuZhiJiaDian_Valkyrie
7416,德古拉伯爵,time/,Dungeon_MiWuZhiSen_DeGuLa
9806,教国法师,time/,Dungeon_BeiSenYiBian_JiaoGuoFaShi
9801,凯思利亚斯,time/,Dungeon_BeiSenYiBian_Boss_H
9820,凯思利亚斯,time/,Dungeon_BeiSenYiBian_Boss_S
27061,行为2角色1,time/,Perform_GongHuiMeiLi_B1_Role1
27062,行为2角色2,time/,Perform_GongHuiMeiLi_B1_Role2
27063,行为3角色1,time/,Perform_GongHuiMeiLi_C1_Role1
27064,行为3角色2,time/,Perform_GongHuiMeiLi_C1_Role2
27065,行为3角色3,time/,Perform_GongHuiMeiLi_C1_Role3
27066,行为4角色1,time/,Perform_GongHuiMeiLi_D1_Role1
27067,行为4角色2,time/,Perform_GongHuiMeiLi_D1_Role2
27068,行为4角色3,time/,Perform_GongHuiMeiLi_D1_Role3
27069,行为4角色4,time/,Perform_GongHuiMeiLi_D1_Role4
5456,达纳托斯,time/,Dungeon_DaNaTuoSiZhiZhan_DaNaTuoSi
5466,A7BossController,time/,Dungeon_DaNaTuoSiZhiZhan_BossController
5512,A7BossController,time/,Dungeon_DaNaTuoSiZhiZhan_BossController_EZ
5812,A7BossController,time/,Dungeon_DaNaTuoSiZhiZhan_BossController_S
8613,转生2骑士心魔,time/,Dungeon_ZhuanSheng2nd_Knight
8614,转生2女骑士心魔,time/,Dungeon_ZhuanSheng2nd_Knight_F
8615,转生2牧师心魔,time/,Dungeon_ZhuanSheng2nd_Preist
8616,转生2女牧师心魔,time/,Dungeon_ZhuanSheng2nd_Preist_F
8617,转生2巫师心魔,time/,Dungeon_ZhuanSheng2nd_Wizard
8618,转生2女巫师心魔,time/,Dungeon_ZhuanSheng2nd_Wizard_F
8619,转生2刺客心魔,time/,Dungeon_ZhuanSheng2nd_Ass
8620,转生2女刺客心魔,time/,Dungeon_ZhuanSheng2nd_Ass_F
8621,转生2猎人心魔,time/,Dungeon_ZhuanSheng2nd_Hunter
8622,转生2女猎人心魔,time/,Dungeon_ZhuanSheng2nd_Hunter_F
8623,转生2铁匠心魔,time/,Dungeon_ZhuanSheng2nd_BlackSmith
8624,转生2女铁匠心魔,time/,Dungeon_ZhuanSheng2nd_BlackSmith_F
8632,转生2武僧心魔,time/,Dungeon_ZhuanSheng2nd_Monk
8633,转生2女武僧心魔,time/,Dungeon_ZhuanSheng2nd_Monk_F
8634,转生2十字军心魔,time/,Dungeon_ZhuanSheng2nd_Crusader
8635,转生2女十字军心魔,time/,Dungeon_ZhuanSheng2nd_Crusader_F
8636,转生2炼金心魔,time/,Dungeon_ZhuanSheng2nd_Alchemist
8637,转生2女炼金心魔,time/,Dungeon_ZhuanSheng2nd_Alchemist_F
8638,转生2诗人,time/,Dungeon_ZhuanSheng2nd_Poet
8639,转生2舞娘,time/,Dungeon_ZhuanSheng2nd_Dancer
8640,转生男贤者,time/,Dungeon_ZhuanSheng2nd_Sage
8641,转生2女贤者,time/,Dungeon_ZhuanSheng2nd_Sage_F
8602,无情丶丶,time/,Dungeon_ZhuanSheng2nd_WuQing
8603,有钱丶丶,time/,Dungeon_ZhuanSheng2nd_YouQian
8587,Tony老师,time/,Dungeon_ZhuanSheng2nd_Tony
5408,玛雅之子,time/,Dungeon_MaYiDong_MaYaZhiZi_H
7808,玛雅之子,time/,Dungeon_MaYiDong_MaYaZhiZi
5442,玛雅之子,time/,Dungeon_MaYiDong_MaYaZhiZi_H
8701,毕尤,time/,Dungeon_YeXiPuLongDeLa_BiYou
8702,深渊骑士,time/,Dungeon_YeXiPuLongDeLa_ShenYuanQiShi
8703,暗盾祭司,time/,Dungeon_YeXiPuLongDeLa_AnDunJiSi
8705,传送柱B,time/,Dungeon_YeXiPuLongDeLa_ChuanSongZhuB
8801,毕尤,time/,Dungeon_YeXiPuLongDeLa_BiYou_H
8802,深渊骑士,time/,Dungeon_YeXiPuLongDeLa_ShenYuanQiShi_H
8803,暗盾祭司,time/,Dungeon_YeXiPuLongDeLa_AnDunJiSi_H
8805,传送柱B,time/,Dungeon_YeXiPuLongDeLa_ChuanSongZhuB_H
8851,毕尤,time/,Dungeon_YeXiPuLongDeLa_BiYou_S
8852,深渊骑士,time/,Dungeon_YeXiPuLongDeLa_ShenYuanQiShi_S
8853,暗盾祭司,time/,Dungeon_YeXiPuLongDeLa_AnDunJiSi_S
8855,传送柱B,time/,Dungeon_YeXiPuLongDeLa_ChuanSongZhuB_S
15004,拉拉兔,time/,Perform_QiuXiJie_LaLaRabbit
15188,狱长铁匠,time/,Dungeon_JiYiSuiPian_TieJiang
29202,哥布林首领,time/,Dungeon_TanMiGeBuLin_GeBuLinShouLing
29262,哥布林首领,time/,Dungeon_TanMiGeBuLin_GeBuLinShouLing_H
29226,阿修罗机械战士,time/,Dungeon_TanMiGeBuLin_AXiuLuoJiXieZhanShi
29286,阿修罗机械战士,time/,Dungeon_TanMiGeBuLin_AXiuLuoJiXieZhanShi
8074,变异鬼女,time/,Dungeon_GongHuiShouLie_GuiNv
8065,变异鬼女,time/,Dungeon_GongHuiShouLie_GuiNvNormal
8067,变异的天使波利,time/,Dungeon_GongHuiShouLieSenLin_TianShiBoLi
8099,奇异波波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiBoBoLi
8100,奇异土波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiTuBoLi
8101,奇异冰波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiBingBoLi
8071,法老王,time/,Dungeon_GongHuiShouLieSenLin_FaLaoWang
8062,法老王,time/,Dungeon_GongHuiShouLieSenLin_FaLaoWangNormal
8058,变异的天使波利,time/,Dungeon_GongHuiShouLieSenLin_TianShiBoLi_EZ
8096,奇异波波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiBoBoLi_EZ
8097,奇异土波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiTuBoLi_EZ
8098,奇异冰波利,time/,Dungeon_GongHuiShouLieSenLin_QiYiBingBoLi_EZ
15050,捣蛋的巴风特,time/,Perform_SpringBoss_LittleBoss
15052,被激活的巴风特,time/,Perform_SpringBoss_LastBoss
28513,梦罗克幼体,time/,Dungeon_DiErCiFengYin_MengLuoKeYouTi_EZ
29402,时空恶魔,time/,Dungeon_HeiHuaDeEYi_FuJin2
29401,福金,time/,Dungeon_HeiHuaDeEYi_FuJin1
40908,5v5金币boss,time/,Dungeon_5v5S2_Boss
21001,霍普-无属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_EZ
21015,霍普-剧情杀,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_First
21020,被诅咒的尤达,time/,Dungeon_JingHuaXiuDaoYuan_YouDa_EZ
21007,恢复理智的尤达,time/,Dungeon_JingHuaXiuDaoYuan_YouDa_Resume
21041,霍普-地,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_EZ
21042,霍普-火,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_EZ
21043,霍普-水,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_EZ
21044,霍普-风,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_EZ
23001,霍普-试炼无属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_H
23002,被诅咒的尤达,time/,Dungeon_JingHuaXiuDaoYuan_YouDa_EZ
23005,霍普-试炼地属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_H
23006,霍普-试炼火属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_H
23007,霍普-试炼水属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_H
23008,霍普-试炼风属性,time/,Dungeon_JingHuaXiuDaoYuan_WeiShen_H
23010,暗神官领袖,time/,Dungeon_JingHuaXiuDaoYuan_AnShenGuanLeader
23011,爱丽丝女仆长,time/,Dungeon_JingHuaXiuDaoYuan_AliceLeader
28251,阿修罗机械战士-天空套活动副本,time/,Dungeons_JingXiang_Legendact_AXiuLuoJiXieZhanShi
28269,毕尤-天空套活动副本,time/,Dungeons_JingXiang_Legendact_BiYou
21602,时空恶魔,time/,Dungeon_ShiJianDeLaoLong_ShiKongEMo
21628,时空恶魔,time/,Dungeon_ShiJianDeLaoLong_ShiKongEMo_H
21626,时空恶魔的痛苦,time/,Dungeon_ShiJianDeLaoLong_TongKu_EZ
21627,时空恶魔的折磨,time/,Dungeon_ShiJianDeLaoLong_ZheMo_EZ
21640,时空恶魔的痛苦,time/,Dungeon_ShiJianDeLaoLong_TongKu_H
21641,时空恶魔的折磨,time/,Dungeon_ShiJianDeLaoLong_ZheMo_H
