ID,Comment1,Comment2,MapEventDesc,,,,,,,,,,,,
ID,注释1,注释2,合成的字符串，导出这一列。后面的都只是策划用，不导出,0无,1晴天,2阴天,3雾天,4小雨,5大雨,6雷雨,7小雪,8大雪,9沙尘,10雨后,11雪后
191,苏克拉特沙漠,晨,|||||||||||,,,,,,,,,,,,
192,苏克拉特沙漠,昼,|||||||||||,,,,,,,,,,,,
193,苏克拉特沙漠,夕,|||||||||||,,,,,,,,,,,,
194,苏克拉特沙漠,夜,|||||||||||,,,,,,,,,,,,
211,伊斯鲁得,晨,|||||1|1=7|||||,,,,,,1,1=7,,,,,
212,伊斯鲁得,昼,|||||1|1=7|||||,,,,,,1,1=7,,,,,
213,伊斯鲁得,夕,|||||1|1=7|||||,,,,,,1,1=7,,,,,
214,伊斯鲁得,夜,|||||1|1=7|||||,,,,,,1,1=7,,,,,
231,吉芬东部,晨,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
232,吉芬东部,昼,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
233,吉芬东部,夕,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
234,吉芬东部,夜,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
251,梦罗克西部,晨,|||||||||||,,,,,,,,,,,,
252,梦罗克西部,昼,|||||||||||,,,,,,,,,,,,
253,梦罗克西部,夕,|||||||||||,,,,,,,,,,,,
254,梦罗克西部,夜,|||||||||||,,,,,,,,,,,,
261,梦罗克,晨,|||||||||||,,,,,,,,,,,,
262,梦罗克,昼,|||||||||||,,,,,,,,,,,,
263,梦罗克,夕,|||||||||||,,,,,,,,,,,,
264,梦罗克,夜,|||||||||||,,,,,,,,,,,,
281,梦罗克南部,晨,|||||||||||,,,,,,,,,,,,
282,梦罗克南部,昼,|||||||||||,,,,,,,,,,,,
283,梦罗克南部,夕,|||||||||||,,,,,,,,,,,,
284,梦罗克南部,夜,|||||||||||,,,,,,,,,,,,
341,兽人村落,晨,|||||4||||||,,,,,,4,,,,,,
342,兽人村落,昼,|||||4||||||,,,,,,4,,,,,,
343,兽人村落,夕,|||||4||||||,,,,,,4,,,,,,
344,兽人村落,夜,|||||4||||||,,,,,,4,,,,,,
361,斐扬东部,晨,|||||||||||,,,,,,,,,,,,
362,斐扬东部,昼,|||||||||||,,,,,,,,,,,,
363,斐扬东部,夕,|||||||||||,,,,,,,,,,,,
364,斐扬东部,夜,|||||||||||,,,,,,,,,,,,
371,斐扬树林深处,晨,|||||2=4||||||,,,,,,2=4,,,,,,
372,斐扬树林深处,昼,|||||2=4||||||,,,,,,2=4,,,,,,
373,斐扬树林深处,夕,|||||2=4||||||,,,,,,2=4,,,,,,
374,斐扬树林深处,夜,|||||2=4||||||,,,,,,2=4,,,,,,
381,苏克拉特南部,晨,|||||||||||,,,,,,,,,,,,
382,苏克拉特南部,昼,|||||||||||,,,,,,,,,,,,
383,苏克拉特南部,夕,|||||||||||,,,,,,,,,,,,
384,苏克拉特南部,夜,|||||||||||,,,,,,,,,,,,
451,斐扬南部,晨,|||||||||||,,,,,,,,,,,,
452,斐扬南部,昼,|||||||||||,,,,,,,,,,,,
453,斐扬南部,夕,|||||||||||,,,,,,,,,,,,
454,斐扬南部,夜,|||||||||||,,,,,,,,,,,,
471,斐扬,晨,|||||||||||,,,,,,,,,,,,
472,斐扬,昼,|||||||||||,,,,,,,,,,,,
473,斐扬,夕,|||||||||||,,,,,,,,,,,,
474,斐扬,夜,|||||||||||,,,,,,,,,,,,
481,斐扬树林,晨,|||||||||||,,,,,,,,,,,,
482,斐扬树林,昼,|||||||||||,,,,,,,,,,,,
483,斐扬树林,夕,|||||||||||,,,,,,,,,,,,
484,斐扬树林,夜,|||||||||||,,,,,,,,,,,,
501,艾尔贝塔,晨,|||||||||||,,,,,,,,,,,,
502,艾尔贝塔,昼,|||||||||||,,,,,,,,,,,,
503,艾尔贝塔,夕,|||||||||||,,,,,,,,,,,,
504,艾尔贝塔,夜,|||||||||||,,,,,,,,,,,,
