Id,Action,Key,Name,RefreshType,RefreshNum,Limit,Active,TellClient,ExtraLimitActivity,RefreshTypePara,LocalizationArea
18,14,1,商人低买每日铜币上限,2,0,1000000,1,1,,,
19,14,2,商人高卖每日铜币上限,2,0,1000000,1,1,,,
20,15,1,每日抽卡次数上限,2,0,10,1,1,,,
21,16,1,波利点数奖励公会之心次数,1,0,5,1,1,,,
22,17,1,每日抽头饰次数上限,2,0,10,1,1,,,
23,8,1020007,抱抱熊,1,0,-1,1,1,,,
24,8,1020010,变身抱抱熊,1,0,-1,1,1,,,
25,8,1020003,小恶魔双人车,1,0,-1,1,1,,,
26,8,1020005,波利热气球,1,0,-1,1,1,,,
27,8,1070002,金属头盔,1,0,-1,1,1,,,
28,8,1070043,宝石头盔,1,0,-1,1,1,,,
29,8,1090009,金属口罩,1,0,-1,1,1,,,
30,8,1070038,霹雳雷云,1,0,-1,1,1,,,
31,8,1070151,上弦月发夹,1,0,-1,1,1,,,
32,8,1070156,音标耳机,1,0,-1,1,1,,,
33,8,1090013,叼在嘴里的鱼,1,0,-1,1,1,,,
34,8,1070035,圣职之帽,1,0,-1,1,1,,,
35,8,1070020,厨师帽,1,0,-1,1,1,,,
36,8,1070014,卡普拉发圈,1,0,-1,1,1,,,
37,8,1070024,普隆德拉军帽,1,0,-1,1,1,,,
38,8,1090004,含在嘴里的棒棒糖,1,0,-1,1,1,,,
39,8,1080005,红色小发带,1,0,-1,1,1,,,
40,8,1080003,红晕,1,0,-1,1,1,,,
41,8,1070009,婚礼发冠,1,0,-1,1,1,,,
42,8,1070040,羽毛帽,1,0,-1,1,1,,,
43,8,1070037,贝雷帽,1,0,-1,1,1,,,
44,8,1080010,独眼龙眼罩,1,0,-1,1,1,,,
45,8,1080016,OK绷,1,0,-1,1,1,,,
46,8,1070064,狐狸假面,1,0,-1,1,1,,,
47,8,1070146,蜡烛头饰,1,0,-1,1,1,,,
48,8,1070155,小熊帽,1,0,-1,1,1,,,
49,8,1070034,魔法师帽,1,0,-1,1,1,,,
50,8,1090007,土司,1,0,-1,1,1,,,
51,8,1070063,魔术师帽,1,0,-1,1,1,,,
52,8,1070070,巨大的金铃铛,1,0,-1,1,1,,,
53,8,1070005,兔耳发圈,1,0,-1,1,1,,,
54,8,1070067,小恶魔帽,1,0,-1,1,1,,,
55,8,1070145,海棠花发夹,1,0,-1,1,1,,,
56,8,1070036,亡者发箍,1,0,-1,1,1,,,
57,8,1070050,停止标志头饰,1,0,-1,1,1,,,
58,8,1070071,天线头饰,1,0,-1,1,1,,,
59,8,1070065,小丑帽,1,0,-1,1,1,,,
60,8,1070066,眼镜头饰,1,0,-1,1,1,,,
61,8,1090005,胡须,1,0,-1,1,1,,,
62,8,1090006,口罩,1,0,-1,1,1,,,
63,8,1080013,太阳眼镜,1,0,-1,1,1,,,
64,8,1070022,懒洋洋的猫,1,0,-1,1,1,,,
65,8,1070144,防风皮革眼镜,1,0,-1,1,1,,,
66,8,1070143,耳机,1,0,-1,1,1,,,
67,8,1070061,破产之哀,1,0,-1,1,1,,,
68,8,1070007,爱心发夹,1,0,-1,1,1,,,
69,8,1070015,丸子头饰,1,0,-1,1,1,,,
70,8,1080014,泳镜,1,0,-1,1,1,,,
71,8,1070030,学生帽,1,0,-1,1,1,,,
72,8,1070068,出游帽子,1,0,-1,1,1,,,
73,8,1070142,灯泡发圈,1,0,-1,1,1,,,
74,8,1070153,自娱自乐箱子I,1,0,-1,1,1,,,
75,8,1070154,自娱自乐箱子II,1,0,-1,1,1,,,
76,8,1100002,小天使之翼,1,0,-1,1,1,,,
77,8,1100003,狂野尾巴,1,0,-1,1,1,,,
78,8,1100004,小恶魔之翼,1,0,-1,1,1,,,
79,8,1080004,天使翅膀耳饰,1,0,-1,1,1,,,
80,8,1080017,恶魔翅膀耳饰,1,0,-1,1,1,,,
81,8,1070023,公主冠冕,1,0,-1,1,1,,,
82,8,1070025,菲力卡的头箍,1,0,-1,1,1,,,
83,8,1100001,波利背包,1,0,-1,1,1,,,
84,8,1070042,猫耳发圈,1,0,-1,1,1,,,
85,8,1090010,小孩奶嘴,1,0,-1,1,1,,,
86,8,1070008,恶魔发圈,1,0,-1,1,1,,,
87,8,1070019,花冠,1,0,-1,1,1,,,
88,8,1090008,愤怒的嘴,1,0,-1,1,1,,,
89,8,1070027,后冠,1,0,-1,1,1,,,
90,8,1070049,领导者头箍,1,0,-1,1,1,,,
91,8,1070033,黄金帽,1,0,-1,1,1,,,
92,8,1070028,王冠,1,0,-1,1,1,,,
93,8,1070001,天使发圈,1,0,-1,1,1,,,
94,8,1070029,黄金冠冕,1,0,-1,1,1,,,
95,8,1070006,山羊头盔,1,0,-1,1,1,,,
96,8,1070021,海盗船长帽,1,0,-1,1,1,,,
97,8,1090002,烟斗,1,0,-1,1,1,,,
98,8,1070072,首领冠冕,1,0,-1,1,1,,,
99,8,1070148,毛无边帽,1,0,-1,1,1,,,
100,8,1070152,天使波利帽子,1,0,-1,1,1,,,
101,8,1070150,趴趴狄波萝太,1,0,-1,1,1,,,
102,17,5060,恶魔宝藏次数,2,0,10,1,1,,,
103,23,53103,圣歌宝箱怪奖励次数,2,0,1,1,1,,,
104,24,701,助战奖励日上限,2,0,500,1,1,10=1002=500,,
105,25,701,助战奖励周上限,4,0,2500,1,1,10=1002=2500,,
106,24,401,助战奖励公会贡献日上限,2,0,100,1,1,,,
107,26,,公会宴会成就计数,2,0,1,1,1,,,
108,27,,免费素质重置次数,0,0,3,1,1,,,
109,28,,免费技能重置次数,0,0,3,1,1,,,
110,31,6110,时尚评分最大评分次数,4,0,3,1,1,,,
111,32,2050004,神秘原石,2,0,1,1,1,,,
112,33,1,,1,0,1,1,1,,,
113,35,29000001,每个玩家每天发送红包上限,1,0,10,1,1,,,
114,35,29000002,每个玩家每天领取红包上限,1,0,10,1,1,,,
115,36,1,塔防每周单人默认次数,4,0,1,1,1,,,
116,36,2,塔防每周双人默认次数,4,0,1,1,1,,,
117,37,3098,装备抽取每日次数,1,0,10,1,1,,,
118,36,11,塔防每周单人额外次数,4,0,0,1,1,,,
119,36,12,塔防每周双人额外次数,4,0,0,1,1,,,
120,38,3024001,初级秘籍,4,0,60,1,1,,,
121,36,21,塔防每天单人次数,2,0,1,1,1,,,
122,36,22,塔防每天双人次数,2,0,1,1,1,,,
123,8,1070018,星星发夹,1,0,-1,1,1,,,
124,8,1070056,海盗头巾,1,0,-1,1,1,,,
125,8,1072001,激光发射器,1,0,-1,1,1,,,
126,8,1070016,波利帽,1,0,-1,1,1,,,
127,8,1070031,蛋壳帽,1,0,-1,1,1,,,
128,8,1070051,触角头饰,1,0,-1,1,1,,,
129,8,1070026,紫蝶发带,1,0,-1,1,1,,,
130,8,1070013,红蝶发带,1,0,-1,1,1,,,
131,8,1070047,花朵头饰,1,0,-1,1,1,,,
132,8,1080019,蝴蝶假面,1,0,-1,1,1,,,
133,8,1070053,粪便帽,1,0,-1,1,1,,,
134,8,1070044,兽人头盔,1,0,-1,1,1,,,
135,8,1070045,僵尸帽,1,0,-1,1,1,,,
136,8,1070058,妖道帽,1,0,-1,1,1,,,
137,8,1070060,火线头饰,1,0,-1,1,1,,,
138,8,1070046,护士帽,1,0,-1,1,1,,,
139,8,1080015,小丑鼻子,1,0,-1,1,1,,,
140,8,1080018,大眼睛眼镜,1,0,-1,1,1,,,
141,8,1070012,光环,1,0,-1,1,1,,,
142,8,1080002,妖精长耳朵饰,1,0,-1,1,1,,,
143,8,1070069,尖角发圈,1,0,-1,1,1,,,
144,8,1070048,头巾,1,0,-1,1,1,,,
145,8,1070055,印第安发箍,1,0,-1,1,1,,,
146,8,1070059,向日葵头饰,1,0,-1,1,1,,,
147,8,1070003,苹果头饰,1,0,-1,1,1,,,
148,8,1070039,竹蜻蜓发圈,1,0,-1,1,1,,,
149,8,1070149,咪咪帽,1,0,-1,1,1,,,
150,8,1090012,铁钉口罩,1,0,-1,1,1,,,
151,39,2090870,大世界菜单每日获取奖励,1,0,10,1,1,,,
152,1,3020003,神之金属,1,0,999,1,1,,,
153,1,3020005,浓缩神之金属,1,0,999,1,1,,,
154,1,3020004,铝,1,0,999,1,1,,,
155,1,3020006,浓缩铝,1,0,999,1,1,,,
156,1,3020008,魔力之石,1,0,999,1,1,,,
157,1,3020009,混沌金属,1,0,999,1,1,,,
158,1,3021002,神秘磁石,1,0,999,1,1,,,
159,1,3020007,忽克连的锤子,1,0,999,1,1,,,
160,1,3020010,解封卷轴,1,0,999,1,1,,,
161,1,3023001,金刚石,1,0,999,1,1,,,
162,1,3023002,高级金刚石,1,0,999,1,1,,,
163,1,3023003,超级金刚石,1,0,999,1,1,,,
164,1,3022001,30级装备水晶,1,0,999,1,1,,,
165,1,3022002,40级装备水晶,1,0,999,1,1,,,
166,1,3022003,50级装备水晶,1,0,999,1,1,,,
167,1,3022004,60级装备水晶,1,0,999,1,1,,,
168,1,3022005,70级装备水晶,1,0,999,1,1,,,
169,1,3022006,80级装备水晶,1,0,999,1,1,,,
170,1,3022007,90级装备水晶,1,0,999,1,1,,,
171,1,3022008,100级装备水晶,1,0,999,1,1,,,
172,1,3022014,80级武器改造石,1,0,0,1,1,,,
173,1,3022015,90级武器改造石,1,0,30,1,1,,,
174,1,3022016,100级武器改造石,1,0,30,1,1,,,
175,1,3022022,80级防具改造石,1,0,0,1,1,,,
176,1,3022023,90级防具改造石,1,0,60,1,1,,,
177,1,3022024,100级防具改造石,1,0,60,1,1,,,
178,1,1270002,1克拉钻石,1,0,999,1,1,,,
179,1,1270006,2克拉钻石,1,0,999,1,1,,,
180,1,1270010,3克拉钻石,1,0,999,1,1,,,
181,1,2060009,发型调色剂,1,0,999,1,1,,,
182,1,2060010,瞳色调色剂,1,0,999,1,1,,,
183,1,3027004,天赋卷轴,1,0,999,1,1,,,
184,1,3024020,黑色药剂,1,0,999,1,1,,,
185,1,3024019,紫色药剂,1,0,999,1,1,,,
186,1,3024015,橙色药剂,1,0,999,1,1,,,
187,2,3020003,神之金属,1,0,999,1,1,,,
188,2,3020005,浓缩神之金属,1,0,999,1,1,,,
189,2,3020004,铝,1,0,999,1,1,,,
190,2,3020006,浓缩铝,1,0,999,1,1,,,
191,2,3020008,魔力之石,1,0,999,1,1,,,
192,2,3020009,混沌金属,1,0,999,1,1,,,
193,2,3021002,神秘磁石,1,0,999,1,1,,,
194,2,3020007,忽克连的锤子,1,0,999,1,1,,,
195,2,3020010,解封卷轴,1,0,999,1,1,,,
196,2,3023001,金刚石,1,0,999,1,1,,,
197,2,3023002,高级金刚石,1,0,999,1,1,,,
198,2,3023003,超级金刚石,1,0,999,1,1,,,
199,2,3022001,30级装备水晶,1,0,999,1,1,,,
200,2,3022002,40级装备水晶,1,0,999,1,1,,,
201,2,3022003,50级装备水晶,1,0,999,1,1,,,
202,2,3022004,60级装备水晶,1,0,999,1,1,,,
203,2,3022005,70级装备水晶,1,0,999,1,1,,,
204,2,3022006,80级装备水晶,1,0,999,1,1,,,
205,2,3022007,90级装备水晶,1,0,999,1,1,,,
206,2,3022008,100级装备水晶,1,0,999,1,1,,,
207,2,3022014,80级武器改造石,1,0,999,1,1,,,
208,2,3022015,90级武器改造石,1,0,999,1,1,,,
209,2,3022016,100级武器改造石,1,0,999,1,1,,,
210,2,3022022,80级防具改造石,1,0,999,1,1,,,
211,2,3022023,90级防具改造石,1,0,999,1,1,,,
212,2,3022024,100级防具改造石,1,0,999,1,1,,,
213,2,1270002,1克拉钻石,1,0,999,1,1,,,
214,2,1270006,2克拉钻石,1,0,999,1,1,,,
215,2,1270010,3克拉钻石,1,0,999,1,1,,,
216,2,2060009,发型调色剂,1,0,999,1,1,,,
217,2,2060010,瞳色调色剂,1,0,999,1,1,,,
218,2,3024020,黑色药剂,1,0,999,1,1,,,
219,2,3024019,紫色药剂,1,0,999,1,1,,,
220,2,3024015,橙色药剂,1,0,999,1,1,,,
221,2,3027004,天赋卷轴,1,0,999,1,1,,,
222,1,1170033,小恶魔帽图纸,1,0,20,1,1,,,
223,1,4010002,疯兔卡片,1,0,20,1,1,,,
224,1,4010001,绿棉虫卡片,1,0,20,1,1,,,
225,1,4010003,小野猪卡片,1,0,20,1,1,,,
226,1,4010008,土波利卡片,1,0,20,1,1,,,
227,1,4010005,吸血蝙蝠卡片,1,0,20,1,1,,,
228,1,4010042,邪骸战士卡片,1,0,20,1,1,,,
229,1,4010043,浮勒盗虫卡片,1,0,20,1,1,,,
230,1,4010019,白蚁卡片,1,0,20,1,1,,,
231,1,4010012,青蛇卡片,1,0,20,1,1,,,
232,1,4010044,漂浮虫卡片,1,0,20,1,1,,,
233,1,4010014,水母卡片,1,0,20,1,1,,,
234,1,4010009,狼卡片,1,0,20,1,1,,,
235,1,4010036,魔锅蛋卡片,1,0,20,1,1,,,
236,1,4010034,蜂兵卡片,1,0,20,1,1,,,
237,1,4010050,巨象甲虫卡片,1,0,20,1,1,,,
238,1,4010048,兹诺克卡片,1,0,20,1,1,,,
239,1,4010049,重金属蝗虫卡片,1,0,20,1,1,,,
240,1,4010051,巨石怪卡片,1,0,20,1,1,,,
241,1,4010039,诺可伊卡片,1,0,20,1,1,,,
242,1,4010006,大嘴鸟蛋卡片,1,0,20,1,1,,,
243,1,4010004,曼陀罗魔花卡片,1,0,20,1,1,,,
244,1,4010007,蝎子卡片,1,0,20,1,1,,,
245,1,4010015,哥布灵卡片,1,0,20,1,1,,,
246,1,4010013,螃蟹卡片,1,0,20,1,1,,,
247,1,4010045,兽人女战士卡片,1,0,20,1,1,,,
248,1,4010038,红蝙蝠卡片,1,0,20,1,1,,,
249,1,4010047,邪骸兽人卡片,1,0,20,1,1,,,
250,1,4010033,噬人花卡片,1,0,20,1,1,,,
251,1,4010035,海神卡片,1,0,20,1,1,,,
252,1,4010055,毕帝特地龙,1,0,20,1,1,,,
253,1,4020008,蜗牛卡片,1,0,20,1,1,,,
254,1,4020013,僵尸卡片,1,0,20,1,1,,,
255,1,4020005,艾斯蜘蛛卡片,1,0,20,1,1,,,
256,1,4020006,狂暴木乃伊卡片,1,0,20,1,1,,,
257,1,4020001,盗虫卵卡片,1,0,20,1,1,,,
258,1,4020009,蚁卵卡片,1,0,20,1,1,,,
259,1,4020012,兽人战士卡片,1,0,20,1,1,,,
260,1,4020011,大脚熊卡片,1,0,20,1,1,,,
261,1,4020007,安毕斯卡片,1,0,20,1,1,,,
262,1,4020014,毕帝特飞龙,1,0,20,1,1,,,
263,1,4030001,波利卡片,1,0,20,1,1,,,
264,1,4030002,虫蛹卡片,1,0,20,1,1,,,
265,1,4030018,小鸡卡片,1,0,20,1,1,,,
266,1,4030005,蛋壳小鸡卡片,1,0,20,1,1,,,
267,1,4030003,摇滚蝗虫卡片,1,0,20,1,1,,,
268,1,4030010,罗达蛙卡片,1,0,20,1,1,,,
269,1,4030004,盗虫卡片,1,0,20,1,1,,,
270,1,4030008,沙漠幼狼卡片,1,0,20,1,1,,,
271,1,4030014,卡那多斯卡片,1,0,20,1,1,,,
272,1,4030009,野猪卡片,1,0,20,1,1,,,
273,1,4030017,绿苍蝇卡片,1,0,20,1,1,,,
274,1,4030011,大嘴鸟卡片,1,0,20,1,1,,,
275,1,4040005,秃鹰卡片,1,0,20,1,1,,,
276,1,4040001,蓝疯兔卡片,1,0,20,1,1,,,
277,1,4040007,白幽灵卡片,1,0,20,1,1,,,
278,1,4040006,巧克猴卡片,1,0,20,1,1,,,
279,1,4040018,兽人腐尸卡片,1,0,20,1,1,,,
280,1,4040019,麦斯特卡片,1,0,20,1,1,,,
281,1,4040012,乌贼卡片,1,0,20,1,1,,,
282,1,4040002,猎蝇卡片,1,0,20,1,1,,,
283,1,4040011,蚯蚓卡片,1,0,20,1,1,,,
284,1,4040020,南瓜先生卡片,1,0,20,1,1,,,
285,1,4040013,蛇女伊丝卡片,1,0,20,1,1,,,
286,1,4050001,苍蝇卡片,1,0,20,1,1,,,
287,1,4050005,腐尸卡片,1,0,20,1,1,,,
288,1,4050006,玛勒盗虫卡片,1,0,20,1,1,,,
289,1,4050007,转转蛋卡片,1,0,20,1,1,,,
290,1,4050004,黑狐卡片,1,0,20,1,1,,,
291,1,4050003,人鱼士兵卡片,1,0,20,1,1,,,
292,1,4050002,木乃伊犬卡片,1,0,20,1,1,,,
293,1,4050008,鬼女卡片,1,0,20,1,1,,,
294,1,4060007,森灵卡片,1,0,20,1,1,,,
295,1,4060004,魔菇卡片,1,0,20,1,1,,,
296,1,4060001,克瑞米卡片,1,0,20,1,1,,,
297,1,4060003,白鼠卡片,1,0,20,1,1,,,
298,1,4060002,溜溜猴卡片,1,0,20,1,1,,,
299,1,4060006,波波利卡片,1,0,20,1,1,,,
300,1,4060012,毒魔菇卡片,1,0,20,1,1,,,
301,1,4060011,狸猫卡片,1,0,20,1,1,,,
302,1,4060008,邪骸海盗卡片,1,0,20,1,1,,,
303,1,4060013,摩卡卡片,1,0,20,1,1,,,
304,1,4060015,螳螂卡片,1,0,20,1,1,,,
305,1,4060017,邪恶箱卡片,1,0,20,1,1,,,
306,1,4060018,杰洛米卡片,1,0,20,1,1,,,
307,1,4060014,黑蚁卡片,1,0,20,1,1,,,
308,1,4060009,气泡虫卡片,1,0,20,1,1,,,
309,1,4060010,人鱼卡片,1,0,20,1,1,,,
310,1,4060020,妖道卡片,1,0,20,1,1,,,
311,1,4060022,鬼火卡片,1,0,20,1,1,,,
312,1,4070001,树精卡片,1,0,20,1,1,,,
313,1,4070011,长老树精卡片,1,0,20,1,1,,,
314,1,4070003,土拨鼠卡片,1,0,20,1,1,,,
315,1,4070010,绿腐尸卡片,1,0,20,1,1,,,
316,1,4070004,松鼠卡片,1,0,20,1,1,,,
317,2,1170033,小恶魔帽图纸,1,0,20,1,1,,,
318,2,4010002,疯兔卡片,1,0,20,1,1,,,
319,2,4010001,绿棉虫卡片,1,0,20,1,1,,,
320,2,4010003,小野猪卡片,1,0,20,1,1,,,
321,2,4010008,土波利卡片,1,0,20,1,1,,,
322,2,4010005,吸血蝙蝠卡片,1,0,20,1,1,,,
323,2,4010042,邪骸战士卡片,1,0,20,1,1,,,
324,2,4010043,浮勒盗虫卡片,1,0,20,1,1,,,
325,2,4010019,白蚁卡片,1,0,20,1,1,,,
326,2,4010012,青蛇卡片,1,0,20,1,1,,,
327,2,4010044,漂浮虫卡片,1,0,20,1,1,,,
328,2,4010014,水母卡片,1,0,20,1,1,,,
329,2,4010009,狼卡片,1,0,20,1,1,,,
330,2,4010036,魔锅蛋卡片,1,0,20,1,1,,,
331,2,4010034,蜂兵卡片,1,0,20,1,1,,,
332,2,4010050,巨象甲虫卡片,1,0,20,1,1,,,
333,2,4010048,兹诺克卡片,1,0,20,1,1,,,
334,2,4010049,重金属蝗虫卡片,1,0,20,1,1,,,
335,2,4010051,巨石怪卡片,1,0,20,1,1,,,
336,2,4010039,诺可伊卡片,1,0,20,1,1,,,
337,2,4010006,大嘴鸟蛋卡片,1,0,20,1,1,,,
338,2,4010004,曼陀罗魔花卡片,1,0,20,1,1,,,
339,2,4010007,蝎子卡片,1,0,20,1,1,,,
340,2,4010015,哥布灵卡片,1,0,20,1,1,,,
341,2,4010013,螃蟹卡片,1,0,20,1,1,,,
342,2,4010045,兽人女战士卡片,1,0,20,1,1,,,
343,2,4010038,红蝙蝠卡片,1,0,20,1,1,,,
344,2,4010047,邪骸兽人卡片,1,0,20,1,1,,,
345,2,4010033,噬人花卡片,1,0,20,1,1,,,
346,2,4010035,海神卡片,1,0,20,1,1,,,
347,2,4010055,毕帝特地龙,1,0,20,1,1,,,
348,2,4020008,蜗牛卡片,1,0,20,1,1,,,
349,2,4020013,僵尸卡片,1,0,20,1,1,,,
350,2,4020005,艾斯蜘蛛卡片,1,0,20,1,1,,,
351,2,4020006,狂暴木乃伊卡片,1,0,20,1,1,,,
352,2,4020001,盗虫卵卡片,1,0,20,1,1,,,
353,2,4020009,蚁卵卡片,1,0,20,1,1,,,
354,2,4020012,兽人战士卡片,1,0,20,1,1,,,
355,2,4020011,大脚熊卡片,1,0,20,1,1,,,
356,2,4020007,安毕斯卡片,1,0,20,1,1,,,
357,2,4020014,毕帝特飞龙,1,0,20,1,1,,,
358,2,4030001,波利卡片,1,0,20,1,1,,,
359,2,4030002,虫蛹卡片,1,0,20,1,1,,,
360,2,4030018,小鸡卡片,1,0,20,1,1,,,
361,2,4030005,蛋壳小鸡卡片,1,0,20,1,1,,,
362,2,4030003,摇滚蝗虫卡片,1,0,20,1,1,,,
363,2,4030010,罗达蛙卡片,1,0,20,1,1,,,
364,2,4030004,盗虫卡片,1,0,20,1,1,,,
365,2,4030008,沙漠幼狼卡片,1,0,20,1,1,,,
366,2,4030014,卡那多斯卡片,1,0,20,1,1,,,
367,2,4030009,野猪卡片,1,0,20,1,1,,,
368,2,4030017,绿苍蝇卡片,1,0,20,1,1,,,
369,2,4030011,大嘴鸟卡片,1,0,20,1,1,,,
370,2,4040005,秃鹰卡片,1,0,20,1,1,,,
371,2,4040001,蓝疯兔卡片,1,0,20,1,1,,,
372,2,4040007,白幽灵卡片,1,0,20,1,1,,,
373,2,4040006,巧克猴卡片,1,0,20,1,1,,,
374,2,4040018,兽人腐尸卡片,1,0,20,1,1,,,
375,2,4040019,麦斯特卡片,1,0,20,1,1,,,
376,2,4040012,乌贼卡片,1,0,20,1,1,,,
377,2,4040002,猎蝇卡片,1,0,20,1,1,,,
378,2,4040011,蚯蚓卡片,1,0,20,1,1,,,
379,2,4040020,南瓜先生卡片,1,0,20,1,1,,,
380,2,4040013,蛇女伊丝卡片,1,0,20,1,1,,,
381,2,4050001,苍蝇卡片,1,0,20,1,1,,,
382,2,4050005,腐尸卡片,1,0,20,1,1,,,
383,2,4050006,玛勒盗虫卡片,1,0,20,1,1,,,
384,2,4050007,转转蛋卡片,1,0,20,1,1,,,
385,2,4050004,黑狐卡片,1,0,20,1,1,,,
386,2,4050003,人鱼士兵卡片,1,0,20,1,1,,,
387,2,4050002,木乃伊犬卡片,1,0,20,1,1,,,
388,2,4050008,鬼女卡片,1,0,20,1,1,,,
389,2,4060007,森灵卡片,1,0,20,1,1,,,
390,2,4060004,魔菇卡片,1,0,20,1,1,,,
391,2,4060001,克瑞米卡片,1,0,20,1,1,,,
392,2,4060003,白鼠卡片,1,0,20,1,1,,,
393,2,4060002,溜溜猴卡片,1,0,20,1,1,,,
394,2,4060006,波波利卡片,1,0,20,1,1,,,
395,2,4060012,毒魔菇卡片,1,0,20,1,1,,,
396,2,4060011,狸猫卡片,1,0,20,1,1,,,
397,2,4060008,邪骸海盗卡片,1,0,20,1,1,,,
398,2,4060013,摩卡卡片,1,0,20,1,1,,,
399,2,4060015,螳螂卡片,1,0,20,1,1,,,
400,2,4060017,邪恶箱卡片,1,0,20,1,1,,,
401,2,4060018,杰洛米卡片,1,0,20,1,1,,,
402,2,4060014,黑蚁卡片,1,0,20,1,1,,,
403,2,4060009,气泡虫卡片,1,0,20,1,1,,,
404,2,4060010,人鱼卡片,1,0,20,1,1,,,
405,2,4060020,妖道卡片,1,0,20,1,1,,,
406,2,4060022,鬼火卡片,1,0,20,1,1,,,
407,2,4070001,树精卡片,1,0,20,1,1,,,
408,2,4070011,长老树精卡片,1,0,20,1,1,,,
409,2,4070003,土拨鼠卡片,1,0,20,1,1,,,
410,2,4070010,绿腐尸卡片,1,0,20,1,1,,,
411,2,4070004,松鼠卡片,1,0,20,1,1,,,
412,29,1170033,小恶魔帽图纸,7,0,20,1,1,,,
413,29,4010002,疯兔卡片,7,0,20,1,1,,,
414,29,4010001,绿棉虫卡片,7,0,20,1,1,,,
415,29,4010003,小野猪卡片,7,0,20,1,1,,,
416,29,4010008,土波利卡片,7,0,20,1,1,,,
417,29,4010005,吸血蝙蝠卡片,7,0,20,1,1,,,
418,29,4010042,邪骸战士卡片,7,0,20,1,1,,,
419,29,4010043,浮勒盗虫卡片,7,0,20,1,1,,,
420,29,4010019,白蚁卡片,7,0,20,1,1,,,
421,29,4010012,青蛇卡片,7,0,20,1,1,,,
422,29,4010044,漂浮虫卡片,7,0,20,1,1,,,
423,29,4010014,水母卡片,7,0,20,1,1,,,
424,29,4010009,狼卡片,7,0,20,1,1,,,
425,29,4010036,魔锅蛋卡片,7,0,20,1,1,,,
426,29,4010034,蜂兵卡片,7,0,20,1,1,,,
427,29,4010050,巨象甲虫卡片,7,0,20,1,1,,,
428,29,4010048,兹诺克卡片,7,0,20,1,1,,,
429,29,4010049,重金属蝗虫卡片,7,0,20,1,1,,,
430,29,4010051,巨石怪卡片,7,0,20,1,1,,,
431,29,4010039,诺可伊卡片,7,0,20,1,1,,,
432,29,4010006,大嘴鸟蛋卡片,7,0,20,1,1,,,
433,29,4010004,曼陀罗魔花卡片,7,0,20,1,1,,,
434,29,4010007,蝎子卡片,7,0,20,1,1,,,
435,29,4010015,哥布灵卡片,7,0,20,1,1,,,
436,29,4010013,螃蟹卡片,7,0,20,1,1,,,
437,29,4010045,兽人女战士卡片,7,0,20,1,1,,,
438,29,4010038,红蝙蝠卡片,7,0,20,1,1,,,
439,29,4010047,邪骸兽人卡片,7,0,20,1,1,,,
