Id,Title,Sender,SendName,Content,AwardId,MailGroupContent,ExpireTime,IsTemplate,MinBaseLevel,ItemChangeReason,Payment,ImportantMail
1370,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091714=1,3,1,,,,
1371,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091715=1,3,1,,,,
1372,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091716=1,3,1,,,,
1373,MVP杰出参与奖发放,1042,,由于在MVP战斗中的积极表现，你获得了MVP杰出参与礼包的奖励！,,2091730=1,3,1,,,,
1374,MVP杰出参与奖发放,1042,,由于在MVP战斗中的积极表现，你获得了MVP杰出参与礼包的奖励！,,2091733=1,3,1,,,,
1375,MVP卓越参与奖发放,1042,,由于在MVP战斗中的精彩表现，你获得了MVP卓越参与礼包的奖励！,,2091731=1,3,1,,,,
1376,MVP卓越参与奖发放,1042,,由于在MVP战斗中的精彩表现，你获得了MVP卓越参与礼包的奖励！,,2091734=1,3,1,,,,
1377,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091732=1,3,1,,,,
1378,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091735=1,3,1,,,,
1379,MVP杰出参与奖发放,1042,,由于在MVP战斗中的积极表现，你获得了MVP杰出参与礼包的奖励！,,2091740=1,3,1,,,,
1380,MVP杰出参与奖发放,1042,,由于在MVP战斗中的积极表现，你获得了MVP杰出参与礼包的奖励！,,2091743=1,3,1,,,,
1381,MVP卓越参与奖发放,1042,,由于在MVP战斗中的精彩表现，你获得了MVP卓越参与礼包的奖励！,,2091741=1,3,1,,,,
1382,MVP卓越参与奖发放,1042,,由于在MVP战斗中的精彩表现，你获得了MVP卓越参与礼包的奖励！,,2091744=1,3,1,,,,
1383,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091742=1,3,1,,,,
1384,MVP普通参与奖发放,1042,,由于在MVP战斗中的良好表现，你获得了MVP普通参与礼包的奖励！,,2091745=1,3,1,,,,
1399,MVP活动额外礼包,1042,,由于你在谁是MVP活动期间的精彩表现，这是给予你的奖励！,,2091168=1,3,1,,,,
1401,来自管理层的鼓舞,50110,,<color=$$Yellow$$>{0}</color>对全体公会成员进行了鼓舞，希望大家能在攻城战中更好地发挥！\n附言：“{1}”,,3084001=1,1,1,,,,
1402,来自大佬的支援,50110,,<color=$$Yellow$$>{0}</color>向全体公会成员进行了物资支援，希望大家能在攻城战中取得更好的战果！\n附言：“{1}”,,3084002=1,1,1,,,,
1403,来自女神的祝福,50110,,<color=$$Yellow$$>{0}</color>向全体公会成员送来了祝福，愿幸运女神能在攻城战中指引大家！\n附言：“{1}”,,3084003=1,1,1,,,,
1411,攻城战参加资格通知,50110,,攻城战将在今天20:30~22:00举行，您所在的公会已获得参加资格。加入公会超过<color=$$Yellow$$>{5}</color>小时的冒险家可以参战。\n<color=$$Yellow$$>{0}~{1}</color>为备战阶段，您可在公会管理员处接取备战任务，或在公会活动页面发放物资给全体会员。\n各城堡防守方的成员可在<color=$$Yellow$$>{2}~{3}</color>提前进入城堡进行准备，<color=$$Yellow$$>{4}</color>攻城战正式开始。\n在公会活动页面可以获取更多信息。,,,1,1,,,,
1412,攻城战任务奖励,50110,,冒险家，感谢你在本次攻城战中做出的努力！请领取你忘了领取的奖励！,,,15,1,,,,
1413,攻城战奖励,50110,,冒险者，感谢你在本次攻城战中的付出！在全体公会成员的努力下，公会在攻城战中获得了胜利！请领取属于你的奖励！,,2091183=1,15,1,,,,
1414,攻城战奖励,50110,,冒险者，感谢你在本次攻城战中的付出！请领取属于你的奖励！,,2091184=1,15,1,,,,
1415,城主房间宝箱刷新,50110,,城主房间的宝箱刷新了，请去开启！,,,1,1,,,,
1416,城主房间幸运宝箱,50110,,恭喜你获得了今天的城主房间幸运宝箱奖励！,,2080020=1,7,1,,,,
1417,攻城战同盟奖励,50110,,冒险者，感谢你在本次攻城战中的付出！在联盟内全体成员的努力下，公会的盟友{0}在攻城战中获得了胜利！请领取属于你的同盟奖励！,,2091338=1,15,1,,,,
1500,掷骰子奖励领取,1600,,以下是掷骰子活动期间您未领取的任务奖励，请查收,,,7,1,,,,
1501,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059061=1,15,1,,,,
1502,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059062=1,15,1,,,,
1503,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059063=1|1041017=1,15,1,,,,
1504,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059064=1|1041018=1,15,1,,,,
1505,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059065=1|1041019=1,15,1,,,,
1506,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059066=1|1041020=1,15,1,,,,
1507,时空模拟战赛季排名奖励,22001,,你在本赛季时空模拟战排位赛中积分排名前十，特此奖励,,1040025=1,15,1,,,,
1508,时空模拟战赛季排名奖励,22001,,你在本赛季时空模拟战排位赛中积分排名前三十，特此奖励,,1040024=1,15,1,,,,
1509,时空模拟战赛季排名奖励,22001,,你在本赛季时空模拟战排位赛中积分排名前八十，特此奖励,,1040023=1,15,1,,,,
1510,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059061=1|1500000=50|102=1000,15,1,,,,
1511,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059062=1|1500000=100|102=4000,15,1,,,,
1512,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059063=1|1500000=300|102=12000,15,1,,,,
1513,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059064=1|1501000=1|1500000=600|102=20000,15,1,,,,
1514,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059065=1|1501000=1|1500000=2000|102=50000,15,1,,,,
1515,时空模拟战赛季奖励,22001,,你在本赛季时空模拟战排位赛中最终段位为{0}，特发如下奖励以兹鼓励,,1059066=1|1501000=1|1500000=4500|102=80000,15,1,,,,
1521,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中夺得冠军，特此奖励,,1500001=30|1041035=1|1059085=1,15,1,,,,
1522,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中夺得亚军，特此奖励,,1500001=24|1041038=1|1059085=1,15,1,,,,
1523,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中夺得季军，特此奖励,,1500001=20|1041038=1|1059085=1,15,1,,,,
1524,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中夺得殿军，特此奖励,,1500001=16|1041039=1|1059086=1,15,1,,,,
1525,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中夺得八强，特此奖励,,1500001=10|1041039=1|1059086=1,15,1,,,,
1526,时空决胜赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——时空决胜赛中表现优秀，特此奖励,,1500001=8|1041040=1|1059087=1,15,1,,,,
1527,时空决胜赛奖励,22001,,很遗憾，你所在的战队未能在本赛季天下第一勇者大会——时空决胜赛中有很好的表现，特此鼓励，希望您继续加油,,1500001=4,15,1,,,,
1528,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中夺得冠军，特此奖励,,1021050=1|1040023=1|1059091=1,15,1,,,,
1529,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中夺得亚军，特此奖励,,1500001=24|1040024=1|1059091=1,15,1,,,,
1530,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中夺得季军，特此奖励,,1500001=20|1040024=1|1059091=1,15,1,,,,
1531,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中夺得殿军，特此奖励,,1500001=16|1040025=1|1059092=1,15,1,,,,
1532,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中夺得八强，特此奖励,,1500001=10|1040025=1|1059092=1,15,1,,,,
1533,超时空争霸赛奖励,22001,,你所在的战队在本赛季天下第一勇者大会——超时空争霸赛中表现优秀，特此奖励,,1500001=8|1040028=1|1059093=1,15,1,,,,
