MainSonId,FunctionID,ActivityName,Remarks,FatherId,ShowTime,StartTime,StageTime,TimeDay,DayTime,ExtraTime,AwardID,Sort,ShowType,AtlasName,IconNameOne,IconNameTwo,IconNameThree,AtlasNameFour,IconNameFour,ServerLevelLimit,PlayerType,TotalTimes,DayTimes,ResetTimeType,ActivityForm,AcitiveText,BaseLevelShow,Target,ButtonTxt,AwardId,LimitAndRank,PreNotice,IsShow,PreTaskId,ActType,Openparam,RankMainId,GoalType,HideDayTime
1403,14012,月兔乐园,秋夕副本,112,20200918=050000|20200925=050000,20200918=050000|20200925=050000,,,,,,15,0,Festival,UI_Festival_12_BtnImage01.png,月兔乐园,UI_Festival_12_lihui.png,Festival,UI_Festival_TuzileyuanBG.png,0=999,1,,,2,1,通过米莉的松饼屋商店购买门票，前往斐扬寻找苏珊娜参与月兔乐园副本，通关副本可以获得大量松饼原料奖励,0,1=14012,前往,8200520,,,1,,15,,,,
1401,14010,米莉的松饼屋,秋夕节活动——吃松饼,112,20200918=050000|20200925=050000,20200918=050000|20200925=050000,,,,,,12,0,Festival,UI_Festival_09_BtnImage01.png,米莉的松饼屋,UI_Festival_09_lihui.png,Festival,UI_Festival_chisongbingBG.png,0=999,1,,,2,1,通过完成委托、击杀魔物、秋夕活动和秋夕商店等方式获得原料，前往米莉的松饼屋和米莉一起制作松饼，获得丰厚奖励！,1,1=14010,前往,8200470,,,1,,12,,,,
11001411,14010,米莉的松饼屋,秋夕节活动——吃松饼,112,20201018=050000|20201025=050000,20201018=050000|20201025=050000,,,,,,12,0,Festival,UI_Festival_09_BtnImage01.png,米莉的松饼屋,UI_Festival_09_lihui.png,Festival,UI_Festival_chisongbingBG.png,0=999,1,,,2,1,通过完成委托、击杀魔物、秋夕活动和秋夕商店等方式获得原料，前往米莉的松饼屋和米莉一起制作松饼，获得丰厚奖励！,1,1=14010,前往,8200470,,,1,,12,,,,
1059,0,秋夕节活动,活动掉落额外,112,20200918=050000|20200925=050000,20200918=050000|20200925=050000,,,,,,17,0,Festival,UI_Festival_09_BtnImage01.png,秋夕节活动,UI_Festival_09_lihui.png,Festival,UI_Festival_chisongbingBG.png,0=999,1,,,2,1,,1,1=3202,前往,8200470,,,2,,8,305,,,
1060,0,无尽的挑战,无限塔额外掉落,161,20201005=050000|20201012=050000,20201005=050000|20201012=050000,,,,,,18,0,Festival,UI_Festival_14_BtnImage01.png,无尽的挑战,UI_Festival_14_lihui.png,Festival,UI_Festival_wujingzhitaBG.png,0=999,1,,,4,1,"活动期间参与无限塔所获铜币提升50%，5,10层会产出EP2.0前夕馈赠礼包，其余BOSS层和mini层概率产出包含莫拉币和zeny的礼包",1,1=5031,前往,8060120,,,1,,8,306,,,
1061,8001,绵绵岛丰收庆典,绵绵岛特别补给,161,20201007=050000|20201014=235900,20201007=050000|20201014=235900,,,,,,1,0,Festival,UI_Festival_03_BtnImage01.png,绵绵岛丰收庆典,UI_Festival_03_lihui.png,Festival,UI_Festival_mianmiandao.png,0=999,1,,1,2,1,金秋时分，是收获的季节，这次绵绵岛来的喵喵们带来了比以往更多的补给赠与玩家。,1,1=8001,前往,8060130,,,1,,3,,,,
1102,3200,博仁斯攻略战,博仁斯攻略战,161,20200930=050000|20201006=050000,20200930=050000|20201004=050000,,,213000=233000,20200930=050000|20201006=050000,,5,0,Festival,UI_Festival_05_BtnImage01.png,博仁斯攻略战,UI_Festival_05_lihui.png,Festival,UI_Festival_gonglvezhanBG.png,0=999,1,,,2,1,前往博仁斯遗址，对抗敌对势力，收集盐桩碎片，兑换优质奖励吧！,1,1=3202,前往,8060040,802=0=2001=38=1=今日积分=总积分=每日上限|801=4000=0=38=2=今日碎片=总碎片=每日上限,900=70001,1,,7,401=5411330|今日博仁斯攻略战结束啦|本次博仁斯攻略战圆满结束啦,2001,,
1501,12001,宝藏猎人,宝藏猎人,161,20200930=050000|20201007=050000,20200930=050000|20201007=050000,,,213000=233000,,,10,0,Festival,UI_Festival_01_BtnImage01.png,宝藏猎人,UI_Festival_01_lihui.png,Festival,UI_Festival_TreasureHunterBG.png,0=999,1,,3,2,1,成为一名宝藏猎人，寻找神秘魔物掩藏的宝藏，有机会勘探出惊喜奖励！,1,1=12001,前往,8060110,,,1,6001000,2,22001010,,,
1800,1881,嘉年华补给站,,200,20201028=050000|20201128=050000,20201028=050000|20201128=050000,,,,,,10,4,Festival,UI_Festival_24_BtnImage01.png,,,,,0=999,1,,,,,,,,,,,,1,,19,,,,
2001,11219,嘉年华等级礼包,活跃,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,20,3,Festival,UI_Festival_20_BtnImage01.png,嘉年华等级礼包,,Festival,UI_Festival_JianmianliBG2.png,55=999,2,,,,1,来自武道家的礼物,0,4=0,,,,,1,,18,,,,
2002,11219,RO重逢等级礼包,回流,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,21,3,Festival,UI_Festival_20_BtnImage01.png,RO重逢等级礼包,,Festival,UI_Festival_JianmianliBG2.png,55=999,8,,,,1,远行的冒险者，欢迎回家,0,4=0,,,,,1,,18,,,,
2003,11219,武道家的成长支援,萌新,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,22,3,Festival,UI_Festival_20_BtnImage01.png,武道家的成长支援,,Festival,UI_Festival_JianmianliBG.png,55=999,4,,,,1,初心者专属升级加速礼,0,4=0,,,,,1,,18,,,,
1901,14030,15日签到礼,15日新服签到,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,23,5,Festival,UI_Festival_23_BtnImage01.png,<color=#fbfaf8>15</color><color=#395559>日新服</color>|<color=#44737b>专属签到礼</color>,,Festival,UI_Festival_HuiGui2BG.png,0=44,1,,,2,1,<color=#44737b>冒险者，欢迎你的加入，在嘉年华活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实而快乐！</color>,0,,,,,,1,,20,,,,
1902,14030,15日签到礼,15日活跃签到,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,24,5,Festival,UI_Festival_25_BtnImage01.png,<color=#18303e>15</color><color=#2d586f>日嘉年华</color>|<color=#2d586f>限定签到礼</color>,,Festival,UI_Festival_HuiGui3BG.png,45=999,2,,,2,1,<color=#2d586f>冒险者，感谢你对RO的支持，在嘉年华活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实而快乐！</color>,0,,,,,,1,,20,,,,
1903,14030,15日签到礼,15日萌新签到,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,25,5,Festival,UI_Festival_23_BtnImage01.png,<color=#fbfaf8>15</color><color=#395559>日萌新</color>|<color=#44737b>专属签到礼</color>,,Festival,UI_Festival_HuiGui2BG.png,45=999,4,,,2,1,<color=#44737b>冒险者，欢迎你的加入，在嘉年华活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实而快乐！</color>,0,,,,,,1,,20,,,,
1904,14030,15日签到礼,15日回归签到,200,20201021=050000|20201121=050000,20201021=050000|20201121=050000,,,,,,26,5,Festival,UI_Festival_24_BtnImage01.png,<color=#6d100d>15</color><color=#feefcd>日回归</color>|<color=#fbf5e7>专属签到礼</color>,,Festival,UI_Festival_HuiGui1BG.png,45=999,8,,,2,1,<color=#fbf5e7>冒险者，欢迎你的归来，在嘉年华活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。愿RO能陪你走过更多快乐时光！</color>,0,,,,,,1,,20,,,,
4001,4001,万圣尖叫夜,万圣尖叫夜,200,20211022=050000|20211030=050000,20211029=215500|20211029=222000,,,,,,41,7,Festival,UI_Festival_31_BtnImage01.png,万圣尖叫夜,UI_Festival_12_lihui.png,Festival,UI_Festival_halloween1.png,0=999,1,,,2,1,万圣节当晚会开启尖叫夜庆典，可通过普隆德拉的格里尔进入！还能在格里尔处租赁节日时装哦！,0,1=4001,前往,8060140,,,1,,23,,,,
4002,4002,万圣花车游行,万圣花车游行,200,20211022=050000|20211029=050000,20211022=050000|20211029=050000,,,200000=215000,,,42,9,Festival,UI_Festival_32_BtnImage01.png,万圣花车游行,UI_Festival_12_lihui.png,Festival,UI_Festival_halloween2.png,0=999,1,,,2,1,活动期间每晚将会有万圣花车在普隆德拉游行，跟随花车将会有惊喜哦！,0,4=0,,8060150,,300=29200,1,,22,,,,
4003,4003,不给糖就捣蛋,万圣小孩要糖,200,20211022=050000|20211029=050000,20211022=050000|20211029=050000,,,,,,43,8,Festival,UI_Festival_30_BtnImage01.png,不给糖就捣蛋,UI_Festival_12_lihui.png,Festival,UI_Festival_halloween.png,0=999,1,,,2,1,顽皮的小孩在各个主城出现，然后主动跑向你，向你讨要糖果，给两颗糖就可以免一顿“招待”，并且获得一些奖励。糖果可通过委托获得。,0,4=0,,8060160,,,1,,21,,,,
4004,0,委托掉糖,委托概率出糖,200,20211022=050000|20211029=050000,20211022=050000|20211029=050000,,,,,,19,0,Festival,UI_Festival_09_BtnImage01.png,委托掉糖,UI_Festival_09_lihui.png,Festival,UI_Festival_GVGBG.png,0=999,1,,,2,1,,1,1=3202,前往,8200470,,,2,,8,307,,,
1202,0,协同大作战,助战活动,200,20201025=050000|20201101=050000,20201025=050000|20201101=050000,,,,,,7,0,Festival,UI_Festival_34_BtnImage01.png,协同大作战,UI_Festival_03_lihui.png,Festival,UI_Festival_Zhuzhan.png,0=999,1,,,2,1,活动期间助战其他玩家会获得额外50%的协同之证奖励，协同商店在12月2日前还出售限量的嘉年华纪念币哦~,1,1=3070,前往,8060170,,,1,,8,301,,,
1203,12010,BINGO游戏,BINGO游戏,200,20201023=050000|20201029=050000,20201023=050000|20201027=050000,,,,20201027=050000|20201029=050000,8057011=1|8057012=3|8057013=5|8057014=10|8057015=14,2,0,Festival,UI_Festival_02_BtnImage01.png,BINGO游戏,UI_Festival_02_lihui.png,Festival,UI_Festival_BingoBG.png,0=60,1,,,2,1,参与日常活动，获取数字宝箱，点亮数字，达成BINGO，赢取丰厚奖励！,1,1=12010,前往,8060010,,,1,,4,,,,
1204,8001,绵绵岛新服补给,绵绵岛特别补给,200,20201023=050000|20201030=235900,20201023=050000|20201030=235900,,,,,,1,0,Festival,UI_Festival_03_BtnImage01.png,绵绵岛新服补给,UI_Festival_03_lihui.png,Festival,UI_Festival_mianmiandao.png,0=45,1,,1,2,1,迎接新人，南门海边停靠了绵绵岛来的船只，喵喵们不仅带来补给品，还可以玩玩小游戏,1,1=8001,前往,8060000,,,1,,3,,,,
3001,12004,回归招募,回归招募,200,20210228=050000|20210314=050000,20210228=050000|20210314=050000,,,,,,50,2,Festival,UI_Festival_huiliuzhaomu_02.png,回归招募,,,,55=999,1,,,,2,,0,1=12005,前往,4349980,,,1,,17,,,,
3002,12004,回归招募,回归招募-缔结后,200,20210228=050000|20210329=050000,20210228=050000|20210329=050000,,,,,,50,2,Festival,UI_Festival_huiliuzhaomu_02.png,回归招募,,,,55=999,1,,,,2,,0,1=12005,前往,4349980,,,1,,24,,,,
5001,15000,嘉年华通行证,嘉年华通行证,200,20200828=050000|20201003=050000,20200828=050000|20200928=045900,,,,20200828=045900|20201003=050000,,19,1,Festival,UI_Festival_21_BtnImage01.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5002,15000,冰雪狂欢通行证,冰雪狂欢通行证,210,20201203=050000|20201204=050000,20201203=050000|20201204=050000,,,,20201203=050000|20201204=050000,,19,1,Festival,UI_Festival_47_BtnImage01.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5003,15000,新春通行证,新春通行证,210,20201208=050000|20201210=050000,20201208=050000|20201209=050000,,,,20201209=050000|20201210=050000,,19,1,Festival,UI_Festival_75_BtnImage01.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5004,15000,春日通行证,春日通行证,210,20201212=050000|20201215=050000,20201212=050000|20201214=050000,,,,20201214=050000|20201215=050000,,19,1,Festival,UI_Festival_76_BtnImage01_zz.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5005,15000,初夏通行证,初夏通行证,210,20210101=050000|20210105=050000,20210101=050000|20210104=050000,,,,20210104=050000|20210105=050000,,19,1,Festival,UI_Festival_88_BtnImage01_zz.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5006,15000,菠萝通行证,菠萝通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival,UI_Festival_105_BtnImage01_zz.png,嘉年华通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
13005008,15000,万圣节通行证,万圣节通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival,UI_Festival_105_BtnImage01_zz.png,万圣节通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
11005008,15000,万圣节通行证,万圣节通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival,UI_Festival_105_BtnImage01_zz.png,万圣节通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5009,15000,感恩节通行证,感恩节通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival,UI_Festival_105_BtnImage01_zz.png,感恩节通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5010,15000,时空恋人通行证,时空恋人通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival_01,UI_Festival_passbg_zhengqipengke.png,时空恋人通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
5011,15000,新年通行证,新年通行证,210,20210201=050000|20210205=050000,20210201=050000|20210204=050000,,,,20210204=050000|20210205=050000,,19,1,Festival_01,UI_Festival_passbg_zhengqipengke.png,新年通行证,,Festival,UI_Festival_pass.png,0=999,1,,,,1,,1,1=15000,前往,,,,1,,16,,,,
3003,12001,宝藏猎人,宝藏猎人,200,20201029=050000|20201105=050000,20201029=050000|20201105=050000,,,213000=233000,,,10,0,Festival,UI_Festival_01_BtnImage01.png,宝藏猎人,UI_Festival_01_lihui.png,Festival,UI_Festival_TreasureHunterBG.png,0=999,1,,3,2,1,成为一名宝藏猎人，寻找神秘魔物掩藏的宝藏，有机会勘探出惊喜奖励！,1,1=12001,前往,8060110,,,1,6001000,2,22001010,,,
1062,0,超极限挑战,极限挑战活动掉落增加,200,20201116=050000|20201120=050000,20201115=050000|20201120=050000,,,,,,10,0,Festival,UI_Festival_10_BtnImage01.png,超极限挑战,UI_Festival_10_lihui.png,Festival,UI_Festival_JiXianBG.png,0=999,1,,,                                                                                                                                   ,3,活动期间参与极限挑战，基础经验和铜币奖励变为1.5倍，有概率获得额外礼包,1,1=5140,前往,8060070,,,1,,8,303,,,
1103,3200,博仁斯攻略战,博仁斯攻略战,200,20201119=050000|20201125=050000,20201119=050000|20201123=050000,,,213000=233000,20201119=050000|20201125=050000,,5,0,Festival,UI_Festival_05_BtnImage01.png,博仁斯攻略战,UI_Festival_05_lihui.png,Festival,UI_Festival_gonglvezhanBG.png,0=999,1,,,2,1,前往博仁斯遗址，对抗敌对势力，收集盐桩碎片，兑换优质奖励吧！,1,1=3202,前往,8060040,802=0=2001=38=1=今日积分=总积分=每日上限|801=4000=0=38=2=今日碎片=总碎片=每日上限,900=70001,1,,7,401=5411330|今日博仁斯攻略战结束啦|本次博仁斯攻略战圆满结束啦,2001,,
1063,0,宴会狂欢,宴会狂欢,200,20201127=050000|20201202=050000,20201127=050000|20201202=050000,,,,,,20,0,Festival,UI_Festival_39_BtnImage01.png,宴会狂欢,UI_Festival_10_lihui.png,Festival,UI_Festival_Dinner.png,0=999,1,,,                                                                                                                                   ,1,活动期间参与公会宴会，吃下食物时会获得额外2倍的铜币和公会贡献，同时能获得额外道具奖励，有概率获得好东西哦！,1,4=0,,8060180,,,1,,8,308,,,
1905,14030,15日签到礼,15日活跃签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,,60,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,2,,,2,1,,0,,,,,,1,,20,,,,
1906,14030,15日签到礼,15日萌新签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,,61,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,4,,,2,1,,0,,,,,,1,,20,,,,
1907,14030,15日签到礼,15日回归签到,210,20191204=050000|20200115=235900,20191204=050000|20200115=235900,,,,,,62,5,Festival,UI_Festival_36_BtnImage01.png,<color=#3e2c23>15日签到礼</color>|<color=#6c5b43>太珍儿限定</color>,,Festival,UI_Festival_Taizhener.png,0=999,8,,,2,1,,0,,,,,,1,,20,,,,
2100,14030,15日签到礼,15日新服签到,220,20210328=050000|20210430=045900,20210328=050000|20210430=045900,,,,,,23,5,Festival_New,UI_FestivalNew_Btn_03_zy.png,<color=#ffffff>上线纪念</color>|<color=#402e23>15日签到礼</color>,,Festival,UI_Festival_15riBG_liwu.png,0=999,1,,,2,1,<color=#846F58>冒险者，欢迎你的加入，在新服活动期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实快乐！</color>,0,,,,,,1,,20,,,,
2101,1900,委托经验狂欢,五倍,210,20201210=050000|20201215=050000,20201210=050000|20201215=050000,,,,,,10,10,Festival,UI_Festival_Trust.png,<size=66>委托</size>经验狂欢,,Festival,UI_Festival_Trust.png,70=999,1,,,,,,,1=118,立即委托,,,,1,,29,,,,
2200,15030,15日签到礼,15日签到礼,210,20210507=050000|20210606=235900,20210507=050000|20210606=235900,,,,,,23,27,Festival,UI_Festival_77_BtnImage01_wcx.png,<color=#ffffff>周年庆</color>|<color=#402e23>15日签到礼</color>,,Festival,UI_Festival_PaidSign_wcx.png,0=999,1,,,2,1,<color=#846F58>冒险者，欢迎你的加入，在周年庆期间，我们为你准备了内容丰富的15日登录礼，累计登录即可领奖。祝你在RO的每一天都充实快乐！</color>,0,,,,,,1,,45,,,,
6100,16100,附魔行动,附魔行动,210,20201210=050000|20201217=050000,20201210=050000|20201217=050000,,,,,,18,11,Festival,UI_Festival_42_BtnImage01.png,附魔行动,,Festival,UI_Festival_pass.png,70=999,1,,,,1,,1,1=16100,前往,,,,1,,30,,,,
