ID,BuffId,Concatenate_1,5,10,15,20,25,30,35,40,45,50,55
序号,BuffId,实际使用的配置，玩家加成(世界奇闻),相差5级以内,相差6-10级,相差11-15级,相差16-20级,相差21-25级,相差26-30级,相差31-35级,相差36-40级,相差4145级,相差46-50级,相差51-55级
11,400043001,5=48=2460=65=2276=66=2276|10=48=5017=65=7436=66=7436|15=48=7791=65=17587=66=17587|20=48=10782=65=29909=66=29909|25=48=13989=65=44400=66=44400|30=48=26162=65=61061=66=61061|35=48=36867=65=79892=66=79892|40=48=47994=65=100000=66=100000|45=48=75304=65=100000=66=100000|50=48=92015=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=2460=65=2276=66=2276|,10=48=5017=65=7436=66=7436|,15=48=7791=65=17587=66=17587|,20=48=10782=65=29909=66=29909|,25=48=13989=65=44400=66=44400|,30=48=26162=65=61061=66=61061|,35=48=36867=65=79892=66=79892|,40=48=47994=65=100000=66=100000|,45=48=75304=65=100000=66=100000|,50=48=92015=65=100000=66=100000|,55=48=100000=65=100000=66=100000
12,400043001,5=48=2257=65=2127=66=2127|10=48=4655=65=8237=66=8237|15=48=7253=65=18092=66=18092|20=48=10051=65=29966=66=29966|25=48=13049=65=43861=66=43861|30=48=24983=65=59776=66=59776|35=48=34958=65=77711=66=77711|40=48=45368=65=97666=66=97666|45=48=71054=65=100000=66=100000|50=48=86126=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=2257=65=2127=66=2127|,10=48=4655=65=8237=66=8237|,15=48=7253=65=18092=66=18092|,20=48=10051=65=29966=66=29966|,25=48=13049=65=43861=66=43861|,30=48=24983=65=59776=66=59776|,35=48=34958=65=77711=66=77711|,40=48=45368=65=97666=66=97666|,45=48=71054=65=100000=66=100000|,50=48=86126=65=100000=66=100000|,55=48=100000=65=100000=66=100000
13,400043001,5=48=2151=65=1997=66=1997|10=48=4430=65=9006=66=9006|15=48=6895=65=18599=66=18599|20=48=9548=65=30082=66=30082|25=48=12387=65=43454=66=43454|30=48=24211=65=58715=66=58715|35=48=34285=65=75865=66=75865|40=48=43166=65=94904=66=94904|45=48=71722=65=100000=66=100000|50=48=81750=65=100000=66=100000|55=48=95874=65=100000=66=100000,5=48=2151=65=1997=66=1997|,10=48=4430=65=9006=66=9006|,15=48=6895=65=18599=66=18599|,20=48=9548=65=30082=66=30082|,25=48=12387=65=43454=66=43454|,30=48=24211=65=58715=66=58715|,35=48=34285=65=75865=66=75865|,40=48=43166=65=94904=66=94904|,45=48=71722=65=100000=66=100000|,50=48=81750=65=100000=66=100000|,55=48=95874=65=100000=66=100000
14,400043001,5=48=2055=65=2160=66=2160|10=48=4227=65=9748=66=9748|15=48=6574=65=19110=66=19110|20=48=9095=65=30246=66=30246|25=48=12141=65=43155=66=43155|30=48=23514=65=57838=66=57838|35=48=34030=65=74295=66=74295|40=48=41675=65=92525=66=92525|45=48=69685=65=100000=66=100000|50=48=78362=65=100000=66=100000|55=48=91697=65=100000=66=100000,5=48=2055=65=2160=66=2160|,10=48=4227=65=9748=66=9748|,15=48=6574=65=19110=66=19110|,20=48=9095=65=30246=66=30246|,25=48=12141=65=43155=66=43155|,30=48=23514=65=57838=66=57838|,35=48=34030=65=74295=66=74295|,40=48=41675=65=92525=66=92525|,45=48=69685=65=100000=66=100000|,50=48=78362=65=100000=66=100000|,55=48=91697=65=100000=66=100000
15,400043001,5=48=1891=65=2984=66=2984|10=48=3945=65=10468=66=10468|15=48=6163=65=19623=66=19623|20=48=8543=65=30449=66=30449|25=48=17130=65=42946=66=42946|30=48=24580=65=57114=66=57114|35=48=32491=65=72953=66=72953|40=48=52826=65=90464=66=90464|45=48=66339=65=100000=66=100000|50=48=77669=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=1891=65=2984=66=2984|,10=48=3945=65=10468=66=10468|,15=48=6163=65=19623=66=19623|,20=48=8543=65=30449=66=30449|,25=48=17130=65=42946=66=42946|,30=48=24580=65=57114=66=57114|,35=48=32491=65=72953=66=72953|,40=48=52826=65=90464=66=90464|,45=48=66339=65=100000=66=100000|,50=48=77669=65=100000=66=100000|,55=48=100000=65=100000=66=100000
16,400043001,5=48=1813=65=3740=66=3740|10=48=3780=65=11100=66=11100|15=48=5901=65=20033=66=20033|20=48=8176=65=30539=66=30539|25=48=16809=65=42618=66=42618|30=48=24400=65=56270=66=56270|35=48=32291=65=71495=66=71495|40=48=51659=65=88293=66=88293|45=48=63510=65=100000=66=100000|50=48=74503=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=1813=65=3740=66=3740|,10=48=3780=65=11100=66=11100|,15=48=5901=65=20033=66=20033|,20=48=8176=65=30539=66=30539|,25=48=16809=65=42618=66=42618|,30=48=24400=65=56270=66=56270|,35=48=32291=65=71495=66=71495|,40=48=51659=65=88293=66=88293|,45=48=63510=65=100000=66=100000|,50=48=74503=65=100000=66=100000|,55=48=100000=65=100000=66=100000
17,400043001,5=48=1742=65=4510=66=4510|10=48=3630=65=11785=66=11785|15=48=5663=65=20551=66=20551|20=48=7841=65=30809=66=30809|25=48=16512=65=42557=66=42557|30=48=23760=65=55797=66=55797|35=48=31324=65=70528=66=70528|40=48=49986=65=86751=66=86751|45=48=60938=65=100000=66=100000|50=48=71621=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=1742=65=4510=66=4510|,10=48=3630=65=11785=66=11785|,15=48=5663=65=20551=66=20551|,20=48=7841=65=30809=66=30809|,25=48=16512=65=42557=66=42557|,30=48=23760=65=55797=66=55797|,35=48=31324=65=70528=66=70528|,40=48=49986=65=86751=66=86751|,45=48=60938=65=100000=66=100000|,50=48=71621=65=100000=66=100000|,55=48=100000=65=100000=66=100000
18,400043001,5=48=1677=65=5258=66=5258|10=48=3492=65=12455=66=12455|15=48=5444=65=21070=66=21070|20=48=7534=65=31102=66=31102|25=48=16237=65=42551=66=42551|30=48=23653=65=55417=66=55417|35=48=30190=65=69700=66=69700|40=48=51209=65=85401=66=85401|45=48=58590=65=100000=66=100000|50=48=68986=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=1677=65=5258=66=5258|,10=48=3492=65=12455=66=12455|,15=48=5444=65=21070=66=21070|,20=48=7534=65=31102=66=31102|,25=48=16237=65=42551=66=42551|,30=48=23653=65=55417=66=55417|,35=48=30190=65=69700=66=69700|,40=48=51209=65=85401=66=85401|,45=48=58590=65=100000=66=100000|,50=48=68986=65=100000=66=100000|,55=48=100000=65=100000=66=100000
19,400043001,5=48=1617=65=5579=66=5579|10=48=3365=65=12463=66=12463|15=48=5243=65=20651=66=20651|20=48=7512=65=30143=66=30143|25=48=15982=65=40939=66=40939|30=48=23814=65=53039=66=53039|35=48=29508=65=66443=66=66443|40=48=50370=65=81151=66=81151|45=48=56833=65=97163=66=97163|50=48=66764=65=100000=66=100000|55=48=100000=65=100000=66=100000,5=48=1617=65=5579=66=5579|,10=48=3365=65=12463=66=12463|,15=48=5243=65=20651=66=20651|,20=48=7512=65=30143=66=30143|,25=48=15982=65=40939=66=40939|,30=48=23814=65=53039=66=53039|,35=48=29508=65=66443=66=66443|,40=48=50370=65=81151=66=81151|,45=48=56833=65=97163=66=97163|,50=48=66764=65=100000=66=100000|,55=48=100000=65=100000=66=100000
20,400043001,5=48=1561=65=4997=66=4997|10=48=3247=65=11111=66=11111|15=48=5057=65=18341=66=18341|20=48=11586=65=26686=66=26686|25=48=17251=65=36148=66=36148|30=48=23265=65=46725=66=46725|35=48=38727=65=58419=66=58419|40=48=49002=65=71228=66=71228|45=48=57616=65=85153=66=85153|50=48=87115=65=100000=66=100000|55=48=96797=65=100000=66=100000,5=48=1561=65=4997=66=4997|,10=48=3247=65=11111=66=11111|,15=48=5057=65=18341=66=18341|,20=48=11586=65=26686=66=26686|,25=48=17251=65=36148=66=36148|,30=48=23265=65=46725=66=46725|,35=48=38727=65=58419=66=58419|,40=48=49002=65=71228=66=71228|,45=48=57616=65=85153=66=85153|,50=48=87115=65=100000=66=100000|,55=48=96797=65=100000=66=100000
21,400043001,5=48=1510=65=4533=66=4533|10=48=3139=65=10035=66=10035|15=48=4885=65=16506=66=16506|20=48=11515=65=23946=66=23946|25=48=17344=65=32355=66=32355|30=48=23404=65=41733=66=41733|35=48=38276=65=52080=66=52080|40=48=47376=65=63396=66=63396|45=48=55818=65=75680=66=75680|50=48=84307=65=88934=66=88934|55=48=95025=65=100000=66=100000,5=48=1510=65=4533=66=4533|,10=48=3139=65=10035=66=10035|,15=48=4885=65=16506=66=16506|,20=48=11515=65=23946=66=23946|,25=48=17344=65=32355=66=32355|,30=48=23404=65=41733=66=41733|,35=48=38276=65=52080=66=52080|,40=48=47376=65=63396=66=63396|,45=48=55818=65=75680=66=75680|,50=48=84307=65=88934=66=88934|,55=48=95025=65=100000=66=100000
22,400043001,5=48=1462=65=4153=66=4153|10=48=3038=65=9157=66=9157|15=48=4726=65=15013=66=15013|20=48=11446=65=21720=66=21720|25=48=17062=65=29278=66=29278|30=48=22924=65=37688=66=37688|35=48=37386=65=46948=66=46948|40=48=45873=65=57061=66=57061|45=48=54152=65=68024=66=68024|50=48=81880=65=79839=66=79839|55=48=92049=65=92505=66=92505,5=48=1462=65=4153=66=4153|,10=48=3038=65=9157=66=9157|,15=48=4726=65=15013=66=15013|,20=48=11446=65=21720=66=21720|,25=48=17062=65=29278=66=29278|,30=48=22924=65=37688=66=37688|,35=48=37386=65=46948=66=46948|,40=48=45873=65=57061=66=57061|,45=48=54152=65=68024=66=68024|,50=48=81880=65=79839=66=79839|,55=48=92049=65=92505=66=92505
23,400043001,5=48=1418=65=3835=66=3835|10=48=2944=65=8427=66=8427|15=48=4577=65=13773=66=13773|20=48=11379=65=19875=66=19875|25=48=17174=65=26732=66=26732|30=48=22283=65=34344=66=34344|35=48=38710=65=42712=66=42712|40=48=44478=65=51835=66=51835|45=48=52603=65=61713=66=61713|50=48=79463=65=72347=66=72347|55=48=90615=65=83736=66=83736,5=48=1418=65=3835=66=3835|,10=48=2944=65=8427=66=8427|,15=48=4577=65=13773=66=13773|,20=48=11379=65=19875=66=19875|,25=48=17174=65=26732=66=26732|,30=48=22283=65=34344=66=34344|,35=48=38710=65=42712=66=42712|,40=48=44478=65=51835=66=51835|,45=48=52603=65=61713=66=61713|,50=48=79463=65=72347=66=72347|,55=48=90615=65=83736=66=83736
24,400043001,5=48=1376=65=3566=66=3566|10=48=2856=65=7809=66=7809|15=48=4643=65=12727=66=12727|20=48=11315=65=18321=66=18321|25=48=17484=65=24591=66=24591|30=48=21969=65=31536=66=31536|35=48=38401=65=39157=66=39157|40=48=43492=65=47454=66=47454|45=48=51314=65=56426=66=56426|50=48=77679=65=66074=66=66074|55=48=88323=65=76398=66=76398,5=48=1376=65=3566=66=3566|,10=48=2856=65=7809=66=7809|,15=48=4643=65=12727=66=12727|,20=48=11315=65=18321=66=18321|,25=48=17484=65=24591=66=24591|,30=48=21969=65=31536=66=31536|,35=48=38401=65=39157=66=39157|,40=48=43492=65=47454=66=47454|,45=48=51314=65=56426=66=56426|,50=48=77679=65=66074=66=66074|,55=48=88323=65=76398=66=76398
25,400043001,5=48=1337=65=3335=66=3335|10=48=2773=65=7279=66=7279|15=48=7954=65=11832=66=11832|20=48=12448=65=16994=66=16994|25=48=17220=65=22765=66=22765|30=48=29488=65=29144=66=29144|35=48=37641=65=36132=66=36132|40=48=44476=65=43730=66=43730|45=48=67881=65=51935=66=51935|50=48=75563=65=60750=66=60750|55=48=86031=65=70174=66=70174,5=48=1337=65=3335=66=3335|,10=48=2773=65=7279=66=7279|,15=48=7954=65=11832=66=11832|,20=48=12448=65=16994=66=16994|,25=48=17220=65=22765=66=22765|,30=48=29488=65=29144=66=29144|,35=48=37641=65=36132=66=36132|,40=48=44476=65=43730=66=43730|,45=48=67881=65=51935=66=51935|,50=48=75563=65=60750=66=60750|,55=48=86031=65=70174=66=70174
26,400043001,5=48=1301=65=3134=66=3134|10=48=2696=65=6820=66=6820|15=48=7992=65=11058=66=11058|20=48=12649=65=15848=66=15848|25=48=17490=65=21190=66=21190|30=48=29371=65=27083=66=27083|35=48=36641=65=33529=66=33529|40=48=43384=65=40527=66=40527|45=48=66144=65=48076=66=48076|50=48=74706=65=56178=66=56178|55=48=83744=65=64831=66=64831,5=48=1301=65=3134=66=3134|,10=48=2696=65=6820=66=6820|,15=48=7992=65=11058=66=11058|,20=48=12649=65=15848=66=15848|,25=48=17490=65=21190=66=21190|,30=48=29371=65=27083=66=27083|,35=48=36641=65=33529=66=33529|,40=48=43384=65=40527=66=40527|,45=48=66144=65=48076=66=48076|,50=48=74706=65=56178=66=56178|,55=48=83744=65=64831=66=64831
27,400043001,5=48=1266=65=2957=66=2957|10=48=2623=65=6417=66=6417|15=48=8026=65=10381=66=10381|20=48=12541=65=14847=66=14847|25=48=17254=65=19817=66=19817|30=48=28882=65=25290=66=25290|35=48=35705=65=31265=66=31265|40=48=42361=65=37744=66=37744|45=48=64654=65=44726=66=44726|50=48=72830=65=52211=66=52211|55=48=81739=65=60199=66=60199,5=48=1266=65=2957=66=2957|,10=48=2623=65=6417=66=6417|,15=48=8026=65=10381=66=10381|,20=48=12541=65=14847=66=14847|,25=48=17254=65=19817=66=19817|,30=48=28882=65=25290=66=25290|,35=48=35705=65=31265=66=31265|,40=48=42361=65=37744=66=37744|,45=48=64654=65=44726=66=44726|,50=48=72830=65=52211=66=52211|,55=48=81739=65=60199=66=60199
28,400043001,5=48=1234=65=2800=66=2800|10=48=2555=65=6062=66=6062|15=48=8056=65=9784=66=9784|20=48=12743=65=13967=66=13967|25=48=16875=65=18610=66=18610|30=48=30161=65=23715=66=23715|35=48=34827=65=29280=66=29280|40=48=41398=65=35306=66=35306|45=48=63123=65=41792=66=41792|50=48=72143=65=48740=66=48740|55=48=79985=65=56148=66=56148,5=48=1234=65=2800=66=2800|,10=48=2555=65=6062=66=6062|,15=48=8056=65=9784=66=9784|,20=48=12743=65=13967=66=13967|,25=48=16875=65=18610=66=18610|,30=48=30161=65=23715=66=23715|,35=48=34827=65=29280=66=29280|,40=48=41398=65=35306=66=35306|,45=48=63123=65=41792=66=41792|,50=48=72143=65=48740=66=48740|,55=48=79985=65=56148=66=56148
29,400043001,5=48=1203=65=2660=66=2660|10=48=2656=65=5745=66=5745|15=48=8083=65=9253=66=9253|20=48=13101=65=13185=66=13185|25=48=16749=65=17541=66=17541|30=48=30114=65=22321=66=22321|35=48=34255=65=27524=66=27524|40=48=40618=65=33152=66=33152|45=48=62062=65=39203=66=39203|50=48=70719=65=45677=66=45677|55=48=78206=65=52576=66=52576,5=48=1203=65=2660=66=2660|,10=48=2656=65=5745=66=5745|,15=48=8083=65=9253=66=9253|,20=48=13101=65=13185=66=13185|,25=48=16749=65=17541=66=17541|,30=48=30114=65=22321=66=22321|,35=48=34255=65=27524=66=27524|,40=48=40618=65=33152=66=33152|,45=48=62062=65=39203=66=39203|,50=48=70719=65=45677=66=45677|,55=48=78206=65=52576=66=52576
30,400043001,5=48=1174=65=2535=66=2535|10=48=5410=65=5461=66=5461|15=48=9085=65=8778=66=8778|20=48=12987=65=12487=66=12487|25=48=23018=65=16587=66=16587|30=48=29685=65=21079=66=21079|35=48=35274=65=25962=66=25962|40=48=54412=65=31236=66=31236|45=48=60694=65=36901=66=36901|50=48=69253=65=42958=66=42958|55=48=76407=65=49405=66=49405,5=48=1174=65=2535=66=2535|,10=48=5410=65=5461=66=5461|,15=48=9085=65=8778=66=8778|,20=48=12987=65=12487=66=12487|,25=48=23018=65=16587=66=16587|,30=48=29685=65=21079=66=21079|,35=48=35274=65=25962=66=25962|,40=48=54412=65=31236=66=31236|,45=48=60694=65=36901=66=36901|,50=48=69253=65=42958=66=42958|,55=48=76407=65=49405=66=49405
31,400043001,5=48=1146=65=2421=66=2421|10=48=5498=65=5205=66=5205|15=48=9326=65=8351=66=8351|20=48=13304=65=11860=66=11860|25=48=23067=65=15731=66=15731|30=48=29042=65=19965=66=19965|35=48=34584=65=24562=66=24562|40=48=53287=65=29521=66=29521|45=48=60324=65=34843=66=34843|50=48=67751=65=40527=66=40527|55=48=74826=65=46574=66=46574,5=48=1146=65=2421=66=2421|,10=48=5498=65=5205=66=5205|,15=48=9326=65=8351=66=8351|,20=48=13304=65=11860=66=11860|,25=48=23067=65=15731=66=15731|,30=48=29042=65=19965=66=19965|,35=48=34584=65=24562=66=24562|,40=48=53287=65=29521=66=29521|,45=48=60324=65=34843=66=34843|,50=48=67751=65=40527=66=40527|,55=48=74826=65=46574=66=46574
32,400043001,5=48=1120=65=2317=66=2317|10=48=5581=65=4972=66=4972|15=48=9309=65=7964=66=7964|20=48=13201=65=11293=66=11293|25=48=22802=65=14959=66=14959|30=48=28435=65=18962=66=18962|35=48=33931=65=23302=66=23302|40=48=52338=65=27978=66=27978|45=48=59089=65=32992=66=32992|50=48=66446=65=38343=66=38343|55=48=73444=65=44030=66=44030,5=48=1120=65=2317=66=2317|,10=48=5581=65=4972=66=4972|,15=48=9309=65=7964=66=7964|,20=48=13201=65=11293=66=11293|,25=48=22802=65=14959=66=14959|,30=48=28435=65=18962=66=18962|,35=48=33931=65=23302=66=23302|,40=48=52338=65=27978=66=27978|,45=48=59089=65=32992=66=32992|,50=48=66446=65=38343=66=38343|,55=48=73444=65=44030=66=44030
33,400043001,5=48=1095=65=2223=66=2223|10=48=5658=65=4761=66=4761|15=48=9546=65=7612=66=7612|20=48=12973=65=10778=66=10778|25=48=23992=65=14258=66=14258|30=48=27862=65=18052=66=18052|35=48=33312=65=22161=66=22161|40=48=51331=65=26583=66=26583|45=48=58812=65=31319=66=31319|50=48=65317=65=36370=66=36370|55=48=73947=65=41735=66=41735,5=48=1095=65=2223=66=2223|,10=48=5658=65=4761=66=4761|,15=48=9546=65=7612=66=7612|,20=48=12973=65=10778=66=10778|,25=48=23992=65=14258=66=14258|,30=48=27862=65=18052=66=18052|,35=48=33312=65=22161=66=22161|,40=48=51331=65=26583=66=26583|,45=48=58812=65=31319=66=31319|,50=48=65317=65=36370=66=36370|,55=48=73947=65=41735=66=41735
34,400043001,5=48=1210=65=2136=66=2136|10=48=5730=65=4567=66=4567|15=48=9910=65=7291=66=7291|20=48=12949=65=10309=66=10309|25=48=24081=65=13620=66=13620|30=48=27530=65=17225=66=17225|35=48=32830=65=21123=66=21123|40=48=50692=65=25315=66=25315|45=48=57903=65=29801=66=29801|50=48=64139=65=34580=66=34580|55=48=72674=65=39653=66=39653,5=48=1210=65=2136=66=2136|,10=48=5730=65=4567=66=4567|,15=48=9910=65=7291=66=7291|,20=48=12949=65=10309=66=10309|,25=48=24081=65=13620=66=13620|,30=48=27530=65=17225=66=17225|,35=48=32830=65=21123=66=21123|,40=48=50692=65=25315=66=25315|,45=48=57903=65=29801=66=29801|,50=48=64139=65=34580=66=34580|,55=48=72674=65=39653=66=39653
35,400043001,5=48=3542=65=2057=66=2057|10=48=6616=65=4389=66=4389|15=48=9879=65=6996=66=6996|20=48=18269=65=9879=66=9879|25=48=23844=65=13036=66=13036|30=48=28518=65=16468=66=16468|35=48=44524=65=20176=66=20176|40=48=49777=65=24159=66=24159|45=48=56936=65=28416=66=28416|50=48=62919=65=32949=66=32949|55=48=71362=65=37757=66=37757,5=48=3542=65=2057=66=2057|,10=48=6616=65=4389=66=4389|,15=48=9879=65=6996=66=6996|,20=48=18269=65=9879=66=9879|,25=48=23844=65=13036=66=13036|,30=48=28518=65=16468=66=16468|,35=48=44524=65=20176=66=20176|,40=48=49777=65=24159=66=24159|,45=48=56936=65=28416=66=28416|,50=48=62919=65=32949=66=32949|,55=48=71362=65=37757=66=37757
