ID,,NextStepId,NextIndexId,MarkIndex,CheckMgrName,CheckMgrMethodName,dragData,NpcShowModel,Type,ValueId,ButtonUIComName,TaskStatus,arrowType,UIOffset,EffectData,AttrTip,CountDownData,UIText,UIAudio
107001,技能等级1,107002,,107,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,不同技能等级的效果不同，同时吟唱时间、冷却CD和SP消耗也有所不同,
107002,技能等级2,,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,可以根据不同玩法的需要来设置手动或自动栏中的技能等级，最大化收益,
108001,服务器等级1,108002,,108,,,0=0=0=0=0,1,0,0,,,1,5=229=-65,0=0=0=0=0=1,0,0=0,你的等级已达上限，经验将全部保留。,
108002,服务器等级2,,,,,,0=0=0=0=0,1,0,0,,,1,5=229=-65,0=0=0=0=0=1,0,0=0,在服务器等级开放后可继续提升，点击这里查看详情。,
109001,图鉴1,,,109,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,利用图鉴，能帮你更好的找到合适的装备和卡片，以及更适合驱逐的魔物哦,
110001,衣橱1,110002,,110,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,已拥有的配饰可以收纳入衣橱，收纳后可随时取出,
110002,衣橱2,,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,已收纳的配饰可以在衣橱中应用外观，不会影响装备属性哦,
111001,精炼1,111002,,111,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,精炼可以提升装备的精炼攻击/防御。,
111002,精炼2,,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,在更换装备时，精炼等级可以转移哦！,
112001,一转后素质点1,112002,,112,,,0=0=0=0=0,1,0,0,,,6,5=-239=19,0=0=0=0=0=1,0,0=0,属性点分六个维度，每个职业流派的加点方式大不相同。,
112002,一转后素质点2,,,,,,0=0=0=0=0,1,0,0,,,4,5=-306=-122,0=0=0=0=0=1,0,0=0,可以点击？号查看详情，也可以使用推荐加点来获得帮助。,
113001,主题副本1,113002,,113,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,贤者的回忆是个考验团队协作的副本，首次通过可获得丰富的奖励。,
113002,主题副本2,,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,反复挑战时有极低概率能获得奖励,
114001,无限塔1,114002,,114,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,无尽之塔考验组队挑战的极限，逢5层（如5、10）是BOSS层，通关BOSS层将记录进度。,
114002,无限塔2,114003,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,下次可延进度继续挑战，每周一5点重置进度和奖励记录。,
114003,无限塔3,,,,,,0=0=0=0=0,1,0,0,,,6,3=-442=-160,0=0=0=0=0=1,0,0=0,首次通过每层都将获得首通奖 励。,
115001,公会水晶1,115002,,115,,,0=0=0=0=0,1,0,0,,,6,5=-235=50,0=0=0=0=0=1,0,0=0,祈福可以选择随机祈福和指定祈福两种方式哦,
115002,公会水晶2,115003,,,,,0=0=0=0=0,1,0,0,,,6,5=-235=50,0=0=0=0=0=1,0,0=0,指定祈福相比于随机祈福，可以祈福到指定属性，但消耗会大幅增加,
115003,公会水晶3,115004,,,,,0=0=0=0=0,1,0,0,,,3,5=61.9=-118.5,0=0=0=0=0=1,0,0=0,点击按钮，可以对随机1~3个水晶进行充能,
115004,公会水晶4,,,,,,0=0=0=0=0,1,0,0,,,3,5=61.9=-118.5,0=0=0=0=0=1,0,0=0,某个水晶充能后，对应属性的祈福效果会提升20%哦,
116001,圣歌试炼,,,116,,,0=0=0=0=0,0,5,0,,,0,5=-248.7=0,3=249.3=0=100=100=1,0,0=0,点击交互按钮开启转盘,
117001,照片墙,,,117,,,0=0=0=0=0,2,0,0,,,0,5=260.3=84.7,0=0=0=0=0=1,0,0=0,点击照片墙中的照片可以看得更清晰哦,
999001,学锤子技能,,,,,,0=0=0=0=0,0,3,1003052501,,0,4,9=-263.3=103.2,0=0=0=0=0=1,0,200=0,使用锤击砸开树木,
999002,狂击,,,,,,0=0=0=0=0,0,3,200004,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,使用狂击攻击树精,
999003,怒爆,,,,,,0=0=0=0=0,0,3,200005,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,使用群体技能怒爆,
999004,冰箭术1级,,,,,,0=0=0=0=0,0,3,400001,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,使用1级冰箭术,
999005,冰箭术10级,,,,,,0=0=0=0=0,0,3,400001,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,先用冰箭术击退魔物吧,
999006,火箭术,,,,,,0=0=0=0=0,0,3,400005,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,火箭术可克制地属性,
999007,火球术,,,,,,0=0=0=0=0,0,3,400006,,,4,9=-252=97,0=0=0=0=0=1,0,200=0,火球术是群体技能,
999008,治愈术,,,,,,0=0=0=0=0,0,3,300008,,,4,9=-260=95,0=0=0=0=0=1,0,200=0,点击受伤的格瑞德，然后使用治愈术,
999009,霸邪之阵,,,,,,0=0=0=0=0,0,3,300012,,,4,9=-261=100,0=0=0=0=0=1,0,200=0,霸邪之阵可让友方抵消伤害,
999010,天使之赐福,,,,,,0=0=0=0=0,0,3,300002,,,4,9=-259=100,0=0=0=0=0=1,0,200=0,天使之赐福可以提升伤害,
999011,神圣之光,,,,,,0=0=0=0=0,0,3,300001,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,在治疗拉斯的同时一起战斗吧！,
999012,诡诈把戏,,,,,,0=0=0=0=0,0,3,500025,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,使用诡诈把戏消灭狼群,
999013,施毒,,,,,,0=0=0=0=0,0,3,1000717103,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,施毒可造成毒属性伤害，并使其中毒,
999014,隐匿,,,,,,0=0=0=0=0,0,3,500005,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,使用隐匿穿过相机的视野圈,
999015,二连矢,,,,,,0=0=0=0=0,0,3,1000718103,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,先用二连矢抵御魔物的侵袭,
999016,冲锋箭,,,,,,0=0=0=0=0,0,3,1000718105,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,冲锋箭可以击退目标,
999017,箭雨,,,,,,0=0=0=0=0,0,3,1000718104,,,4,9=-252=97,0=0=0=0=0=1,0,200=0,使用箭雨阻止野猪前进,
999018,金钱攻击,,,,,,0=0=0=0=0,0,3,1000719101,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,用金钱攻击可以更有效的消灭目标！,
999019,手推车攻击,,,,,,0=0=0=0=0,0,3,1000719102,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,哥布灵越来越多，试试手推车攻击,
999020,抢滩登陆射箭引导,,,,,,0=0=0=0=0,0,3,1000761301,,,4,9=-286=118.6,0=0=0=0=0=1,0,200=0,点击射出箭矢 长按更精准,
999021,金钱攻击,,,,,,0=0=0=0=0,0,3,1000719301,,,4,9=-262=100,0=0=0=0=0=1,0,200=0,用金钱攻击可以更有效的消灭目标！,
999022,金钱攻击,,,,,,0=0=0=0=0,0,3,1000712701,,,0,9=-272=170,1=273=-170=100=100=1,0,200=0,用金钱攻击可以更有效的消灭目标！,
999023,手推车攻击,,,,,,0=0=0=0=0,0,3,1000719102,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,快使用手推车攻击！,
999024,全力挥击,,,,,,0=0=0=0=0,0,3,610122,,,4,9=-254=94,0=0=0=0=0=1,0,200=0,用全力挥击拿哥布灵练练手,
118001,委托引导1-功能开启,,,118,,,0=0=0=0=0,0,7,117,,,0,5=-177=-94.9,3=177.5=93.1=100=100=1,0,0=0,委托功能开启了，快去选择心仪的任务吧！,
119001,委托引导2-界面介绍,119002,,119,,,0=0=0=0=0,1,0,0,,,1,5=181.2=-14.3,0=0=0=0=0=1,0,0=0,每天都有多样的委托活动，可以根据自己的喜好选择。,
119002,委托引导2-界面介绍,,,,,,0=0=0=0=0,1,0,0,,,1,5=174.8=-29.2,0=0=0=0=0=1,0,0=0,接取委托任务会消耗委托券，委托券每天有限。,
120001,委托引导3-页签介绍,120002,,120,,,0=0=0=0=0,1,0,0,,,1,1=417=-357,0=0=0=0=0=1,0,0=0,每天完成一定数量的委托后，可以获得幸运犒赏机会。,
120002,委托引导3-页签介绍,,,,,,0=0=0=0=0,1,0,0,,,1,1=413=-449,0=0=0=0=0=1,0,0=0,完成不同的委托可以获得纹章，集齐纹章可以参与周末派对哦,
121001,委托引导4-委托刷新,,,121,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,今天发布了不同的委托，快来看看吧,
122001,委托引导5-升级涨委托证明,,,122,,,0=0=0=0=0,0,7,117,,,0,5=-177.1=-94,3=177.5=93.1=100=100=1,0,0=0,委托券上限提升了，可以接取更多的委托任务了！,
123001,波利团引导1,,,123,,,0=0=0=0=0,1,6,17,,,0,5=0=0,0=0=0=0=0=1,0,0=0,,
124001,波利团引导2,124002,,,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,发现波利精灵会得到波利的小心意作为赠礼,
124002,波利团引导2,,,124,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,累计发现还有丰厚奖励哦！,
125001,技能引导1,,,,,,0=0=0=0=0,0,3,1003052501,,0,4,5=-185=110,0=0=0=0=0=1,0,0=0,描述信息,
126001,跑商引导1,126002,,126,,,0=0=0=0=0,1,0,5123,,,0,5=-196=90.5,0=0=0=0=0=1,0,0=0,点击每个城市的商人头像可以寻路到该商人处进行贸易,
126002,跑商引导2,,,,,,0=0=0=0=0,1,0,0,,,0,5=-189.9=-212.2,0=0=0=0=0=1,0,0=0,小地图中会出现一些图标，路过时可能会获得小道消息，别错过了哦,
127001,委托拍照引导1,,,127,,,0=0=0=0=0,1,0,17000019,,1,3,5=166.4=143.8,0=0=0=0=0=1,0,0=0,去标识的地方转转，会发现意想不到的风景哦~,
128001,场景交互按钮引导,,,128,,,0=0=0=0=0,-1,5,0,,,0,5=0=0,3=0=0=100=100=1,0,0=0,场景交互，点这里点这里,
129001,第一次任务引导,,,129,,,0=0=0=0=0,-1,2,1000010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
130001,相机使用引导,,,130,,,0=0=0=0=0,-1,8,0,,,0,5=0=0,3=0=0=200=100=1,0,0=0,,
131001,普通攻击、强攻引导,,,131,,,0=0=0=0=0,-1,3,100001,,,0,9=0=0,1=0=0=100=100=1,0,500=0,,
132001,素质点加点确认引导,,,132,,,0=0=0=0=0,-1,9,0,,,0,5=0=0,4=0=3=91.9=125.5=1,0,0=0,,
133001,剑士技能加点引导-狂击,,,133,,,0=0=0=0=0,-1,10,200004,,,0,5=0=0,3=13.5=28.5=178.7=115.1=1,0,0=0,,
134001,服事技能加点引导-神圣之光,,,134,,,0=0=0=0=0,-1,10,300001,,,0,5=0=0,3=11.4=26.7=178.7=115.1=1,0,0=0,,
135001,魔法师技能加点引导-圣灵召唤,,,135,,,0=0=0=0=0,-1,10,400010,,,0,5=0=0,3=12.4=24.5=178.7=115.1=1,0,0=0,,
136001,盗贼技能加点引导-施毒攻击,,,136,,,0=0=0=0=0,-1,10,500024,,,0,5=0=0,3=11=27.3=178.7=115.1=1,0,0=0,,
137001,弓箭手技能加点引导-二连矢,,,137,,,0=0=0=0=0,-1,10,700005,,,0,5=0=0,3=10.6=25.5=178.7=115.1=1,0,0=0,,
138001,商人技能加点引导-全力挥击,,,138,,,0=0=0=0=0,-1,10,610122,,,0,5=0=0,3=6.2=27=178.7=115.1=1,0,0=0,,
139001,技能加点确认引导,,,139,,,0=0=0=0=0,-1,9,0,,,0,5=0=0,4=0=3=91.9=125.5=1,0,0=0,,
140001,第一次佣兵引导1,140002,,140,,,0=0=0=0=0,2,0,0,,,1,4=423=92,0=0=0=0=0=1,0,0=0,点击上阵即可派出佣兵战斗。,
140002,第一次佣兵引导2,140003,,,,,0=0=0=0=0,1,0,0,,,4,6=-703=-117,0=0=0=0=0=1,0,0=0,佣兵可以消耗指定材料提升等级。,
140003,第一次佣兵引导3,,,,,,0=0=0=0=0,2,0,0,,,6,6=-721=133,0=0=0=0=0=1,0,0=0,点击这里可以查看佣兵装备并升级，提高装备等级有助于提高佣兵战斗力。,
141001,第二次佣兵引导1,141002,,141,,,0=0=0=0=0,2,0,0,,,1,4=423=92,0=0=0=0=0=1,0,0=0,点击佣兵头像即可对新获得的佣兵设置上阵。,
141002,第二次佣兵引导2,141003,,,,,0=0=0=0=0,1,0,0,,,4,6=-703=-117,0=0=0=0=0=1,0,0=0,佣兵可以消耗指定材料提升等级。,
141003,第二次佣兵引导3,,,,,,0=0=0=0=0,2,0,0,,,6,6=-721=133,0=0=0=0=0=1,0,0=0,点击这里可以查看佣兵装备并升级，提高装备等级有助于提高佣兵战斗力。,
142001,第一次对话任务按钮引导,,,142,,,0=0=0=0=0,1,0,1000011,,1,0,5=-61=-51.8,0=0=0=0=0=1,0,0=0,点击对话选项即可进行下一步操作。,
143001,第一次打开卖场界面引导,,,143,,,0=0=0=0=0,1,0,0,,,4,5=-181=-26,0=0=0=0=0=1,0,0=0,道具的角标数字代表着道具的限购次数哦~,
144001,萌新用户角色界面引导,,,144,,,0=0=0=0=0,1,0,0,,,1,5=228=-66,0=0=0=0=0=1,0,0=0,点击这里可查看经验加成相关描述哦~,
145001,第一次进入纪念原石界面引导,,,145,,,0=0=0=0=0,1,0,0,,,1,5=130=10,0=0=0=0=0=1,0,0=0,点击未雕刻的纪念原石可以进行雕刻，完成后点击可以领取奖励。,
146001,完成5次雕琢进入纪念原石界面引导,,,146,,,0=0=0=0=0,1,0,0,,,4,5=-100=-60,0=0=0=0=0=1,0,0=0,纪念纹章完成啦，散落了一些纪念晶石，分配给小伙伴吧！,
147001,第一次进入纪念晶石分配界面引导1,147002,,147,,,0=0=0=0=0,1,0,0,,,3,5=34=100,0=0=0=0=0=1,0,0=0,雕刻原石掉落的晶石数量，可以把这些分配给帮你雕刻的小伙伴。,
147002,第一次进入纪念晶石分配界面引导2,,,,,,0=0=0=0=0,1,0,0,,,1,5=247=72,0=0=0=0=0=1,0,0=0,选择喜欢的小伙伴分配晶石吧。,
148001,拥有协同之证后第一次进入背包引导,,,148,,,0=0=0=0=0,1,0,0,,,6,5=220=202,0=0=0=0=0=1,0,0=0,你之前通过助战获得了协同之证，可以点击这里查看详细信息！,
149001,拥有协同之证后第一次进入积分货币界面引导,,,149,,,0=0=0=0=0,0,0,0,,,6,5=0=76,0=0=0=0=0=1,0,0=0,点击左侧可查看协同之证说明，点击使用按钮可打开助战商店购买道具。,
150001,第一次多个对话任务按钮引导,,,150,,,0=0=0=0=0,1,12,1000060,,1,4,5=-68=-9,0=0=0=0=0=1,0,0=0,点击其中一个选项才能继续下一步对话哦,
151001,第一次打开自动战斗界面时的引导,,,151,,,0=0=0=0=0,1,0,0,,,4,5=79=-37,0=0=0=0=0=1,0,0=0,点击可前往设置挂机技能、状态及范围哦！,
152001,玩家第一次在开启了自动战斗时，关闭了自动战斗面板时,,,152,,,0=0=0=0=0,1,0,0,,,6,3=-412=-274.1,0=0=0=0=0=1,0,0=0,点击可以停止自动战斗，长按即可直接打开自动战斗面板~,
153001,玩家获得全自动喝药道具后，第一次打开背包,,,153,,,0=0=0=0=0,1,0,0,,,6,5=-280=63,0=0=0=0=0=1,0,0=0,“全自动守护设备”可以自动使用药水，快去设置吧！,
154001,历史首次打开锻造界面【材料追踪】引导,,,154,,,0=0=0=0=0,1,0,0,,,4,5=-241=-141,0=0=0=0=0=1,0,0=0,点击材料追踪按钮，可以快速追踪锻造所需的材料哦,
155001,40级后，首次打开锻造界面【快速推荐】引导1,,,155,,,0=0=0=0=0,1,0,0,,,1,5=98.3=99,0=0=0=0=0=1,0,0=0,快捷推荐可以帮你选择合适的装备哦,
156001,历史首次打开解封界面且解封列表不为空,,,156,,,0=0=0=0=0,1,0,0,,,6,5=0=0,0=0=0=0=0=1,0,0=0,点击这里可查看解封后卡片属性哦~,
157001,获得全自动喝药道具时,,,157,,,0=0=0=0=0,1,7,101,,,0,3=-327=-136,3=302=98=95=95=1,0,0=0,获得了强力的道具，快看看吧！,
158001,引导玩家在列表中点击查看一个贴纸,158002,,158,,,0=0=0=0=0,1,0,0,,,3,5=-97.4=75.5,0=0=0=0=0=1,0,0=0,点击这里查看贴纸详情,
158002,指向贴纸详情，说明贴纸是跟随部分高级称号赠送的,158003,,,,,0=0=0=0=0,1,0,0,,,0,5=-6.4=12,0=0=0=0=0=1,0,0=0,贴纸通过解锁高级称号获得,
158003,指向贴纸栏说明贴纸解锁后，应用在贴纸栏，可以在名片中显示出来,,,,,,0=0=0=0=0,1,0,0,,,0,5=214.4=140,3=-236.5=134=450=130=1,0,0=0,从列表中长按或拖动贴纸至贴纸栏，可以在名片中展示出来哦,
159001,第一次打开冒险界面引导，指向活动页签,159002,,,,,0=0=0=0=0,2,0,0,,,1,5=-203.2=89.6,0=0=0=0=0=1,0,0=0,日常活动都在这里显示,
159002,引导指向限时活动页签,159003,,,,,0=0=0=0=0,1,0,0,,,6,6=-593.2=156.8,0=0=0=0=0=1,0,0=0,限时活动都在这里显示,
159003,引导指向活跃奖励,159004,,,,,0=0=0=0=0,2,0,0,,,3,5=21.1=-127.6,0=0=0=0=0=1,0,0=0,每日完成特定活动可获得活跃度，累积活跃度可领取宝箱奖励哦,
159004,引导指向周历页签,,,159,,,0=0=0=0=0,2,0,0,,,1,5=-208.28=0,0=0=0=0=0=1,0,0=0,点击周历可查看每周的限时活动开放时间,
160001,第一次打开藏品收纳柜引导1,,,160,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,研究等级到达Lv.2解锁特权，击杀魔物有概率掉落娃娃和标本，不受疲劳时间影响,
160002,第一次打开藏品收纳柜引导2,,,,,,0=0=0=0=0,1,0,0,,,3,5=-6=-134,0=0=0=0=0=1,0,0=0,娃娃和标本可用来兑换专属头饰和其他奖励哦,
161001,获得全自动喝药道具，第一次打开功能面板时,161002,,161,,,0=0=0=0=0,1,0,0,,,1,5=187=-28,0=0=0=0=0=1,0,0=0,点击加号选择自动使用的药水放入即可自动使用~,
161002,获得全自动喝药道具，第一次打开功能面板时,,,,,,0=0=0=0=0,1,0,0,,,0,5=-171=84,0=0=0=0=0=1,0,0=0,到达20级后也可以为佣兵设置自动药水~,
162001,第一次打开队伍管理界面引导,162002,,162,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,公会会长和副会长可以在此管理参赛队伍,
162002,指向“召集勇士”按钮,162003,,,,,0=0=0=0=0,1,0,0,,,3,5=182=-106,0=0=0=0=0=1,0,0=0,点击”召集勇士“按钮可向公会成员发布召集信息,
162003,指向第1队的“任命”按钮,162004,,,,,0=0=0=0=0,1,0,0,,,6,5=-51=98,0=0=0=0=0=1,0,0=0,点击“任命”按钮可选择参赛的队伍,
162004,指向第1队和第2对之间的交换按钮,,,,,,0=0=0=0=0,1,0,0,,,1,5=15=15,0=0=0=0=0=1,0,0=0,点击该按钮可交换相邻两支参赛队伍的出场顺序,
163001,40级后，首次打开锻造界面【推荐流派】引导1,163002,,163,,,0=0=0=0=0,1,0,0,,,6,5=-314=-130,0=0=0=0=0=1,0,0=0,选中流派后，装备可实时预览对应流派的装备哦,
163002,40级后，首次打开锻造界面【推荐流派】引导2,,,,,,0=0=0=0=0,1,0,0,,,4,5=0=-55,0=0=0=0=0=1,0,0=0,点击确定按钮，装备列表只显示对应流派的装备,
164001,30级后，首次回主城会引导打开每日经验界面,,,164,,,0=0=0=0=0,0,0,0,,,1,5=-133=198,0=0=0=0=0=1,0,0=0,点击这里可以查看野外战斗时间和推荐练级点,
165001,打开祈福经验界面后指向祈福经验,165002,,165,,,0=0=0=0=0,1,0,0,,,3,5=162=144,0=0=0=0=0=1,0,0=0,如果前一日获取的挂机和日常经验不足，会获得一定的祈福经验,
165002,指向每日战斗时间,,,,,,0=0=0=0=0,1,0,0,,,4,5=-129=149,0=0=0=0=0=1,0,0=0,每日野外战斗前120分钟可以获取经验，超过时间会进入疲惫状态，经验掉落为0,
166001,骑士二转任务引导,,,166,,,0=0=0=0=0,-1,2,3000000,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
167001,巫师二转任务引导,,,167,,,0=0=0=0=0,-1,2,3001010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
168001,牧师二转任务引导,,,168,,,0=0=0=0=0,-1,2,3002010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
169001,猎人二转任务引导,,,169,,,0=0=0=0=0,-1,2,3003010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
170001,铁匠二转任务引导,,,170,,,0=0=0=0=0,-1,2,3005010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
171001,刺客二转任务引导,,,171,,,0=0=0=0=0,-1,2,3004010,,0,0,5=0=0,5=0=0=-1=-1=1,0,0=0,,
172001,贝鲁兹功能开启后新手引导1,,,172,,,0=0=0=0=0,0,0,0,,,6,3=-421.6=-261,0=0=0=0=0=1,0,0=0,一起去认识下贝鲁兹核心-γ吧,
173001,贝鲁兹功能开启后新手引导2,,,173,,,0=0=0=0=0,2,0,0,,,3,5=-47.7=-106,0=0=0=0=0=1,0,0=0,点击这里查看贝鲁兹核心-γ,
174001,英灵殿副本目标引导,,,174,,,0=0=0=0=0,1,0,0,,,1,5=283.5=134.3,0=0=0=0=0=1,0,0=0,副本中无法自动寻路，请根据副本目标来完成副本哦,
175001,贝鲁兹功能开启后新手引导3-1,175002,,175,,,0=0=0=0=0,1,0,0,,,1,5=-224.1=-4,0=0=0=0=0=1,0,0=0,点击贝鲁兹核心的槽位,
175002,贝鲁兹功能开启后新手引导3-2,,,,,,0=0=0=0=0,1,0,0,,,6,5=183=63.1,0=0=0=0=0=1,0,0=0,点击背包内齿轮的镶嵌按钮即可完成镶嵌,
176001,贝鲁兹功能开启后新手引导4,,,176,,,0=0=0=0=0,2,0,0,,,1,5=-168=5,0=0=0=0=0=1,0,0=0,长按后可查看齿轮详情哦,
180001,获得自动喝药道具时，第一次打开了背包并点开自动喝药道具的tips时,,,180,,,0=0=0=0=0,2,0,0,,,3,5=117.6=8.6,0=0=0=0=0=1,0,0=0,点击“使用”按钮，进入设置界面吧,
110003,衣橱时尚度特效,,,177,,,0=0=0=0=0,0,7,0,,,0,5=0=0,1=0=0=0=0=1,0,0=0,,
178001,衣橱时尚度文本,,,178,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,积累时尚度可提升时尚等级，获得属性加成，部分等级还有珍稀道具奖励哦,
179001,魔物研究等级1级新手引导文本,,,179,,,0=0=0=0=0,1,0,0,,,0,5=0=0,0=0=0=0=0=1,0,0=0,积累魔物研究进度点可提升魔物研究等级，获得属性加成,
