ID,Comment,DungeonID,Wave,SceneWaveID,Interval,ItemDropPercentage,AwardID,MonsterManaFactor,RatingID
375,塔防单人本难度6,2173,5,23,45,40,3540050,100,1
376,塔防单人本难度6,2173,6,32,45,45,3540060,100,1
377,塔防单人本难度6,2173,7,42,45,50,3540070,100,1
378,塔防单人本难度6,2173,8,54,45,55,3540080,100,1
379,塔防单人本难度6,2173,9,67,45,60,3540090,100,1
380,塔防单人本难度6,2173,10,79,45,65,3540100,100,1
381,塔防单人本难度6,2173,11,94,45,70,3540110,100,2
382,塔防单人本难度6,2173,12,107,45,73,3540120,100,2
383,塔防单人本难度6,2173,13,120,45,76,3540130,100,2
384,塔防单人本难度6,2173,14,133,45,79,3540140,100,2
385,塔防单人本难度6,2173,15,155,45,82,3540150,100,2
386,塔防单人本难度6,2173,16,159,45,85,3540160,100,2
387,塔防单人本难度6,2173,17,170,45,87,3540170,100,2
388,塔防单人本难度6,2173,18,197,45,88,3540180,100,2
389,塔防单人本难度6,2173,19,199,45,89,3540190,100,2
390,塔防单人本难度6,2173,20,211,45,90,3540200,100,2
391,塔防单人本难度6,2173,21,223,45,91,3540210,100,3
392,塔防单人本难度6,2173,22,247,45,92,3540220,100,3
393,塔防单人本难度6,2173,23,245,45,93,3540230,100,3
394,塔防单人本难度6,2173,24,265,45,94,3540240,100,3
395,塔防单人本难度6,2173,25,277,45,95,3540250,100,3
396,塔防单人本难度6,2173,26,293,45,96,3540260,100,3
397,塔防单人本难度6,2173,27,306,45,97,3540270,100,4
398,塔防单人本难度6,2173,28,318,45,98,3540280,100,4
399,塔防单人本难度6,2173,29,336,45,99,3540290,100,4
400,塔防单人本难度6,2173,30,349,45,100,3540300,100,4
401,塔防单人本难度6无尽,2173,-1,62,30,100,3540310,100,4
402,塔防单人本难度6无尽,2173,-2,52,30,100,3540320,100,4
403,塔防单人本难度6无尽,2173,-3,63,30,100,3540330,100,4
404,塔防单人本难度6无尽,2173,-4,76,30,100,3540340,100,4
405,塔防单人本难度6无尽,2173,-5,87,30,100,3540350,100,4
10001,塔防双人本难度1,2178,1,2,30,20,3550010,100,1
10002,塔防双人本难度1,2178,2,5,45,25,3550020,100,1
10003,塔防双人本难度1,2178,3,7,45,30,3550030,100,1
10004,塔防双人本难度1,2178,4,18,45,35,3550040,100,1
10005,塔防双人本难度1,2178,5,23,45,40,3550050,100,1
10006,塔防双人本难度1,2178,6,32,45,45,3550060,100,1
10007,塔防双人本难度1,2178,7,42,45,50,3550070,100,1
10008,塔防双人本难度1,2178,8,54,45,55,3550080,100,1
10009,塔防双人本难度1,2178,9,67,45,60,3550090,100,1
10010,塔防双人本难度1,2178,10,79,45,65,3550100,100,1
10011,塔防双人本难度1,2178,11,94,45,70,3550110,100,2
10012,塔防双人本难度1,2178,12,107,45,73,3550120,100,2
10013,塔防双人本难度1,2178,13,120,45,76,3550130,100,2
10014,塔防双人本难度1,2178,14,133,45,79,3550140,100,2
10015,塔防双人本难度1,2178,15,155,45,82,3550150,100,2
10016,塔防双人本难度1,2178,16,159,45,85,3550160,100,2
10017,塔防双人本难度1,2178,17,170,45,87,3550170,100,2
10018,塔防双人本难度1,2178,18,197,45,88,3550180,100,2
10019,塔防双人本难度1,2178,19,199,45,89,3550190,100,2
10020,塔防双人本难度1,2178,20,211,45,90,3550200,100,2
10021,塔防双人本难度1,2178,21,223,45,91,3550210,100,3
10022,塔防双人本难度1,2178,22,247,45,92,3550220,100,3
10023,塔防双人本难度1,2178,23,245,45,93,3550230,100,3
10024,塔防双人本难度1,2178,24,265,45,94,3550240,100,3
10025,塔防双人本难度1,2178,25,277,45,95,3550250,100,3
10026,塔防双人本难度1,2178,26,293,45,96,3550260,100,3
10027,塔防双人本难度1,2178,27,306,45,97,3550270,100,4
10028,塔防双人本难度1,2178,28,318,45,98,3550280,100,4
10029,塔防双人本难度1,2178,29,336,45,99,3550290,100,4
10030,塔防双人本难度1,2178,30,349,45,100,3550300,100,4
10031,塔防双人本难度1,2178,-1,71,30,100,3550310,100,4
10032,塔防双人本难度1,2178,-2,75,30,100,3550320,100,4
10033,塔防双人本难度1,2178,-3,82,30,100,3550330,100,4
10034,塔防双人本难度1,2178,-4,100,30,100,3550340,100,4
10035,塔防双人本难度1,2178,-5,110,30,100,3550350,100,4
10101,塔防双人本难度2,2179,1,2,30,20,3550010,100,1
10102,塔防双人本难度2,2179,2,5,45,25,3550020,100,1
10103,塔防双人本难度2,2179,3,7,45,30,3550030,100,1
10104,塔防双人本难度2,2179,4,18,45,35,3550040,100,1
10105,塔防双人本难度2,2179,5,23,45,40,3550050,100,1
10106,塔防双人本难度2,2179,6,32,45,45,3550060,100,1
10107,塔防双人本难度2,2179,7,42,45,50,3550070,100,1
10108,塔防双人本难度2,2179,8,54,45,55,3550080,100,1
10109,塔防双人本难度2,2179,9,67,45,60,3550090,100,1
10110,塔防双人本难度2,2179,10,79,45,65,3550100,100,1
10111,塔防双人本难度2,2179,11,94,45,70,3550110,100,2
10112,塔防双人本难度2,2179,12,107,45,73,3550120,100,2
10113,塔防双人本难度2,2179,13,120,45,76,3550130,100,2
10114,塔防双人本难度2,2179,14,133,45,79,3550140,100,2
10115,塔防双人本难度2,2179,15,155,45,82,3550150,100,2
10116,塔防双人本难度2,2179,16,159,45,85,3550160,100,2
10117,塔防双人本难度2,2179,17,170,45,87,3550170,100,2
10118,塔防双人本难度2,2179,18,197,45,88,3550180,100,2
10119,塔防双人本难度2,2179,19,199,45,89,3550190,100,2
10120,塔防双人本难度2,2179,20,211,45,90,3550200,100,2
10121,塔防双人本难度2,2179,21,223,45,91,3550210,100,3
10122,塔防双人本难度2,2179,22,247,45,92,3550220,100,3
10123,塔防双人本难度2,2179,23,245,45,93,3550230,100,3
10124,塔防双人本难度2,2179,24,265,45,94,3550240,100,3
10125,塔防双人本难度2,2179,25,277,45,95,3550250,100,3
10126,塔防双人本难度2,2179,26,293,45,96,3550260,100,3
10127,塔防双人本难度2,2179,27,306,45,97,3550270,100,4
10128,塔防双人本难度2,2179,28,318,45,98,3550280,100,4
10129,塔防双人本难度2,2179,29,336,45,99,3550290,100,4
10130,塔防双人本难度2,2179,30,349,45,100,3550300,100,4
10131,塔防双人本难度2,2179,-1,71,30,100,3550310,100,4
10132,塔防双人本难度2,2179,-2,75,30,100,3550320,100,4
10133,塔防双人本难度2,2179,-3,82,30,100,3550330,100,4
10134,塔防双人本难度2,2179,-4,100,30,100,3550340,100,4
10135,塔防双人本难度2,2179,-5,110,30,100,3550350,100,4
10201,塔防双人本难度3,2180,1,2,30,20,3560010,100,1
10202,塔防双人本难度3,2180,2,5,45,25,3560020,100,1
10203,塔防双人本难度3,2180,3,7,45,30,3560030,100,1
10204,塔防双人本难度3,2180,4,18,45,35,3560040,100,1
10205,塔防双人本难度3,2180,5,23,45,40,3560050,100,1
10206,塔防双人本难度3,2180,6,32,45,45,3560060,100,1
10207,塔防双人本难度3,2180,7,42,45,50,3560070,100,1
10208,塔防双人本难度3,2180,8,54,45,55,3560080,100,1
10209,塔防双人本难度3,2180,9,67,45,60,3560090,100,1
10210,塔防双人本难度3,2180,10,79,45,65,3560100,100,1
10211,塔防双人本难度3,2180,11,94,45,70,3560110,100,2
10212,塔防双人本难度3,2180,12,107,45,73,3560120,100,2
10213,塔防双人本难度3,2180,13,120,45,76,3560130,100,2
10214,塔防双人本难度3,2180,14,133,45,79,3560140,100,2
10215,塔防双人本难度3,2180,15,155,45,82,3560150,100,2
10216,塔防双人本难度3,2180,16,159,45,85,3560160,100,2
10217,塔防双人本难度3,2180,17,170,45,87,3560170,100,2
10218,塔防双人本难度3,2180,18,197,45,88,3560180,100,2
10219,塔防双人本难度3,2180,19,199,45,89,3560190,100,2
10220,塔防双人本难度3,2180,20,211,45,90,3560200,100,2
10221,塔防双人本难度3,2180,21,223,45,91,3560210,100,3
10222,塔防双人本难度3,2180,22,247,45,92,3560220,100,3
10223,塔防双人本难度3,2180,23,245,45,93,3560230,100,3
10224,塔防双人本难度3,2180,24,265,45,94,3560240,100,3
10225,塔防双人本难度3,2180,25,277,45,95,3560250,100,3
10226,塔防双人本难度3,2180,26,293,45,96,3560260,100,3
10227,塔防双人本难度3,2180,27,306,45,97,3560270,100,4
10228,塔防双人本难度3,2180,28,318,45,98,3560280,100,4
10229,塔防双人本难度3,2180,29,336,45,99,3560290,100,4
10230,塔防双人本难度3,2180,30,349,45,100,3560300,100,4
10231,塔防双人本难度3,2180,-1,71,30,100,3560310,100,4
10232,塔防双人本难度3,2180,-2,75,30,100,3560320,100,4
10233,塔防双人本难度3,2180,-3,82,30,100,3560330,100,4
10234,塔防双人本难度3,2180,-4,100,30,100,3560340,100,4
10235,塔防双人本难度3,2180,-5,110,30,100,3560350,100,4
10301,塔防双人本难度4,2181,1,2,30,20,3570010,100,1
10302,塔防双人本难度4,2181,2,5,45,25,3570020,100,1
10303,塔防双人本难度4,2181,3,7,45,30,3570030,100,1
10304,塔防双人本难度4,2181,4,18,45,35,3570040,100,1
10305,塔防双人本难度4,2181,5,23,45,40,3570050,100,1
10306,塔防双人本难度4,2181,6,32,45,45,3570060,100,1
10307,塔防双人本难度4,2181,7,42,45,50,3570070,100,1
10308,塔防双人本难度4,2181,8,54,45,55,3570080,100,1
10309,塔防双人本难度4,2181,9,67,45,60,3570090,100,1
10310,塔防双人本难度4,2181,10,79,45,65,3570100,100,1
10311,塔防双人本难度4,2181,11,94,45,70,3570110,100,2
10312,塔防双人本难度4,2181,12,107,45,73,3570120,100,2
10313,塔防双人本难度4,2181,13,120,45,76,3570130,100,2
10314,塔防双人本难度4,2181,14,133,45,79,3570140,100,2
10315,塔防双人本难度4,2181,15,155,45,82,3570150,100,2
10316,塔防双人本难度4,2181,16,159,45,85,3570160,100,2
10317,塔防双人本难度4,2181,17,170,45,87,3570170,100,2
10318,塔防双人本难度4,2181,18,197,45,88,3570180,100,2
10319,塔防双人本难度4,2181,19,199,45,89,3570190,100,2
10320,塔防双人本难度4,2181,20,211,45,90,3570200,100,2
10321,塔防双人本难度4,2181,21,223,45,91,3570210,100,3
10322,塔防双人本难度4,2181,22,247,45,92,3570220,100,3
10323,塔防双人本难度4,2181,23,245,45,93,3570230,100,3
10324,塔防双人本难度4,2181,24,265,45,94,3570240,100,3
10325,塔防双人本难度4,2181,25,277,45,95,3570250,100,3
10326,塔防双人本难度4,2181,26,293,45,96,3570260,100,3
10327,塔防双人本难度4,2181,27,306,45,97,3570270,100,4
10328,塔防双人本难度4,2181,28,318,45,98,3570280,100,4
10329,塔防双人本难度4,2181,29,336,45,99,3570290,100,4
10330,塔防双人本难度4,2181,30,349,45,100,3570300,100,4
10331,塔防双人本难度4,2181,-1,71,30,100,3570310,100,4
10332,塔防双人本难度4,2181,-2,75,30,100,3570320,100,4
10333,塔防双人本难度4,2181,-3,82,30,100,3570330,100,4
10334,塔防双人本难度4,2181,-4,100,30,100,3570340,100,4
10335,塔防双人本难度4,2181,-5,110,30,100,3570350,100,4
10336,塔防双人本难度5,2182,1,2,30,20,3580010,100,1
10337,塔防双人本难度5,2182,2,5,45,25,3580020,100,1
10338,塔防双人本难度5,2182,3,7,45,30,3580030,100,1
10339,塔防双人本难度5,2182,4,18,45,35,3580040,100,1
10340,塔防双人本难度5,2182,5,23,45,40,3580050,100,1
10341,塔防双人本难度5,2182,6,32,45,45,3580060,100,1
10342,塔防双人本难度5,2182,7,42,45,50,3580070,100,1
10343,塔防双人本难度5,2182,8,54,45,55,3580080,100,1
10344,塔防双人本难度5,2182,9,67,45,60,3580090,100,1
10345,塔防双人本难度5,2182,10,79,45,65,3580100,100,1
10346,塔防双人本难度5,2182,11,94,45,70,3580110,100,2
10347,塔防双人本难度5,2182,12,107,45,73,3580120,100,2
10348,塔防双人本难度5,2182,13,120,45,76,3580130,100,2
10349,塔防双人本难度5,2182,14,133,45,79,3580140,100,2
10350,塔防双人本难度5,2182,15,155,45,82,3580150,100,2
10351,塔防双人本难度5,2182,16,159,45,85,3580160,100,2
10352,塔防双人本难度5,2182,17,170,45,87,3580170,100,2
10353,塔防双人本难度5,2182,18,197,45,88,3580180,100,2
10354,塔防双人本难度5,2182,19,199,45,89,3580190,100,2
10355,塔防双人本难度5,2182,20,211,45,90,3580200,100,2
10356,塔防双人本难度5,2182,21,223,45,91,3580210,100,3
10357,塔防双人本难度5,2182,22,247,45,92,3580220,100,3
10358,塔防双人本难度5,2182,23,245,45,93,3580230,100,3
10359,塔防双人本难度5,2182,24,265,45,94,3580240,100,3
10360,塔防双人本难度5,2182,25,277,45,95,3580250,100,3
10361,塔防双人本难度5,2182,26,293,45,96,3580260,100,3
10362,塔防双人本难度5,2182,27,306,45,97,3580270,100,4
10363,塔防双人本难度5,2182,28,318,45,98,3580280,100,4
10364,塔防双人本难度5,2182,29,336,45,99,3580290,100,4
10365,塔防双人本难度5,2182,30,349,45,100,3580300,100,4
10366,塔防双人本难度5无尽,2182,-1,71,30,100,3580310,100,4
10367,塔防双人本难度5无尽,2182,-2,75,30,100,3580320,100,4
10368,塔防双人本难度5无尽,2182,-3,82,30,100,3580330,100,4
10369,塔防双人本难度5无尽,2182,-4,100,30,100,3580340,100,4
10370,塔防双人本难度5无尽,2182,-5,110,30,100,3580350,100,4
10371,塔防双人本难度6,2183,1,2,30,20,3590010,100,1
10372,塔防双人本难度6,2183,2,5,45,25,3590020,100,1
10373,塔防双人本难度6,2183,3,7,45,30,3590030,100,1
10374,塔防双人本难度6,2183,4,18,45,35,3590040,100,1
10375,塔防双人本难度6,2183,5,23,45,40,3590050,100,1
10376,塔防双人本难度6,2183,6,32,45,45,3590060,100,1
10377,塔防双人本难度6,2183,7,42,45,50,3590070,100,1
10378,塔防双人本难度6,2183,8,54,45,55,3590080,100,1
10379,塔防双人本难度6,2183,9,67,45,60,3590090,100,1
10380,塔防双人本难度6,2183,10,79,45,65,3590100,100,1
10381,塔防双人本难度6,2183,11,94,45,70,3590110,100,2
10382,塔防双人本难度6,2183,12,107,45,73,3590120,100,2
10383,塔防双人本难度6,2183,13,120,45,76,3590130,100,2
10384,塔防双人本难度6,2183,14,133,45,79,3590140,100,2
10385,塔防双人本难度6,2183,15,155,45,82,3590150,100,2
10386,塔防双人本难度6,2183,16,159,45,85,3590160,100,2
10387,塔防双人本难度6,2183,17,170,45,87,3590170,100,2
10388,塔防双人本难度6,2183,18,197,45,88,3590180,100,2
10389,塔防双人本难度6,2183,19,199,45,89,3590190,100,2
10390,塔防双人本难度6,2183,20,211,45,90,3590200,100,2
10391,塔防双人本难度6,2183,21,223,45,91,3590210,100,3
10392,塔防双人本难度6,2183,22,247,45,92,3590220,100,3
10393,塔防双人本难度6,2183,23,245,45,93,3590230,100,3
10394,塔防双人本难度6,2183,24,265,45,94,3590240,100,3
10395,塔防双人本难度6,2183,25,277,45,95,3590250,100,3
10396,塔防双人本难度6,2183,26,293,45,96,3590260,100,3
10397,塔防双人本难度6,2183,27,306,45,97,3590270,100,4
10398,塔防双人本难度6,2183,28,318,45,98,3590280,100,4
10399,塔防双人本难度6,2183,29,336,45,99,3590290,100,4
10400,塔防双人本难度6,2183,30,349,45,100,3590300,100,4
10401,塔防双人本难度6无尽,2183,-1,71,30,100,3590310,100,4
10402,塔防双人本难度6无尽,2183,-2,75,30,100,3590320,100,4
10403,塔防双人本难度6无尽,2183,-3,82,30,100,3590330,100,4
10404,塔防双人本难度6无尽,2183,-4,100,30,100,3590340,100,4
10405,塔防双人本难度6无尽,2183,-5,110,30,100,3590350,100,4
