FashionID,FashionName,FashionModel,IsHikaru,SortID,FashionFrame,Coloration,ItemGrade,IdleAnim,RunAnim,AttrLuxury,AttrMaturity,AttrElegancy,AttrRomance,AttrDarkTone,IsHide,LocalizationArea,ConnetWing,BackGroundName,BackGroundAnim,AudioPath,ShowTimeRules,ShowTimeRulesPara,PresentModel
1019012,水手服（15天）,Fashion_F_ShuiShouFu_Body,1,999,0,0,1,Fashion_F_ShuiShou_Idle,Fashion_F_ShuiShou_Run,-90,-80,80,-100,-80,1,9,,,,,,,
1010043,梦游睡衣,Fashion_M_ShuiYi_Body,1,41,0,0,1,Fashion_M_ShuiYi_Idle,Fashion_M_ShuiYi_Run,-80,80,90,80,60,,27,,,,,,,
1010044,梦游睡衣,Fashion_F_ShuiYi_Body,1,42,0,0,1,Fashion_F_ShuiYi_Idle,Fashion_F_ShuiYi_Run,-80,80,90,80,60,,27,,,,,,,
1010045,太珍儿同款套装,Fashion_M_TaiZhenEr_Body,1,39,0,0,1,Fashion_M_TaiZhenEr_Idle,Fashion_M_TaiZhenEr_Run,70,-70,60,60,-80,,9,,,,,,,
1010046,太珍儿同款套装,Fashion_F_TaiZhenEr_Body,1,40,0,0,1,Fashion_F_TaiZhenEr_Idle,Fashion_F_TaiZhenEr_Run,70,-70,60,60,-80,,9,,,,,,,
1010047,惊奇派对,Fashion_M_XiaoChou_Body,1,37,0,0,1,Fashion_M_XiaoChou_Idle,Fashion_M_XiaoChou_Run,90,-80,-95,-70,-80,,11,,,,,,,
1010048,惊奇派对,Fashion_F_XiaoChou_Body,1,38,0,0,1,Fashion_F_XiaoChou_Idle,Fashion_F_XiaoChou_Run,90,-80,-95,-70,-80,,11,,,,,,,
1010049,圣诞快乐套装,Fashion_M_ShengDan_Body,1,43,0,0,1,Fashion_M_ShengDan_Idle,Fashion_M_ShengDan_Run,80,80,80,70,-70,,25,,,,,,,
1010050,圣诞快乐套装,Fashion_F_ShengDan_Body,1,44,0,0,1,Fashion_F_ShengDan_Idle,Fashion_F_ShengDan_Run,80,80,80,70,-70,,25,,,,,,,
1010051,冬季羽绒服,Fashion_M_DongZhuang_Body,1,45,0,0,1,Fashion_M_DongZhuang_Idle,Fashion_M_DongZhuang_Run,-80,-70,70,100,-80,,27,,,,,,,
1010052,冬季羽绒服,Fashion_F_DongZhuang_Body,1,46,0,0,1,Fashion_F_DongZhuang_Idle,Fashion_F_DongZhuang_Run,-80,-70,70,100,-80,,27,,,,,,,
1010053,玩具士兵,Fashion_M_HuTaoJiaZi_Body,1,47,0,0,1,Fashion_M_HuTaoJiaZi_Idle,Fashion_M_HuTaoJiaZi_Run,90,80,80,-60,-70,,11,,,,,,,
1010054,玩具士兵,Fashion_F_HuTaoJiaZi_Body,1,48,0,0,1,Fashion_F_HuTaoJiaZi_Idle,Fashion_F_HuTaoJiaZi_Run,90,80,80,-60,-70,,11,,,,,,,
1010055,艺术家羊绒大衣,Fashion_M_DaYi_Body,1,53,0,0,1,Fashion_M_DaYi_Idle,Fashion_M_DaYi_Run,-90,-90,-70,80,90,,9,,,,,,,
1010056,艺术家羊绒大衣,Fashion_F_DaYi_Body,1,54,0,0,1,Fashion_F_DaYi_Idle,Fashion_F_DaYi_Run,-90,-90,-70,80,90,,9,,,,,,,
1010057,2020至臻黑金礼服,Fashion_M_Lark_Body,1,49,0,0,1,Fashion_M_Lark_Idle,Fashion_M_Lark_Run,-90,90,80,80,100,,27,,,,,,,
1010058,2020至臻黑金礼服,Fashion_F_Lark_Body,1,50,0,0,1,Fashion_F_Lark_Idle,Fashion_F_Lark_Run,-90,90,80,80,100,,27,,,,,,,
1010059,奶牛玩偶服,Fashion_M_ChunJieWanOu_Body,1,51,0,0,1,Fashion_M_ChunJieWanOu_Idle,Fashion_M_ChunJieWanOu_Run,-70,-85,70,95,-80,,11,,,,,,,
1010060,奶牛玩偶服,Fashion_F_ChunJieWanOu_Body,1,52,0,0,1,Fashion_F_ChunJieWanOu_Idle,Fashion_F_ChunJieWanOu_Run,-70,-85,70,95,-80,,11,,,,,,,
1018001,诗嘉古尔的庇佑时装,Fashion_M_FaXiTianKongTao_Body,1,3,0,0,1,Fashion_M_FaXiTianKongTao_Idle,Fashion_M_FaXiTianKongTao_Run,80,80,-100,-50,100,,11,1108001,,,,,,
1018002,诗嘉古尔的庇佑时装,Fashion_F_FaXiTianKongTao_Body,1,4,0,0,1,Fashion_F_FaXiTianKongTao_Idle,Fashion_F_FaXiTianKongTao_Run,80,80,-100,-50,100,,11,1108003,,,,,,
1018003,亚尔薇特的祝福时装,Fashion_M_WuLiTianKongTao_Body,1,3,0,0,1,Fashion_M_WuLiTianKongTao_Idle,Fashion_M_WuLiTianKongTao_Run,80,80,-100,-50,100,,11,1108002,,,,,,
1018004,亚尔薇特的祝福时装,Fashion_F_WuLiTianKongTao_Body,1,4,0,0,1,Fashion_F_WuLiTianKongTao_Idle,Fashion_F_WuLiTianKongTao_Run,80,80,-100,-50,100,,11,1108004,,,,,,
1018005,时空漫游者时装（男）,Fashion_M_JiJia_Body,1,3,0,0,1,Fashion_M_JiJia_Idle01|Fashion_M_JiJia_Idle01=Fashion_M_JiJia_Idle01_Show_01#Fashion_M_JiJia_Idle01_Show_02,Fashion_M_JiJia_Run01,80,80,-100,-50,100,,9,1108005,PrefabBg/UI_Garderobe_Lenged_Bg01_L.png|PrefabBg/UI_Garderobe_Lenged_Bg01_R.png,Cut_XingKongJiJia_M_Born.mp4,Player/Player_Fashion_jijia,,,
1018006,时空漫游者时装（女）,Fashion_F_JiJia_Body,1,4,0,0,1,Fashion_F_JiJia_Idle01|Fashion_F_JiJia_Idle01=Fashion_F_JiJia_Idle01_Show_01#Fashion_F_JiJia_Idle01_Show_02,Fashion_F_JiJia_Run01,80,80,-100,-50,100,,9,1108006,PrefabBg/UI_Garderobe_Lenged_Bg01_L.png|PrefabBg/UI_Garderobe_Lenged_Bg01_R.png,Cut_XingKongJiJia_F_Born.mp4,Player/Player_Fashion_jijia,,,
1010061,暗夜精灵,Fashion_M_MeiYingHuDie_Body,1,53,0,0,1,Fashion_M_MeiYingHuDie_Idle,Fashion_M_MeiYingHuDie_Run,90,-80,-85,-70,90,,27,,,,,,,
1010062,暗夜精灵,Fashion_F_MeiYingHuDie_Body,1,54,0,0,1,Fashion_F_MeiYingHuDie_Idle,Fashion_F_MeiYingHuDie_Run,90,-80,-85,-70,90,,27,,,,,,,
1010064,莓果奇缘,Fashion_M_CaoMei_Body,1,55,0,0,1,Fashion_M_CaoMei_Idle,Fashion_M_CaoMei_Run,-80,-85,70,-85,75,,9,,,,,,,
1010065,莓果奇缘,Fashion_F_CaoMei_Body,1,56,0,0,1,Fashion_F_CaoMei_Idle,Fashion_F_CaoMei_Run,-80,-85,70,-85,75,,9,,,,,,,
1010066,总经理制服,Fashion_M_JiNianTaoZhuang_Body,1,57,0,0,1,Fashion_M_JiNianTaoZhuang_Idle,Fashion_M_JiNianTaoZhuang_Run,-80,-70,80,-70,75,,27,,,,,,,
1010067,总经理制服,Fashion_F_JiNianTaoZhuang_Body,1,58,0,0,1,Fashion_F_JiNianTaoZhuang_Idle,Fashion_F_JiNianTaoZhuang_Run,-80,-70,80,-70,75,,27,,,,,,,
1010068,童真校服,Fashion_M_ChunYouZhuang_Body,1,59,0,0,1,Fashion_M_ChunYouZhuang_Idle,Fashion_M_ChunYouZhuang_Run,80,-80,100,-50,100,,27,,,,,,,
1010069,童真校服,Fashion_F_ChunYouZhuang_Body,1,60,0,0,1,Fashion_F_ChunYouZhuang_Idle,Fashion_F_ChunYouZhuang_Run,80,-80,100,-50,100,,27,,,,,,,
1010070,缤纷西瓜,Fashion_M_XiGua_Body,1,61,0,0,1,Fashion_M_XiGua_Idle ,Fashion_M_XiGua_Run,-80,-100,-50,-100,-80,,11,,,,,,,
1010071,缤纷西瓜,Fashion_F_XiGua_Body,1,62,0,0,1,Fashion_F_XiGua_Idle,Fashion_F_XiGua_Run,-80,-100,-50,-100,-80,,11,,,,,,,
1010072,应援团的战斗服,Fashion_M_YingYuan_Body,1,63,0,0,1,Fashion_M_YingYuan_Idle,Fashion_M_YingYuan_Run,-65,80,100,50,100,,2,,,,,,,
1010073,应援团的战斗服,Fashion_F_YingYuan_Body,1,64,0,0,1,Fashion_F_YingYuan_Idle,Fashion_F_YingYuan_Run,-65,80,100,50,100,,2,,,,,,,
1010074,时尚海滩,Fashion_M_YongZhuang_Body,1,65,0,0,1,Fashion_M_YongZhuang_Idle,Fashion_M_YongZhuang_Run,-100,-80,-50,-100,-80,,11,,,,,,,
1010075,时尚海滩,Fashion_F_YongZhuang_Body,1,66,0,0,1,Fashion_F_YongZhuang_Idle,Fashion_F_YongZhuang_Run,-100,-80,-50,-100,-80,,11,,,,,,,
1010076,热带风情,Fashion_M_BoLuo_Body,1,67,0,0,1,Fashion_M_BoLuo_Idle,Fashion_M_BoLuo_Run,-80,-80,-50,-100,-100,,9,,,,,,,
1010077,热带风情,Fashion_F_BoLuo_Body,1,68,0,0,1,Fashion_F_BoLuo_Idle,Fashion_F_BoLuo_Run,-80,-80,-50,-100,-100,,9,,,,,,,
1010078,1周年感谢时装,Fashion_M_QiaoKeLi_Body,1,69,0,0,1,Fashion_M_QiaoKeLi_Idle,Fashion_M_QiaoKeLi_Run,80,-80,100,50,-50,,9,,,,,,,
1010079,1周年感谢时装,Fashion_F_QiaoKeLi_Body,1,70,0,0,1,Fashion_F_QiaoKeLi_Idle,Fashion_F_QiaoKeLi_Run,80,-80,100,50,-50,,9,,,,,,,
1010080,凯旋者之铠(男),Fashion_M_KaiXuanZhe_Body,1,73,0,0,1,Fashion_M_KaiXuanZhe_Idle,Fashion_M_KaiXuanZhe_Run,80,80,100,100,50,,9,,,,,,,
1010081,凯旋者之铠(女),Fashion_F_KaiXuanZhe_Body,1,74,0,0,1,Fashion_F_KaiXuanZhe_Idle,Fashion_F_KaiXuanZhe_Run,80,80,100,100,50,,9,,,,,,,
1010082,棒球服,Fashion_M_BangQiu_Body,1,75,0,0,1,Fashion_M_BangQiu_Idle,Fashion_M_BangQiu_Run,-100,-80,100,-80,-80,,9,,,,,,,
1010083,棒球服,Fashion_F_BangQiu_Body,1,76,0,0,1,Fashion_F_BangQiu_Idle,Fashion_F_BangQiu_Run,-100,-80,100,-80,-80,,9,,,,,,,
1010084,宫廷时光,Fashion_M_GongTing_Body,1,75,0,0,1,Fashion_M_GongTing_Idle|Fashion_M_GongTing_Idle_Show_01,Fashion_M_GongTing_Run,100,80,100,80,50,,11,,,,,,,
1010085,宫廷时光,Fashion_F_GongTing_Body,1,76,0,0,1,Fashion_F_GongTing_Idle|Fashion_F_GongTing_Idle_Show_01,Fashion_F_GongTing_Run,100,80,100,80,50,,11,,,,,,,
1010086,志愿者纪念服,Fashion_M_5V5ZuWeiHui_Body,1,86,0,0,1,Fashion_M_5V5ZuWeiHui_Idle|Fashion_M_5V5ZuWeiHui_Show_01,Fashion_M_5V5ZuWeiHui_Run,-80,80,100,80,50,,9,,,,,,,
1010087,志愿者纪念服,Fashion_F_5V5ZuWeiHui_Body,1,87,0,0,1,Fashion_F_5V5ZuWeiHui_Idle|Fashion_F_5V5ZuWeiHui_Show_01,Fashion_F_5V5ZuWeiHui_Run,-80,80,100,80,50,,9,,,,,,,
1010088,致敬侦探,Fashion_M_LvZhenTan_Body,1,88,0,0,1,Fashion_M_ZhenTan_Idle,Fashion_M_ZhenTan_Run,-50,80,100,70,80,,18,,,,,1,20210830=050000|20301231=045959,
1010089,致敬侦探,Fashion_F_LvZhenTan_Body,1,89,0,0,1,Fashion_F_ZhenTan_Idle,Fashion_F_ZhenTan_Run,-50,80,100,70,80,,18,,,,,1,20210830=050000|20301231=045959,
1010091,月兔之礼,Fashion_M_ZhongQiuYueTu_Body,1,91,0,0,1,Fashion_M_ZhongQiuYueTu_Idle|Fashion_M_ZhongQiuYueTu_Idle_Show_01,Fashion_M_ZhongQiuYueTu_Run,-50,-100,80,80,-100,,27,,,,,1,20210918=050000|20301231=045959,
1010092,月兔之礼,Fashion_F_ZhongQiuYueTu_Body,1,92,0,0,1,Fashion_F_ZhongQiuYueTu_Idle|Fashion_F_ZhongQiuYueTu_Idle_Show_01,Fashion_F_ZhongQiuYueTu_Run,-50,-100,80,80,-100,,27,,,,,1,20210918=050000|20301231=045959,
1010093,季风指挥官,Fashion_M_JiFengZhiHuiGuan_Body,1,93,0,0,1,Fashion_M_JiFengZhiHuiGuan_Idle|Fashion_M_JiFengZhiHuiGuan_Idle_Show_01,Fashion_M_JiFengZhiHuiGuan_Run,50,80,100,80,-100,,2,,,,,1,20211004=050000|20301231=045959,
1010094,季风指挥官,Fashion_F_JiFengZhiHuiGuan_Body,1,94,0,0,1,Fashion_F_JiFengZhiHuiGuan_Idle|Fashion_F_JiFengZhiHuiGuan_Idle_Show_01,Fashion_F_JiFengZhiHuiGuan_Run,50,80,100,80,-100,,2,,,,,1,20211004=050000|20301231=045959,
1010095,血色傀儡,Fashion_M_KuiLei_Body,1,95,0,0,1,Fashion_M_KuiLei_Idle|Fashion_M_KuiLei_Idle_Show_01,Fashion_M_KuiLei_Run,-80,80,100,80,50,,9,,,,,1,20211014=050000|20301231=045959,
1010096,血色傀儡,Fashion_F_KuiLei_Body,1,96,0,0,1,Fashion_F_KuiLei_Idle|Fashion_F_KuiLei_Idle_Show_01,Fashion_F_KuiLei_Run,-80,80,100,80,50,,9,,,,,1,20211014=050000|20301231=045959,
1010097,摇滚之魂,Fashion_M_YaoGun_Body,1,97,0,0,1,Fashion_M_YaoGun_Idle|Fashion_M_YaoGun_Show_01,Fashion_M_YaoGun_Run,80,80,-100,-50,100,,9,,,,,1,20211014=050000|20301231=045959,
1010098,摇滚之魂,Fashion_F_YaoGun_Body,1,98,0,0,1,Fashion_F_YaoGun_Idle|Fashion_F_YaoGun_Show,Fashion_F_YaoGun_Run,80,80,-100,-50,100,,9,,,,,1,20211014=050000|20301231=045959,
1010099,古堡魅影,Fashion_M_SiShen02_Body,1,99,0,0,1,Fashion_M_SiShen02_Idle|Fashion_M_SiShen02_Idle_Show_01,Fashion_M_SiShen02_Run,-50,-100,80,80,-100,,11,,,,,1,20211028=050000|20301231=045959,
1010100,古堡魅影,Fashion_F_SiShen02_Body,1,100,0,0,1,Fashion_F_SiShen02_Idle|Fashion_F_SiShen02_Idle_Show_01,Fashion_F_SiShen02_Run,-50,-100,80,80,-100,,11,,,,,1,20211028=050000|20301231=045959,
1010101,栗子装,Fashion_M_ShiYuZhiQiu_Body,1,101,0,0,1,Fashion_M_ShiYuZhiQiu_Idle|Fashion_M_ShiYuZhiQiu_Idle_Show_01,Fashion_M_XiaoEMo_Run,80,-50,80,100,80,,27,,,,,1,20211109=130000|20301231=045959,
1010102,栗子装,Fashion_F_ShiYuZhiQiu_Body,1,102,0,0,1,Fashion_F_ShiYuZhiQiu_Idle|Fashion_F_ShiYuZhiQiu_Idle_Show_01,Fashion_M_ShiYuZhiQiu_Run,80,-50,80,100,80,,27,,,,,1,20211109=130000|20301231=045959,
1010103,神父装,Fashion_M_ShenFu_Body,1,103,0,0,1,Fashion_M_ShenFu_Idle|Fashion_M_ShenFu_Idle_Show_01,Fashion_M_ShenFu_Run,-80,80,100,50,80,,2,,,,,,,
1010104,修女装,Fashion_F_XiuNv_Body,1,104,0,0,1,Fashion_F_XiuNv_Idle|Fashion_F_XiuNv_Idle_Show_01,Fashion_F_XiuNv_Run,-80,80,100,50,80,,2,,,,,,,
1010105,黑色旋风,Fashion_M_HeiSeXingQiWu_Body,1,105,0,0,1,Fashion_M_HeiSeXingQiWu_Idle|Fashion_M_HeiSeXingQiWu_Idle_Show_01,Fashion_M_HeiSeXingQiWu_Run,80,80,90,80,100,,16,,,,,1,20211125=050000|20301231=045959,
1010106,黑色旋风,Fashion_F_HeiSeXingQiWu_Body,1,106,0,0,1,Fashion_F_HeiSeXingQiWu_Idle|Fashion_F_HeiSeXingQiWu_Idle_Show_01,Fashion_F_HeiSeXingQiWu_Run,80,80,90,80,100,,16,,,,,1,20211125=050000|20301231=045959,
1010107,秋之红叶,Fashion_M_HongYe_Body,1,107,0,0,1,Fashion_M_HongYe_Idle|Fashion_M_HongYe_Idle_Show_01,Fashion_M_HongYe_Run,80,80,90,60,-100,,2,,,,,,,
1010108,秋之红叶,Fashion_F_HongYe_Body,1,108,0,0,1,Fashion_F_HongYe_Idle|Fashion_F_HongYe_Idle_Show_01,Fashion_F_HongYe_Run,80,80,90,60,-100,,2,,,,,,,
1010109,火鸡玩偶装,Fashion_M_HuoJi_Body,1,109,0,0,1,Fashion_M_HuoJi_Idle|Fashion_M_HuoJi_idle_Show_01,Fashion_M_HuoJi_Run,70,-90,-100,80,-70,,16,,,,,,,
1010110,火鸡玩偶装,Fashion_F_HuoJi_Body,1,110,0,0,1,Fashion_F_HuoJi_Idle|Fashion_F_HuoJi_Idle_Show_01,Fashion_F_HuoJi_Run,70,-90,-100,80,-70,,16,,,,,,,
1010111,军港之夜,Fashion_M_JunZhuang02_Body,1,111,0,0,1,Fashion_M_JunZhuang_Idle|Fashion_M_JunZhuang_Idle_Show_01,Fashion_M_JunZhuang_Run,80,80,-100,-50,100,,2,,,,,1,20211028=000000|20301231=045959,
1010112,军港之夜,Fashion_F_JunZhuang02_Body,1,112,0,0,1,Fashion_F_JunZhuang_Idle|Fashion_F_JunZhuang_Idle_Show_01,Fashion_F_JunZhuang_Run,80,80,-100,-50,100,,2,,,,,1,20211028=000000|20301231=045959,
