ID,AwardId,ItemIds
338,1103330,201|202|3021009|2010008
339,1103340,201|202
340,1103350,201|202|2035002|101
341,1103360,201|202
342,1103370,201|202|3020016|101
343,1103380,201|202
344,1103390,201|202|2090045|101
345,1103400,201|202|3021009|2010008
346,1103410,201|202
347,1103420,201|202|2035002|101
348,1103430,201|202
349,1103440,201|202|101
350,1103450,
351,1103460,201|202|3021001|3021009
352,1103470,201|202|3021001|3021009
353,1103480,201|202
354,1103490,201|202
355,1103500,201|202|2090024|2010008
356,1103510,201|202|3020016|101
357,1103520,
358,1103530,
359,1103540,
360,1103550,
361,1103560,
362,1103570,201|202|2063002|2051001|2034003|101
363,1103580,201|202
364,1103590,201|202
365,1103600,201|202
366,1103610,201|202|2035002|101
367,1103620,201|202
368,1103630,201|202|3020016|101
369,1103640,201|202
370,1103650,201|202
371,1103660,201|202|3021001|3021009
372,1103670,201|202
373,1103680,201|202
374,1103690,201|202|3021001|3021009
375,1103700,201|202|2035002|101
376,1103710,201|202
377,1103720,201|202
378,1103730,201|202
379,1103740,201|202|3020022|101
380,1103750,
381,1103760,
382,1103770,
383,1103780,
384,1103790,
385,1103800,
386,1103810,
387,1103820,
388,1103830,
389,1103840,201|202|3020022|101|3020016
390,1200010,201|202
391,1200020,201|202
392,1200030,201|202
393,1200040,201|202
394,1200050,201|202
395,1200060,201|202|101|3054001|2091029
396,1200070,201|202|2010001|2010005
397,1200080,201|202
398,1200090,201|202
399,1200100,201|202
400,1200110,201|202|3023001|1290008|1290007
401,1200120,201|202|101|2031004|3060425
402,1200130,201|202
403,1200140,201|202|2010001|2010005
404,1200150,201|202
405,1200160,201|202
406,1200170,201|202
407,1200180,201|202|101|3054001
408,1200190,201|202
409,1200200,201|202|101|2031004
410,1200210,201|202
411,1200220,201|202
412,1200230,201|202
413,1200240,201|202|101
414,1200250,201|202
415,1200260,201|202
416,1200270,201|202|101
417,1200280,201|202|101|2035002
418,1200290,201|202
419,1200300,
420,1200310,201|202
421,1200320,
422,1200330,201|202|101
423,1200340,201|202
424,1200350,201|202
425,1200360,201|202
426,1200370,201|202
427,1200380,201|202|101|2035002
428,1200390,201|202
429,1200400,201|202
430,1200410,201|202
431,1200420,201|202|101
432,1200430,
433,1200440,201|202|101
434,1200450,201|202|101
435,1200460,201|202
436,1200470,201|202
437,1200480,201|202|101
438,1200490,201|202
439,1200500,201|202
440,1200510,201|202|101|2035002|2090023
441,1200520,201|202
442,1200530,201|202
443,1200540,201|202|101
444,1200550,201|202|101
445,1200560,201|202
446,1200570,201|202|101|2035002|2090023
447,1200580,201|202|101
448,1200590,201|202
449,1200600,201|202
450,1200610,201|202|101
451,1200620,201|202|101|2035002|2090023
452,1200630,201|202
453,1200640,201|202
454,1200650,201|202
455,1200660,201|202|101
456,1200670,201|202|101
457,1200680,201|202|101
458,1200690,
459,1200700,201|202|101|2035002|2090023
460,1200710,201|202|101|2035002|2090023
461,1200720,201|202
462,1200730,201|202
463,1200740,201|202|101
464,1200750,201|202
465,1200760,201|202|101
466,1200770,201|202
467,1200780,201|202|101
468,1200790,201|202|101|2035002|2090023
469,1200800,201|202
470,1200810,201|202
471,1200820,201|202|101
472,1200830,201|202|101
473,1200840,201|202|101
474,1200850,201|202|101
475,1200860,201|202|101|2035002|2090023
476,1200870,201|202|101
477,1200880,201|202
478,1200890,201|202|101
479,1200900,201|202
480,1200910,201|202
481,1200920,201|202|101
482,1200930,201|202|101|2035002|2090023
483,1200940,201|202
484,1200950,201|202
485,1200960,201|202|101
486,1200970,201|202|101
487,1200980,201|202|101
488,1200990,201|202
489,1201000,201|202
490,1201010,201|202|101|2035002|2090023
491,1201020,201|202
492,1201030,201|202|101
493,1201040,201|202
494,1201050,201|202
495,1201060,201|202|101
496,1201070,201|202|101
497,1201080,201|202|101|2035002|2090023
498,1201090,201|202
499,1201100,201|202
500,1201110,201|202|101
501,1201120,201|202
502,1201130,201|202|101
503,1201140,201|202
504,1201150,201|202|101
505,1201160,201|202|101
506,1201170,201|202|101|2035002|2090023
507,1201180,201|202
508,1201190,201|202|101
509,1201200,201|202|101
510,1201210,201|202
511,1201220,201|202|101
512,1201230,201|202
513,1201240,201|202|101|2035002|2090023
514,1201250,201|202
515,1201260,201|202
516,1201270,201|202
517,1201280,201|202|101
518,1201290,201|202|101
519,1201300,201|202
520,1201310,201|202|101|2035002|2090023
521,1201320,201|202
522,1201330,201|202|101
523,1201340,201|202
524,1201350,201|202|101
525,1201360,201|202
526,1201370,201|202|101
527,1201380,201|202|101
528,1201390,201|202
529,1201400,201|202|101|2035002|2090023
530,1201410,201|202
531,1201420,201|202|101
532,1201430,201|202|101
533,1201440,201|202
534,1201450,201|202|101
535,1201460,201|202|101
536,1201470,201|202
537,1201480,201|202|101|2035002|2090023
538,1201490,201|202
539,1201500,201|202|101
540,1201510,201|202
541,1201520,201|202
542,1201530,201|202|101
543,1201540,201|202
544,1201550,201|202|101
545,1201560,201|202|101|2035002|2090023
546,1201570,201|202
547,1201580,201|202|101
548,1201590,201|202
549,1201600,201|202
550,1201610,201|202
551,1201620,201|202|101
552,1201630,201|202|101
553,1201640,201|202
554,1201650,201|202|101|2035002|2090024
555,1201660,201|202
556,1201670,201|202
557,1201680,201|202|101
558,1201690,201|202
559,1201700,201|202|101|2090019
560,1201710,201|202|101
561,1201720,201|202
562,1201730,201|202
563,1201740,201|202|101|2035002|2090023
564,1201750,201|202
565,1201760,201|202|101
566,1201770,201|202
567,1201780,201|202|101|2090019
568,1201790,201|202
569,1201800,201|202
570,1201810,201|202|101|2035002|2090023
571,1201820,201|202
572,1201830,201|202
573,1201840,201|202|101
574,1201850,201|202|101|2090019
575,1201860,201|202
576,1201870,201|202|101
577,1201880,201|202|101
578,1201890,201|202|101|2035002|2090023
579,1201900,201|202
580,1201910,201|202|101
581,1201920,201|202|101
582,1201930,201|202|101|2035002
583,1201940,201|202|101
584,1201950,201|202
585,1201960,201|202|101
586,1201970,201|202|101|2035002|2034003
587,1201980,201|202|101
588,1201990,201|202|101
589,1202000,201|202|101|2035002
590,1202010,201|202
591,1202020,201|202|101
592,1202030,201|202|101|3021001
593,1202040,201|202
594,1202050,201|202|101
595,1202060,201|202|101
596,1202070,201|202
597,1202080,201|202|101|2035002
598,1202090,201|202
599,1202100,201|202|101
600,1202110,201|202
601,1202120,201|202|101|3020014
602,1202130,201|202
603,1202140,201|202|101|2035002
604,1202150,201|202|101
605,1202160,201|202|101|2034006
606,1202170,201|202
607,1202180,201|202
608,1202190,201|202|101
609,1202200,201|202
610,1202210,201|202|101|3020014
611,1202220,
612,1202230,
613,1202240,
614,1202250,
615,1202260,
616,1202270,
617,1202280,
618,1202290,
619,1202300,4010008
620,1202310,3081001|3081011|3081021|3081031|3081041|3081051|3081061|3081071|3081081|3081091|3081101|3081111|3081121|3081131|3081141|3081151|3081161|3081171|3081181|3081191|3081201|3081211|3081221|3081231|3081241
621,1202320,201|202
622,1202330,201|202|101|2035002
623,1202340,201|202
624,1202350,201|202|101|3021001
625,1202360,201|202
626,1202370,201|202|101|60660010
627,1202380,201|202|101|2035002
628,1202390,201|202
629,1202400,201|202
630,1202410,201|202
631,1202420,201|202|101|60660010
632,1202430,201|202
633,1202440,201|202|101|3020016
634,1202450,201|202|101|2033002
635,1202460,
636,1202470,
637,1202480,
638,1202490,
639,1202500,
640,1202510,201|202|101|60660010
641,1202520,201|202
642,1202530,201|202
643,1202540,201|202|101|3020016
644,1202550,201|202
645,1202560,201|202|101|3020022
646,1202570,201|202
647,1202580,201|202|101|3020016
648,1202590,201|202
649,1202600,201|202
650,1202610,201|202|101|2035002
651,1202620,201|202|101|3020022
652,1202630,201|202|101|2090024
653,1202640,201|202
654,1202650,201|202
655,1202660,201|202|101|2035002
656,1202670,201|202
657,1202680,201|202
658,1202690,201|202|101|3020022
659,1300010,201|202|40000010|101
660,1300020,201|202|40000010|101
661,1300030,201|202|40000010|101
662,1300040,
663,1300050,
664,1300060,
665,1300070,
666,1300080,
667,1300090,
668,1300100,
669,1300110,
670,1300120,
671,1300130,
672,1300140,
673,1300150,
674,1300160,
675,1300170,
676,1300180,
677,1300190,
678,1300200,
679,1300210,
680,1300220,201|202|40000010|101
681,1300230,201|202|40000010|101
682,1300240,201|202|40000010|101
683,1300250,201|202|40000010|101
684,1300260,201|202|40000010|101
685,1300270,201|202|40000010|101
686,1300280,201|202|40000010|101
687,1300290,201|202|40000010|101
688,1300300,201|202|40000010|101
689,1300310,201|202|40000010|101
690,1300320,201|202|40000010|101
691,1300330,201|202|40000010|101
692,1300340,201|202|40000010|101
693,1400010,
694,1400020,
695,1400030,3027001|3027002
696,1400040,
697,1400050,
698,1400060,3027001|3027002
699,1400070,
700,1400080,
701,1400090,3027001|3027002
702,1400100,3027001|3027002
703,1400110,3027001
704,1400120,
705,1400130,
706,1400140,3027001|3027002
707,1400150,
708,1400160,
709,1400170,3027001|3027002
710,1400180,
711,1400190,
712,1400200,3027001|3027002
713,1400210,3027002
714,1400220,3027002
715,1400230,3027002
716,1400240,3027002
717,1400250,3027002
718,1400260,3027002
719,1500010,
720,1500020,
721,1500030,
722,1500040,
723,1500050,201|202|2034003|101
724,1500060,
725,1500070,
726,1500080,
727,1500090,
728,1500100,201|202|2034003|101
729,1500110,
730,1500120,
731,1500130,201|202|2034003|101
732,1500140,
733,1500150,
734,1500160,201|202|2034003|101
735,1500170,
736,1500180,
737,1500190,201|202|2034003|101
738,1500200,
739,1500210,
740,1500220,
741,1500230,201|202|2034003|101
742,1500240,
743,1500250,
744,1500260,
745,1500270,201|202|2034003|101
746,1500280,
747,1500290,
748,1500300,
749,1500310,201|202|2034003|101
750,1500320,
751,1500330,
752,1500340,201|202|2034003|101
753,1500350,
754,1500360,
755,1500370,
756,1500380,
757,1500390,201|202|2034003|101
758,1500400,
759,1500410,
760,1500420,201|202|2034003|101
761,1500430,
762,1500440,
763,1500450,
764,1500460,201|202|2034003|101
765,1500470,
766,1500480,
767,1500490,201|202|2034003|101
768,1500500,
769,1500510,
770,1500520,
771,1500530,201|202|2034003|101
772,1500540,
773,1500550,
774,1500560,
775,1500570,201|202|2034003|101
776,1500580,
777,1500590,
778,1500600,
779,1500610,
780,1500620,
781,1500630,
782,1500640,201|202|2034003|101|3020016
783,1500650,
784,1500660,
785,1500670,
786,1500680,
787,1500690,201|202|2034003|101|3020016
788,1500700,
789,1500710,
790,1500720,
791,1500730,
792,1500740,
793,1500750,
794,1500760,201|202|2034003|101|3020016
795,1500770,
796,1500780,
797,1500790,
798,1500800,
799,1500810,
800,1500820,201|202|2034003|101|3020016
801,1600010,
802,1600020,
803,1600030,
804,1600040,201|202|3060425|101|2031004|501
805,1600050,
806,1600060,
807,1600070,
808,1600080,
809,1600090,201|202|3060425|101|2031004|501
810,1600100,
811,1600110,
812,1600120,
813,1600130,201|202|3060425|101|2031004|501
814,1600140,501
815,1600150,
816,1600160,
817,1600170,201|202|3060425|101|2091032|501
818,1600180,
819,1600190,
820,1600200,
821,1600210,
822,1600220,
823,1600230,
824,1600240,101
825,1600250,
826,1600260,
827,1600270,
828,1600280,
829,1600290,
830,1600300,
831,1600310,
832,1600320,
833,1600330,101
834,1600340,
835,1600350,
836,1600360,
837,1600370,
838,1600380,
839,1600390,
840,1600400,
841,1600410,
842,1600420,
843,1600430,
844,1600440,
845,1600450,101
846,1600460,
847,1600470,
848,1600480,
849,1600490,
850,1600500,
851,1600510,
852,1600520,
853,1600530,
854,1600540,
855,1600550,
856,1600560,
857,1600570,101
858,1600580,
859,1600590,
860,1600600,
861,1600610,
862,1600620,
863,1600630,
864,1600640,
865,1600650,
866,1600660,101
867,1600670,
868,1600680,
869,1600690,
870,1600700,
871,1600710,
872,1600720,
873,1600730,
874,1600740,
875,1600750,
876,1600760,
877,1600770,
878,1600780,101
879,1600790,
880,1600800,
881,1600810,
882,1600820,
883,1600830,
884,1600840,
885,1600850,
886,1600860,101
887,1600870,
888,1600880,
889,1600890,
890,1600900,
891,1600910,
892,1600920,
893,1600930,
894,1600940,
895,1600950,
896,1600960,
897,1600970,
898,1600980,101
899,1700010,102
900,1700020,102
901,1700030,102
902,1700040,3024022
903,1700050,2091166
904,1700060,
905,1700070,3020023
906,1700080,
907,1700090,2090024|3022008
908,1800010,
909,1800020,
910,1800030,
911,1800040,
912,1800050,
913,1800060,
914,1800070,201|202|1051001|2034003|101
915,1800080,201|202|1051001|2034003|101
916,1800090,
917,1800100,
918,1800110,
919,1800120,
920,1800130,201|202|2063001|2034003|101
921,1800140,
922,1800150,
923,1800160,
924,1800170,
925,1800180,
926,1800190,
927,1800200,
928,1800210,
929,1800220,
930,1800230,
931,1800240,
932,1800250,
933,1800260,201|202|2063001|2034003|101
934,1800270,
935,1800280,
936,1800290,
937,1800300,
938,1800310,
939,1800320,201|202|2063001|2034003|101
940,1800330,
941,1800340,
942,1800350,
943,1800360,
944,1800370,201|202|2063001|2034003|101
945,1800380,
946,1800390,
947,1800400,201|202|2063001|2034003|101
948,1800410,3060237
949,1800420,
950,1800430,
951,1800440,
952,1800450,201|202|2063001|2034003|101
953,1800460,
954,1800470,
955,1800480,201|202|2063001|2034003|101
956,1800490,
957,1800500,201|202|2063001|2034003|101
958,1800510,
959,1800520,
960,1800530,201|202|2063001|2034003|101
961,1800540,
962,1800550,
963,1800560,
964,1800570,201|202|2063001|2034003|101
965,1800580,
966,1800590,
967,1800600,
968,1800610,201|202|2063001|2034003|101
969,1800620,
970,1800630,
971,1800640,
972,1800650,
973,1800660,201|202|2063001|2034003|101
974,1800670,
975,1800680,
976,1800690,201|202|2063001|2034003|101
977,1800700,
978,1800710,
979,1800720,201|202|2063001|2034003|101
980,1800730,
981,1800740,201|202|2063001|2034003|101
982,1800750,
983,1800760,
984,1800770,201|202|2063001|2034003|101
985,1800780,
986,1800790,
987,1800800,
988,1800810,201|202|2063001|2034003|101
989,1800820,
990,1800830,
991,1800840,
992,1800850,201|202|2063001|2034003|101
993,1800860,
994,1800870,
995,1800880,
996,1800890,201|202|2063001|2034003|101
997,1800900,
998,1800910,
999,1800920,201|202|2063001|2034003|101
1000,1800930,
1001,1800940,201|202|2063001|2034003|101
1002,1800950,
1003,1800960,
1004,1800970,
1005,1800980,201|202|2063001|2034003|101
1006,1800990,
1007,1801000,
1008,1801010,
1009,1801020,201|202|2063001|2034003|101
1010,1801030,
1011,1801040,
1012,1801050,
1013,1801060,201|202|2063001|2034003|101
1014,1801070,
1015,1801080,
1016,1801090,
1017,1801100,201|202|2063001|2034003|101
1018,1801110,
1019,1801120,
1020,1801130,
1021,1801140,201|202|2063001|2034003|101
1022,1801150,
1023,1801160,
1024,1801170,201|202|2063001|2034003|101
1025,1801180,
1026,1801190,
1027,1801200,
1028,1801210,
1029,1801220,201|202|2063001|2034003|101
1030,1801230,
1031,1801240,
1032,1801250,
1033,1801260,201|202|2063001|2034003|101
1034,1801270,
1035,1801280,
1036,1801290,
1037,1801300,201|202|2063001|2034003|101
1038,1801310,
1039,1801320,
1040,1801330,
1041,1801340,201|202|2063001|2034003|101
1042,1801350,
1043,1801360,
1044,1801370,
1045,1801380,
1046,1801390,201|202|2063001|2034003|101
1047,1801400,
1048,1801410,
1049,1801420,
1050,1801430,
1051,1801440,201|202|2063001|2034003|101
1052,1801450,
1053,1801460,
1054,1801470,
1055,1801480,201|202|2063001|2034003|101
1056,1801490,
1057,1801500,
1058,1801510,
1059,1801520,
1060,1801530,
1061,1801540,201|202|2063001|2034003|101
1062,1801550,
1063,1801560,
1064,1801570,
1065,1801580,201|202|2063002|2063001|2034003|101
1066,1801590,
1067,1801600,
1068,1801610,
1069,1801620,201|202|2063002|2063001|2034003|101
1070,1801630,
1071,1801640,
1072,1801650,201|202|2063002|2063001|2034003|101
1073,1801660,201|202|2063002|2063001|2034003|101
1074,1801670,
1075,1801680,201|202|2063002|2063001|2034003|101
1076,1801690,
1077,1801700,
1078,1801710,
1079,1801720,
1080,1801730,
1081,1801740,
1082,1801750,201|202|2063001|2034003|101
1083,1801760,201|202|2063001|2034003|101
1084,1801770,
1085,1801780,
1086,1801790,
1087,1801800,201|202|2040018|2063001|2034003|101
1088,1801810,201|202|2040018|2063001|2034003|101
1089,1801820,201|202|2040018|2063001|2034003|101
1090,1801830,201|202|2040018|2063001|2034003|101
1091,1801840,201|202|2040018|2063001|2034003|101
1092,1801850,
1093,1801860,
1094,1801870,
1095,1801880,201|202|2040018|2063001|2034003|101
1096,1801890,201|202|2040018|2063001|2034003|101
1097,1801950,
1098,1801960,
1099,1801970,
1100,1801980,
1101,1801990,201|202|2063002|2063001|2034003|101
1102,1802000,
1103,1802010,
1104,1802020,
1105,1802030,
1106,1802040,201|202|2040020|2063001|2034003|101
1107,1802050,201|202|2040020|2063001|2034003|101
1108,1802060,
1109,1802070,201|202|2040020|2063001|2034003|101
1110,1802080,
1111,1802090,
1112,1802100,201|202|2040020|2063001|2034003|101
1113,1802110,
1114,1802120,
1115,1802130,201|202|2040021|2063001|2091615|101
1116,1802140,201|202|2040021|2063001|2091617|101
1117,1802150,201|202|2040021|2063001|2091616|101
1118,1802160,
1119,1802170,
1120,1802180,
1121,1802190,
1122,1802200,201|202|2040021|2063001|2034003|101
1123,1900010,202
1124,1900020,202
1125,1900030,202
1126,1900040,
1127,1900050,3027006
1128,1900060,202
1129,1910010,
1130,1910020,
1131,1910030,501|101
1132,1910040,501|101
1133,1910050,501|101
1134,1910060,501|101
1135,1910070,501|101
1136,1910080,501|101
1137,1910090,501|101
1138,1910100,501|101
1139,1910110,501|101
1140,1910120,501|101
1141,1910130,501|101
1142,1910140,1059023|501|101
1143,1910150,501|101
1144,1910160,501|101
1145,1910170,501|101
1146,1910180,501|101
1147,1910190,501|101
1148,1910200,1059024|501|101
1149,1910210,1059024|501|101
1150,1920010,3026005|2090043|101
1151,1920020,3024023|2090022|101
1152,1920030,2091112|2090044|101
1153,1920040,1059025|2034003|2090023|101
1154,1930010,2091142
1155,1930020,2091143
1156,1930030,2091144
1157,1930040,2091145
1158,1940010,101
1159,2043010,1290016|1290017|1290004|1290014|1290053|1290003|1280004|1290009
1160,2043020,2043001
1161,2043030,2043001
1162,2043040,2043001
1163,2043050,2043001
1164,2043060,2043001
1165,2043070,2043001
1166,2043080,2043001
1167,2043090,2043001
1168,2043100,2043001
1169,2043110,2043001
1170,2043120,2043001
1171,2043200,104|2043002
1172,2043210,102|2043002
1173,2043220,102|2043002
1174,2043230,102|2043002
1175,2043240,102|2043002
1176,2043250,102|2043002
1177,2043260,1010072|2043002
1178,2043270,1010073|2043002
1179,2043280,102|2043002
1180,2043290,102|2043002
1181,2043300,102|2043002
1182,2043310,2043002
1183,2043320,2043002
1184,2043330,2043002
1185,2043340,2043002
1186,2043350,1059075|2043002
1187,2043360,2043002
1188,2043370,2043002
1189,2043380,2043002
1190,2043390,2043002
1191,2043400,2043002
1192,2043410,2043002
1193,2043420,2043002
1194,2043430,2043002
1195,2043440,2043002
1196,2043450,1059076|2043002
1197,2043460,2043002
1198,2043470,2043002
1199,2043480,2043002
1200,2043490,2043002
1201,2043500,2043002
1202,2043510,2043002
1203,2043520,2043002
1204,2043530,2043002
1205,2043540,2043002
1206,2043550,2043002
1207,2043560,2043002
1208,2043570,2043002
1209,2043580,2043002
1210,2043590,2043002
1211,2043600,2043002
1212,2043610,2043002
1213,2043620,2043002
1214,2043630,2043002
1215,2043640,2043002
1216,2043650,2043002
1217,2043660,2043002
1218,2043670,2043002
1219,2043680,2043002
1220,2043690,2043002
1221,2043700,2043002
1222,2100010,
1223,2100020,
1224,2100030,3023002|2090025|2090026|1270002|2060009|2060010|3020007|3020003|3020004|3021001|2090019|2034003|2035002|3020001|3020002|2090021|2031004|101|401
1225,2100040,401|101
1226,2100050,
1227,2100060,
1228,2100070,
1229,2100080,
1230,2100090,1270010|3023002|1270007|1270008|1270009|2034002|2034001|2034003
1231,2100100,1270001|1270002|2034001|3020001|3020002|1270010|101
