Id,Desc,BarberStyleID,Hair,Head,Eyes,EyesColor,Eye,EyeColor,Adorment,Mouth,Body,Lower,IsHikaru,VehicleId,Weapon,WeaponEx,Helmet,Back,Tail,Cart,Mount,HeadPortrait
编号,描述,头发,头发,头部,眼睛,眼睛颜色,眼睛,颜色,脸饰,嘴饰,上身,下身,身体模型是否有高光,载具（坐骑）,主手武器,副手武器,头盔,后背,尾巴,手推车,坐骑,头像快照（旋转|位置|大小）
60,弓箭手（男）,201303,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Archer_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
61,弓箭手（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Archer_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
70,商人（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Merchant_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
71,商人（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Merchant_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1020,骑士（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Knight_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1021,骑士（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Knight_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1120,十字军（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Crusader_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1121,十字军（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Crusader_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1030,牧师（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Priest_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1031,牧师（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Priest_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1130,武僧（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Monk_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1131,武僧（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Monk_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1040,巫师（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Wizard_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
1041,巫师（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Wizard_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
1140,贤者（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Sage_M_ErJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
1141,贤者（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Sage_F_ErJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
1050,刺客（男）,201303,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Assassin_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1051,刺客（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Assassin_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1060,猎人（男）,201303,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Hunter_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1061,猎人（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Hunter_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1160,诗人（男）,201303,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Bard_M_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1161,舞娘（女）,0,Common_F_WuNiang01_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Dancer_F_ErJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1070,铁匠（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Blacksmith_M_ErJieTaoZhuang01_Body,,1,,,,,Back_TieJiangBao_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1071,铁匠（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Blacksmith_F_ErJieTaoZhuang01_Body,,1,,,,,Back_TieJiangBao_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1170,炼金术士（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Alchemist_M_ErJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1171,炼金术士（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Alchemist_F_ErJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2020,骑士领主（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,LordKnight_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
2021,骑士领主（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,LordKnight_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
2120,圣殿十字军（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Paladin_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
2121,圣殿十字军（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Paladin_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
2030,神官（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,HighPriest_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2031,神官（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,HighPriest_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2130,武术宗师（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Champion_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2131,武术宗师（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Champion_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2040,超魔导士（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,HighWizard_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
2041,超魔导士（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,HighWizard_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
2140,智者（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Scholar_M_SanJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
2141,智者（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Scholar_F_SanJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
2050,十字刺客（男）,201303,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,AssassinCross_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2051,十字刺客（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,AssasinCross_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2060,神射手（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Sniper_M_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2061,神射手（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Sniper_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2160,搞笑艺人（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Minstrel_M_SanJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2161,冷艳舞姬（女）,0,Common_F_WuNiang02_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Gypsy_F_SanJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2070,神工匠（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,WhiteSmith_M_SanJieTaoZhuang01_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2071,神工匠（女）,301001,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,WhiteSmith_F_SanJieTaoZhuang01_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2170,创造者（男）,201303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Creator_M_SanJieTaoZhuang_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
2171,创造者（女）,0,Common_F_SanJieTaoZhuang_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Creator_F_SanJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100002,门卫,0,Common_M_MenWei_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_MenWei_Body,,0,,Spear_MenWei_01_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1001000,初心者（男）,200103,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Novice_M_ChuShengZhuang_Body,,1,,,,,Back_ChuShengZhuangBeiBao01_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1001001,初心者（女）,300101,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Novice_F_ChuShengZhuang_Body,,1,,,,,Back_ChuShengZhuangBeiBao02_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1002000,剑士（男）,200101,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1002001,剑士（女）,300201,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Swordman_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1003000,服事（男）,200304,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Acolyte_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1003001,服事（女）,300301,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Acolyte_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1004000,法师（男）,200401,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Magician_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
1004001,法师（女）,300216,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Magician_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
1005000,盗贼（男）,200403,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Thief_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1005001,盗贼（女）,300501,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Thief_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1007000,弓箭手（男）,200515,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Archer_M_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1007001,弓箭手（女）,300102,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Archer_F_YiJieTaoZhuang_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1008000,骑士领主（男）,200601,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,LordKnight_M_SanJieTaoZhuang01_Body,,1,,Sword_002_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1008001,骑士领主（女）,300201,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,LordKnight_F_SanJieTaoZhuang01_Body,,1,,Sword_002_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
1009000,神官（男）,200304,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,HighPriest_M_SanJieTaoZhuang01_Body,,1,,Stick_003_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1009001,神官（女）,301010,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,HighPriest_F_SanJieTaoZhuang01_Body,,1,,Stick_003_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1010000,超魔导士（男）,200401,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,HighWizard_M_SanJieTaoZhuang01_Body,,1,,Stick_004_Weapon,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
1010001,超魔导士（女）,301201,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,HighWizard_F_SanJieTaoZhuang01_Body,,1,,Stick_004_Weapon,,,,,,,-5=22=0|0.01=1.55=0|0.27=0.27=1
1011000,十字刺客（男）,200715,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,AssassinCross_M_SanJieTaoZhuang01_Body,,1,,Dagger_003_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1011001,十字刺客（女）,300501,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,AssasinCross_F_SanJieTaoZhuang01_Body,,1,,Dagger_003_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1012000,神射手（男）,200515,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Sniper_M_SanJieTaoZhuang01_Body,,1,,Bow_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1012001,神射手（女）,301101,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Sniper_F_SanJieTaoZhuang01_Body,,1,,Bow_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1013000,神工匠（男）,200508,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,WhiteSmith_M_SanJieTaoZhuang01_Body,,0,,AxeEX_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
1013001,神工匠（女）,300411,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,WhiteSmith_F_SanJieTaoZhuang01_Body,,1,,AxeEX_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100001,卡普拉职员1,0,Common_F_NPCKaPuLa_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_KaPuLa_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100003,道具商人,0,Common_F_NPCDaoJuShangRen_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_DaoJuShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100004,小店商人,0,Common_F_XiaoDianShangRen01_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_XiaoDianShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100005,纳迷,300503,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,NPC_F_NaMi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100006,艾留斯,0,Common_M_Ailiusi_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,NPC_M_Ailiusi_Body,,0,,prop_001_Jingzi_weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100007,,204415,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030004,9,,,NPC_M_ShiShangBianJi_Body,,0,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100013,忽克连,0,Common_M_HuKeLian_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_HuKeLian_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100015,牛虻公会情报人员,0,Common_M_LiuMangGongHuiQingBaoRenYuan_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_LiuMangGongHuiQingBaoRenYuan_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100016,魔法师公会成员,0,Common_M_MoFaShiGongHui_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_MoFaShiGongHui_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100018,时尚造型师,200304,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_ShiShangZaoXingShi_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100019,贤者,0,Common_M_XianZhe_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_XianZhe_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100020,研究学者,0,Common_M_YanJiuXueZhe_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_YanJiuXueZhe_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100021,装备商人,0,Common_M_ZhuangBeiShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_ZhuangBeiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100025,结婚服务人员,0,Common_F_JieHunFuWuRenYuan_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_JieHunFuWuRenYuan_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100026,魔物学者,300310,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_MoWuXueZhe_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100027,成年女性1,0,Common_F_NvChengNian_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_NvChengNian_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100028,药术士公会成员,0,Common_F_YaoShuShiGongHuiChengYuan_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_YaoShuShiGongHuiChengYuan_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100029,尤诺,0,Common_F_YouLuo_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_F_YouLuo_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100031,达纳托斯,0,Common_M_DaNaTuoSi_Hair,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,NPC_M_DaNaTuoSi_Body,,0,,Sword_501_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100033,自拼新娘（小店商人）,0,Common_F_XiaoDianShangRen01_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Fashion_F_JieHunLiFu_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100034,自拼安德鲁（骑士领主—男）,200601,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,LordKnight_M_SanJieTaoZhuang01_Body,,1,,Sword_501_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100035,自拼新郎安德鲁（骑士领主—男）,200601,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Fashion_M_JieHunLiFu_Body,,1,,,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100036,自拼芙蕾雅,300503,,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Fashion_F_EMo_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100037,自拼婚纱老板娘,0,Common_F_JieHunFuWuRenYuan_Hair,Common_F_Default_Head,Common_F_Default_Eyes,137=96=96,6031001,4,,,Fashion_F_JieHunLiFu_Body,,1,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100039,坐下卡尔西,0,Common_M_ZhuangBeiShangRen_Hair,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6031001,4,,,NPC_M_ZhuangBeiShangRen_Body,,0,,,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100040,初心者（男呆毛）NPC用,200101,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Novice_M_ChuShengZhuang_Body,,1,,Dagger_001_Weapon,,,Back_ChuShengZhuangBeiBao01_01,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100041,剑士（男小仙男）NPC用,200204,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Swordman_M_YiJieTaoZhuang_Body,,1,,Sword_001_Weapon,,,,,,,-5=22=0|-0.02=1.53=0|0.27=0.27=1
100042,服事（男万事屋阿银）NPC用,200303,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Acolyte_M_YiJieTaoZhuang_Body,,1,,Stick_002_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100043,法师（男火焰头）NPC用,200403,,Common_M_Default_Head,Common_M_Default_Eyes,137=96=96,6030001,4,,,Magician_M_YiJieTaoZhuang_Body,,1,,Stick_001_Weapon,,,,,,,-5=22=0|-0.01=1.55=0|0.27=0.27=1
100044,盗贼（男阳光男）NPC用,200505,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Thief_M_YiJieTaoZhuang_Body,,1,,Dagger_001_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
100045,弓箭手（男骑士领主）NPC用,200606,,Common_M_Default_Head,Common_F_Default_Eyes,137=96=96,6030001,4,,,Archer_M_YiJieTaoZhuang_Body,,1,,Bow_001_Weapon,,,,,,,-5=22=0|0=1.53=0|0.27=0.27=1
