ItemID,ItemName,ItemAtlas,ItemIcon,TypeTab,Subclass,SortID,LevelLimit,ItemQuality,IsRare,Star,ItemDescription,ItemDesType,SexLimit,Profession,Overlap,PromptFx,CanStorehouse,CanCart,CanQuick,RecycleValue,GuildUpsetPrice,ShowRecycleButton,QuickUse,AccessPrompt,CanUse,Weight,MerchantAddition,TimeType,CountTime,ParentID,IsFAQImport,TimeLimitRecycleValue,LocalizationArea,TaskItemAbandon
3060011,泉水,Icon_ItemConsumables01,UI_icon_item_shuishuxingdikangyaoshui.png,9,901,109060011,0=-1,0,,,浇花用的清澈泉水,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060012,蛋壳碎片(任务道具),Icon_ItemMaterial01,UI_icon_item_qianghuajinshu2.png,9,901,109060012,0=-1,0,,,还比较完整的大嘴鸟蛋壳碎片，微微散发着一股腥味,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060013,曼特花,Icon_ItemMaterial01,UI_icon_item_xinaleihua.png,9,901,109060013,0=-1,0,,,可消除记忆的白色植物，含有让人忘却苦痛的成分,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060014,星星草籽,Icon_ItemMaterial01,UI_icon_item_xinaleihua.png,9,901,109060014,0=-1,0,,,能制造强力恢复药剂的材料,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060015,疗伤药水(任务道具1),Icon_ItemConsumables01,UI_icon_item_yaoshuired.png,9,901,109060015,0=-1,0,,,将红色的药草捣碎制成的体力恢复剂，可恢复少量HP,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060016,纯洁之翼徽章(任务道具),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060016,0=-1,0,,,纯洁之翼徽章,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060017,小钱包,Icon_ItemConsumables01,UI_icon_item_tongbidaizi.png,9,901,109060017,0=-1,0,,,含有一些铜币的小钱包,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060018,神秘吊坠,Icon_ItemMaterial02,UI_icon_item_nvshendeyanlei.png,9,901,109060018,0=-1,0,,,你发现了一个神秘吊坠!,,2,0=0,99,0,1,1,1,,,0,0,,1,1,0,,,,,,,
3060019,纯洁之翼徽章(任务道具1),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060019,0=-1,0,,,纯洁之翼徽章,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060020,一束鲜花(任务道具),Icon_ItemMaterial03,UI_icon_item_yishuxianhua.png,9,901,109060020,0=-1,0,,,一束鲜花,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060021,纯洁之翼徽章,Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060021,0=-1,0,,,纯洁之翼徽章,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060022,牧师的符咒(任务道具),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060022,0=-1,0,,,牧师的符咒,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060023,牧师的符咒(任务道具1),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060023,0=-1,0,,,牧师的符咒,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060024,牧师的符咒(任务道具2),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060024,0=-1,0,,,牧师的符咒,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060025,牧师的符咒,Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060025,0=-1,0,,,牧师的符咒,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060026,疗伤药水(任务道具2),Icon_ItemConsumables01,UI_icon_item_yaoshuired.png,9,901,109060026,0=-1,0,,,将红色的药草捣碎制成的体力恢复剂，可恢复少量HP,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060027,永不凋谢的玫瑰,Icon_ItemMaterial03,UI_icon_item_yonghengmeigui.png,9,901,109060027,0=-1,0,,,每个人鱼都有个悲伤的故事,,2,0=0,99,0,0,0,0,,,0,0,,1,1,,,,,,,,
3060028,人鱼的眼泪,Icon_ItemMaterial01,UI_icon_item_yanleijiejing.png,9,901,109060028,0=-1,0,,,人鱼的眼泪,,2,0=0,99,0,0,0,0,,,0,0,,1,1,,,,,,,,
3060029,人鱼秘药,Icon_ItemConsumables01,UI_icon_item_yaoshuired.png,9,901,109060029,0=-1,0,,,人鱼特制的秘药，能治疗古娜的伤,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060030,家主的证据,Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060030,0=-1,0,,,家主的证据,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060031,香蕉(任务道具),Icon_ItemConsumables01,UI_icon_item_xiangjiao.png,9,901,209060031,0=-1,1,,,猴子喜欢吃的香蕉,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060032,红菇,Icon_ItemMaterial03,UI_icon_item_honggu.png,9,901,209060032,0=-1,1,,,红色的蘑菇，看起来很好吃,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060033,香蕉(任务道具1),Icon_ItemConsumables01,UI_icon_item_xiangjiao.png,9,901,209060033,0=-1,1,,,猴子喜欢吃的香蕉,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060034,哥布林吹箭,Icon_ItemMaterial02,UI_icon_item_xiutiejianshi.png,9,901,109060034,0=-1,0,,,哥布林吹箭,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060035,哥布林喷气包,Icon_ItemMaterial03,UI_icon_item_gebulinpenqibao.png,9,901,109060035,0=-1,0,,,哥布林喷气包,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060036,变身树叶,Icon_ItemMaterial02,UI_icon_item_yangshenyaocao.png,9,901,109060036,0=-1,0,,,变身道具,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060037,哥布林战利品,Icon_ItemMaterial02,UI_icon_item_sankelazuanshi.png,9,901,109060037,0=-1,0,,,哥布林收藏的宝贝,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060038,巴雷蒙德残卷,Icon_ItemMaterial02,UI_icon_item_baleimengdecanjuan.png,9,901,109060038,0=-1,0,,,巴雷蒙德残卷,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060039,2000铜币,Icon_ItemConsumables01,UI_icon_item_tongbidaizi.png,9,901,109060039,0=-1,0,,,钱袋子,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060040,戏精上身,Icon_ItemHeadwear01,UI_icon_item_gebulinguowangmianju.png,9,901,109060040,0=-1,0,,,变身,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060041,检查仪器,Icon_ItemConsumables01,UI_icon_item_fangdajing.png,9,901,109060041,0=-1,0,,,快速检查伤势用的仪器,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060042,传送水晶,Icon_ItemMaterial02,UI_icon_item_molilanbaoshi.png,9,901,109060042,0=-1,0,,,家主给的神秘水晶，结合家主的魔法，能快速传出吉芬塔,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060043,哥布林面具碎片(任务道具),Icon_ItemHeadwear01,UI_icon_item_gebulinmianju.png,9,901,109060043,0=-1,0,,,哥布林的面具，喜怒哀乐都有,,2,0=0,99,0,0,0,0,,,0,0,,1,1,,,,,,,,
3060044,火石,Icon_ItemMaterial03,UI_icon_item_HuoShi.png,9,901,109060044,0=-1,0,,,哥布林用来生活的工具,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060045,哥布林刺锤,Icon_ItemMaterial03,UI_icon_item_gebulincichui.png,9,901,109060045,0=-1,0,,,哥布林刺锤,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060046,疗伤药水(任务道具3),Icon_ItemConsumables01,UI_icon_item_yaoshuired.png,9,901,109060046,0=-1,0,,,将红色的药草捣碎制成的体力恢复剂，可恢复少量HP,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060047,变身叶子(任务道具),Icon_ItemConsumables01,UI_icon_item_huangsexiangjiao.png,9,901,109060047,0=-1,0,,,狸猫身上掉落的叶子,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060048,变身叶子(任务道具1),Icon_ItemConsumables01,UI_icon_item_huangsexiangjiao.png,9,901,109060048,0=-1,0,,,可以变身的叶子,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060049,伴手礼,Icon_ItemConsumables01,UI_icon_item_liaolililiang.png,9,901,109060049,0=-1,0,,,把这个送给狸猫王,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060050,毒牙,Icon_ItemMaterial01,UI_icon_item_bianfuya.png,9,901,109060050,0=-1,0,,,青蛇的掉落物,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060051,小野猪尸体,Icon_ItemConsumables01,UI_icon_item_rou.png,9,901,109060051,0=-1,0,,,西门的那只狂暴小野猪被你消灭以后……就变成了野猪肉，哇哦，你好残忍！,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060052,营养蚯蚓,Icon_ItemMaterial03,UI_icon_item_yingyangqiuyin.png,9,901,109060052,0=-1,0,,,大嘴鸟的最爱,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060053,勇气的证明(任务道具),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060053,0=-1,0,,,通过转职试炼获得的转职信物,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060054,魔法变身药剂(任务道具),Icon_ItemConsumables01,UI_icon_item_yaoshuired.png,9,901,109060054,0=-1,0,,,拥有未知魔力的神奇药水,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060055,弥斯特之弓(任务道具),Icon_ItemEquip01,UI_icon_item_chitianshizhigong.png,9,901,109060055,0=-1,0,,,弓神弥斯特曾经使用的弓箭,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060056,圣水(任务道具),Icon_ItemConsumables01,UI_icon_item_baisenengliangye.png,9,901,109060056,0=-1,0,,,"在圣礼上所使用的圣水,具有祈福的功效，可以治疗陷入 诅咒的状态",,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060058,圣水(任务道具1),Icon_ItemConsumables01,UI_icon_item_baisenengliangye.png,9,901,109060058,0=-1,0,,,"在圣礼上所使用的圣水,具有祈福的功效，可以治疗陷入 诅咒的状态",,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060059,弥斯特之弓,Icon_ItemEquip03,UI_icon_item_lierenzhigong.png,9,901,109060059,0=-1,0,,,弓神弥斯特曾经使用的弓箭,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060061,冰淇淋(任务道具),Icon_ItemConsumables02,UI_icon_item_bingqilin.png,9,901,109060061,0=-1,0,,,冰淇淋，味道很棒,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060062,变态蚯蚓,Icon_ItemMaterial02,UI_icon_item_biantaiqiuyin.png,9,901,109060062,0=-1,0,,,"变态蚯蚓,脖子上有红色蝴蝶结,是魔物小鸡最喜爱的食物",,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060063,一束鲜花,Icon_ItemMaterial03,UI_icon_item_yishuxianhua.png,9,901,109060063,0=-1,0,,,一束鲜花，花香清幽,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,12002470
3060064,讨伐队证明,Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060064,0=-1,0,,,加入下水道的凭证,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060065,一封信件(任务道具1),Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060065,0=-1,0,,,一封特殊的信件，需要送到收信人手中,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060066,一封信件,Icon_ItemMaterial01,UI_icon_item_xinjian.png,9,901,109060066,0=-1,0,,,一封特殊的信件，需要送到收信人手中,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060067,许愿瓶,Icon_ItemMaterial04,UI_icon_item_piaoliuxuyuanping.png,9,901,109060067,0=-1,0,,,把你的愿望装在里面扔向河里，随着河流飘向远方，不知道会被谁捞起……,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060068,蟹壳寄生贝(任务道具),Icon_ItemMaterial03,UI_icon_item_Shirenzhijiao.png,9,901,109060068,0=-1,0,,,蟹壳寄生贝,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060069,兽人货币(任务道具),Icon_ItemMaterial03,UI_icon_item_Shourenzhanshizhizheng.png,9,901,109060069,0=-1,0,,,兽人货币,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060070,树妖的胡须,Icon_ItemHeadwear01,UI_icon_item_huxu.png,9,901,109060070,0=-1,0,,,树妖的胡须,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060071,螃蟹钳子(任务道具),Icon_ItemMaterial03,UI_icon_item_Shirenzhijiao.png,9,901,109060071,0=-1,0,,,螃蟹钳子,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060072,兽人奶嘴(任务道具),Icon_ItemMaterial03,UI_icon_item_Shourenzhanshizhizheng.png,9,901,109060072,0=-1,0,,,兽人奶嘴,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060073,大嘴鸟喙(任务道具),Icon_ItemMaterial04,UI_icon_item_niaozhijia.png,9,901,109060073,0=-1,0,,,大嘴鸟喙,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060074,水母的头部,Icon_ItemMaterial01,UI_icon_item_xinaleihua.png,9,901,109060074,0=-1,0,,,水母的头部,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060075,木乃伊的绷带,Icon_ItemMaterial01,UI_icon_item_baibaoshi.png,9,901,109060075,0=-1,0,,,木乃伊的绷带,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060076,绿腐尸的牙齿,Icon_ItemMaterial01,UI_icon_item_bianfuya.png,9,901,109060076,0=-1,0,,,绿腐尸的牙齿,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060077,狼牙,Icon_ItemMaterial01,UI_icon_item_bianfuya.png,9,901,109060077,0=-1,0,,,狼牙,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060078,大嘴鸟喙,Icon_ItemMaterial04,UI_icon_item_niaozhijia.png,9,901,109060078,0=-1,0,,,大嘴鸟喙,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060079,红蝙蝠翼手(任务道具),Icon_ItemMaterial03,UI_icon_item_Hongsebianfuchibang.png,9,901,109060079,0=-1,0,,,红蝙蝠翼手,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060080,兽人货币,Icon_ItemMaterial03,UI_icon_item_Shourenzhanshizhizheng.png,9,901,109060080,0=-1,0,,,兽人货币,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060081,基尔瑟的眼镜(任务道具),Icon_ItemHeadwear02,UI_icon_item_yanjingtoushi.png,9,901,109060081,0=-1,0,,,基尔瑟的眼镜,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060082,哥布林面具碎片,Icon_ItemHeadwear01,UI_icon_item_gebulinmianju.png,9,901,109060082,0=-1,0,,,哥布林面具碎片,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060083,基尔瑟的眼镜,Icon_ItemHeadwear02,UI_icon_item_yanjingtoushi.png,9,901,109060083,0=-1,0,,,基尔瑟的眼镜,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060084,海盗的破头巾(任务道具),Icon_ItemHeadwear01,UI_icon_item_haidaotoujin.png,9,901,109060084,0=-1,0,,,海盗的破头巾,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060085,蟹壳寄生贝,Icon_ItemMaterial03,UI_icon_item_Shirenzhijiao.png,9,901,109060085,0=-1,0,,,蟹壳寄生贝,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060086,封印石,Icon_ItemMaterial01,UI_icon_item_zhufushi.png,9,901,109060086,0=-1,0,,,可以加固恶魔封印的魔力神石！,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060087,糕点,Icon_ItemConsumables02,UI_icon_item_qiaokelinaiyoudangao.png,9,901,109060087,0=-1,0,,,可以加固恶魔封印的魔力神石！,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060088,白蚁唾液,Icon_ItemMaterial01,UI_icon_item_nianchouyeti.png,9,901,109060088,0=-1,0,,,黑蚁后腿,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060089,人鱼结晶,Icon_ItemMaterial01,UI_icon_item_jielebijiejing.png,9,901,109060089,0=-1,0,,,沙漠之狼皮,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060090,烹饪调料,Icon_ItemMaterial01,UI_icon_item_heiseranliao.png,9,901,109060090,0=-1,0,,,烧烤用的调料,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060091,魔物变身卡,Icon_ItemMaterial03,UI_icon_item_suijikapian.png,9,901,109060091,0=-1,0,,,骑士团专门定制的，用于伪装用的变身卡，使用后能伪装成魔物不被发现。此卡能在潜入下水道时使用。,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060100,念力手套,Icon_ItemMaterial02,UI_icon_item_xiaoemozhiyi.png,9,901,109060100,0=-1,0,,,一对完整的蝙蝠翅膀,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060101,50Z,Icon_ItemMaterial02,UI_icon_item_saiyifa.png,9,901,109060101,0=-1,0,,,璀璨的水晶，蕴含着未知的能量,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060102,神秘药剂,Icon_ItemMaterial02,UI_icon_item_shenmishuijing.png,9,901,109060102,0=-1,0,,,璀璨的水晶，蕴含着未知的能量,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060103,归还水晶,Icon_ItemMaterial02,UI_icon_item_shenzhijinshujianshi.png,9,901,109060103,0=-1,0,,,锋利的箭翎,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060108,500铜币,Icon_ItemConsumables01,UI_icon_item_Zeng.png,9,901,109060108,0=-1,0,,,看什么看，没看过钱？,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060109,耐性烙印,Icon_ItemConsumables01,UI_icon_item_kongping.png,9,901,109060109,0=-1,0,,,耐性烙印,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060110,混合液3号,Icon_ItemMaterial04,UI_icon_Kalebodiyaoshui.png,9,901,109060110,0=-1,0,,,有一点泡泡在不停的冒出，这东西真的能喝吗。,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060111,混合液3号配方,Icon_ItemConsumables01,UI_icon_item_kongping.png,9,901,109060111,0=-1,0,,,混合液3号配方,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060112,疯兔绒毛,Icon_ItemMaterial01,UI_icon_item_roumao.png,9,901,109060112,0=-1,0,,,疯兔绒毛,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060113,银制圆盘,Icon_ItemEquip01,UI_icon_item_aoerliangdetiepan.png,9,901,109060113,0=-1,0,,,银制圆盘,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060114,清澈的水,Icon_ItemConsumables01,UI_icon_item_niunai.png,9,901,109060114,0=-1,0,,,清澈的水,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060115,十字吊坠,Icon_ItemEquip03,UI_icon_item_xingyunzhulian.png,9,901,109060115,0=-1,0,,,十字吊坠,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060116,视力药水(任务道具),Icon_ItemConsumables02,UI_icon_item_yongbingyongjizhongyaoshui.png,9,901,109060116,0=-1,0,,,视力药水,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060117,玛甘树枝,Icon_ItemConsumables01,UI_icon_item_kushuzhi.png,9,901,109060117,0=-1,0,,,玛甘树枝,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060118,普因特树枝,Icon_ItemMaterial04,UI_icon_item_shuzhi.png,9,901,109060118,0=-1,0,,,普因特树枝,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060119,柔韧的枝条,Icon_ItemMaterial04,UI_icon_item_xiaoshuzhi.png,9,901,109060119,0=-1,0,,,柔韧的枝条,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060120,你的第一支箭矢,Icon_ItemMaterial02,UI_icon_item_jichujianshi.png,9,901,109060120,0=-1,0,,,你的第一支箭矢,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060121,你的第一把弓,Icon_ItemEquip01,UI_icon_item_gong.png,9,901,109060121,0=-1,0,,,你的第一把弓,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060122,毒药,Icon_ItemMaterial04,UI_icon_Ditelimiyaoshui.png,9,901,109060122,0=-1,0,,,毒药,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060123,幸运硬币,Icon_ItemConsumables01,UI_icon_item_Zeng.png,9,901,109060123,0=-1,0,,,幸运硬币,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060124,正确的货物,Icon_ItemMaterial04,UI_icon_item_Wuzi.png,9,901,109060124,0=-1,0,,,正确的货物,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060125,错误的货物,Icon_ItemMaterial04,UI_icon_item_shoutuiche02.png,9,901,109060125,0=-1,0,,,错误的货物,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
3060126,箱子,Icon_ItemMaterial04,UI_icon_item_Zijin.png,9,901,109060126,0=-1,0,,,箱子,,2,0=0,99,0,0,0,0,,,0,0,,1,1,0,,,,,,,
