ID,Comment,RecipeType,BaseRecipe,Stars,ResultID,FailureID,Stamina,Atlas,Icon,Name,DescShort,Desc,Ingredients,SkillLevelNeeded,QTE,AudioID
8020441,什锦饭团,6040,8020441,,7300040,7301470,120,Icon_ItemConsumables01,UI_icon_item_caomeiweimituan.png,什锦饭团,提升生命上限,效果：生命上限+400，持续60分钟，持续时间可叠加,3051206=1|3051009=1|101=10000,,1=2000,13|14|15|16
8020451,热炒蛤蜊,6040,8020451,,7300050,7301480,120,Icon_ItemConsumables02,UI_icon_item_rechaogeli.png,热炒蛤蜊,提升远程物理伤害,效果：远程物理伤害+5%，持续60分钟，持续时间可叠加,3051104=1|3051010=1|101=10000,,1=2000,13|14|15|16
8020461,蟹肉棒,6040,8020461,,7300060,7301490,120,Icon_ItemConsumables02,UI_icon_item_xieroubang.png,蟹肉棒,提升魔法伤害,效果：魔法伤害+5%，持续60分钟，持续时间可叠加,3051205=1|3051004=1|101=10000,,1=2000,13|14|15|16
8020471,金枪鱼串烧,6040,8020471,,7300070,7301500,120,Icon_ItemConsumables01,UI_icon_item_jinqiangyuchuanshao.png,金枪鱼串烧,提升暴击，暴击伤害,效果：暴击+3，暴击伤害+4%，持续60分钟，持续时间可叠加,3051202=1|3051006=1|3051104=1|101=10000,,1=2000,13|14|15|16
8020481,鱼子酱,6040,8020481,,7300080,7301510,120,Icon_ItemConsumables02,UI_icon_item_yuzijiang.png,鱼子酱,提升命中，闪避,效果：命中+5，闪避+5，持续60分钟，持续时间可叠加,3051202=1|3051006=1|101=10000,,1=2000,13|14|15|16
8020491,鲜贝粥,6040,8020491,,7300090,7301520,120,Icon_ItemConsumables02,UI_icon_item_dingjixianbeizhou.png,鲜贝粥,减少吟唱时间,效果：可变吟唱-5%，固定吟唱-1%，持续60分钟，持续时间可叠加,3051206=1|3051010=1|3051009=1|101=10000,,1=2000,13|14|15|16
8020501,武器冶炼50,6070,8020501,,7300110,7301600,150,Icon_ItemConsumables02,UI_icon_item_yinzhen50.png,50级秘银砧,用于改造50级武器,用于改造50级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020511,武器冶炼60,6070,8020511,,7300120,7301610,210,Icon_ItemConsumables02,UI_icon_item_yinzhen60.png,60级秘银砧,用于改造60级武器,用于改造60级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020521,武器冶炼70,6070,8020521,,7300130,7301620,270,Icon_ItemConsumables02,UI_icon_item_yinzhen70.png,70级秘银砧,用于改造70级武器,用于改造70级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020531,武器冶炼80,6070,8020531,,7300140,7301630,330,Icon_ItemConsumables02,UI_icon_item_yinzhen80.png,80级秘银砧,用于改造80级武器,用于改造80级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020541,武器冶炼90,6070,8020541,,7300150,7301640,390,Icon_ItemConsumables02,UI_icon_item_yinzhen90.png,90级秘银砧,用于改造90级武器,用于改造90级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020551,武器冶炼100,6070,8020551,,7300160,7301650,450,Icon_ItemConsumables02,UI_icon_item_yinzhen100.png,100级秘银砧,用于改造100级武器,用于改造100级武器，可使武器在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020601,防具冶炼50,6080,8020601,,7300180,7301600,150,Icon_ItemConsumables02,UI_icon_item_tiezhen50.png,50级铁砧,用于改造50级防具,用于改造50级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020611,防具冶炼60,6080,8020611,,7300190,7301610,210,Icon_ItemConsumables02,UI_icon_item_tiezhen60.png,60级铁砧,用于改造60级防具,用于改造60级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020621,防具冶炼70,6080,8020621,,7300200,7301620,270,Icon_ItemConsumables02,UI_icon_item_tiezhen70.png,70级铁砧,用于改造70级防具,用于改造70级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020631,防具冶炼80,6080,8020631,,7300210,7301630,330,Icon_ItemConsumables02,UI_icon_item_tiezhen80.png,80级铁砧,用于改造80级防具,用于改造80级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020641,防具冶炼90,6080,8020641,,7300220,7301640,390,Icon_ItemConsumables02,UI_icon_item_tiezhen90.png,90级铁砧,用于改造90级防具,用于改造90级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020651,防具冶炼100,6080,8020651,,7300230,7301650,450,Icon_ItemConsumables02,UI_icon_item_tiezhen100.png,100级铁砧,用于改造100级防具,用于改造100级防具，可使防具在范围内随机生成属性,3040009=2|3040013=2,,1=2000,13|14|15|16
8020701,巨大包饭料理3星,6110,8020701,3,7300240,7300240,200,Icon_ItemConsumables02,UI_icon_item_JuDaDanBaoLiaoLi.png,巨大包饭料理,近战物理伤害+15%;生命上限+500,近战物理伤害+15%;生命上限+500,3054303=1|3054103=1|101=200000,,1=2000,13|14|15|16
8020711,明虾寿司3星,6110,8020711,3,7300250,7300250,200,Icon_ItemConsumables02,UI_icon_item_MingXiaShouSi.png,明虾寿司,攻速+10%;生命上限+500,攻速+10%;生命上限+500,3054303=1|3054203=1|101=200000,,1=2000,13|14|15|16
8020721,扇贝寿司3星,6110,8020721,3,7300260,7300260,200,Icon_ItemConsumables02,UI_icon_item_ShanBeiShouSi.png,扇贝寿司,远程物理伤害+15%;生命上限+500,远程物理伤害+15%;生命上限+500,3054303=1|3054403=1|101=200000,,1=2000,13|14|15|16
8020731,蟹肉寿司3星,6110,8020731,3,7300270,7300270,200,Icon_ItemConsumables02,UI_icon_item_XieRouShouSi.png,蟹肉寿司,魔法伤害+15%;生命上限+500,魔法伤害+15%;生命上限+500,3054303=1|3054503=1|101=200000,,1=2000,13|14|15|16
8020741,金枪鱼寿司3星,6110,8020741,3,7300280,7300280,200,Icon_ItemConsumables02,UI_icon_item_JinQiangYuShouSi.png,金枪鱼寿司,暴击+8，暴击伤害+10%;生命上限+500,暴击+8，暴击伤害+10%;生命上限+500,3054303=1|3054603=1|101=200000,,1=2000,13|14|15|16
8020751,鱼子酱寿司3星,6110,8020751,3,7300290,7300290,200,Icon_ItemConsumables02,UI_icon_item_YuZiJiangShouSi.png,鱼子酱寿司,命中+15，闪避+15;生命上限+500,命中+15，闪避+15;生命上限+500,3054303=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020761,海鲜炒饭3星,6110,8020761,3,7300300,7300300,200,Icon_ItemConsumables01,UI_icon_item_shijincaofan.png,海鲜炒饭,可变吟唱-10%，固定吟唱-5%;生命上限+500,可变吟唱-10%，固定吟唱-5%;生命上限+500,3054303=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020771,虾汁拌面3星,6110,8020771,3,7300310,7300310,200,Icon_ItemConsumables02,UI_icon_item_XiaZhiBanMian.png,虾汁拌面,近战物理伤害+15%;攻速+5%,近战物理伤害+15%;攻速+5%,3054103=1|3054203=1|101=200000,,1=2000,13|14|15|16
8020781,海鲜炒面3星,6110,8020781,3,7300320,7300320,200,Icon_ItemConsumables02,UI_icon_item_HaiXianChaoMian.png,海鲜炒面,近战物理伤害+15%;暴击+4，暴击伤害+5%,近战物理伤害+15%;暴击+4，暴击伤害+5%,3054103=1|3054603=1|101=200000,,1=2000,13|14|15|16
8020791,鱼子酱拌面3星,6110,8020791,3,7300330,7300330,200,Icon_ItemConsumables02,UI_icon_item_YuZiJiangBanMian.png,鱼子酱拌面,近战物理伤害+15%;命中+7，闪避+7,近战物理伤害+15%;命中+7，闪避+7,3054103=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020801,扇贝海鲜面3星,6110,8020801,3,7300340,7300340,200,Icon_ItemConsumables02,UI_icon_item_ShanBeiHaiXianMian.png,扇贝海鲜面,近战物理伤害+15%;可变吟唱-5%，固定吟唱-3%,近战物理伤害+15%;可变吟唱-5%，固定吟唱-3%,3054103=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020811,虾夷扇贝3星,6110,8020811,3,7300350,7300350,200,Icon_ItemConsumables02,UI_icon_item_xiayishanbei.png,虾夷扇贝,攻速+10%;远程物理伤害+7%,攻速+10%;远程物理伤害+7%,3054203=1|3054403=1|101=200000,,1=2000,13|14|15|16
8020821,虾汁蟹肉棒3星,6110,8020821,3,7300360,7300360,200,Icon_ItemConsumables02,UI_icon_item_xiazhixieroubang.png,虾汁蟹肉棒,攻速+10%;魔法伤害+7%,攻速+10%;魔法伤害+7%,3054203=1|3054503=1|101=200000,,1=2000,13|14|15|16
8020831,鲜虾金枪鱼拌饭3星,6110,8020831,3,7300370,7300370,200,Icon_ItemConsumables02,UI_icon_item_xianxiajinqiangyubanfan.png,鲜虾金枪鱼拌饭,攻速+10%;暴击+4，暴击伤害+5%,攻速+10%;暴击+4，暴击伤害+5%,3054203=1|3054603=1|101=200000,,1=2000,13|14|15|16
8020841,虾汁鱼子酱3星,6110,8020841,3,7300380,7300380,200,Icon_ItemConsumables02,UI_icon_item_xiazhiyuzijiang.png,虾汁鱼子酱,攻速+10%;命中+7，闪避+7,攻速+10%;命中+7，闪避+7,3054203=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020851,虾酱鲜贝粥3星,6110,8020851,3,7300390,7300390,200,Icon_ItemConsumables02,UI_icon_item_xiajiangxianbeizhou.png,虾酱鲜贝粥,攻速+10%;可变吟唱-5%，固定吟唱-3%,攻速+10%;可变吟唱-5%，固定吟唱-3%,3054203=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020861,海鲜料理3星,6110,8020861,3,7300400,7300400,200,Icon_ItemConsumables02,UI_icon_item_sanwenyusela.png,海鲜料理,远程物理伤害+15%;暴击+4，暴击伤害+5%,远程物理伤害+15%;暴击+4，暴击伤害+5%,3054403=1|3054603=1|101=200000,,1=2000,13|14|15|16
8020871,特制炒蛤蜊3星,6110,8020871,3,7300410,7300410,200,Icon_ItemConsumables02,UI_icon_item_tezhichaogeli.png,特制炒蛤蜊,远程物理伤害+15%;命中+7，闪避+7,远程物理伤害+15%;命中+7，闪避+7,3054403=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020881,扇贝海鲜粥3星,6110,8020881,3,7300420,7300420,200,Icon_ItemConsumables02,UI_icon_item_zhangyuniangaotang.png,扇贝海鲜粥,远程物理伤害+15%;可变吟唱-5%，固定吟唱-3%,远程物理伤害+15%;可变吟唱-5%，固定吟唱-3%,3054403=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020891,海鲜串烧3星,6110,8020891,3,7300430,7300430,200,Icon_ItemConsumables01,UI_icon_item_jinqiangyuchuanshao.png,海鲜串烧,魔法伤害+15%;暴击+4，暴击伤害+5%,魔法伤害+15%;暴击+4，暴击伤害+5%,3054503=1|3054603=1|101=200000,,1=2000,13|14|15|16
8020901,鱼子蟹肉卷3星,6110,8020901,3,7300440,7300440,200,Icon_ItemConsumables02,UI_icon_item_yuzixieroujuan.png,鱼子蟹肉卷,魔法伤害+15%;命中+7，闪避+7,魔法伤害+15%;命中+7，闪避+7,3054503=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020911,干贝蟹肉粥3星,6110,8020911,3,7300450,7300450,200,Icon_ItemConsumables02,UI_icon_item_ganbeixierouzhou.png,干贝蟹肉粥,魔法伤害+15%;可变吟唱-5%，固定吟唱-3%,魔法伤害+15%;可变吟唱-5%，固定吟唱-3%,3054503=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020921,特制金枪鱼串烧3星,6110,8020921,3,7300460,7300460,200,Icon_ItemConsumables02,UI_icon_item_tezhijinqiangyuchuanshao.png,特制金枪鱼串烧,暴击+8，暴击伤害+10%;命中+7，闪避+7,暴击+8，暴击伤害+10%;命中+7，闪避+7,3054603=1|3054703=1|101=200000,,1=2000,13|14|15|16
8020931,干贝金枪鱼粥3星,6110,8020931,3,7300470,7300470,200,Icon_ItemConsumables02,UI_icon_item_ganbeijinqiangyuzhou.png,干贝金枪鱼粥,暴击+8，暴击伤害+10%;可变吟唱-5%，固定吟唱-3%,暴击+8，暴击伤害+10%;可变吟唱-5%，固定吟唱-3%,3054603=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020941,顶级鲜贝粥3星,6110,8020941,3,7300480,7300480,200,Icon_ItemConsumables02,UI_icon_item_dingjixianbeizhou.png,顶级鲜贝粥,命中+15，闪避+15;可变吟唱-5%，固定吟唱-3%,命中+15，闪避+15;可变吟唱-5%，固定吟唱-3%,3054703=1|3054803=1|101=200000,,1=2000,13|14|15|16
8020951,力量智力药剂3星,6120,8020951,3,7300490,7300490,200,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量智力药剂,力量+15;智力+7,力量+15;智力+7,3078013=1|3078016=1|101=200000,,1=2000,13|14|15|16
8020961,力量敏捷药剂3星,6120,8020961,3,7300500,7300500,200,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量敏捷药剂,力量+15;敏捷+7,力量+15;敏捷+7,3078013=1|3078019=1|101=200000,,1=2000,13|14|15|16
8020971,力量灵巧药剂3星,6120,8020971,3,7300510,7300510,200,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量灵巧药剂,力量+15;灵巧+7,力量+15;灵巧+7,3078013=1|3078022=1|101=200000,,1=2000,13|14|15|16
8020981,力量体质药剂3星,6120,8020981,3,7300520,7300520,200,Icon_ItemConsumables01,UI_icon_item_reniunai.png,力量体质药剂,力量+15;体质+7,力量+15;体质+7,3078013=1|3078025=1|101=200000,,1=2000,13|14|15|16
8020991,力量幸运药剂3星,6120,8020991,3,7300530,7300530,200,Icon_ItemConsumables01,UI_icon_item_yaocaofengmicha.png,力量幸运药剂,力量+15;幸运+7,力量+15;幸运+7,3078013=1|3078028=1|101=200000,,1=2000,13|14|15|16
8021001,智力敏捷药剂3星,6120,8021001,3,7300540,7300540,200,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力敏捷药剂,智力+15;敏捷+7,智力+15;敏捷+7,3078016=1|3078019=1|101=200000,,1=2000,13|14|15|16
8021011,智力灵巧药剂3星,6120,8021011,3,7300550,7300550,200,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力灵巧药剂,智力+15;灵巧+7,智力+15;灵巧+7,3078016=1|3078022=1|101=200000,,1=2000,13|14|15|16
8021021,智力体质药剂3星,6120,8021021,3,7300560,7300560,200,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力体质药剂,智力+15;体质+7,智力+15;体质+7,3078016=1|3078025=1|101=200000,,1=2000,13|14|15|16
8021031,智力幸运药剂3星,6120,8021031,3,7300570,7300570,200,Icon_ItemConsumables01,UI_icon_item_putaozhiyaocaocha.png,智力幸运药剂,智力+15;幸运+7,智力+15;幸运+7,3078016=1|3078028=1|101=200000,,1=2000,13|14|15|16
8021041,敏捷灵巧药剂3星,6120,8021041,3,7300580,7300580,200,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷灵巧药剂,敏捷+15;灵巧+7,敏捷+15;灵巧+7,3078019=1|3078022=1|101=200000,,1=2000,13|14|15|16
8021051,敏捷体质药剂3星,6120,8021051,3,7300590,7300590,200,Icon_ItemConsumables01,UI_icon_item_reniunai.png,敏捷体质药剂,敏捷+15;体质+7,敏捷+15;体质+7,3078019=1|3078025=1|101=200000,,1=2000,13|14|15|16
8021061,敏捷幸运药剂3星,6120,8021061,3,7300600,7300600,200,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,敏捷幸运药剂,敏捷+15;幸运+7,敏捷+15;幸运+7,3078019=1|3078028=1|101=200000,,1=2000,13|14|15|16
8021071,灵巧体质药剂3星,6120,8021071,3,7300610,7300610,200,Icon_ItemConsumables01,UI_icon_item_reniunai.png,灵巧体质药剂,灵巧+15;体质+7,灵巧+15;体质+7,3078022=1|3078025=1|101=200000,,1=2000,13|14|15|16
8021081,灵巧幸运药剂3星,6120,8021081,3,7300620,7300620,200,Icon_ItemConsumables01,UI_icon_item_hunheguozhi.png,灵巧幸运药剂,灵巧+15;幸运+7,灵巧+15;幸运+7,3078022=1|3078028=1|101=200000,,1=2000,13|14|15|16
8021091,体质幸运药剂3星,6120,8021091,3,7300630,7300630,200,Icon_ItemConsumables01,UI_icon_item_reniunai.png,体质幸运药剂,幸运+15;体质+7,幸运+15;体质+7,3078025=1|3078028=1|101=200000,,1=2000,13|14|15|16
8021101,巨大包饭料理2星,6110,8020701,2,7300640,7300640,50,Icon_ItemConsumables02,UI_icon_item_JuDaDanBaoLiaoLi.png,巨大包饭料理,近战物理伤害+10%;生命上限+400,近战物理伤害+10%;生命上限+400,3054302=1|3054102=1|101=40000,,1=2000,13|14|15|16
8021111,明虾寿司2星,6110,8020711,2,7300650,7300650,50,Icon_ItemConsumables02,UI_icon_item_MingXiaShouSi.png,明虾寿司,攻速+8%;生命上限+400,攻速+8%;生命上限+400,3054302=1|3054202=1|101=40000,,1=2000,13|14|15|16
8021121,扇贝寿司2星,6110,8020721,2,7300660,7300660,50,Icon_ItemConsumables02,UI_icon_item_ShanBeiShouSi.png,扇贝寿司,远程物理伤害+10%;生命上限+400,远程物理伤害+10%;生命上限+400,3054302=1|3054402=1|101=40000,,1=2000,13|14|15|16
8021131,蟹肉寿司2星,6110,8020731,2,7300670,7300670,50,Icon_ItemConsumables02,UI_icon_item_XieRouShouSi.png,蟹肉寿司,魔法伤害+10%;生命上限+400,魔法伤害+10%;生命上限+400,3054302=1|3054502=1|101=40000,,1=2000,13|14|15|16
8021141,金枪鱼寿司2星,6110,8020741,2,7300680,7300680,50,Icon_ItemConsumables02,UI_icon_item_JinQiangYuShouSi.png,金枪鱼寿司,暴击+5，暴击伤害+7%;生命上限+400,暴击+5，暴击伤害+7%;生命上限+400,3054302=1|3054602=1|101=40000,,1=2000,13|14|15|16
8021151,鱼子酱寿司2星,6110,8020751,2,7300690,7300690,50,Icon_ItemConsumables02,UI_icon_item_YuZiJiangShouSi.png,鱼子酱寿司,命中+10，闪避+10;生命上限+400,命中+10，闪避+10;生命上限+400,3054302=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021161,海鲜炒饭2星,6110,8020761,2,7300700,7300700,50,Icon_ItemConsumables01,UI_icon_item_shijincaofan.png,海鲜炒饭,可变吟唱-8%，固定吟唱-3%;生命上限+400,可变吟唱-8%，固定吟唱-3%;生命上限+400,3054302=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021171,虾汁拌面2星,6110,8020771,2,7300710,7300710,50,Icon_ItemConsumables02,UI_icon_item_XiaZhiBanMian.png,虾汁拌面,近战物理伤害+10%;攻速+4%,近战物理伤害+10%;攻速+4%,3054102=1|3054202=1|101=40000,,1=2000,13|14|15|16
8021181,海鲜炒面2星,6110,8020781,2,7300720,7300720,50,Icon_ItemConsumables02,UI_icon_item_HaiXianChaoMian.png,海鲜炒面,近战物理伤害+10%;暴击+3，暴击伤害+4%,近战物理伤害+10%;暴击+3，暴击伤害+4%,3054102=1|3054602=1|101=40000,,1=2000,13|14|15|16
8021191,鱼子酱拌面2星,6110,8020791,2,7300730,7300730,50,Icon_ItemConsumables02,UI_icon_item_YuZiJiangBanMian.png,鱼子酱拌面,近战物理伤害+10%;命中+5，闪避+5,近战物理伤害+10%;命中+5，闪避+5,3054102=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021201,扇贝海鲜面2星,6110,8020801,2,7300740,7300740,50,Icon_ItemConsumables02,UI_icon_item_ShanBeiHaiXianMian.png,扇贝海鲜面,近战物理伤害+10%;可变吟唱-4%，固定吟唱-2%,近战物理伤害+10%;可变吟唱-4%，固定吟唱-2%,3054102=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021211,虾夷扇贝2星,6110,8020811,2,7300750,7300750,50,Icon_ItemConsumables02,UI_icon_item_xiayishanbei.png,虾夷扇贝,攻速+8%;远程物理伤害+5%,攻速+8%;远程物理伤害+5%,3054202=1|3054402=1|101=40000,,1=2000,13|14|15|16
8021221,虾汁蟹肉棒2星,6110,8020821,2,7300760,7300760,50,Icon_ItemConsumables02,UI_icon_item_xiazhixieroubang.png,虾汁蟹肉棒,攻速+8%;魔法伤害+5%,攻速+8%;魔法伤害+5%,3054202=1|3054502=1|101=40000,,1=2000,13|14|15|16
8021231,鲜虾金枪鱼拌饭2星,6110,8020831,2,7300770,7300770,50,Icon_ItemConsumables02,UI_icon_item_xianxiajinqiangyubanfan.png,鲜虾金枪鱼拌饭,攻速+8%;暴击+3，暴击伤害+4%,攻速+8%;暴击+3，暴击伤害+4%,3054202=1|3054602=1|101=40000,,1=2000,13|14|15|16
8021241,虾汁鱼子酱2星,6110,8020841,2,7300780,7300780,50,Icon_ItemConsumables02,UI_icon_item_xiazhiyuzijiang.png,虾汁鱼子酱,攻速+8%;命中+5，闪避+5,攻速+8%;命中+5，闪避+5,3054202=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021251,虾酱鲜贝粥2星,6110,8020851,2,7300790,7300790,50,Icon_ItemConsumables02,UI_icon_item_xiajiangxianbeizhou.png,虾酱鲜贝粥,攻速+8%;可变吟唱-4%，固定吟唱-2%,攻速+8%;可变吟唱-4%，固定吟唱-2%,3054202=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021261,海鲜料理2星,6110,8020861,2,7300800,7300800,50,Icon_ItemConsumables02,UI_icon_item_sanwenyusela.png,海鲜料理,远程物理伤害+10%;暴击+3，暴击伤害+4%,远程物理伤害+10%;暴击+3，暴击伤害+4%,3054402=1|3054602=1|101=40000,,1=2000,13|14|15|16
8021271,特制炒蛤蜊2星,6110,8020871,2,7300810,7300810,50,Icon_ItemConsumables02,UI_icon_item_tezhichaogeli.png,特制炒蛤蜊,远程物理伤害+10%;命中+5，闪避+5,远程物理伤害+10%;命中+5，闪避+5,3054402=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021281,扇贝海鲜粥2星,6110,8020881,2,7300820,7300820,50,Icon_ItemConsumables02,UI_icon_item_zhangyuniangaotang.png,扇贝海鲜粥,远程物理伤害+10%;可变吟唱-4%，固定吟唱-2%,远程物理伤害+10%;可变吟唱-4%，固定吟唱-2%,3054402=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021291,海鲜串烧2星,6110,8020891,2,7300830,7300830,50,Icon_ItemConsumables01,UI_icon_item_jinqiangyuchuanshao.png,海鲜串烧,魔法伤害+10%;暴击+3，暴击伤害+4%,魔法伤害+10%;暴击+3，暴击伤害+4%,3054502=1|3054602=1|101=40000,,1=2000,13|14|15|16
8021301,鱼子蟹肉卷2星,6110,8020901,2,7300840,7300840,50,Icon_ItemConsumables02,UI_icon_item_yuzixieroujuan.png,鱼子蟹肉卷,魔法伤害+10%;命中+5，闪避+5,魔法伤害+10%;命中+5，闪避+5,3054502=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021311,干贝蟹肉粥2星,6110,8020911,2,7300850,7300850,50,Icon_ItemConsumables02,UI_icon_item_ganbeixierouzhou.png,干贝蟹肉粥,魔法伤害+10%;可变吟唱-4%，固定吟唱-2%,魔法伤害+10%;可变吟唱-4%，固定吟唱-2%,3054502=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021321,特制金枪鱼串烧2星,6110,8020921,2,7300860,7300860,50,Icon_ItemConsumables02,UI_icon_item_tezhijinqiangyuchuanshao.png,特制金枪鱼串烧,暴击+5，暴击伤害+7%;命中+5，闪避+5,暴击+5，暴击伤害+7%;命中+5，闪避+5,3054602=1|3054702=1|101=40000,,1=2000,13|14|15|16
8021331,干贝金枪鱼粥2星,6110,8020931,2,7300870,7300870,50,Icon_ItemConsumables02,UI_icon_item_ganbeijinqiangyuzhou.png,干贝金枪鱼粥,暴击+5，暴击伤害+7%;可变吟唱-4%，固定吟唱-2%,暴击+5，暴击伤害+7%;可变吟唱-4%，固定吟唱-2%,3054602=1|3054802=1|101=40000,,1=2000,13|14|15|16
8021341,顶级鲜贝粥2星,6110,8020941,2,7300880,7300880,50,Icon_ItemConsumables02,UI_icon_item_dingjixianbeizhou.png,顶级鲜贝粥,命中+15，闪避+15;可变吟唱-4%，固定吟唱-2%,命中+15，闪避+15;可变吟唱-4%，固定吟唱-2%,3054702=1|3054802=1|101=40000,,1=2000,13|14|15|16
