ID,TypeID,Level,FightValue,EHP,EDPS,EHIT,EFLEE,EATK,EMATK,EDEF,EMDEF
10052,1,52,1053,52000,1,1,1,1,1,1,1
10053,1,53,1054,53000,1,1,1,1,1,1,1
10054,1,54,1055,54000,1,1,1,1,1,1,1
10055,1,55,1056,55000,1,1,1,1,1,1,1
10056,1,56,1057,56000,1,1,1,1,1,1,1
10057,1,57,1058,57000,1,1,1,1,1,1,1
10058,1,58,1059,58000,1,1,1,1,1,1,1
10059,1,59,1060,59000,1,1,1,1,1,1,1
10060,1,60,1061,60000,1,1,1,1,1,1,1
10061,1,61,1062,61000,1,1,1,1,1,1,1
10062,1,62,1063,62000,1,1,1,1,1,1,1
10063,1,63,1064,63000,1,1,1,1,1,1,1
10064,1,64,1065,64000,1,1,1,1,1,1,1
10065,1,65,1066,65000,1,1,1,1,1,1,1
10066,1,66,1067,66000,1,1,1,1,1,1,1
10067,1,67,1068,67000,1,1,1,1,1,1,1
10068,1,68,1069,68000,1,1,1,1,1,1,1
10069,1,69,1070,69000,1,1,1,1,1,1,1
10070,1,70,1071,70000,1,1,1,1,1,1,1
10071,1,71,1072,71000,1,1,1,1,1,1,1
10072,1,72,1073,72000,1,1,1,1,1,1,1
10073,1,73,1074,73000,1,1,1,1,1,1,1
10074,1,74,1075,74000,1,1,1,1,1,1,1
10075,1,75,1076,75000,1,1,1,1,1,1,1
10076,1,76,1077,76000,1,1,1,1,1,1,1
10077,1,77,1078,77000,1,1,1,1,1,1,1
10078,1,78,1079,78000,1,1,1,1,1,1,1
10079,1,79,1080,79000,1,1,1,1,1,1,1
10080,1,80,1081,80000,1,1,1,1,1,1,1
10081,1,81,1082,81000,1,1,1,1,1,1,1
10082,1,82,1083,82000,1,1,1,1,1,1,1
10083,1,83,1084,83000,1,1,1,1,1,1,1
10084,1,84,1085,84000,1,1,1,1,1,1,1
10085,1,85,1086,85000,1,1,1,1,1,1,1
10086,1,86,1087,86000,1,1,1,1,1,1,1
10087,1,87,1088,87000,1,1,1,1,1,1,1
10088,1,88,1089,88000,1,1,1,1,1,1,1
10089,1,89,1090,89000,1,1,1,1,1,1,1
10090,1,90,1091,90000,1,1,1,1,1,1,1
10091,1,91,1092,91000,1,1,1,1,1,1,1
10092,1,92,1093,92000,1,1,1,1,1,1,1
10093,1,93,1094,93000,1,1,1,1,1,1,1
10094,1,94,1095,94000,1,1,1,1,1,1,1
10095,1,95,1096,95000,1,1,1,1,1,1,1
10096,1,96,1097,96000,1,1,1,1,1,1,1
10097,1,97,1098,97000,1,1,1,1,1,1,1
10098,1,98,1099,98000,1,1,1,1,1,1,1
10099,1,99,1100,99000,1,1,1,1,1,1,1
10100,1,100,1101,100000,1,1,1,1,1,1,1
10101,1,101,1102,101000,1,1,1,1,1,1,1
10102,1,102,1103,102000,1,1,1,1,1,1,1
10103,1,103,1104,103000,1,1,1,1,1,1,1
10104,1,104,1105,104000,1,1,1,1,1,1,1
10105,1,105,1106,105000,1,1,1,1,1,1,1
10106,1,106,1107,106000,1,1,1,1,1,1,1
10107,1,107,1108,107000,1,1,1,1,1,1,1
10108,1,108,1109,108000,1,1,1,1,1,1,1
10109,1,109,1110,109000,1,1,1,1,1,1,1
10110,1,110,1111,110000,1,1,1,1,1,1,1
10111,1,111,1112,111000,1,1,1,1,1,1,1
10112,1,112,1113,112000,1,1,1,1,1,1,1
10113,1,113,1114,113000,1,1,1,1,1,1,1
10114,1,114,1115,114000,1,1,1,1,1,1,1
10115,1,115,1116,115000,1,1,1,1,1,1,1
10116,1,116,1117,116000,1,1,1,1,1,1,1
10117,1,117,1118,117000,1,1,1,1,1,1,1
10118,1,118,1119,118000,1,1,1,1,1,1,1
10119,1,119,1120,119000,1,1,1,1,1,1,1
10120,1,120,1121,120000,1,1,1,1,1,1,1
10121,1,121,1122,121000,1,1,1,1,1,1,1
10122,1,122,1123,122000,1,1,1,1,1,1,1
10123,1,123,1124,123000,1,1,1,1,1,1,1
10124,1,124,1125,124000,1,1,1,1,1,1,1
10125,1,125,1126,125000,1,1,1,1,1,1,1
10126,1,126,1127,126000,1,1,1,1,1,1,1
10127,1,127,1128,127000,1,1,1,1,1,1,1
10128,1,128,1129,128000,1,1,1,1,1,1,1
10129,1,129,1130,129000,1,1,1,1,1,1,1
10130,1,130,1131,130000,1,1,1,1,1,1,1
10131,1,131,1132,131000,1,1,1,1,1,1,1
10132,1,132,1133,132000,1,1,1,1,1,1,1
10133,1,133,1134,133000,1,1,1,1,1,1,1
10134,1,134,1135,134000,1,1,1,1,1,1,1
10135,1,135,1136,135000,1,1,1,1,1,1,1
10136,1,136,1137,136000,1,1,1,1,1,1,1
10137,1,137,1138,137000,1,1,1,1,1,1,1
10138,1,138,1139,138000,1,1,1,1,1,1,1
10139,1,139,1140,139000,1,1,1,1,1,1,1
10140,1,140,1141,140000,1,1,1,1,1,1,1
10141,1,141,1142,141000,1,1,1,1,1,1,1
10142,1,142,1143,142000,1,1,1,1,1,1,1
10143,1,143,1144,143000,1,1,1,1,1,1,1
10144,1,144,1145,144000,1,1,1,1,1,1,1
10145,1,145,1146,145000,1,1,1,1,1,1,1
10146,1,146,1147,146000,1,1,1,1,1,1,1
10147,1,147,1148,147000,1,1,1,1,1,1,1
10148,1,148,1149,148000,1,1,1,1,1,1,1
10149,1,149,1150,149000,1,1,1,1,1,1,1
10150,1,150,1151,150000,1,1,1,1,1,1,1
10151,1,151,1152,151000,1,1,1,1,1,1,1
10152,1,152,1153,152000,1,1,1,1,1,1,1
10153,1,153,1154,153000,1,1,1,1,1,1,1
10154,1,154,1155,154000,1,1,1,1,1,1,1
10155,1,155,1156,155000,1,1,1,1,1,1,1
10156,1,156,1157,156000,1,1,1,1,1,1,1
10157,1,157,1158,157000,1,1,1,1,1,1,1
10158,1,158,1159,158000,1,1,1,1,1,1,1
10159,1,159,1160,159000,1,1,1,1,1,1,1
10160,1,160,1161,160000,1,1,1,1,1,1,1
10161,1,161,1162,161000,1,1,1,1,1,1,1
10162,1,162,1163,162000,1,1,1,1,1,1,1
10163,1,163,1164,163000,1,1,1,1,1,1,1
10164,1,164,1165,164000,1,1,1,1,1,1,1
10165,1,165,1166,165000,1,1,1,1,1,1,1
10166,1,166,1167,166000,1,1,1,1,1,1,1
10167,1,167,1168,167000,1,1,1,1,1,1,1
10168,1,168,1169,168000,1,1,1,1,1,1,1
10169,1,169,1170,169000,1,1,1,1,1,1,1
10170,1,170,1171,170000,1,1,1,1,1,1,1
10171,1,171,1172,171000,1,1,1,1,1,1,1
10172,1,172,1173,172000,1,1,1,1,1,1,1
10173,1,173,1174,173000,1,1,1,1,1,1,1
10174,1,174,1175,174000,1,1,1,1,1,1,1
10175,1,175,1176,175000,1,1,1,1,1,1,1
10176,1,176,1177,176000,1,1,1,1,1,1,1
10177,1,177,1178,177000,1,1,1,1,1,1,1
10178,1,178,1179,178000,1,1,1,1,1,1,1
10179,1,179,1180,179000,1,1,1,1,1,1,1
10180,1,180,1181,180000,1,1,1,1,1,1,1
10181,1,181,1182,181000,1,1,1,1,1,1,1
10182,1,182,1183,182000,1,1,1,1,1,1,1
10183,1,183,1184,183000,1,1,1,1,1,1,1
10184,1,184,1185,184000,1,1,1,1,1,1,1
10185,1,185,1186,185000,1,1,1,1,1,1,1
10186,1,186,1187,186000,1,1,1,1,1,1,1
10187,1,187,1188,187000,1,1,1,1,1,1,1
10188,1,188,1189,188000,1,1,1,1,1,1,1
10189,1,189,1190,189000,1,1,1,1,1,1,1
10190,1,190,1191,190000,1,1,1,1,1,1,1
10191,1,191,1192,191000,1,1,1,1,1,1,1
10192,1,192,1193,192000,1,1,1,1,1,1,1
10193,1,193,1194,193000,1,1,1,1,1,1,1
10194,1,194,1195,194000,1,1,1,1,1,1,1
10195,1,195,1196,195000,1,1,1,1,1,1,1
10196,1,196,1197,196000,1,1,1,1,1,1,1
10197,1,197,1198,197000,1,1,1,1,1,1,1
10198,1,198,1199,198000,1,1,1,1,1,1,1
20001,2,1,1002,1000,1,1,1,1,1,1,1
20002,2,2,1003,2000,1,1,1,1,1,1,1
20003,2,3,1004,3000,1,1,1,1,1,1,1
20004,2,4,1005,4000,1,1,1,1,1,1,1
20005,2,5,1006,5000,1,1,1,1,1,1,1
20006,2,6,1007,6000,1,1,1,1,1,1,1
20007,2,7,1008,7000,1,1,1,1,1,1,1
20008,2,8,1009,8000,1,1,1,1,1,1,1
20009,2,9,1010,9000,1,1,1,1,1,1,1
20010,2,10,1011,10000,1,1,1,1,1,1,1
20011,2,11,1012,11000,1,1,1,1,1,1,1
20012,2,12,1013,12000,1,1,1,1,1,1,1
20013,2,13,1014,13000,1,1,1,1,1,1,1
20014,2,14,1015,14000,1,1,1,1,1,1,1
20015,2,15,1016,15000,1,1,1,1,1,1,1
20016,2,16,1017,16000,1,1,1,1,1,1,1
20017,2,17,1018,17000,1,1,1,1,1,1,1
20018,2,18,1019,18000,1,1,1,1,1,1,1
20019,2,19,1020,19000,1,1,1,1,1,1,1
20020,2,20,1021,20000,1,1,1,1,1,1,1
20021,2,21,1022,21000,1,1,1,1,1,1,1
20022,2,22,1023,22000,1,1,1,1,1,1,1
20023,2,23,1024,23000,1,1,1,1,1,1,1
20024,2,24,1025,24000,1,1,1,1,1,1,1
20025,2,25,1026,25000,1,1,1,1,1,1,1
20026,2,26,1027,26000,1,1,1,1,1,1,1
20027,2,27,1028,27000,1,1,1,1,1,1,1
20028,2,28,1029,28000,1,1,1,1,1,1,1
20029,2,29,1030,29000,1,1,1,1,1,1,1
20030,2,30,1031,30000,1,1,1,1,1,1,1
20031,2,31,1032,31000,1,1,1,1,1,1,1
20032,2,32,1033,32000,1,1,1,1,1,1,1
20033,2,33,1034,33000,1,1,1,1,1,1,1
20034,2,34,1035,34000,1,1,1,1,1,1,1
20035,2,35,1036,35000,1,1,1,1,1,1,1
20036,2,36,1037,36000,1,1,1,1,1,1,1
20037,2,37,1038,37000,1,1,1,1,1,1,1
20038,2,38,1039,38000,1,1,1,1,1,1,1
20039,2,39,1040,39000,1,1,1,1,1,1,1
20040,2,40,1041,40000,1,1,1,1,1,1,1
20041,2,41,1042,41000,1,1,1,1,1,1,1
20042,2,42,1043,42000,1,1,1,1,1,1,1
20043,2,43,1044,43000,1,1,1,1,1,1,1
20044,2,44,1045,44000,1,1,1,1,1,1,1
20045,2,45,1046,45000,1,1,1,1,1,1,1
20046,2,46,1047,46000,1,1,1,1,1,1,1
20047,2,47,1048,47000,1,1,1,1,1,1,1
20048,2,48,1049,48000,1,1,1,1,1,1,1
20049,2,49,1050,49000,1,1,1,1,1,1,1
20050,2,50,1051,50000,1,1,1,1,1,1,1
20051,2,51,1052,51000,1,1,1,1,1,1,1
20052,2,52,1053,52000,1,1,1,1,1,1,1
20053,2,53,1054,53000,1,1,1,1,1,1,1
20054,2,54,1055,54000,1,1,1,1,1,1,1
20055,2,55,1056,55000,1,1,1,1,1,1,1
20056,2,56,1057,56000,1,1,1,1,1,1,1
20057,2,57,1058,57000,1,1,1,1,1,1,1
20058,2,58,1059,58000,1,1,1,1,1,1,1
20059,2,59,1060,59000,1,1,1,1,1,1,1
20060,2,60,1061,60000,1,1,1,1,1,1,1
20061,2,61,1062,61000,1,1,1,1,1,1,1
20062,2,62,1063,62000,1,1,1,1,1,1,1
20063,2,63,1064,63000,1,1,1,1,1,1,1
20064,2,64,1065,64000,1,1,1,1,1,1,1
20065,2,65,1066,65000,1,1,1,1,1,1,1
20066,2,66,1067,66000,1,1,1,1,1,1,1
20067,2,67,1068,67000,1,1,1,1,1,1,1
20068,2,68,1069,68000,1,1,1,1,1,1,1
20069,2,69,1070,69000,1,1,1,1,1,1,1
20070,2,70,1071,70000,1,1,1,1,1,1,1
20071,2,71,1072,71000,1,1,1,1,1,1,1
20072,2,72,1073,72000,1,1,1,1,1,1,1
20073,2,73,1074,73000,1,1,1,1,1,1,1
20074,2,74,1075,74000,1,1,1,1,1,1,1
20075,2,75,1076,75000,1,1,1,1,1,1,1
20076,2,76,1077,76000,1,1,1,1,1,1,1
20077,2,77,1078,77000,1,1,1,1,1,1,1
20078,2,78,1079,78000,1,1,1,1,1,1,1
20079,2,79,1080,79000,1,1,1,1,1,1,1
20080,2,80,1081,80000,1,1,1,1,1,1,1
20081,2,81,1082,81000,1,1,1,1,1,1,1
20082,2,82,1083,82000,1,1,1,1,1,1,1
20083,2,83,1084,83000,1,1,1,1,1,1,1
20084,2,84,1085,84000,1,1,1,1,1,1,1
20085,2,85,1086,85000,1,1,1,1,1,1,1
20086,2,86,1087,86000,1,1,1,1,1,1,1
20087,2,87,1088,87000,1,1,1,1,1,1,1
20088,2,88,1089,88000,1,1,1,1,1,1,1
20089,2,89,1090,89000,1,1,1,1,1,1,1
20090,2,90,1091,90000,1,1,1,1,1,1,1
20091,2,91,1092,91000,1,1,1,1,1,1,1
20092,2,92,1093,92000,1,1,1,1,1,1,1
20093,2,93,1094,93000,1,1,1,1,1,1,1
20094,2,94,1095,94000,1,1,1,1,1,1,1
20095,2,95,1096,95000,1,1,1,1,1,1,1
20096,2,96,1097,96000,1,1,1,1,1,1,1
20097,2,97,1098,97000,1,1,1,1,1,1,1
20098,2,98,1099,98000,1,1,1,1,1,1,1
20099,2,99,1100,99000,1,1,1,1,1,1,1
20100,2,100,1101,100000,1,1,1,1,1,1,1
20101,2,101,1102,101000,1,1,1,1,1,1,1
20102,2,102,1103,102000,1,1,1,1,1,1,1
20103,2,103,1104,103000,1,1,1,1,1,1,1
20104,2,104,1105,104000,1,1,1,1,1,1,1
20105,2,105,1106,105000,1,1,1,1,1,1,1
20106,2,106,1107,106000,1,1,1,1,1,1,1
20107,2,107,1108,107000,1,1,1,1,1,1,1
20108,2,108,1109,108000,1,1,1,1,1,1,1
20109,2,109,1110,109000,1,1,1,1,1,1,1
20110,2,110,1111,110000,1,1,1,1,1,1,1
20111,2,111,1112,111000,1,1,1,1,1,1,1
20112,2,112,1113,112000,1,1,1,1,1,1,1
20113,2,113,1114,113000,1,1,1,1,1,1,1
20114,2,114,1115,114000,1,1,1,1,1,1,1
20115,2,115,1116,115000,1,1,1,1,1,1,1
20116,2,116,1117,116000,1,1,1,1,1,1,1
20117,2,117,1118,117000,1,1,1,1,1,1,1
20118,2,118,1119,118000,1,1,1,1,1,1,1
20119,2,119,1120,119000,1,1,1,1,1,1,1
20120,2,120,1121,120000,1,1,1,1,1,1,1
20121,2,121,1122,121000,1,1,1,1,1,1,1
20122,2,122,1123,122000,1,1,1,1,1,1,1
20123,2,123,1124,123000,1,1,1,1,1,1,1
20124,2,124,1125,124000,1,1,1,1,1,1,1
20125,2,125,1126,125000,1,1,1,1,1,1,1
20126,2,126,1127,126000,1,1,1,1,1,1,1
20127,2,127,1128,127000,1,1,1,1,1,1,1
20128,2,128,1129,128000,1,1,1,1,1,1,1
20129,2,129,1130,129000,1,1,1,1,1,1,1
20130,2,130,1131,130000,1,1,1,1,1,1,1
20131,2,131,1132,131000,1,1,1,1,1,1,1
20132,2,132,1133,132000,1,1,1,1,1,1,1
20133,2,133,1134,133000,1,1,1,1,1,1,1
20134,2,134,1135,134000,1,1,1,1,1,1,1
20135,2,135,1136,135000,1,1,1,1,1,1,1
20136,2,136,1137,136000,1,1,1,1,1,1,1
20137,2,137,1138,137000,1,1,1,1,1,1,1
20138,2,138,1139,138000,1,1,1,1,1,1,1
20139,2,139,1140,139000,1,1,1,1,1,1,1
20140,2,140,1141,140000,1,1,1,1,1,1,1
20141,2,141,1142,141000,1,1,1,1,1,1,1
20142,2,142,1143,142000,1,1,1,1,1,1,1
20143,2,143,1144,143000,1,1,1,1,1,1,1
20144,2,144,1145,144000,1,1,1,1,1,1,1
20145,2,145,1146,145000,1,1,1,1,1,1,1
20146,2,146,1147,146000,1,1,1,1,1,1,1
20147,2,147,1148,147000,1,1,1,1,1,1,1
20148,2,148,1149,148000,1,1,1,1,1,1,1
20149,2,149,1150,149000,1,1,1,1,1,1,1
20150,2,150,1151,150000,1,1,1,1,1,1,1
20151,2,151,1152,151000,1,1,1,1,1,1,1
20152,2,152,1153,152000,1,1,1,1,1,1,1
20153,2,153,1154,153000,1,1,1,1,1,1,1
20154,2,154,1155,154000,1,1,1,1,1,1,1
20155,2,155,1156,155000,1,1,1,1,1,1,1
20156,2,156,1157,156000,1,1,1,1,1,1,1
20157,2,157,1158,157000,1,1,1,1,1,1,1
20158,2,158,1159,158000,1,1,1,1,1,1,1
20159,2,159,1160,159000,1,1,1,1,1,1,1
20160,2,160,1161,160000,1,1,1,1,1,1,1
20161,2,161,1162,161000,1,1,1,1,1,1,1
20162,2,162,1163,162000,1,1,1,1,1,1,1
20163,2,163,1164,163000,1,1,1,1,1,1,1
20164,2,164,1165,164000,1,1,1,1,1,1,1
20165,2,165,1166,165000,1,1,1,1,1,1,1
20166,2,166,1167,166000,1,1,1,1,1,1,1
20167,2,167,1168,167000,1,1,1,1,1,1,1
20168,2,168,1169,168000,1,1,1,1,1,1,1
20169,2,169,1170,169000,1,1,1,1,1,1,1
20170,2,170,1171,170000,1,1,1,1,1,1,1
20171,2,171,1172,171000,1,1,1,1,1,1,1
20172,2,172,1173,172000,1,1,1,1,1,1,1
20173,2,173,1174,173000,1,1,1,1,1,1,1
20174,2,174,1175,174000,1,1,1,1,1,1,1
20175,2,175,1176,175000,1,1,1,1,1,1,1
20176,2,176,1177,176000,1,1,1,1,1,1,1
20177,2,177,1178,177000,1,1,1,1,1,1,1
20178,2,178,1179,178000,1,1,1,1,1,1,1
20179,2,179,1180,179000,1,1,1,1,1,1,1
20180,2,180,1181,180000,1,1,1,1,1,1,1
20181,2,181,1182,181000,1,1,1,1,1,1,1
20182,2,182,1183,182000,1,1,1,1,1,1,1
20183,2,183,1184,183000,1,1,1,1,1,1,1
20184,2,184,1185,184000,1,1,1,1,1,1,1
20185,2,185,1186,185000,1,1,1,1,1,1,1
20186,2,186,1187,186000,1,1,1,1,1,1,1
20187,2,187,1188,187000,1,1,1,1,1,1,1
20188,2,188,1189,188000,1,1,1,1,1,1,1
20189,2,189,1190,189000,1,1,1,1,1,1,1
20190,2,190,1191,190000,1,1,1,1,1,1,1
20191,2,191,1192,191000,1,1,1,1,1,1,1
20192,2,192,1193,192000,1,1,1,1,1,1,1
20193,2,193,1194,193000,1,1,1,1,1,1,1
20194,2,194,1195,194000,1,1,1,1,1,1,1
20195,2,195,1196,195000,1,1,1,1,1,1,1
20196,2,196,1197,196000,1,1,1,1,1,1,1
20197,2,197,1198,197000,1,1,1,1,1,1,1
20198,2,198,1199,198000,1,1,1,1,1,1,1
30001,3,1,1002,1000,1,1,1,1,1,1,1
30002,3,2,1003,2000,1,1,1,1,1,1,1
30003,3,3,1004,3000,1,1,1,1,1,1,1
30004,3,4,1005,4000,1,1,1,1,1,1,1
30005,3,5,1006,5000,1,1,1,1,1,1,1
30006,3,6,1007,6000,1,1,1,1,1,1,1
30007,3,7,1008,7000,1,1,1,1,1,1,1
30008,3,8,1009,8000,1,1,1,1,1,1,1
30009,3,9,1010,9000,1,1,1,1,1,1,1
30010,3,10,1011,10000,1,1,1,1,1,1,1
30011,3,11,1012,11000,1,1,1,1,1,1,1
30012,3,12,1013,12000,1,1,1,1,1,1,1
30013,3,13,1014,13000,1,1,1,1,1,1,1
30014,3,14,1015,14000,1,1,1,1,1,1,1
30015,3,15,1016,15000,1,1,1,1,1,1,1
30016,3,16,1017,16000,1,1,1,1,1,1,1
30017,3,17,1018,17000,1,1,1,1,1,1,1
30018,3,18,1019,18000,1,1,1,1,1,1,1
30019,3,19,1020,19000,1,1,1,1,1,1,1
30020,3,20,1021,20000,1,1,1,1,1,1,1
30021,3,21,1022,21000,1,1,1,1,1,1,1
30022,3,22,1023,22000,1,1,1,1,1,1,1
30023,3,23,1024,23000,1,1,1,1,1,1,1
30024,3,24,1025,24000,1,1,1,1,1,1,1
30025,3,25,1026,25000,1,1,1,1,1,1,1
30026,3,26,1027,26000,1,1,1,1,1,1,1
30027,3,27,1028,27000,1,1,1,1,1,1,1
30028,3,28,1029,28000,1,1,1,1,1,1,1
30029,3,29,1030,29000,1,1,1,1,1,1,1
30030,3,30,1031,30000,1,1,1,1,1,1,1
30031,3,31,1032,31000,1,1,1,1,1,1,1
30032,3,32,1033,32000,1,1,1,1,1,1,1
30033,3,33,1034,33000,1,1,1,1,1,1,1
30034,3,34,1035,34000,1,1,1,1,1,1,1
30035,3,35,1036,35000,1,1,1,1,1,1,1
30036,3,36,1037,36000,1,1,1,1,1,1,1
30037,3,37,1038,37000,1,1,1,1,1,1,1
30038,3,38,1039,38000,1,1,1,1,1,1,1
30039,3,39,1040,39000,1,1,1,1,1,1,1
30040,3,40,1041,40000,1,1,1,1,1,1,1
30041,3,41,1042,41000,1,1,1,1,1,1,1
30042,3,42,1043,42000,1,1,1,1,1,1,1
30043,3,43,1044,43000,1,1,1,1,1,1,1
30044,3,44,1045,44000,1,1,1,1,1,1,1
30045,3,45,1046,45000,1,1,1,1,1,1,1
30046,3,46,1047,46000,1,1,1,1,1,1,1
30047,3,47,1048,47000,1,1,1,1,1,1,1
30048,3,48,1049,48000,1,1,1,1,1,1,1
30049,3,49,1050,49000,1,1,1,1,1,1,1
30050,3,50,1051,50000,1,1,1,1,1,1,1
30051,3,51,1052,51000,1,1,1,1,1,1,1
30052,3,52,1053,52000,1,1,1,1,1,1,1
30053,3,53,1054,53000,1,1,1,1,1,1,1
30054,3,54,1055,54000,1,1,1,1,1,1,1
30055,3,55,1056,55000,1,1,1,1,1,1,1
30056,3,56,1057,56000,1,1,1,1,1,1,1
30057,3,57,1058,57000,1,1,1,1,1,1,1
30058,3,58,1059,58000,1,1,1,1,1,1,1
30059,3,59,1060,59000,1,1,1,1,1,1,1
30060,3,60,1061,60000,1,1,1,1,1,1,1
30061,3,61,1062,61000,1,1,1,1,1,1,1
30062,3,62,1063,62000,1,1,1,1,1,1,1
30063,3,63,1064,63000,1,1,1,1,1,1,1
30064,3,64,1065,64000,1,1,1,1,1,1,1
30065,3,65,1066,65000,1,1,1,1,1,1,1
30066,3,66,1067,66000,1,1,1,1,1,1,1
30067,3,67,1068,67000,1,1,1,1,1,1,1
30068,3,68,1069,68000,1,1,1,1,1,1,1
30069,3,69,1070,69000,1,1,1,1,1,1,1
30070,3,70,1071,70000,1,1,1,1,1,1,1
30071,3,71,1072,71000,1,1,1,1,1,1,1
30072,3,72,1073,72000,1,1,1,1,1,1,1
30073,3,73,1074,73000,1,1,1,1,1,1,1
30074,3,74,1075,74000,1,1,1,1,1,1,1
30075,3,75,1076,75000,1,1,1,1,1,1,1
30076,3,76,1077,76000,1,1,1,1,1,1,1
30077,3,77,1078,77000,1,1,1,1,1,1,1
30078,3,78,1079,78000,1,1,1,1,1,1,1
30079,3,79,1080,79000,1,1,1,1,1,1,1
30080,3,80,1081,80000,1,1,1,1,1,1,1
30081,3,81,1082,81000,1,1,1,1,1,1,1
30082,3,82,1083,82000,1,1,1,1,1,1,1
30083,3,83,1084,83000,1,1,1,1,1,1,1
30084,3,84,1085,84000,1,1,1,1,1,1,1
30085,3,85,1086,85000,1,1,1,1,1,1,1
30086,3,86,1087,86000,1,1,1,1,1,1,1
30087,3,87,1088,87000,1,1,1,1,1,1,1
30088,3,88,1089,88000,1,1,1,1,1,1,1
30089,3,89,1090,89000,1,1,1,1,1,1,1
30090,3,90,1091,90000,1,1,1,1,1,1,1
30091,3,91,1092,91000,1,1,1,1,1,1,1
30092,3,92,1093,92000,1,1,1,1,1,1,1
30093,3,93,1094,93000,1,1,1,1,1,1,1
30094,3,94,1095,94000,1,1,1,1,1,1,1
30095,3,95,1096,95000,1,1,1,1,1,1,1
30096,3,96,1097,96000,1,1,1,1,1,1,1
30097,3,97,1098,97000,1,1,1,1,1,1,1
30098,3,98,1099,98000,1,1,1,1,1,1,1
30099,3,99,1100,99000,1,1,1,1,1,1,1
30100,3,100,1101,100000,1,1,1,1,1,1,1
30101,3,101,1102,101000,1,1,1,1,1,1,1
30102,3,102,1103,102000,1,1,1,1,1,1,1
30103,3,103,1104,103000,1,1,1,1,1,1,1
30104,3,104,1105,104000,1,1,1,1,1,1,1
30105,3,105,1106,105000,1,1,1,1,1,1,1
30106,3,106,1107,106000,1,1,1,1,1,1,1
30107,3,107,1108,107000,1,1,1,1,1,1,1
30108,3,108,1109,108000,1,1,1,1,1,1,1
30109,3,109,1110,109000,1,1,1,1,1,1,1
30110,3,110,1111,110000,1,1,1,1,1,1,1
30111,3,111,1112,111000,1,1,1,1,1,1,1
30112,3,112,1113,112000,1,1,1,1,1,1,1
30113,3,113,1114,113000,1,1,1,1,1,1,1
30114,3,114,1115,114000,1,1,1,1,1,1,1
30115,3,115,1116,115000,1,1,1,1,1,1,1
