MajorID,AwardID,GiftPackageName,,PackageShow,GiftPackageAtlas,GiftPackageIcon,Value,Cost,Tab,BuyLimitCondition,BuyLimitNum,PackageType
300011,6271131,冬日储蓄罐Ⅲ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_03.png,,,,,,
300012,6271141,冬日储蓄罐Ⅳ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_04.png,,,,,,
300013,6271151,冬日储蓄罐Ⅴ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_05.png,,,,,,
300014,6271161,冬日储蓄罐Ⅵ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_06.png,,,,,,
300015,6271171,冬日储蓄罐Ⅶ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_07.png,,,,,,
300016,6271181,冬日储蓄罐Ⅷ型预览礼盒,第一期限时累充,0,Icon_ItemConsumables02,UI_icon_item_newmiaochucunguan_08.png,,,,,,
400001,6160000, 伏日礼包,伏日礼包,0,Shopping,UI_Timelimitpay_Icon_01.png,103=280,103=0,,,0=1,
400002,6160020,初伏礼包,初伏礼包,0,Shopping,UI_Timelimitpay_Icon_02.png,103=1080,103=320,,,0=1,
400003,6272000,限定登录礼盒,限定登录礼盒,0,Shopping,UI_Shopping__icon_libao3.png,103=200,103=0,,,0=1,
400004,6272010,装备速成礼盒,装备速成礼盒,0,Shopping,UI_Shopping__icon_libao4.png,103=1115,103=318,,,0=1,
400005,6272020,限定强化礼盒,限定强化礼盒,0,Shopping,UI_Shopping__icon_libao1.png,103=3730,103=1088,,,0=1,
400006,6272030,限定超强化礼盒,限定超强化礼盒,0,Shopping,UI_Shopping__icon_libao2.png,103=6880,103=1988,,,0=1,
400007,6272040,特色载具礼盒,特色载具礼盒,0,Shopping,UI_Shopping__icon_libao2.png,103=8600,103=3188,,,0=1,
400008,6272090,EP1.0限定登陆礼盒 ,,0,Shopping,UI_Shopping__icon_libao3.png,103=220,103=0,,,0=1,
400009,6272050,EP1.0饰品纪念礼盒,,0,Shopping,UI_Shopping__icon_libao6.png,103=1660,103=450,,,0=1,
400010,6272060,饰品强化礼盒,,0,Shopping,UI_Shopping__icon_libao5.png,103=1740,103=590,,,0=1,
400011,6272070,卡片纪念礼盒,,0,Shopping,UI_Shopping__icon_libao7.png,103=4970,103=1680,,,0=1,
400012,6272080,鲨鱼恶霸定制礼盒,,2,,,103=10200,103=2950,,,0=1,
400013,6272200,限定登陆礼盒,,0,Shopping,UI_Shopping__icon_libao3.png,103=160,103=0,,,0=1,
400014,6272210,头饰自选礼盒,,0,Shopping,UI_Shopping__icon_libao12.png,103=1240,103=420,,,0=1,
400015,6272220,装备速成礼盒,,0,Shopping,UI_Shopping__icon_libao9.png,103=2373,103=680,,,0=1,
400016,6272230,纪念卡片礼盒,,0,Shopping,UI_Shopping__icon_libao11.png,103=6280,103=1850,,,0=1,
400017,6272240,齿轮强化礼盒,,0,Shopping,UI_Shopping__icon_libao10.png,103=12390,103=3450,,,0=1,
400018,6272300,抗击新冠肺炎福利礼盒,,0,Shopping,UI_Shopping__icon_libao14.png,103=1000,102=1004,,,0=1,
400019,6272320,限定登陆礼盒,,0,Shopping,UI_Shopping_icon_libao15.png,103=325,103=0,,,0=1,
400020,6272330,85级1洞首饰自选盒,,0,Shopping,UI_Shopping_icon_libao16.png,103=2190,103=500,,,0=1,
400021,6272340,限定头饰礼盒,,0,Shopping,UI_Shopping_icon_libao17.png,103=1610,103=600,,,0=1,
400022,6272350,配饰精炼助力礼盒,,0,Shopping,UI_Shopping_icon_libao19.png,103=3370,103=1450,,,0=1,
400023,6272360,装备精炼助力礼盒,,0,Shopping,UI_Shopping_icon_libao18.png,103=5460,103=1550,,,0=1,
400024,6272370,90级装备助力礼盒,临时图标,0,Shopping,UI_Shopping__icon_libao10.png,103=6555,103=1850,,,0=1,
400025,6272380,新齿轮助力礼盒I,临时图标,0,Shopping,UI_Shopping__icon_libao10.png,103=10120,103=2450,,,0=1,
400026,6272390,装备精炼助力礼盒I,,0,Shopping,UI_Shopping_icon_libao18.png,103=5360,103=1550,,,0=1,
400027,6272400,80级装备助力礼盒,临时图标,0,Shopping,UI_Shopping__icon_libao10.png,103=6136,103=1750,,,0=1,
400028,6272410,装备速成礼盒II,,0,Shopping,UI_Shopping__icon_libao4.png,103=1495,103=500,,,0=1,
400029,6272420,装备精炼助力礼盒II,,0,Shopping,UI_Shopping_icon_libao18.png,103=5710,103=1550,,,0=1,
400030,6272430,纪念卡片礼盒II,,0,Shopping,UI_Shopping__icon_libao11.png,103=5960,103=1650,,,0=1,
400031,6272440,新齿轮助力礼盒II,,0,Shopping,UI_Shopping__icon_libao10.png,103=9620,103=2200,,,0=1,
400032,6272450,65级1洞首饰自选盒,,0,Shopping,UI_Shopping__icon_libao6.png,103=1700,103=450,,,0=1,
400033,6272610,限定提升礼盒,,0,Shopping,UI_Shopping__icon_libao2.png,103=9500,103=2850,,,0=1,
400034,6272030,限定超强化礼盒,,0,Shopping,UI_Shopping__icon_libao2.png,103=6880,103=2280,,,0=1,
400035,6272621,EP2.0登录礼盒,,0,Shopping,UI_Shopping__icon_libao15.png,103=302,103=0,,,0=1,
400036,6272631,齿轮增强礼盒,,0,Shopping,UI_Shopping__icon_libao16.png,103=2360,103=650,,,0=1,
400037,6272641,装备助力礼盒,,0,Shopping,UI_Shopping__icon_libao17.png,103=4265,103=1150,,,0=1,
400038,6272651,装备助力礼盒,,0,Shopping,UI_Shopping__icon_libao17.png,103=3350,103=1150,,,0=1,
400039,6272661,南瓜车载具礼盒,,0,Shopping,UI_Shopping__icon_libao18.png,103=7520,103=1650,,,0=1,
400040,6272671,EP2.0强化提升礼盒,,0,Shopping,UI_Shopping__icon_libao19.png,103=9400,103=2450,,,0=1,
400041,6272681,EP2.0强化提升礼盒,,0,Shopping,UI_Shopping__icon_libao20.png,103=9200,103=2350,,,0=1,
400042,6272691,装备速成礼盒,,0,Shopping,UI_Shopping__icon_libao9.png,103=2215,103=650,,,0=1,
400043,6272450,65级1洞首饰自选盒,,0,Shopping,UI_Shopping__icon_libao6.png,103=1700,103=450,,,0=1,
400044,6380110,单身快乐礼包,,0,Shopping,UI_Shopping__icon_libao21.png,103=413,102=11111,,,0=3,
400045,6380100,单身贵族礼包,,0,Shopping,UI_Shopping__icon_libao22.png,103=5494,103=1111,,,0=1,
400046,6272701,EP3.0前夕福利,,0,Shopping,UI_Shopping__icon_libao23.png,103=340,103=0,,,0=1,
400047,6272711,头饰材料礼盒,,0,Shopping,UI_Shopping__icon_libao25.png,103=1762,103=550,,,0=1,
400048,6272721,小型齿轮礼盒,,0,Shopping,UI_Shopping__icon_libao16.png,103=2650,103=750,,,0=1,
400049,6272731,装备护送礼盒,,0,Shopping,UI_Shopping__icon_libao24.png,103=4750,103=1450,,,0=1,
400050,6272741,装备护送礼盒,,0,Shopping,UI_Shopping__icon_libao24.png,103=4750,103=1450,,,0=1,
400051,6272751,超级卡片礼盒,,0,Shopping,UI_Shopping__icon_libao27.png,103=7860,103=2150,,,0=1,
400052,6272761,大型齿轮礼盒,,0,Shopping,UI_Shopping__icon_libao26.png,103=11080,103=2950,,,0=1,
400053,6272771,大型齿轮礼盒,,0,Shopping,UI_Shopping__icon_libao26.png,103=11080,103=2950,,,0=1,
400054,6272780,新年登陆礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe02.png,103=870,103=0,,,0=1,
400055,6272790,2021福利礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=2450,102=55000,,,0=1,
400056,6272800,装备强化礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,103=5250,103=1250,,,0=1,
400057,6272810,急速成长礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,103=8600,103=1850,,,0=1,
400058,6272820,卡片强化礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,103=12550,103=2750,,,0=1,
400059,6272830,新服装备强化礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,103=3232,103=750,,,0=1,
400060,6272840,新服急速成长礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,103=5500,103=1450,,,0=1,
400061,6272850,高级强化礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,103=7550,103=1850,,,0=1,
400062,6272860,二月登录礼盒,,0,Shopping,UI_Shopping__icon_libao28.png,103=505,103=0,,,0=1,
400063,6272870,春节登录礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe01.png,103=1190,103=0,,,0=1,
400064,6272880,战斗加强礼盒,,0,Shopping,UI_Shopping__icon_libao29.png,103=1612,102=75000,,,0=1,
400065,6272890,装备强化礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=3920,103=850,,,0=2,
400066,6272900,改造强化礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=7140,103=1450,,,0=1,
400067,6272910,装备制作礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=4627,103=1450,,,0=1,
400068,6272920,齿轮成长礼盒,,0,Shopping,UI_Shopping__icon_libao32.png,103=8300,103=1850,,,0=2,
400069,6272930,附魔强化礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=13130,103=2750,,,0=1,
400070,6272940,附魔强化礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=13130,103=2750,,,0=1,
400071,6272950,附魔强化礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=13142,103=2750,,,0=1,
400072,6273040,三月登录礼盒,,0,Shopping,UI_Shopping__icon_libao34.png,103=450,103=0,,,3=1,
400073,6273041,三月强化礼盒,,0,Shopping,UI_Shopping__icon_libao35.png,103=3420,103=650,,,3=1,
400074,6273042,三月卡片礼盒,,0,Shopping,UI_Shopping__icon_libao36.png,103=4100,103=950,,,3=1,
400075,6273043,三月齿轮增强礼盒I,,0,Shopping,UI_Shopping__icon_libao37.png,103=6760,103=1350,,,3=1,
400076,6273045,三月齿轮增强礼盒II,,0,Shopping,UI_Shopping__icon_libao37.png,103=6760,103=1350,,,3=1,
400077,6273044,三月配饰强化礼盒I,,0,Shopping,UI_Shopping__icon_libao38.png,103=11700,103=1950,,,3=1,
400078,6273046,三月配饰强化礼盒II,,0,Shopping,UI_Shopping__icon_libao38.png,103=11700,103=1950,,,3=1,
400079,6273100,四月登录礼盒,,0,Shopping,UI_Shopping_icon_chunlihe01.png,103=510,103=0,,,3=1,
400080,6273102,高级登录礼盒,,0,Shopping,UI_Shopping_icon_chunlihe02.png,103=456,103=0,,,3=1,
400081,6273104,愚人节礼盒,,0,Shopping,UI_Shopping_icon_chunlihe03.png,103=2910,102=85000,,,0=1,
400082,6273106,附魔增强礼盒Ⅰ,,0,Shopping,UI_Shopping_icon_chunlihe04.png,103=3033,103=500,,,3=2,
400083,6273108,齿轮改造增强礼盒Ⅰ,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=5490,103=850,,,3=2,
400084,6273110,大型强化加强礼盒,,0,Shopping,UI_Shopping_icon_chunlihe06.png,103=10834,103=1750,,,3=1,
400085,6273112,附魔增强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_chunlihe04.png,103=3033,103=500,,,3=2,
400086,6273114,齿轮改造增强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=5490,103=850,,,3=2,
400087,6273116,大型强化加强礼盒,,0,Shopping,UI_Shopping_icon_chunlihe06.png,103=10834,103=1750,,,3=1,
400088,6273118,载具增强礼盒Ⅰ,,0,Shopping,UI_Shopping_icon_chunlihe04.png,103=3100,103=500,,,3=2,
400089,6273120,齿轮声望增强礼盒,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=5630,103=850,,,3=2,
400090,6273122,大型强化加强礼盒,,0,Shopping,UI_Shopping_icon_chunlihe06.png,103=10834,103=1750,,,3=1,
400091,6380240,五月登陆礼盒,,0,Shopping,UI_Shopping__icon_libao28.png,103=445,103=0,,,3=1,
400092,6380241,五月强化礼盒,,0,Shopping,UI_Shopping__icon_libao29.png,103=1296,103=250,,,3=3,
400093,6380242,五月精炼礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=5130,103=850,,,3=3,
400094,6380243,五月齿轮强化礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=7350,103=1150,,,3=3,
400095,6380244,五月卡片强化礼盒,,0,Shopping,UI_Shopping__icon_libao32.png,103=10500,103=1550,,,5=2,
400096,6380245,五月综合强化礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=15500,103=2150,,,3=1,
400097,6380301,酷夏登录礼盒,,0,Shopping,UI_Shopping_icon_chunlihe01.png,103=480,103=0,,,3=1,
400098,6380302,酷夏小型礼盒,,0,Shopping,UI_Shopping_icon_chunlihe02.png,103=525,102=35000,,,3=3,
400099,6380303,酷夏超级礼盒,,0,Shopping,UI_Shopping_icon_chunlihe03.png,103=2190,103=600,,,3=3,
400101,6380304,酷夏大型礼盒,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=6110,103=1200,,,3=3,
400102,6380305,酷夏附魔礼盒,,0,Shopping,UI_Shopping_icon_chunlihe06.png,103=10050,103=1750,,,3=2,
400103,6380306,酷夏大型礼盒Ⅰ,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=6110,103=1100,,,3=3,
500000,6419999,限定登陆礼,,0,Shopping,UI_Shopping_icon_libao15.png,103=0,103=0,,,1=1,
500001,6420000,精炼加强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,103=0,103=2800,,,4=2,
500002,6420001,齿轮加强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,103=0,103=1500,,,4=2,
500003,6420002,精炼加强礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,103=0,103=800,,,4=2,
500004,6420003,卡片增强包,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=0,103=400,,,4=2,
500005,6420004,齿轮加强礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=0,103=480,,,4=2,
500006,6420005,装备加速礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe02.png,103=0,103=180,,,4=1,
500007,6420006,药水大礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe01.png,103=0,103=40,,,4=2,
500008,6420060,载具增强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,103=0,103=980,,,4=2,
500009,6420061,载具增强礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe02.png,103=0,103=400,,,4=2,
500010,6420062,精炼加强礼盒Ⅳ,,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,103=0,103=2500,,,4=2,
500011,6420063,精炼加强礼盒Ⅲ,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=0,103=980,,,4=2,
500012,6420064,装备加速礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=0,103=600,,,4=1,
500013,6420065,附魔加强礼盒Ⅱ,,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,103=0,103=1600,,,4=2,
500014,6420066,附魔加强礼盒,,0,Shopping,UI_Shopping_icon_xinnianlihe01.png,103=0,103=200,,,4=2,
500015,6420070,战斗小礼盒,,0,Shopping,UI_Shopping_icon_chunlihe01.png,103=0,103=200,,,4=1,
500016,6420071,小型精炼加强包,,0,Shopping,UI_Shopping_icon_chunlihe02.png,103=0,103=400,,,4=2,
500017,6420072,载具综合礼盒,,0,Shopping,UI_Shopping_icon_chunlihe03.png,103=0,103=600,,,4=2,
500018,6420073,附魔大型礼盒②,,0,Shopping,UI_Shopping_icon_chunlihe04.png,103=0,103=950,,,4=2,
500019,6420074,精炼超强礼盒,,0,Shopping,UI_Shopping_icon_chunlihe05.png,103=0,103=1450,,,4=1,
500020,6420075,综合大礼包,,0,Shopping,UI_Shopping_icon_chunlihe06.png,103=0,103=1950,,,4=2,
500021,6420076,精炼超级礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=0,103=2450,,,4=2,
500022,6420080,每日小型礼盒,,0,Shopping,UI_Shopping__icon_libao28.png,103=0,103=100,,,4=1,
500023,6420081,每日抽奖礼盒,,0,Shopping,UI_Shopping__icon_libao29.png,103=0,103=300,,,4=1,
500024,6420082,狂野生长礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=0,103=650,,,4=2,
500025,6420083,附魔一夏礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=0,103=950,,,4=2,
500026,6420084,精炼加强礼盒②,,0,Shopping,UI_Shopping__icon_libao32.png,103=0,103=1450,,,4=2,
500027,6420085,附魔锁定大礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=0,103=1950,,,4=2,
500028,6420086,精炼超级礼盒②,,0,Shopping,UI_Shopping__icon_libao39.png,103=0,103=2450,,,4=2,
400104,6380352,庆典登陆礼盒,,0,Shopping1,UI_Shopping_icon_maomaolihe01.png,103=430,103=0,,,3=1,
400105,6380353,庆典回归礼盒,,0,Shopping1,UI_Shopping_icon_maomaolihe02.png,103=2970,102=50000,,,3=3,
400106,6380354,庆典附魔礼盒,,0,Shopping1,UI_Shopping_icon_maomaolihe03.png,103=5320,103=750,,,3=3,
400107,6380355,庆典齿轮礼盒,,0,Shopping1,UI_Shopping_icon_maomaolihe04.png,103=6450,103=1250,,,3=3,
400108,6380356,庆典成长礼盒,,0,Shopping1,UI_Shopping_icon_maomaolihe05.png,103=19400,103=1850,,,0=2,
400109,6380380,八月登录礼盒,,,Shopping,UI_Shopping_icon_chunlihe01.png,103=460,103=0,,,3=1,
400110,6380381,八月精炼礼盒,,,Shopping,UI_Shopping_icon_chunlihe02.png,103=3580,102=50000,,,3=3,
400111,6380382,八月载具礼盒,,,Shopping,UI_Shopping_icon_chunlihe03.png,103=4510,103=550,,,3=3,
400112,6380383,八月强化礼盒,,,Shopping,UI_Shopping_icon_chunlihe05.png,103=7400,103=950,,,3=3,
400113,6380384,八月卡片礼盒,,,Shopping,UI_Shopping_icon_chunlihe06.png,103=12500,103=1650,,,3=1,
400114,6380385,八月齿轮礼盒,,,Shopping1,UI_Shopping_icon_maomaolihe06.png,103=19000,103=2150,,,0=1,
400115,6380410,九月登录礼盒,,,Shopping,UI_Shopping__icon_libao28.png,103=688,103=0,,,3=1,
400116,6380411,九月补给礼盒,,,Shopping,UI_Shopping__icon_libao29.png,103=3490,102=60000,,,3=3,
400117,6380412,九月齿轮礼盒,,,Shopping,UI_Shopping__icon_libao30.png,103=6360,103=550,,,3=3,
400118,6380413,九月精炼礼盒,,,Shopping,UI_Shopping__icon_libao31.png,103=9650,103=950,,,3=3,
400119,6380414,九月强化礼盒,,,Shopping,UI_Shopping__icon_libao32.png,103=16500,103=1650,,,3=1,
400120,6380415,九月卡片礼盒,,,Shopping,UI_Shopping__icon_libao33.png,103=35600,103=2150,,,0=1,
400121,6380458,十月登录礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang15.png,103=460,103=0,,,3=1,
400122,6380459,十月补给礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang21.png,103=4350,102=50000,,,3=3,
400123,6380460,十月载具礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang17.png,103=3250,103=550,,,3=3,
400124,6380461,十月强化礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang2.png,103=7900,103=950,,,3=3,
400125,6380462,十月精炼礼盒A,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang22.png,103=12650,103=1650,,,3=1,
400126,6380463,十月精炼礼盒B,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang22.png,103=12000,103=1650,,,3=1,
400127,6380464,十月卡片礼盒A,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang23.png,103=25900,103=2150,,,5=1,
400128,6380465,十月卡片礼盒B,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang23.png,103=26900,103=2150,,,5=1,
400129,6380502,十一月登录礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang15.png,103=500,103=0,,,3=1,
400130,6380503,十一月强化礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang63_yyz.png,103=3630,102=50000,,,3=3,
400131,6380504,十一月修复礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang64_yyz.png,103=4400,103=550,,,3=3,
400132,6380505,十一月齿轮礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang65_yyz.png,103=7700,103=950,,,3=3,
400133,6380506,十一月装备礼盒A,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang67_yyz.png,103=23200,103=1650,,,3=3,
400134,6380507,十一月装备礼盒B,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang67_yyz.png,103=23200,103=1650,,,3=3,
400135,6380508,十一月卡片礼盒A,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang68_yyz.png,103=36300,103=2150,,,0=1,
400136,6380509,十一月卡片礼盒B,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang68_yyz.png,103=36300,103=2150,,,0=1,
400137,6380525,十二月登录礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang15.png,103=645,103=0,,,,
400138,6380526,十二月强化礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang69_yyz.png,103=5500,102=50000,,,,
400139,6380527,十二月宠物礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang70_yyz.png,103=1750,103=320,,,,
400140,6380528,十二月精炼礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang71_yyz.png,103=5300,103=950,,,,
400141,6380529,十二月齿轮礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang73_yyz.png,103=22315,103=1650,,,,
400142,6380530,十二月装备礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang74_yyz.png,103=29400,103=2150,,,,
400143,6380567,一月登录礼盒,,,Icon_ItemConsumables01,UI_icon_item_lihebaoxiang15.png,103=560,103=0,,,3=1,
400144,6380568,一月强化礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang57_zz.png,103=4260,102=50000,,,3=3,
400145,6380569,一月修复礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang58_zz.png,103=3770,103=320,,,3=3,
400146,6380570,一月扭蛋礼盒,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang59_zz.png,103=7900,103=950,,,3=3,
400147,6380571,一月装备礼盒A,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang61_zz.png,103=12900,103=1650,,,3=1,
400148,6380572,一月装备礼盒B,,,Icon_ItemConsumables03,UI_icon_item_lihebaoxiang62_zz.png,103=20300,103=2150,,,0=1,
500029,6425074,月末限定精炼礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe03.png,103=0,103=3500,,,0=3,
500030,6425075,月末限定附魔礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,103=0,103=3500,,,0=3,
500031,6425076,月末限定齿轮礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,103=0,103=3500,,,0=3,
500032,6425077,月末限定卡片抽奖礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,103=0,103=3500,,,0=3,
500033,6425078,月末限定饰品礼包,,0,Shopping,UI_Shopping_icon_xinnianlihe02.png,103=0,103=1700,,,0=1,
500034,6420090,9月初每日小型礼盒,,0,Shopping,UI_Shopping__icon_libao35.png,103=0,103=100,,,1=1,
500035,6420091,9月抽奖小礼盒,,0,Shopping,UI_Shopping__icon_libao36.png,103=0,103=300,,,1=1,5
500036,6420092,9月改造小礼盒,,0,Shopping,UI_Shopping__icon_libao37.png,103=0,103=650,,,3=2,12
500037,6420093,9月初附魔礼盒,,0,Shopping,UI_Shopping__icon_libao38.png,103=0,103=950,,,3=2,11
500038,6420094,9月精炼礼盒,,0,Shopping,UI_Shopping__icon_libao30.png,103=0,103=1450,,,3=2,6
500039,6420095,9月齿轮大礼盒,,0,Shopping,UI_Shopping__icon_libao31.png,103=0,103=1450,,,3=2,9
500040,6420096,9月附魔大礼盒,,0,Shopping,UI_Shopping__icon_libao32.png,103=0,103=1950,,,3=2,11
500041,6420097,9月精炼大礼盒,,0,Shopping,UI_Shopping__icon_libao33.png,103=0,103=2450,,,3=2,6
500042,6419999,限定登陆礼,,0,Shopping,UI_Shopping__icon_libao34.png,103=0,103=0,,,1=1,0
500043,6425104,9月下每日小型礼盒,,0,Shopping,UI_Shopping__icon_libao28.png,103=0,103=100,,,2=1,7
