ID,ItemID,ItemName,ItemNum,Reason,Type,LocalizationArea
78,5010053,封印的德古拉伯爵卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
79,5010054,封印的暗黑祭司卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
80,5010058,封印的死灵卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
81,5020002,封印的黄金虫卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
82,5020004,封印的蚁后卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
83,5030006,封印的幽灵波利卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
84,5030007,封印的天使波利卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
85,5030019,封印的兽人酋长卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
86,5040003,封印的恶魔波利卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
87,5040014,封印的波利之王卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
88,5050009,封印的虎王卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
89,5050011,封印的月夜猫卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
90,5060019,封印的俄塞里斯卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
91,5070006,封印的狂暴蚁后卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
92,5070007,封印的蜂后卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
93,5070009,封印的法老王卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
94,5070012,封印的兽人英雄卡片,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
95,3020003,神之金属,1,279,1|2,
96,3020004,铝,1,279,1|2,
97,1270010,3克拉钻石,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212|256,1|2,
98,1170002,天使发圈图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
99,1170003,黄金帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
100,1170004,回忆帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
101,1170005,恶魔发圈图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
102,1170006,亡者发箍图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
103,1170007,海盗船长帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
104,1170009,霹雳雷云图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
105,1170010,竹蜻蜓发圈图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
106,1170011,绅士帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
107,1170012,黄金冠冕图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
108,1170013,后冠图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
109,1170014,蛇饰发箍图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
110,1170017,羽毛贝雷帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
111,1170019,王冠图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
112,1170021,花冠图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
113,1170022,兽人英雄的头具图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
114,1170024,菲力卡的头箍图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
115,1170027,领导者头箍图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
116,1170028,首领冠冕图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
117,1170031,山羊头盔图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
118,1170032,婚礼发冠图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
119,1170033,小恶魔帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
120,1170034,懒洋洋的猫图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
121,1170035,公主冠冕图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
122,1180002,哥布灵首领假面图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
123,1180008,天使翅膀耳饰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
124,1180009,恶魔翅膀耳饰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
125,1190002,愤怒的嘴图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
126,1190003,奶嘴图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
127,1190004,烟斗图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
128,1190005,小孩奶嘴图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
129,1190006,深红玫瑰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
130,1200003,小天使之翼图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
131,1200004,狂野尾巴图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
132,1200005,小恶魔之翼图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
133,1200006,波利背包图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
134,1200007,天使波利帽子图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
135,1200008,趴趴狄波萝太图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
136,1200009,毛无边帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
137,1200010,兔耳发圈图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
138,1200011,粉纱发圈图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
139,1200012,学生帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
140,1200013,天使之吻图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
141,1200014,兽角头饰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
142,1200015,狐狸假面图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
143,1200016,小丑帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
144,1200017,出游帽子图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
145,1200019,灵魂光环图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
146,1200020,咪咪帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
147,1200021,自娱自乐箱子I图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
148,1200022,自娱自乐箱子II图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
149,1200023,小熊帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
150,1200024,音标耳机图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
151,1200025,爱唱歌的小鸟图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
152,1200027,趴趴章鱼图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
153,1200028,圣诞帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
154,1200029,神圣的音乐帽子图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
155,1200030,跳跃的小鸡图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
156,1200031,鱼头帽子图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
157,1200032,黑猫耳朵图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
158,1200033,勇士之帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
159,1200034,妖精长耳朵饰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
160,1200035,哥布灵面具图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
161,1200036,花叶图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
162,1200037,草叶图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
163,1200038,铁钉口罩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
164,1200039,叼在嘴里的鱼图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
165,1200040,刺客口罩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
166,1200041,单眼眼镜图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
167,1200042,公主冠冕图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
168,1200043,粪便帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
169,1200044,金属口罩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
170,1200045,海盗匕首图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
171,1200046,红色面罩图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
172,1200047,狮头面具图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
173,1200048,少女礼帽图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
174,1200049,西格伦的翅膀图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
175,1200050,剑士头盔图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
176,1200051,古代的金饰图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
177,1200052,月夜猫帽子图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
178,1200054,月桂树之冠图纸,1,10|11|106|104|103|102|141|140|110|99|52|168|156|69|142|115|158|80|81|162|105|100|177|211|85|86|101|212,1|2,
