ID,GreatSecretID,GreatSecretName,EntityId,GreatSecretNormalAttribute
117,4013,沉船迷宫,5206,26727=62
118,4013,沉船迷宫,5207,84172=187
119,4013,沉船迷宫,5208,37432=50
120,4013,沉船迷宫,5209,18941=93
121,4013,沉船迷宫,5210,280746=312
122,4013,沉船迷宫,5211,61923=625
123,4013,沉船迷宫,5212,23476=43
124,4013,沉船迷宫,5201,983544=625
125,4013,沉船迷宫,5216,30961=625
126,4013,沉船迷宫,5217,14254=37
127,4013,沉船迷宫,5218,28057=187
128,4013,沉船迷宫,5219,13258=50
129,4013,沉船迷宫,5221,14086=50
130,4013,沉船迷宫,7901,14086=50
131,4014,沉船迷宫,5206,29852=73
132,4014,沉船迷宫,5207,93910=221
133,4014,沉船迷宫,5208,41818=58
134,4014,沉船迷宫,5209,21160=110
135,4014,沉船迷宫,5210,313640=368
136,4014,沉船迷宫,5211,69155=737
137,4014,沉船迷宫,5212,26207=51
138,4014,沉船迷宫,5201,1101630=737
139,4014,沉船迷宫,5216,34577=737
140,4014,沉船迷宫,5217,15921=44
141,4014,沉船迷宫,5218,31303=221
142,4014,沉船迷宫,5219,14812=58
143,4014,沉船迷宫,5221,15724=58
144,4014,沉船迷宫,7901,15724=58
145,4015,沉船迷宫,5206,32957=88
146,4015,沉船迷宫,5207,103591=264
147,4015,沉船迷宫,5208,46176=70
148,4015,沉船迷宫,5209,23365=132
149,4015,沉船迷宫,5210,346324=441
150,4015,沉船迷宫,5211,76341=882
151,4015,沉船迷宫,5212,28920=61
152,4015,沉船迷宫,5201,1218805=882
153,4015,沉船迷宫,5216,38170=882
154,4015,沉船迷宫,5217,17577=52
155,4015,沉船迷宫,5218,34530=264
156,4015,沉船迷宫,5219,16355=70
157,4015,沉船迷宫,5221,17352=70
158,4015,沉船迷宫,7901,17352=70
159,4021,吉芬地下,5251,94306=428
160,4021,吉芬地下,5252,66511=171
161,4021,吉芬地下,5253,39665=257
162,4021,吉芬地下,5254,49943=171
163,4021,吉芬地下,5255,94306=428
164,4021,吉芬地下,5256,48206=428
165,4021,吉芬地下,5257,1600339=1028
166,4021,吉芬地下,2002902,400084=1028
167,4021,吉芬地下,7901,81118=428
168,4022,吉芬地下,5251,105515=503
169,4022,吉芬地下,5252,74355=201
170,4022,吉芬地下,5253,44326=301
171,4022,吉芬地下,5254,55855=201
172,4022,吉芬地下,5255,105515=503
173,4022,吉芬地下,5256,53915=503
174,4022,吉芬地下,5257,1791484=1207
175,4022,吉芬地下,2002902,447871=1207
176,4022,词缀entity,7901,30231=90
177,4022,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
178,4022,词缀：逝者之碑邪骸士兵,2003532,30231=90
179,4022,词缀：逝者之碑邪骸兽人,2003533,30231=90
180,4022,吉芬地下,7901,90682=503
181,4023,吉芬地下,5251,141975=748
182,4023,吉芬地下,5252,99882=299
183,4023,吉芬地下,5253,59494=448
184,4023,吉芬地下,5254,75083=299
185,4023,吉芬地下,5255,141975=748
186,4023,吉芬地下,5256,72484=748
187,4023,吉芬地下,5257,2414199=1795
188,4023,吉芬地下,2002902,603549=1795
189,4023,吉芬地下,7901,121799=748
190,4024,吉芬地下,5251,134511=1046
191,4024,吉芬地下,5252,125639=104
192,4024,吉芬地下,5253,84204=156
193,4024,吉芬地下,5254,71101=156
194,4024,吉芬地下,5255,134511=1046
195,4024,吉芬地下,5256,45582=209
196,4024,吉芬地下,5257,2276156=1255
197,4024,吉芬地下,2002902,569039=1255
198,4025,吉芬地下,5251,141400=1184
199,4025,吉芬地下,5252,132081=118
200,4025,吉芬地下,5253,88510=177
201,4025,吉芬地下,5254,74733=177
202,4025,吉芬地下,5255,141400=1184
203,4025,吉芬地下,5256,47927=236
204,4025,吉芬地下,5257,2393766=1421
205,4025,吉芬地下,2002902,598441=1421
206,4025,吉芬地下,7901,598441=1421
207,4031,蚂蚁洞穴,5401,2609229=1207
208,4031,蚂蚁洞穴,5405,70259=150
209,4031,蚂蚁洞穴,5406,45355=301
210,4031,蚂蚁洞穴,5407,56720=201
211,4031,蚂蚁洞穴,5408,296959=301
212,4031,蚂蚁洞穴,5409,70259=150
213,4031,蚂蚁洞穴,5410,45355=301
214,4031,蚂蚁洞穴,5411,56720=201
215,4031,蚂蚁洞穴,5416,680647=30
216,4031,蚂蚁洞穴,5417,680647=30
217,4031,蚂蚁洞穴,5424,680647=30
218,4031,蚂蚁洞穴,5425,680647=30
219,4031,蚂蚁洞穴,5430,45355=301
220,4031,蚂蚁洞穴,5432,56762=201
221,4031,蚂蚁洞穴,7901,90682=503
222,4032,蚂蚁洞穴,5401,2403614=1795
223,4032,蚂蚁洞穴,5405,94356=224
224,4032,蚂蚁洞穴,5406,60926=448
225,4032,蚂蚁洞穴,5407,76183=299
226,4032,蚂蚁洞穴,5408,178690=448
227,4032,蚂蚁洞穴,5409,94356=224
228,4032,蚂蚁洞穴,5410,60926=448
229,4032,蚂蚁洞穴,5411,76183=299
230,4032,蚂蚁洞穴,5416,914207=44
231,4032,蚂蚁洞穴,5417,914207=44
232,4032,蚂蚁洞穴,5424,914207=44
233,4032,蚂蚁洞穴,5425,914207=44
234,4032,蚂蚁洞穴,5430,60926=448
235,4032,蚂蚁洞穴,5432,76226=299
236,4032,蚂蚁洞穴,7901,121799=748
237,4022,词缀entity,7901,30231=90
238,4022,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
239,4022,词缀：逝者之碑邪骸士兵,2003532,30231=90
240,4022,词缀：逝者之碑邪骸兽人,2003533,30231=90
241,4033,蚂蚁洞穴,5401,2515594=2035
242,4033,蚂蚁洞穴,5405,98707=254
243,4033,蚂蚁洞穴,5406,63736=508
244,4033,蚂蚁洞穴,5407,79697=339
245,4033,蚂蚁洞穴,5408,187014=508
246,4033,蚂蚁洞穴,5409,98707=254
247,4033,蚂蚁洞穴,5410,63736=508
248,4033,蚂蚁洞穴,5411,79697=339
249,4033,蚂蚁洞穴,5416,956365=50
250,4033,蚂蚁洞穴,5417,956365=50
251,4033,蚂蚁洞穴,5424,956365=50
252,4033,蚂蚁洞穴,5425,956365=50
253,4033,蚂蚁洞穴,5430,63736=508
254,4033,蚂蚁洞穴,5432,79740=339
255,4033,蚂蚁洞穴,7901,127421=848
256,4034,蚂蚁洞穴,5401,2919769=1353
257,4034,蚂蚁洞穴,5405,114367=135
258,4034,蚂蚁洞穴,5406,55391=270
259,4034,蚂蚁洞穴,5407,73876=202
260,4034,蚂蚁洞穴,5408,465094=676
261,4034,蚂蚁洞穴,5409,114367=135
262,4034,蚂蚁洞穴,5410,55391=270
263,4034,蚂蚁洞穴,5411,73876=202
264,4034,蚂蚁洞穴,5416,1262323=135
265,4034,蚂蚁洞穴,5417,1262323=135
266,4034,蚂蚁洞穴,5424,1262323=135
267,4034,蚂蚁洞穴,5425,1262323=135
268,4034,蚂蚁洞穴,5430,55391=270
269,4034,蚂蚁洞穴,5432,73911=202
270,4034,蚂蚁洞穴,7901,73911=202
271,4035,蚂蚁洞穴,5401,3297753=1512
272,4035,蚂蚁洞穴,5405,129010=151
273,4035,蚂蚁洞穴,5406,62486=302
274,4035,蚂蚁洞穴,5407,83337=226
275,4035,蚂蚁洞穴,5408,525273=756
276,4035,蚂蚁洞穴,5409,129010=151
277,4035,蚂蚁洞穴,5410,62486=302
278,4035,蚂蚁洞穴,5411,83337=226
279,4035,蚂蚁洞穴,5416,1424367=151
280,4035,蚂蚁洞穴,5417,1424367=151
281,4035,蚂蚁洞穴,5424,1424367=151
282,4035,蚂蚁洞穴,5425,1424367=151
283,4035,蚂蚁洞穴,5430,62486=302
284,4035,蚂蚁洞穴,5432,83373=226
285,4035,蚂蚁洞穴,7901,83373=226
286,4041,金字塔,9154,24456=299
287,4041,金字塔,9155,115546=448
288,4041,金字塔,9156,86659=448
289,4041,金字塔,9160,197027=748
290,4041,金字塔,9161,3119892=1795
291,4041,金字塔,9165,197027=748
292,4041,金字塔,9169,70366=149
293,4041,金字塔,7901,121799=748
294,4041,精英木乃伊,9174,121799=748
295,4042,金字塔,9154,25583=339
296,4042,金字塔,9155,120861=508
297,4042,金字塔,9156,90646=508
298,4042,金字塔,9160,206104=848
299,4042,金字塔,9161,1887105=2035
300,4042,金字塔,9165,206104=848
301,4042,金字塔,9169,73608=169
302,4042,精英木乃伊,9174,30231=90
303,4042,词缀entity,7901,30231=90
304,4042,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
305,4042,词缀：逝者之碑邪骸士兵,2003532,30231=90
306,4042,词缀：逝者之碑邪骸兽人,2003533,30231=90
307,4043,金字塔,9154,30296=387
308,4043,金字塔,9155,143077=581
309,4043,金字塔,9156,107307=581
310,4043,金字塔,9160,244095=969
311,4043,金字塔,9161,2241713=2326
312,4043,金字塔,9165,244095=969
313,4043,金字塔,9169,87176=193
314,4043,金字塔,7901,150921=969
315,4044,金字塔,9154,125007=510
316,4044,金字塔,9155,200122=340
317,4044,金字塔,9156,200122=340
318,4044,金字塔,9160,349416=850
319,4044,金字塔,9161,2607977=2041
320,4044,金字塔,9165,283401=850
321,4044,金字塔,9169,60728=170
322,4044,金字塔,7901,60728=170
323,4045,金字塔,9154,132264=572
324,4045,金字塔,9155,211735=381
325,4045,金字塔,9156,211735=381
326,4045,金字塔,9160,369727=954
327,4045,金字塔,9161,2760910=2289
328,4045,金字塔,9165,299821=954
329,4045,金字塔,9169,64247=190
330,4045,金字塔,7901,64247=190
331,4051,北森异变,9801,490384=222
332,4051,北森异变,9802,14947=37
333,4051,北森异变,9803,11918=48
334,4051,北森异变,9804,9532=55
335,4051,北森异变,9805,6439=92
336,4051,北森异变,9806,37619=74
337,4051,北森异变,9807,29967=92
338,4051,北森异变,9808,171634=185
339,4051,北森异变,9809,171634=185
340,4051,北森异变,9810,37619=74
341,4051,北森异变,9811,29967=92
342,4051,北森异变,9812,6975=37
343,4051,北森异变,9813,5959=48
344,4051,北森异变,9814,4766=55
345,4051,北森异变,7901,21627=56
346,4051,词缀entity,7901,30231=90
347,4051,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
348,4051,词缀：逝者之碑邪骸士兵,2003532,30231=90
349,4051,词缀：逝者之碑邪骸兽人,2003533,30231=90
350,4052,北森异变,9801,684944=359
351,4052,北森异变,9802,20786=59
352,4052,北森异变,9803,16644=77
353,4052,北森异变,9804,13329=89
354,4052,北森异变,9805,8936=149
355,4052,北森异变,9806,52574=119
356,4052,北森异变,9807,41646=149
357,4052,北森异变,9808,239730=299
358,4052,北森异变,9809,239730=299
359,4052,北森异变,9810,52574=119
360,4052,北森异变,9811,41646=149
361,4052,北森异变,9812,9700=59
362,4052,北森异变,9813,8322=77
363,4052,北森异变,9814,6664=89
364,4052,北森异变,7901,30231=90
365,4052,词缀entity,7901,30231=90
366,4052,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
367,4052,词缀：逝者之碑邪骸士兵,2003532,30231=90
368,4052,词缀：逝者之碑邪骸兽人,2003533,30231=90
369,4041,木乃伊,9172,30231=90
370,4041,毕莱特,9173,30231=90
371,4061,梦罗克的邪骸士兵,5481,30231=90
372,4061,梦罗克的邪骸兽人,5482,30231=90
373,4061,梦罗克的亡灵战俘,5465,30231=90
374,4061,梦罗克的恶灵,5462,30231=90
375,4061,梦罗克的邪骸弓箭手,5480,30231=90
376,4061,梦罗克的南瓜魂,5458,30231=90
377,4061,魔神的影子,5460,30231=90
378,4061,梦罗克的米洛斯,5463,30231=90
379,4061,魔神的影子,5461,30231=90
380,4061,梦罗克的魔法师,5464,30231=90
381,4061,达纳托斯的憎恨,5452,30231=90
382,4061,达纳托斯的悲哀,5454,30231=90
383,4061,达纳托斯的绝望,5453,30231=90
384,4042,木乃伊,9172,30231=90
385,4042,毕莱特,9173,30231=90
386,4062,梦罗克的邪骸士兵,5481,30231=90
387,4062,梦罗克的邪骸兽人,5482,30231=90
388,4062,梦罗克的亡灵战俘,5465,30231=90
389,4062,梦罗克的恶灵,5462,30231=90
390,4062,梦罗克的邪骸弓箭手,5480,30231=90
391,4062,梦罗克的南瓜魂,5458,30231=90
392,4062,魔神的影子,5460,30231=90
393,4062,梦罗克的米洛斯,5463,30231=90
394,4062,魔神的影子,5461,30231=90
395,4062,梦罗克的魔法师,5464,30231=90
396,4062,达纳托斯的憎恨,5452,30231=90
397,4062,达纳托斯的悲哀,5454,30231=90
398,4062,达纳托斯的绝望,5453,30231=90
399,4062,词缀entity,7901,30231=90
400,4062,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
401,4062,词缀：逝者之碑邪骸士兵,2003532,30231=90
402,4062,词缀：逝者之碑邪骸兽人,2003533,30231=90
403,4082,词缀entity,7901,30231=90
404,4082,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
405,4082,词缀：逝者之碑邪骸士兵,2003532,30231=90
406,4082,词缀：逝者之碑邪骸兽人,2003533,30231=90
407,4082,毕尤,8801,30231=90
408,4082,深渊骑士,8802,30231=90
409,4082,暗盾祭司,8803,30231=90
410,4082,传送柱,8804,30231=90
411,4082,传送柱,8805,30231=90
412,4082,幽灵剑士,8808,30231=90
413,4082,卡利斯格,8809,30231=90
414,4082,傀儡娃娃,8810,30231=90
415,4082,小女孩,8832,30231=90
416,4082,学者,8833,30231=90
417,4082,造型师,8834,30231=90
418,4082,头饰商人,8835,30231=90
419,4082,幽灵剑士,8844,30231=90
420,4082,卡利斯格,8845,30231=90
421,4082,暗盾祭司,8846,30231=90
422,4081,毕尤,8801,30231=90
423,4081,深渊骑士,8802,30231=90
424,4081,暗盾祭司,8803,30231=90
425,4081,传送柱,8804,30231=90
426,4081,传送柱,8805,30231=90
427,4081,幽灵剑士,8808,30231=90
428,4081,卡利斯格,8809,30231=90
429,4081,傀儡娃娃,8810,30231=90
430,4081,小女孩,8832,30231=90
431,4081,学者,8833,30231=90
432,4081,造型师,8834,30231=90
433,4081,头饰商人,8835,30231=90
434,4081,幽灵剑士,8844,30231=90
435,4081,卡利斯格,8845,30231=90
436,4081,暗盾祭司,8846,30231=90
437,4072,词缀entity,7901,30231=90
438,4072,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
439,4072,词缀：逝者之碑邪骸士兵,2003532,30231=90
440,4072,词缀：逝者之碑邪骸兽人,2003533,30231=90
441,4072,梦罗克幼体,8951,30231=90
442,4072,梦罗克,8952,30231=90
443,4072,魔神的影子,8953,30231=90
444,4072,魔神的影子,8954,30231=90
445,4072,陨石H,8955,30231=90
446,4072,陨石召唤兽H,8956,30231=90
447,4072,小陨石H,8957,30231=90
448,4072,小陨石召唤兽H,8958,30231=90
449,4071,梦罗克幼体,8951,30231=90
450,4071,梦罗克,8952,30231=90
451,4071,魔神的影子,8953,30231=90
452,4071,魔神的影子,8954,30231=90
453,4071,陨石H,8955,30231=90
454,4071,陨石召唤兽H,8956,30231=90
455,4071,小陨石H,8957,30231=90
456,4071,小陨石召唤兽H,8958,30231=90
457,4091,词缀entity,7901,30231=90
458,4091,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
459,4091,词缀：逝者之碑邪骸士兵,2003532,30231=90
460,4091,词缀：逝者之碑邪骸兽人,2003533,30231=90
461,4091,利格鲁德,29262,30231=90
462,4091,刺刀哥布灵,29263,30231=90
463,4091,刺锤哥布灵,29264,30231=90
464,4091,大斧哥布灵,29265,30231=90
465,4091,链锤哥布灵,29266,30231=90
466,4091,榔头哥布灵,29267,30231=90
467,4091,弓箭哥布灵,29268,30231=90
468,4091,刺刀哥布灵精英,29269,30231=90
469,4091,刺刀哥布灵精英,29270,30231=90
470,4091,链锤哥布灵,29271,30231=90
471,4091,弓箭哥布灵,29272,30231=90
472,4091,榔头哥布灵,29273,30231=90
473,4091,阿修罗机械战士,29286,30231=90
474,4091,阿修罗机械战士,29297,30231=90
475,4091,阿修罗机械战士,29298,30231=90
476,4091,哥布灵通信兵,29299,30231=90
477,4092,词缀entity,7901,30231=90
478,4092,词缀：逝者之碑邪骸弓箭手,2003531,30231=90
479,4092,词缀：逝者之碑邪骸士兵,2003532,30231=90
480,4092,词缀：逝者之碑邪骸兽人,2003533,30231=90
481,4092,利格鲁德,29262,30231=90
482,4092,刺刀哥布灵,29263,30231=90
483,4092,刺锤哥布灵,29264,30231=90
484,4092,大斧哥布灵,29265,30231=90
485,4092,链锤哥布灵,29266,30231=90
486,4092,榔头哥布灵,29267,30231=90
487,4092,弓箭哥布灵,29268,30231=90
488,4092,刺刀哥布灵精英,29269,30231=90
489,4092,刺刀哥布灵精英,29270,30231=90
490,4092,链锤哥布灵,29271,30231=90
491,4092,弓箭哥布灵,29272,30231=90
492,4092,榔头哥布灵,29273,30231=90
493,4092,阿修罗机械战士,29286,30231=90
494,4092,阿修罗机械战士,29297,30231=90
495,4092,阿修罗机械战士,29298,30231=90
496,4092,哥布灵通信兵,29299,30231=90
497,4101,霍普,23001,30231=90
498,4101,被诅咒的尤达,23002,30231=90
499,4101,蝙蝠弓箭手,23003,30231=90
500,4101,爱丽丝女仆,23004,30231=90
501,4101,霍普,23005,30231=90
502,4101,霍普,23006,30231=90
503,4101,霍普,23007,30231=90
504,4101,霍普,23008,30231=90
505,4101,暗神官,23009,30231=90
506,4101,暗神官领袖,23010,30231=90
507,4101,爱丽丝女仆长,23011,30231=90
508,4101,爱丽丝女仆,23012,30231=90
509,4101,暗神官领袖,23013,30231=90
510,4102,霍普,23001,30231=90
511,4102,被诅咒的尤达,23002,30231=90
512,4102,蝙蝠弓箭手,23003,30231=90
513,4102,爱丽丝女仆,23004,30231=90
514,4102,霍普,23005,30231=90
515,4102,霍普,23006,30231=90
516,4102,霍普,23007,30231=90
517,4102,霍普,23008,30231=90
518,4102,暗神官,23009,30231=90
519,4102,暗神官领袖,23010,30231=90
520,4102,爱丽丝女仆长,23011,30231=90
521,4102,爱丽丝女仆,23012,30231=90
522,4102,暗神官领袖,23013,30231=90
523,4053,凯斯利亚斯,9820,30231=90
524,4053,狂暴疯兔,9821,30231=90
525,4053,教国士兵,9822,30231=90
526,4053,狂暴克瑞米,9823,30231=90
527,4053,狂暴疯兔,9824,30231=90
528,4053,狂暴森灵,9825,30231=90
529,4003,魔菇,8401,30231=90
530,4003,蜘蛛守卫,8432,30231=90
531,4003,蜘蛛守卫队长,8405,30231=90
532,4003,莫古尔,8406,30231=90
533,4003,毒魔菇孢子,8410,30231=90
534,4003,毒魔菇孢子,8408,30231=90
535,4003,剧毒魔菇,8409,30231=90
536,4013,海盗之王：污染水域Con,7727,30231=90
537,4013,海盗之王：污染水域Mob,7728,30231=90
538,4013,海盗之王：海浪冲击Single,7729,30231=90
539,4013,海盗之王：海浪冲击Multi,7745,30231=90
540,4013,亡者召唤召唤兽,7730,30231=90
541,4013,死去的海盗,7731,30231=90
542,4013,死去的法师,7732,30231=90
543,4013,死去的刺客,7733,30231=90
544,4013,死去的弓箭手,7734,30231=90
545,4013,帕纳迦,7735,30231=90
546,4013,死去的俘虏,7736,30231=90
547,4013,白幽灵,7737,30231=90
548,4013,德雷克,7726,30231=90
549,4013,Boss召唤：死去的俘虏,7741,30231=90
550,4013,Boss召唤：死去的海盗,7742,30231=90
551,4013,Boss召唤：死去的法师,7743,30231=90
552,4013,Boss召唤：死去的弓箭手,7744,30231=90
553,4013,Boss召唤：白幽灵,7746,30231=90
554,4013,坏血病区域召唤兽,7738,30231=90
555,4013,死去的俘虏,7739,30231=90
556,4013,死去的帕纳迦,7740,30231=90
557,4023,小恶魔,8451,30231=90
558,4023,腐尸,8452,30231=90
559,4023,绿腐尸,8453,30231=90
560,4023,巨大白幽灵,8454,30231=90
561,4023,风魔巫师,8456,30231=90
562,4023,多普勒,8457,30231=90
563,4033,玛雅,5439,30231=90
564,4033,黑蚁,5440,30231=90
565,4033,白蚁,5441,30231=90
566,4033,玛雅之子,5442,30231=90
567,4033,黑蚁,5443,30231=90
568,4033,白蚁,5444,30231=90
569,4033,黑蚁窝,5445,30231=90
570,4033,白蚁窝,5446,30231=90
571,4043,毕莱特,8464,30231=90
572,4043,木乃伊,8465,30231=90
573,4043,狂暴木乃伊,8470,30231=90
574,4043,狂暴木乃伊,8475,30231=90
575,4043,荷鲁斯,8471,30231=90
576,4043,木乃伊,8482,30231=90
577,4043,金字塔守护者,8484,30231=90
578,4063,达纳托斯的憎恨,5801,30231=90
579,4063,达纳托斯的绝望,5802,30231=90
580,4063,达纳托斯的悲哀,5803,30231=90
581,4063,梦罗克的南瓜魂,5804,30231=90
582,4063,诅咒魔书,5805,30231=90
583,4063,魔神的影子（近战）,5806,30231=90
584,4063,魔神的影子（远程）,5807,30231=90
585,4063,梦罗克的恶灵,5808,30231=90
586,4063,梦罗克的米洛斯,5809,30231=90
587,4063,梦罗克的魔法师,5810,30231=90
588,4063,梦罗克的亡灵战俘,5811,30231=90
589,4063,梦罗克的邪骸弓箭手,5813,30231=90
590,4063,梦罗克的邪骸士兵,5814,30231=90
591,4063,梦罗克的邪骸兽人,5815,30231=90
592,4073,梦罗克幼体S,8971,30231=90
593,4073,梦罗克S,8972,30231=90
594,4073,魔神的影子S,8973,30231=90
595,4073,魔神的影子2S,8974,30231=90
596,4073,陨石S,8975,30231=90
597,4073,陨石召唤兽S,8976,30231=90
598,4073,小陨石S,8977,30231=90
599,4073,小陨石召唤兽S,8978,30231=90
600,4053,海葵,9805,30231=90
601,4033,蚂蚁幼虫,5403,30231=90
602,4083,毕尤,8851,30231=90
603,4083,深渊骑士,8852,30231=90
604,4083,暗盾祭司,8853,30231=90
605,4083,传送柱,8854,30231=90
606,4083,传送柱,8855,30231=90
607,4083,幽灵剑士,8856,30231=90
608,4083,卡利斯格,8857,30231=90
609,4083,傀儡娃娃,8858,30231=90
610,4111,时空恶魔,21628,30231=90
611,4111,钟塔守护者,21629,30231=90
612,4111,时间守护者,21630,30231=90
613,4111,大古钟,21631,30231=90
614,4111,古钟魔,21632,30231=90
615,4111,钟怪,21633,30231=90
616,4111,挣扎,21634,30231=90
617,4111,痛苦,21635,30231=90
618,4111,迷惘,21636,30231=90
619,4111,挣扎,21637,30231=90
620,4111,痛苦,21638,30231=90
621,4111,迷惘,21639,30231=90
622,4111,时空恶魔的痛苦,21640,30231=90
623,4111,时空恶魔的折磨,21641,30231=90
624,4112,时空恶魔,21628,30231=90
625,4112,钟塔守护者,21629,30231=90
626,4112,时间守护者,21630,30231=90
