Id,WheelId,ProfessionId,Level,SkillOne,SkillTwo,BornWeight,BorntimesLimit
438,3024023,7212,2,7212202,0,400,0
439,3024023,7212,3,7212201,7212202,80,0
440,3024023,7212,4,7212201,7212202,20,0
441,3024024,7212,1,7212301,0,500,0
442,3024024,7212,2,7212302,0,400,0
443,3024024,7212,3,7212301,7212302,80,0
444,3024024,7212,4,7212301,7212302,20,0
445,3024025,7212,1,7212401,0,500,0
446,3024025,7212,2,7212402,0,400,0
447,3024025,7212,3,7212401,7212402,90,0
448,3024025,7212,4,7212401,7212402,10,0
449,3024022,4201,1,4201101,0,500,0
450,3024022,4201,2,4201102,0,400,0
451,3024022,4201,3,4201101,4201102,80,0
452,3024022,4201,4,4201101,4201102,20,0
453,3024023,4201,1,4201201,0,500,0
454,3024023,4201,2,4201202,0,400,0
455,3024023,4201,3,4201201,4201202,80,0
456,3024023,4201,4,4201201,4201202,20,0
457,3024024,4201,1,4201301,0,500,0
458,3024024,4201,2,4201302,0,400,0
459,3024024,4201,3,4201301,4201302,80,0
460,3024024,4201,4,4201301,4201302,20,0
461,3024025,4201,1,4201401,0,500,0
462,3024025,4201,2,4201402,0,400,0
463,3024025,4201,3,4201401,4201402,90,0
464,3024025,4201,4,4201401,4201402,10,0
465,3024022,4202,1,4202101,0,500,0
466,3024022,4202,2,4202102,0,400,0
467,3024022,4202,3,4202101,4202102,80,0
468,3024022,4202,4,4202101,4202102,20,0
469,3024023,4202,1,4202201,0,500,0
470,3024023,4202,2,4202202,0,400,0
471,3024023,4202,3,4202201,4202202,80,0
472,3024023,4202,4,4202201,4202202,20,0
473,3024024,4202,1,4202301,0,500,0
474,3024024,4202,2,4202302,0,400,0
475,3024024,4202,3,4202301,4202302,80,0
476,3024024,4202,4,4202301,4202302,20,0
477,3024025,4202,1,4202401,0,500,0
478,3024025,4202,2,4202402,0,400,0
479,3024025,4202,3,4202401,4202402,90,0
480,3024025,4202,4,4202401,4202402,10,0
