MainId,ProductId,Name,ServerDaysLimit,LabelLimit,GiftPackageAtlas,GiftPackageIcon,Label,LabelText,,Value,Limit,PackageType
10023,200405,回归冒险家礼包,55=9999,8,Shopping,UI_Shopping_Icon_02.png,,,CN,99,0=1,
10024,200406,活跃冒险家礼包,0=9999,2,Shopping,UI_Shopping_Icon_02.png,,折扣,CN,99,0=1,
10025,200407,超值礼包,40=9999,0,Shopping,UI_Shopping_Icon_03.png,1=50,,CN,500,0=1,
10026,200408,超值萌新礼包,55=9999,4,Shopping,UI_Shopping_Icon_03.png,,限定,CN,500,0=1,
10027,200409,超值回归礼包,55=9999,8,Shopping,UI_Shopping_Icon_03.png,,,CN,500,0=1,
10028,200410,超值活跃礼包,0=9999,2,Shopping,UI_Shopping_Icon_03.png,,折扣,CN,500,0=1,
10029,200411,补给礼包,40=9999,0,Shopping,UI_Shopping_Icon_04.png,1=50,,CN,999,0=1,
10030,200412,萌新补给礼包,55=9999,4,Shopping,UI_Shopping_Icon_04.png,,限定,CN,999,0=1,
10031,200413,回归补给礼包,55=9999,8,Shopping,UI_Shopping_Icon_04.png,,,CN,999,0=1,
10032,200414,活跃补给礼包,0=9999,2,Shopping,UI_Shopping_Icon_04.png,,折扣,CN,999,0=1,
10033,200415,勇者礼包,40=9999,0,Shopping,UI_Shopping_Icon_05.png,1=50,,CN,2000,0=1,
10034,200416,萌新勇者礼包,55=9999,4,Shopping,UI_Shopping_Icon_05.png,,限定,CN,2000,0=1,
10035,200417,回流勇者礼包,55=9999,8,Shopping,UI_Shopping_Icon_05.png,,,CN,2000,0=1,
10036,200418,活跃勇者礼包,0=9999,2,Shopping,UI_Shopping_Icon_05.png,,折扣,CN,2000,0=1,
10037,100820,冬日喵喵补给箱,75=9999,0,Shopping,UI_Shopping_icon_zhigoulibao6.png,,折扣,KR,14200,1=1|3=2,
10038,100821,冬日喵喵增幅箱,40=74,0,Shopping,UI_Shopping_icon_zhigoulibao6.png,,折扣,KR,14200,1=1|3=2,
10039,100819,暖冬齿轮补给箱,40=9999,0,Shopping,UI_Shopping_icon_zhigoulibao5.png,,折扣,KR,17700,1=1|3=3,
10040,100822,载具提升礼包,75=9999,2,Shopping,UI_Shopping_icon_zhigoulibao7.png,,限定,KR,69300,3=2,
10041,100823,萌新加速礼包,75=9999,4,Shopping,UI_Shopping_icon_zhigoulibao7.png,,限定,KR,70000,3=2,
10042,100824,回归加速礼包,75=9999,8,Shopping,UI_Shopping_icon_zhigoulibao7.png,,限定,KR,145200,3=2,
10043,100605,载具加速礼包,40=74,0,Shopping,UI_Shopping_icon_zhigoulibao7.png,,限定,KR,75100,3=2,
10044,100826,附魔锁定强化箱,75=9999,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,限定,KR,194300,3=2,
10045,100827,附魔锁定增幅箱,40=74,0,Shopping,UI_Shopping_icon_zhigoulibao8.png,,限定,KR,194300,3=2,
10046,100830,齿轮狂欢箱,75=9999,2,Shopping,UI_Shopping_icon_zhigoulibao9.png,,90%OFF,KR,356800,3=1,
10047,100831,萌新齿轮狂欢箱,75=9999,4,Shopping,UI_Shopping_icon_zhigoulibao9.png,,90%OFF,KR,356800,3=1,
10048,100832,回归齿轮狂欢箱,75=9999,8,Shopping,UI_Shopping_icon_zhigoulibao9.png,,90%OFF,KR,356800,3=1,
10049,100833,勇者齿轮狂欢箱,40=74,0,Shopping,UI_Shopping_icon_zhigoulibao9.png,,90%OFF,KR,356800,3=1,
10050,100834,2020纪念礼包,75=9999,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,89%OFF,KR,522500,0=1,
10051,100835,2020福利礼包,40=74,0,Shopping,UI_Shopping_icon_zhigoulibao10.png,,89%OFF,KR,522500,0=1,
10052,100876,新春补给箱Ⅰ,110=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,限定,KR,15700,1=1|3=3,
10053,100877,新春补给箱Ⅱ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,限定,KR,15700,1=1|3=3,
10054,100880,新型强化礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,90%OFF,KR,60100,1=1|3=3,
10055,100888,附魔强化礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,折扣,KR,199800,3=2,
10056,100892,综合强化礼盒Ⅰ,110=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,限定,KR,289800,3=1,
10057,100893,综合强化礼盒Ⅱ,70=109,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,限定,KR,289800,3=1,
10058,100894,综合强化礼盒Ⅲ,0=69,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,限定,KR,289800,3=1,
10059,100896,春日加强礼盒Ⅰ,110=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,91%OFF,KR,658600,3=1|0=2,
10060,100897,春日加强礼盒Ⅱ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,91%OFF,KR,658600,3=1|0=2,
10061,100898,新春卡片礼盒Ⅰ,110=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,91%OFF,KR,603800,0=1,
10062,100899,新春卡片礼盒Ⅱ,70=109,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,91%OFF,KR,603800,0=1,
10063,100836,新春卡片礼盒Ⅲ,0=69,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,91%OFF,KR,603800,0=1,
10064,100819,初春补给箱,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,折扣,KR,23900,1=1|3=3,
10065,100822,初春限定强化礼Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,限定,KR,92900,1=1|3=3,
10066,100823,初春限定强化礼Ⅱ,110=179,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,限定,KR,94400,1=1|3=3,
10067,100824,初春限定强化礼Ⅲ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,限定,KR,94400,1=1|3=3,
10068,100826,初春附魔强化礼Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,限定,KR,216900,3=2,
10069,100827,初春附魔强化礼Ⅱ,110=179,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,限定,KR,216900,3=2,
10070,100828,初春附魔强化礼Ⅲ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,限定,KR,199800,3=2,
10071,100830,初春综合提升礼Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,91%OFF,KR,373000,3=2,
10072,100831,初春综合提升礼Ⅱ,110=179,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,91%OFF,KR,373000,3=2,
10073,100832,初春综合提升礼Ⅲ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,91%OFF,KR,373000,3=2,
10074,100834,初春限定齿轮礼Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,91%OFF,KR,614200,3=1,
10075,100835,初春限定齿轮礼Ⅱ,110=179,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,91%OFF,KR,614200,3=1,
10076,100837,初春限定齿轮礼Ⅲ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,91%OFF,KR,614200,3=1,
10077,100948,初春限定卡片礼Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,571200,0=1,
10078,100949,初春限定卡片礼Ⅱ,110=179,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,571200,0=1,
10079,100950,初春限定卡片礼Ⅲ,0=109,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,520800,0=1,
10080,100876,春日补给箱,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,折扣,KR,20000,1=1|3=3,
10081,100883,春日加油站,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,折扣,KR,75100,3=3,
10082,100880,春日强化礼盒Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,限定,KR,78900,3=3,
10083,100881,春日强化礼盒Ⅱ,80=179,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,限定,KR,78900,3=3,
10084,100882,春日强化礼盒Ⅲ,0=79,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,限定,KR,78900,3=3,
10085,100888,春日附魔礼盒Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,92%OFF,KR,236400,3=3,
10086,100889,春日附魔礼盒Ⅱ,80=179,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,92%OFF,KR,236400,3=3,
10087,100890,春日附魔礼盒Ⅲ,0=79,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,91%OFF,KR,182700,3=3,
10088,100892,春日综合提升礼盒Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,93%OFF,KR,480500,3=1,
10089,100893,春日综合提升礼盒Ⅱ,80=179,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,93%OFF,KR,480500,3=1,
10090,100894,春日综合提升礼盒Ⅲ,0=79,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,91%OFF,KR,386400,3=1,
10091,100896,春日全面加强礼盒Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,93%OFF,KR,867300,3=1,
10092,100897,春日全面加强礼盒Ⅱ,80=179,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,93%OFF,KR,867300,3=1,
10093,100898,春日全面加强礼盒Ⅲ,0=79,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,93%OFF,KR,867300,3=1,
10094,100899,春日卡片礼盒Ⅰ,180=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,特惠,KR,692200,0=1,
10095,100836,春日卡片礼盒Ⅱ,80=179,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,特惠,KR,692200,0=1,
10096,100951,春日卡片礼盒Ⅲ,0=79,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,特惠,KR,616600,0=1,
10097,100819,初夏补给箱,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,折扣,KR,17400,3=1,
10098,100820,初夏支援箱,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,折扣,KR,19600,1=1|3=3,
10099,100822,初夏精炼强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,限定,KR,66300,1=1|3=3,
10100,100823,初夏养成强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,限定,KR,82700,3=3,
10101,100826,初夏附魔强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,91%OFF,KR,198900,1=1|3=3,
10102,100830,初夏综合强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,91%OFF,KR,397500,1=1|3=3,
10103,100834,初夏加强提升礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,特惠,KR,503800,3=2,
10104,100835,初夏成长大礼盒,50=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,91%OFF,KR,621600,0=1,
10105,100837,初夏成长大礼盒Ⅱ,0=49,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,93%OFF,KR,571200,0=1,
10106,101001,喵果丰收礼盒,0=9999,0,Shopping1,UI_Shopping_icon_Mayzhigoulibao1_zy.png,,"1,000喵果",KR,33700,0=1,
10107,101002,超级装备修复礼盒,0=9999,0,Shopping1,UI_Shopping_icon_Mayzhigoulibao3_zy.png,,2500%超值,KR,151700,0=3,
10108,101003,超级装备强化礼盒,0=9999,0,Shopping1,UI_Shopping_icon_Mayzhigoulibao2_zy.png,,2500%超值,KR,168500,0=3,
10109,101010,绵绵兔帽子礼盒,0=9999,0,Shopping,UI_Shopping_icon_chunlihe04.png,,特惠,KR,435460,0=1,
10110,101013,六月补给箱,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,折扣,KR,24200,1=1|3=2,
10111,101014,六月小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,特惠,KR,78900,1=1|3=3,
10112,101015,六月强化箱,150=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,限定,KR,85400,3=3,
10113,101016,六月强化箱Ⅰ,0=149,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,限定,KR,50900,3=3,
10114,101017,六月载具礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,93%OFF,KR,232200,3=3,
10115,101018,六月装备精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,特惠,KR,547700,3=3,
10116,101019,六月齿轮卡片加强包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,93%OFF,KR,739200,3=1,
10117,101020,六月综合礼盒,290=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,1050000,0=1,
10118,101021,六月综合礼盒Ⅰ,210=289,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,1050000,0=1,
10119,101022,六月综合礼盒Ⅱ,0=209,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,1050000,0=1,
20007,300101,抽奖券大礼包Ⅰ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,,JP,,4=2,
20006,300102,装备精炼辅助包Ⅰ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,
20005,300103,50级装备制作包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,,JP,,0=1,
20004,300104,武器强化礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,
20003,300105,防具强化礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,
20002,300106,齿轮小型礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,4=2,
20001,300107,战斗加速箱,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,4=1,
20013,300108,抽奖券大礼包Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,,JP,,4=2,
20012,300109,装备精炼辅助包Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,
20011,300110,饰品增强礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,,JP,,4=1,
20010,300111,卡片增强包Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,
20009,300112,小型精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,4=2,
20008,300113,战斗加速箱Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,4=2,
20019,300114,抽奖券大礼包Ⅲ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao16.png,,,JP,,4=2,
20020,300144,装备小型制作礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao28.png,,,JP,,2=1,
20021,300143,装备强化小型礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao29.png,,,JP,,2=1,
20022,300142,附魔大型礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao30.png,,,JP,,4=2,
20023,300141,载具中型增强礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao31.png,,,JP,,4=2,
20025,300140,7月装备强化礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,,JP,,4=2,
20028,300150,附魔小型礼盒②,0=9999,0,Shopping,UI_Shopping__icon_libao35.png,,,JP,,2=1,
20029,300149,小型精炼礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping__icon_libao36.png,,,JP,,4=2,
20030,300148,头饰图纸自选包,0=9999,0,Shopping,UI_Shopping__icon_libao37.png,,,JP,,0=1,
20031,300147,载具中型增强礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping__icon_libao31.png,,,JP,,4=2,
20032,300146,装备增强礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao38.png,,,JP,,4=2,
20033,300145,附魔超级礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,,JP,,4=2,
20034,300139,完整装备制作礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao38.png,,,JP,,0=1,
20035,300167,武器精炼礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping__icon_libao39.png,,,JP,,4=1,
20036,300169,武器精炼礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping__icon_libao33.png,,,JP,,4=1,
20037,300171,武器精炼礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping__icon_libao39.png,,,JP,,4=1,
20038,300173,武器精炼礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping__icon_libao33.png,,,JP,,4=1,
20040,300175,装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,,JP,,2=1,
20041,300176,每周扫荡小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,,JP,,4=1,
20042,300177,装备增强小礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao1.png,,,JP,,2=1,
20043,300178,附魔随心礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,,JP,,4=2,
20044,300179,附魔直升礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,,JP,,4=2,
20045,300180,载具性格增强包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao2.png,,,JP,,4=2,
20046,300181,超级装备制作礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,,JP,,0=1,
20047,300182,装备稳定增强礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao3.png,,,JP,,4=2,
20048,300183,超级精炼礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,,JP,,4=2,
20049,300185,超级精炼礼盒2,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,,JP,,4=2,
20050,300184,大型组合成长包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao4.png,,,JP,,4=1,
20018,300115,精炼大礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao15.png,,,JP,,4=2,
20017,300116,附魔保护礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao14.png,,,JP,,4=2,
20016,300117,载具增强包Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao13.png,,,JP,,4=2,
20015,300118,载具增强包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao12.png,,,JP,,4=2,
20014,300119,附魔加速包,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao11.png,,,JP,,4=1,
10120,101043,小鸭子嘴礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,限定,KR,281180,0=1,
10121,101044,魔法成长小礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao30.png,,限定,KR,369240,0=3,
10122,101045,魔法成长大礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao31.png,,限定,KR,350200,0=2,
10123,101055,庆典加油礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,折扣,KR,45100,1=1|3=2,
10124,101056,庆典补给礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,特惠,KR,77900,3=3,
10125,101057,庆典扭蛋礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao31_yyz.png,,限定,KR,239400,3=3,
10126,101058,庆典精炼礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,93%OFF,KR,530900,3=3,
10127,101059,庆典助威礼盒Ⅰ,320=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,93%OFF,KR,863500,0=1,
10128,101060,庆典助威礼盒Ⅱ,0=319,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,93%OFF,KR,863500,0=1,
10129,101073,周年庆祝福礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping_icon_xinnianlihe06.png,,限定,KR,357000,0=1,
10130,101074,周年庆祝福礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_xinnianlihe04.png,,HOT,KR,465800,0=1,
10131,101075,周年庆祝福礼盒Ⅲ,0=9999,0,Shopping,UI_Shopping_icon_xinnianlihe05.png,,特惠,KR,1285200,0=1,
10132,101082,八月补给礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,HOT,KR,22200,1=1|3=3,
10133,101083,八月成长礼盒Ⅰ,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,特惠,KR,96700,1=1|3=3,
10134,101084,八月成长礼盒Ⅱ,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,特惠,KR,96800,3=3,
10135,101085,八月助力礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao31_yyz.png,,限定,KR,291000,3=3,
10136,101086,八月守护礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,94%OFF,KR,677600,3=3,
10137,101087,八月加油礼盒Ⅰ,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,94%OFF,KR,1208000,3=1,
10138,101088,八月加油礼盒Ⅱ,270=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,HOT,KR,1305500,0=1,
10139,101089,八月加油礼盒Ⅲ,0=269,0,Shopping1,UI_Shopping_icon_zhigoulibao34_yyz.png,,HOT,KR,1305500,0=1,
10140,101106,庆典欢乐礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao32.png,,限定,KR,223550,0=2,
20000,300144,装备制作礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping__icon_libao34.png,,,JP,,2=1,
10141,101109,秋季加油礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao17.png,,HOT,KR,32900,3=3,
10142,101112,秋季附魔礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao18.png,,HOT,KR,114700,3=3,
10143,101115,秋季齿轮礼盒,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,HOT,KR,77200,3=3,
10144,101118,秋季精炼礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao19.png,,特惠,KR,322800,3=3,
10145,101121,秋季精炼礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao20.png,,特惠,KR,654500,3=3,
10146,101124,秋季成长礼盒Ⅰ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao21.png,,特惠,KR,865600,3=1,
10147,101127,秋季成长礼盒Ⅱ,0=9999,0,Shopping,UI_Shopping_icon_zhigoulibao22.png,,限定,KR,1004000,0=1,
10148,101130,金秋装备小礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao23_zy.png,,HOT,KR,22200,1=1|3=3,
10149,101133,金秋装备大礼盒A,350=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao24_zy.png,,HOT,KR,96700,1=1|3=3,
10150,101136,金秋装备大礼盒B,0=349,0,Shopping1,UI_Shopping_icon_zhigoulibao25_zy.png,,HOT,KR,96700,1=1,
10151,101139,金秋齿轮礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao26_zy.png,,HOT,KR,87800,3=3,
10152,101142,金秋附魔礼盒,0=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao27_zy.png,,HOT,KR,342200,3=3,
10153,101145,金秋精炼礼盒A,350=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao28_zy.png,,特惠,KR,688200,3=3,
10154,101148,金秋精炼礼盒B,0=349,0,Shopping1,UI_Shopping_icon_zhigoulibao29_yyz.png,,特惠,KR,688200,3=3,
10155,101151,金秋卡片礼盒A,350=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao30_yyz.png,,特惠,KR,1092700,3=1,
10156,101154,金秋卡片礼盒B,0=349,0,Shopping1,UI_Shopping_icon_zhigoulibao31_yyz.png,,特惠,KR,1092700,3=1,
10157,101157,金秋饰品礼盒A,350=9999,0,Shopping1,UI_Shopping_icon_zhigoulibao32_yyz.png,,限定,KR,2103700,0=1,
10158,101160,金秋饰品礼盒B,0=349,0,Shopping1,UI_Shopping_icon_zhigoulibao33_yyz.png,,限定,KR,2174700,0=1,
10159,101163,新职业加油礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao38.png,,限定,KR,430100,0=1,
10160,101166,新职业成长礼盒,0=9999,0,Shopping,UI_Shopping__icon_libao39.png,,限定,KR,610300,0=1,
10161,101169,时空漫游特惠礼包,0=9999,0,Shopping,UI_Shopping__icon_libao31.png,,限定,KR,153000,0=1,
