Id,Level,Name,Skill_Text,SkillID,技能效果编号（策划用）,SkillScriptPrefix,SkillScriptPostfix,DamageScript,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,ConfirmScript,CostScript,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres
100100101,1,暗物质攻击,宠物主动技能,100100101,1,Pet_Common/Pet_Common_AnWuZhiGongJi,,PetCommonPhyCrit,1,1000301=5000,25000,0,0,0,10,0,0,25000,0,0,0,10,0,0,0,2,100,,,,7=10,,0,0,0,,0,,,,,,,,,,,
100100201,1,力量冲击,宠物技能主动,100100201,1,Pet_Common/Pet_Common_LiLiangChongJi,,StrPulse,1,,20800,0,0,0,5,0,0,20800,0,0,0,5,0,0,0,12,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100100301,1,敏捷冲击,宠物技能主动,100100301,1,Pet_Common/Pet_Common_MinJieChongJi,,AgiPulse,1,,20800,0,0,0,5,0,0,20800,0,0,0,5,0,0,0,12,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100100401,1,智力冲击,宠物技能主动,100100401,1,Pet_Common/Pet_Common_ZhiLigChongJi,,IntPulse,1,,20800,0,0,0,5,0,0,20800,0,0,0,5,0,0,0,12,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100100501,1,寒冰脉冲(未投),宠物技能主动,100100501,1,Pet_Common/Pet_Common_HanBingMaiChong,,PetCommonMagCrit,1,200601=1000,35000,0,0,0,5,0,0,35000,0,0,0,5,0,0,0,8,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100100601,1,沉默诅咒(未投),宠物技能主动,100100601,1,Pet_Common/Pet_Common_ChenMoZuZhou,,PetCommonMagCrit,1,901101=1000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,8,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100100701,1,石化之触(未投),宠物技能主动,100100701,1,Pet_Common/Pet_Common_ShiHuaZhiChu,,PetCommonPhyCrit,1,2011201=1000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,8,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100100801,1,地震(未投),宠物技能主动,100100801,1,Pet_Common/Pet_Common_DiZhen,,PetCommonPhyCrit,1,901401=1000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100100901,1,催眠术(未投),宠物技能主动,100100901,1,Pet_Common/Pet_Common_CuiMianShu,,PetCommonMagCrit,1,901301=1000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,8,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100101001,1,威吓(未投),宠物技能主动,100101001,1,Pet_Common/Pet_Common_WeiHe,,PetCommonPhyCrit,1,2014501=1000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100101101,1,战斗祝福,宠物被动技能,100101101,1,Pet_Common/Pet_Common_ZhanDouZhuFu,,PetCommonPhyCrit,1|1,1001501=0|1001501=10000,50000|0,0|0,0,0,10,0,0,50000|0,0|0,0,0,10,0,0,0,12,100,,,,7=15,,0,0,0,,0,,,,,,,,,,,
100101201,1,防御祝福,宠物被动技能,100101201,1,Pet_Common/Pet_Common_FangYuZhuFu,,PetCommonPhyCrit,1|1,1001701=0|1001701=10000,50000|0,0|0,0,0,10,0,0,50000|0,0|0,0,0,10,0,0,0,12,100,,,,7=15,,0,0,0,,0,,,,,,,,,,,
100101301,1,反击压制(未投),宠物被动技能,100101301,1,Pet_Common/Pet_Common_FanJiYaZhi,,PetCommonPhyCrit,999,,10000,0,0,0,40,0,0,10000,0,0,0,40,0,0,0,12,100,,,,,,0,1,3,,0,,,,,,,,,,,
100101401,1,治愈术(未投),宠物被动技能,100101401,1,Pet_Common/Pet_Common_JingLingJiaHu,,CureFushi,1,,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,12,100,,,,,,0,1,0,,0,,,,,,,,,,,
100101501,1,寒冰领域(未投),宠物出场技能,100101501,1,Pet_Common/Pet_Common_HanBingLingYu,,PetCommonMagCrit,999|999,1004101=10000|1012201=10000,20000|0,0|0,0,0,46,0,0,20000|0,0|0,0,0,46,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100101601,1,不稳定元素(未投),宠物出场技能,100101601,1,Pet_Common/Pet_Common_BaoZhaXingChuChang,,PetCommonPhyCrit,999,,50000,10,0,0,30,0,0,50000,0,0,0,30,0,0,0,12,200,,,,,,0,1,5.5,,0,,,,,,,,,,,
100101701,1,出场助威(未投),宠物出场技能,100101701,1,Pet_Common/Pet_Common_ChuChangZhuWei,,DamageNil,999,1004301=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100101801,1,出场恐吓(未投),宠物出场技能,100101801,1,Pet_Common/Pet_Common_KongHe,,DamageNil,999,1004401=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100101901,1,群体治愈(未投),宠物出场技能,100101901,1,Pet_Common/Pet_Common_QunTiZhiYu,,DamageNil,999,1004501=10000,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100102001,1,出场助威(未投),宠物出场技能,100102001,1,Pet_Common/Pet_Common_ChuChangZhuWei02,,DamageNil,999,1004601=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100102101,1,出场恐吓(未投),宠物出场技能,100102101,1,Pet_Common/Pet_Common_KongHe02,,DamageNil,999,1004701=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100102201,1,石化术:必中(未投),宠物特殊技能,100102201,1,Pet_Common/Pet_Common_ShiHuaShuBiZhong,,DamageNil,1,1004801=10000,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,12,100,,,,7=50,,0,0,0,,0,,,,,,,,,,,
100102301,1,石化术:迟缓,宠物特殊技能,100102301,1,Pet_Common/Pet_Common_ShiHuaShuChiHuan,,DamageNil,1,1005001=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102401,1,石化术:禁言,宠物特殊技能,100102401,1,Pet_Common/Pet_Common_ShiHuaShuJinYan,,DamageNil,1,1005201=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102501,1,极致输出,宠物特殊技能,100102501,1,Pet_Common/Pet_Common_JiZhiShuChu,,DamageNil,1|1,1006601=10000|1006401=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102601,1,神圣净化,宠物特殊技能,100102601,1,Pet_Common/Pet_Common_ShenShengJingHua,,DamageNil,1,1007001=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102701,1,极致输出Ⅱ,宠物特殊技能,100102701,1,Pet_Common/Pet_Common_JiZhiShuChu02,,DamageNil,1|1,1006701=10000|1006501=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102801,1,护主,宠物特殊技能,100102801,1,Pet_Common/Pet_Common_HuZhu,,DamageNil,1,1009501=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100102901,1,闪电护盾,（百分比伤害）宠物特殊技能,100102901,1,Pet_Common/Pet_Common_ShanDianHuDun,,MonsterBoom,999,202301=2000,500,0,0,0,30,0,0,500,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100103001,1,魅惑,宠物特殊技能,100103001,1,Pet_Common/Pet_Common_MeiHuo,,PetCommonMagCrit,1,553101=6000,50000,0,0,0,30,0,0,50000,0,0,0,30,0,0,0,1.5,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100103101,1,生命献祭,宠物特殊技能,100103101,1,Pet_Common/Pet_Common_ShengMingXianJi,,PetCommonMagCrit,1,1009601=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100103201,1,魔法献祭,宠物特殊技能,100103201,1,Pet_Common/Pet_Common_MoFaXianJi,,PetCommonMagCrit,1,1009801=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100103301,1,撕咬,宠物特殊技能,100103301,1,Pet_Common/Pet_Common_ChongWuKeXing,,PetCommonPhyCrit,1|1,1017001=10000|1017101=10000,30000|0,0|0,0,0,30,0,0,30000|0,0|0,0,0,30,0,0,0,1.5,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100103701,1,雷劈(废弃)(未投),宠物技能主动,100103701,1,Pet_Common/Pet_Common_ShanDianHuDunLeiPi,,PetCommonPhyCrit,999,,20000,10,0,0,30,0,0,20000,0,0,0,30,0,0,0,12,200,,,,7=10,,0,1,4,,0,,,,,,,,,,,
100103801,1,风之眼(未投),宠物特殊技能,100103801,1,Pet_Common/Pet_Common_FengXiChuChang,,PetCommonPhyCrit,999,,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100103901,1,地之核(未投),宠物特殊技能,100103901,1,Pet_Common/Pet_Common_DiXiChuChang,,PetCommonPhyCrit,999,2011201=2000,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104001,1,火焰迸发(未投),宠物特殊技能,100104001,1,Pet_Common/Pet_Common_HuoXiChuChang,,PetCommonPhyCrit,999,550405=10000,30000,0,0,0,30,0,0,30000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104101,1,潮流涌动(未投),宠物特殊技能,100104101,1,Pet_Common/Pet_Common_ShuiXiChuChang,,PetCommonPhyCrit,999,,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104201,1,巫毒喷雾,宠物技能主动,100104201,1,Pet_Common/Pet_Common_DuXiChuChang,,DamageNil,999,1017801=10000,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,12,100,,,,7=25,,0,1,4,,0,,,,,,,,,,,
100104301,1,圣光天怒(未投),宠物特殊技能,100104301,1,Pet_Common/Pet_Common_ShengXiChuChang,,PetCommonMagCrit,999,901201=2000,35000,0,0,0,30,0,0,35000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104401,1,魔王降临(未投),宠物特殊技能,100104401,1,Pet_Common/Pet_Common_AnXiChuChang,,PetCommonPhyCrit,999,900501=10000,35000,0,0,0,30,0,0,35000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104501,1,念力静默,宠物特殊技能,100104501,1,Pet_Common/Pet_Common_NianXiChuChang,,PetCommonMagCrit,999,1017601=10000,50000,0,0,0,15,0,0,50000,0,0,0,15,0,0,0,12,100,,,,7=30,,0,1,4,,0,,,,,,,,,,,
100104601,1,不死诅咒(未投),宠物特殊技能,100104601,1,Pet_Common/Pet_Common_BuSiXiChuChang,,PetCommonPhyCrit,999,900801=10000,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104701,1,神恩之赐(未投),宠物特殊技能,100104701,1,Pet_Common/Pet_Common_ShenXiChuChang,,PetCommonMagCrit,1,1010501=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=50,,0,1,4,,0,,,,,,,,,,,
100104801,1,爆炸(未投),护主技能触发,100104801,1,Pet_Common/Pet_Common_BaoZha,,PetCommonPhyCrit,999,,25000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,12,100,,,,7=10,,0,1,4,,0,,,,,,,,,,,
100104901,1,火箭术,主动技能,100104901,1,Pet_Common/Pet_Common_HuoJianShu,,PetCommonMagCrit,1,,35000,8,0,0,5,0,0,35000,0,0,0,5,0,0,0,7,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100105001,1,雷击术,主动技能,100105001,1,Pet_Common/Pet_Common_LeiJiShu,,PetCommonMagCrit,1,,35000,8,0,0,5,0,0,35000,0,0,0,5,0,0,0,7,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100105101,1,地震术,主动技能,100105101,1,Pet_Common/Pet_Common_DiZhenShu,,PetCommonPhyCrit,1,,35000,32,0,0,5,0,0,35000,0,0,0,5,0,0,0,7,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100105201,1,火球术,主动技能,100105201,1,Pet_Common/Pet_Common_HuoQiuShu,,PetCommonMagCrit,10,,52500,8,0.5,0.5,10,0,0,52500,0,0.5,0.5,10,0,0,0,7,100,,,,7=20,,0,0,0,,0,,,,,,,,,,,
100105301,1,雷爆术,主动技能,100105301,1,Pet_Common/Pet_Common_LeiBaoShu,,PetCommonMagCrit,10,,52500,5,0.5,0.5,10,0,0,52500,0,0.5,0.5,10,0,0,0,7,100,,,,7=20,,0,1,3,,0,,,,,,,,,,,
100105401,1,狂击,主动技能,100105401,1,Pet_Common/Pet_Common_KuangJi,,PetCommonPhyCrit,1,1016701=2000,36000,20,0,0,5,0,0,36000,0,0,0,5,0,0,0,1.5,200,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100105501,1,连刺攻击,主动技能,100105501,1,Pet_Common/Pet_Common_LianCiGongJi,,PetCommonPhyCrit,1,,40000,20,0,0,5,0,0,40000,0,0,0,5,0,0,0,3,200,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100105601,1,音速投掷,主动技能,100105601,1,Pet_Common/Pet_Common_YinSuTouZhi,,PetCommonPhyCrit,1,301501=1200,90000,50,0.5,0.5,10,0,0,90000,0,0.5,0.5,10,0,0,0,1.5,100,,,,7=10,,0,0,0,,0,,,,,,,,,,,
100105701,1,暴风雪,特殊技能,100105701,1,Pet_Common/Pet_Common_BaoFengXue,,PetCommonMagCrit,10,,160000,0,0.5,0.5,30,0,0,160000,0,0.5,0.5,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100105801,1,怒雷强击,特殊技能,100105801,1,Pet_Common/Pet_Common_NuLeiQiangJi,,DamageNil,10,,0,0,0.5,0.5,30,0,0,0,0,0.5,0.5,30,0,0,0,7,100,,,,7=60,,0,1,4.4,,0,,,,,,,,,,,
100105901,1,陨石术,特殊技能,100105901,1,Pet_Common/Pet_Common_YunShiShu,,DamageNil,1,,10000,,0.5,0.5,30,0,0,10000,,0.5,0.5,30,0,0,0,7,1,,,,7=60,,0,1,3.9,,0,,,,,,,,,,,
100106001,1,暴风雪召唤兽(未投),,100106001,1,Pet_Common/Pet_Common_BaoFengXue_Effect,,PetCommonMagCrit,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,6764901=0|6764901=10000,0|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000,5,0,0,0,0,0,0|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000|8000,0|0,0,0,0,0,0,0,4,100,,,,,,0,,,,0,,,,,,,,,,,
100106101,1,怒雷强击召唤兽(未投),,100106101,1,Pet_Common/Pet_Common_NuLeiQiangJi_Effect01,,PetCommonMagCrit,10|10|10|10,900501=6000|900501=6000|900501=6000|900501=6000,40000|40000|40000|40000,5,0,0,0,0,0,40000|40000|40000|40000,0|0|0|0,0,0,0,0,0,0,4,100,,,,,,0,,,,0,,,,,,,,,,,
100106201,1,陨石术召唤兽2,,100106201,1,Pet_Common/Pet_Common_YunShiShu_Effect,,PetCommonMagCrit,10,201401=300,40000,5,0,0,10,0,0,40000,0,0,0,10,0,0,0,2,1,,,,,,0,,,,0,,,,,,,,,,,
100106301,1,怒雷磁暴召唤兽(未投),,100106301,1,Pet_Common/Pet_Common_NuLeiQiangJi_Effect02,,Belluz3028AOE,999|999,6011101=10000|6011201=10000,10000|0,0,0,0,0,0,0,10000|0,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,,
100106501,1,迷雾陷阱(未投),,100106501,1,Pet_Common/Pet_Common_MiWuXianJing,,DamageNil,1,1012601=10000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,100,,,,,,0,0,0,,0,,,,,,,,,,,
100106601,1,神佑护盾(未投),,100106601,1,Pet_Common/Pet_Common_ShenYouHuDun,,DamageNil,1,1013701=10000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,100,,,,,,0,0,0,,0,,,,,,,,,,,
100106701,1,元素吐息,神兽技能,100106701,1,Pet_Common/Pet_Common_YuanSuTuXi,,PetCommonPhyCrit,999|999,1016001=10000|1016001=0,40000|160000,0,0,0,30,0,0,40000|160000,0,0,0,30,0,0,0,12,100,,,,7=60,,0,1,4,,0,,,,,,,,,,,
100107101,1,女武神变身,神兽技能,100107101,1,Pet_Common/Pet_Common_shenshoubianshen,,PetCommonMagCrit,999|1,1017301=0|1017301=10000,100000|0,0,0,0,30,0,0,100000|0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,1,4,,0,,,,,,,,,,,
100107201,1,过载,特殊过载,100107201,1,Pet_Common/Pet_Common_BaoEn,,DamageNil,1|1,1017401=10000|1017501=10000,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,12,100,,,,7=100,,0,0,0,,0,,,,,,,,,,,
100107301,1,怒吼,主动怒吼,100107301,1,Pet_Common/Pet_Common_NuHou,,DamageNil,1|1|1,1018301=10000|1018401=10000|1018401=10000,20000,10,0,0,10,0,0,20000,0,0,0,30,0,0,0,12,200,,,,,,0,1,5.5,,0,,,,,,,,,,,
100107401,1,调式转换,调式转换,100107401,1,Pet_Common/Pet_Common_YuanSuTongDiao,,DamageNil,1,1019201=10000,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,12,100,,,,7=60,,0,0,0,,0,,,,,,,,,,,
100107501,1,溅射,被动溅射物理,100107501,1,Pet_Common/Pet_Common_JianSheWuLi,,PetCommonPhyCrit,5,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,1,2,,0,,,,,,,,,,,
100107601,1,溅射,被动溅射魔法,100107601,1,Pet_Common/Pet_Common_JianSheMoFa,,PetCommonPhyCrit,5,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,1,2,,0,,,,,,,,,,,
100107701,1,溅射,被动溅射物理远程,100107701,1,Pet_Common/Pet_Common_JianSheWuLiYuan,,PetCommonMagCrit,5,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,12,100,,,,,,0,1,2,,0,,,,,,,,,,,
100107801,1,溅射,被动溅射魔法远程,100107801,1,Pet_Common/Pet_Common_JianSheMoFaYuan,,PetCommonMagCrit,5,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,12,100,,,,,,0,1,2,,0,,,,,,,,,,,
100107901,1,强酸,主动强酸,100107901,1,Pet_Common/Pet_Common_QiangSuan,,DamageNil,10,1018701=10000,0,0,0.5,0.5,30,0,0,0,0,0.5,0.5,30,0,0,0,7,100,,,,7=60,,0,1,4.4,,0,,,,,,,,,,,
100108001,1,爆炸,过载,100108001,1,Pet_Common/Pet_Common_GuoZaiBaoZha,,PetCommonMagCrit,999,,100000,0,0,0,60,0,0,100000,0,0,0,60,0,0,0,12,100,,,,,,0,1,4.5,,0,,,,,,,,,,,
100108101,1,最后的波纹,最后的波纹,100108101,1,Pet_Common/Pet_Common_ZuiHouDeBoWen,,DamageNil,999,1004501=10000,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,12,100,,,,,,0,1,5.5,,0,,,,,,,,,,,
100108201,1,陨石术召唤兽1,特殊技能,100108201,1,Pet_Common/Pet_Common_YunShiShu_Effect1,,DamageNil,1,,0,,0,0,30,0,0,10000,,0,0,30,0,0,0,1.5,1,,,,,,0,0,0,,0,,,,,,,,,,,
100108301,1,强酸,主动强酸,100108301,1,Pet_Common/Pet_Common_QiangSuan,,PetCommonPhyCrit,999,1018701=10000,52500,0,0,0,5,0,0,52500,0,0,0,5,0,0,0,12,200,,,,7=20,,0,1,5.5,,0,,,,,,,,,,,
100108401,1,黑雷,女武神变身普攻,100108401,1,Pet_Common/Pet_Common_HeiLei,,PetCommonMagCrit,1,,35000,0,0,0,5,0,0,35000,0,0,0,5,0,0,0,8,100,,,,7=5,,0,0,0,,0,,,,,,,,,,,
100108501,1,邪恶召唤,小恶魔,100108501,1,Pet_Common/Pet_Common_ZhaoXiaoEMo,,DamageNil,1,,0,0,0.5,0.5,20,0,0,0,0,0.5,0.5,20,0,0,0,12,100,,,,7=50,,0,0,0,,0,,,,,,,,,,,
100108601,1,召唤,波利,100108601,1,Pet_Common/Pet_Common_ZhaoBoLi,,DamageNil,1,,0,0,0.5,0.5,20,0,0,0,0,0.5,0.5,20,0,0,0,12,100,,,,7=30,,0,0,0,,0,,,,,,,,,,,
