ID,EventID,EntityID,Name,HeadAtlas,HeadIcon,SceneID,BgAtlas,BgIcon,AvatarPos,ClickAction,Des,Type,WinAward,PublicReward,PersonalMvpAward,PartsInAward,ActivityPartsInAward,PartsInAwardPreview,FinallyKillEffect,Postion,Rotation,Scale,HPRatio,ELifeTime,CompensatePara,LocalizationArea
序号,事件ID,怪物ID,mvp名称（注释用，没打表）,头像Atlas,头像,场景ID,背景图Atlas,背景图片,模型坐标,点击动作,怪物描述,类型（1.定时刷新 2.不定时刷新-不定时刷新不显示倒计时，只显示已刷新，未刷新）,MVP及团队贡献奖励,公共幸运奖励（无用）,个人MVP奖励,个人参与奖励,活动时奖励,个人参与奖励预览,MVP特效,位置,角度,大小,血量系数,期望死亡时间(秒),血量补偿系数,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配2+8=10)
11,7,1113,皮里恩,MonsterIcon_Boss001,Monster_Pilien.png,38,Activity,UI_Activity_Mvp_Map_Mlknanbu.png,,Monster_PiLiEn/Monster_PiLiEn_Attack,来一个，吃一个！,1,5210080,,5200080,10=1341|60=1340|100=1342,100=1399,5222110,Fx_Skill_Nomal_Mvp_1,0=0.6=0,0=216=0,0.35=0.35=0.35,300=5=5,100,0.7,0
12,13,1196,虎王,MonsterIcon_Boss001,Monster_HuWang.png,67,Activity,UI_Activity_Mvp_Map_Feiyangshulin.png,,Monster_HuWang/Monster_HuWang_Skill_HuoQiuShu,别看我个子大，其实我很萌，不对，是很猛！,1,5210070,,5200070,10=1344|60=1343|100=1345,100=1399,5222120,Fx_Skill_Nomal_Mvp_1,0=0.2=0,0=216=0,0.45=0.45=0.45,300=5=5,100,0.7,0
13,14,1200,德古拉男爵,MonsterIcon_Boss001,Monster_DeGuLaBoJue.png,515,Activity,UI_Activity_Mvp_Map_Jifenta2F.png,,Monster_DeGuLaBoJue/Monster_DeGuLaBoJue_Attack_02,鲜血，我想要更多的鲜血！,1,5210090,,5200090,10=1317|60=1316|100=1318,100=1399,5222130,Fx_Skill_Nomal_Mvp_1,0=0.2=0,0=216=0,0.4=0.4=0.4,300=5=5,100,0.7,0
14,17,1144,死灵,MonsterIcon_Boss001,Monster_Siling.png,520,Activity,UI_Activity_Mvp_Map_Jifenta2F.png,,Monster_SiLing/Monster_SiLing_ELingNengLiang,你的下场只能是成为我的剑下亡魂！,1,5210170,,5200170,10=1347|60=1346|100=1348,100=1399,5222140,Fx_Skill_Nomal_Mvp_1,0=0.2=0,0=216=0,0.7=0.7=0.7,300=5=5,100,0.7,0
15,15,1202,月夜猫,MonsterIcon_Boss001,Monster_YueYeMao.png,514,Activity,UI_Activity_Mvp_Map_Jiangshidong3F.png,,Monster_YueYeMao/Monster_YueYeMao_Release,别看我是只猫，我有的是钱！,1,5210120,,5200120,10=1320|60=1319|100=1321,100=1399,5222150,Fx_Skill_Nomal_Mvp_1,0=0.2=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,0
16,5,1041,巴风特,MonsterIcon_Boss001,Monster_DaBaFengTe.png,502,Activity,UI_Activity_Mvp_Map_Beisen.png,,Monster_DaBaFengTe/Monster_DaBaFengTe_Skill_DiYuShenPan,我是收割灵魂的恶魔，不怕死的就来吧！,1,5210130,,5200130,10=1350|60=1349|100=1351,100=1399,5222160,Fx_Skill_Nomal_Mvp_1,0=0.4=0,0=194=0,0.45=0.45=0.45,300=5=5,100,0.7,0
17,16,1237,法老王,MonsterIcon_Boss001,Monster_FaLaoWang.png,517,Activity,UI_Activity_Mvp_Map_Sifenkesi2F.png,,Monster_FaLaoWang/Monster_FaLaoWang_Attack,想要尝尝变成木乃伊的滋味吗？,1,5210160,,5200160,10=1323|60=1322|100=1324,100=1399,5222170,Fx_Skill_Nomal_Mvp_1,0=0.2=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,0
18,18,1363,凯美拉,MonsterIcon_Boss001,Monster_KaiMeiLa.png,55,Activity,UI_Activity_Mvp_Map_Gucheng.png,,Monster_KaiMeiLa/Monster_KaiMeiLa_Attack01,我需要一件……新的石像收藏品！,1,5210190,,5200190,10=1353|60=1357|100=1361,100=1399,5222190,Fx_Skill_Nomal_Mvp_1,0=0.45=0,0=216=0,0.45=0.45=0.45,300=5=5,100,0.7,0
19,19,1365,鹗枭男爵,MonsterIcon_Boss001,Monster_EXiaoNanJue.png,527,Activity,UI_Activity_Mvp_Map_Chengbao2f.png,,Monster_EXiaoNanJue/Monster_EXiaoNanJue_Attack01,想要我的羽毛吗？来吧，若是你能活着看完我的表演的话。,1,5210180,,5200180,10=1352|60=1356|100=1360,100=1399,5222180,Fx_Skill_Nomal_Mvp_1,0=0.4=0,0=216=0,0.65=0.65=0.6,300=5=5,100,0.7,0
20,20,1364,黑暗之王,MonsterIcon_Boss001,Monster_HeiAnZhiWang.png,529,Activity,UI_Activity_Mvp_Map_Dixiajijanyu.png,,Monster_HeiAnZhiWang/Monster_HeiAnZhiWang_Attack01,深渊之中的仆从啊，聆听我的召唤！,1,5210200,,5200200,10=1354|60=1358|100=1362,100=1399,5222200,Fx_Skill_Nomal_Mvp_1,0=0.1=0,0=216=0,0.45=0.45=0.45,300=5=5,100,0.7,0
21,21,1366,血腥骑士,MonsterIcon_Boss001,Monster_XueXingQiShi.png,533,Activity,UI_Activity_Mvp_Map_Qishituan2f.png,,Monster_XueXingQiShi/Monster_XueXingQiShi_Attack,在无尽的血液之中……永生！,1,5210210,,5200210,10=1355|60=1359|100=1363,100=1399,5222210,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,0
22,22,1540,卡仑,MonsterIcon005,Monster_KaLunMvp.png,82,Activity,UI_Activity_Mvp_Map_Jiangbingcheng.png,,Monster_KaLunMvp/Monster_KaLunMvp_Attack,不要小看……冰与雪之下的生灵！,1,5210220,,5200220,10=1364|60=1367|100=1370,100=1399,5222220,Fx_Skill_Nomal_Mvp_1,0=0.4=0,0=216=0,0.65=0.65=0.6,300=5=5,100,0.7,9
23,23,1542,冰暴骑士,MonsterIcon005,Monster_BingBaoQiShiMvp.png,539,Activity,UI_Activity_Mvp_Map_Wanjugongchang2f.png,,Monster_BingBaoQiShiMvp/Monster_BingBaoQiShiMvp_Attack_01,我所贯彻的骑士道，或许比你想象的更加寒冷,1,5210230,,5200230,10=1365|60=1368|100=1371,100=1399,5222230,Fx_Skill_Nomal_Mvp_1,0=0.1=0,0=216=0,0.45=0.45=0.45,300=5=5,100,0.7,9
24,24,1541,时间管理人,MonsterIcon005,Monster_ShiJianGuanLiRen.png,535,Activity,UI_Activity_Mvp_Map_Zhonglou2f.png,,Monster_ShiJianGuanLiRen/Monster_ShiJianGuanLiRen_Attack,时间的领域……是尔等不可僭越的！,1,5210240,,5200240,10=1366|60=1369|100=1372,100=1399,5222240,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,9
25,25,1631,半龙人,MonsterIcon005,Monster_BanLongRen.png,544,Activity,UI_Activity_Mvp_Map_babukaqi.png,,Monster_BanLongRen/Monster_BanLongRen_Attack_01,烈焰……吞噬一切！,1,5210260,,5200260,10=1374|60=1376|100=1378,100=1399,5222260,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,9
26,26,1630,塔奥群卡,MonsterIcon005,Monster_TaAoQunKa.png,541,Activity,UI_Activity_Mvp_Map_bbdongxueluanda.png,,Monster_TaAoQunKa/Monster_TaAoQunKa_Attack,你马上就会成为我的一部分！,1,5210250,,5200250,10=1373|60=1375|100=1377,100=1399,5222250,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,9
27,27,1816,阿特罗斯 ,MonsterIcon_Boss001,Monster_ATeLuoSi.png,202,Activity,UI_Activity_Mvp_Map_Ermaisixiagu.png,,Monster_BanLongRen/Monster_BanLongRen_Attack_01,我闻到了你身上的臭味！,1,5210280,,5200280,10=1380|60=1382|100=1384,100=1399,5222280,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,9
28,28,1817,伊芙利特,MonsterIcon_Boss001,Monster_YiFuLiTe.png,545,Activity,UI_Activity_Mvp_Map_Nkldrongdong.png,,Monster_TaAoQunKa/Monster_TaAoQunKa_Attack,灭世之火将燃尽一切！,1,5210270,,5200270,10=1379|60=1381|100=1383,100=1399,5222270,Fx_Skill_Nomal_Mvp_1,0=0.3=0,0=216=0,0.5=0.5=0.5,300=5=5,100,0.7,9
