ID,StyleID,BGImgs,Contents,ShareID,StoryType,PicText,Scale,LocalizationArea
1015,1,UI_PlotIcon_LetterCommon_02.png,11月3日  晴\r\n此行损失惨重，但也不是一无所获。想要得到宝藏的话，必须<color=$$Yellow$$>先集齐并混合两种罪者之血</color>，然后召唤出守护者之魂并通过他们的考验才行……如此方能获得密穴中的宝藏，否则皆是徒劳。,,,,,
1016,1,UI_PlotIcon_LetterCommon_02.png,法老王生前深受爱戴，钟情于美好事物。他的弟弟赛特嫉妒他，打造出一个美丽的箱子（棺椁）进贡给他，并欺骗他说这是专门为他打造的舒适床榻。法老王果然被箱子美丽的外表迷惑……但在进入箱子前发现了异端，可是却被<color=$$Yellow$$>守卫米诺斯</color>背叛，强行推入箱内，被暗藏在内的机关杀死，赛特最终篡权上位……,,,,,
1017,1,UI_PlotIcon_LetterCommon_02.png,【华丽棺椁计划】的其他参与者有三人：反叛的法老王守卫有<color=$$Yellow$$>“行刑者米诺斯”、华丽棺椁匠人“诺可伊”和“￥%^%^*”（破损）</color>此三人受到“无面者”之诅咒，将永世为奴，守卫在斯芬克斯密穴之中，为自己赎罪……,,,,,
1018,1,UI_PlotIcon_LetterCommon_02.png,^*#$^%*（破损）下令必须将自己以及复国有功的<color=$$Yellow$$>无面者马尔杜克</color>，连同法老王一起，葬在一处。\r\n忠实的帕莎纳军在其主死后，他们的后人也成了斯芬克斯的守墓一族。强悍的守护者意志和<color=$$Yellow$$>帕莎纳</color>守墓人，守卫着蕴含伟大力量的法老王，以及传说中的丰沃宝藏。,,,,,
1020,4,UI_PlotIcon_LetterCommon_06.png,迷雾之森，顾名思义，常年被迷雾笼罩，又因地形断裂，无法寻路，除非你能<color=$$Blue$$>静下心来尝试每个传送点，并且总结规律，</color>否则建议你多用<color=$$Blue$$>苍蝇翅膀 </color>撞撞运气！,,,,,
1021,1,UI_PlotIcon_LetterCommon_02.png,卢恩之北，迷雾之森，有失落之碑。\r\n石碑所载，乃失落宝藏之线索……,,,,,
1022,4,UI_PlotIcon_LetterCommon_06.png,亲爱的吉丽雅姐姐：\r\n    此次采药并不顺利，我打算去远处的<color=$$Blue$$>哥布灵森林</color>里面碰碰运气，预计今夜才能回来。\r\n                      爱你的欧文,,,,,
1023,4,UI_PlotIcon_LetterCommon_06.png,<color=$$Yellow$$>哀唱草</color>：\r\n每逢满月的夜晚就会独自唱着哀伤歌曲的神秘植物！\r\n传说以前有位少女，她唱着歌思念离开很久的爱人，但是心爱之人终究没有归来。\r\n等着唱着她就这样化成了一株草……,,,,,
1024,1,UI_PlotIcon_LetterCommon_02.png,加入商队的少年在遇袭后，将死的他与巫师做了交易：<color=$$Yellow$$>用重要的记忆换取生命的延续</color>。\r\n因此他的灵魂被转移到一匹狼的体内得到延续，而丢失的记忆中则包含了少年与少女的约定。\r\n少女的灵魂附在了一种草上。每逢月圆之夜便会发出哀伤的旋律，那是期待爱人归来的声音……,,,,,
1025,1,UI_PlotIcon_LetterCommon_02.png,<color=$$Yellow$$>兽人村落冲突事件</color>\r\n时间:A.Fxxxx年<color=$$Yellow$$>(18年前)</color>\r\n事件经过：女孩<color=$$Yellow$$>凯特琳娜</color>\r\n误入<color=$$Yellow$$>兽人村落</color>，被兽人包围，其母亲为保护女儿而受到重创，男孩赛依连头部创伤。\r\n后骑士团及时赶到，救出凯特琳娜与赛依连，并带回重伤的母亲，但母亲最终不治身亡……,,,,,
1026,33,UI_PlotIcon_LetterCommon_08.png,1.通过<color=$$Yellow$$>安眠药使凯特琳娜陷入睡梦</color>；\r\n2.施法<color=$$Yellow$$>将凯特琳娜进入童年的噩梦之中</color>；\r\n3.<color=$$Yellow$$>将你的意识也传入梦境</color>，引导并帮助凯特琳娜击败意识中的恐惧；\r\n4.<color=$$Yellow$$>赛依连保持清醒</color>，保护大家不受凯特琳娜的错乱攻击。,,,,,
1027,33,UI_PlotIcon_LetterCommon_08.png,致普隆德拉骑士团：\r\n    近日，梦罗克周边的魔物受到了某种奇特能量的感召，魔物暴动，数量异常。\r\n请求骑士团以官方渠道，推荐实力达标且人格正直的冒险者，支援此次刺客公会的秘密行动。 \r\n \r\n             刺客公会：<color=$$Yellow$$>鲍里斯</color>,,,,,
1028,1,UI_PlotIcon_LetterCommon_02.png,苏克拉特南部秘密任务\r\n魔物驱逐清单\r\n\r\n<color=$$Yellow$$>泥人X6\r\n伞蜥X6\r\n蚯蚓X6\r\n巨石怪X6</color>,,,,,
1029,1,UI_PlotIcon_LetterCommon_02.png,关于魔物狂暴的调查已有眉目：\r\n<color=$$Yellow$$>未知能量的滥用</color>、<color=$$Yellow$$>克隆品实验</color>以及<color=$$Yellow$$>一些邪教徒仪式</color>是造成了魔物日益狂暴的原因……\r\n更具体的原因有待查证，故先不对民众公开。\r\n请诸位做好应对准备，骑士团必须将境内魔物数量控制在安全范围以内，否则后果不堪设想…,,,,,
1030,0,UI_mxts_Image_01.png,,,,,,
1031,0,UI_mxts_Image_02.png,,,,,,
1032,6,UI_PlotIcon_LetterCommon_04.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1033,34,UI_Learningnotes_bg_01.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1034,35,UI_Learningnotes_bg_01.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1035,36,UI_Learningnotes_bg_01.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1036,37,UI_Learningnotes_bg_01.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1037,38,UI_Learningnotes_bg_01.png,初心者学习手记|完成登记，了解前辈们的精彩瞬间！|掌握基础知识，学习特色基础技能！|接受神的考验，突破桎梏，自由支配素质点！|结业啦，合影留念，迎接新冒险的到来！|选择职业，踏上高自由成长的冒险征程！！！,,,,,
1038,0,UI_PlotIcon_LetterCommon_19.png,草药位置|<color=$$Red$$>中心点</color>|衣服位置|石心位置,,,,,
1039,0,UI_PlotIcon_Icon_09.png,,,,,,
1040,0,UI_PlotIcon_LetterCommon_20.png,,,,,,
1041,0,UI_PlotIcon_Image_23.png,,,,接受救赎吧！洗清你们的原罪！,,
1042,33,UI_PlotIcon_LetterCommon_08.png,牧师：<color=$$Yellow$$>牧师能利用</color>强大的治愈魔法<color=$$Yellow$$>来保护同伴</color>，<color=$$Yellow$$>也擅长</color>净化不死和恶魔生物，<color=$$Yellow$$>经验丰富的牧师会在使用法术与维系队友生存之间找到平衡。</color>\n<system=32010>武僧：<color=$$Yellow$$>比起精神的力量，武僧更注重磨炼自己的身体，他们</color>调和体内运行的气使其活性化，藉由这些气来进行各种强力地攻击，<color=$$Yellow$$>产生巨大的破坏力！</color></system>,,,,,
1043,4,UI_PlotIcon_LetterCommon_06.png,我们武道家 \n拥有力量才智的人 \n发挥极限的力量 \n乐意助人的武道家 \n帮助有困难的人们 \n是解决难题的人 \n用自身的力量和才智 \n对抗不正当的行为 \n维持正义的立场 \n保护世界和平,,,,,
1044,4,UI_PlotIcon_LetterCommon_06.png,长老大人：\n刚刚通过武僧转职考验的这个人品行高尚，乐于助人，具备武道家的正义感和责任感。在武僧考核中表现优异，特推荐此人转职为武僧。,,,,,
1045,33,UI_PlotIcon_LetterCommon_08.png,骑士：擅长使用剑和枪，拥有<color=$$Yellow$$>强韧的防御力和战斗力</color>，并与骑乘大嘴鸟的<color=$$Yellow$$>高机动性</color>兼容、<color=$$Yellow$$>攻防兼备</color>，适应于所有场合！<system=22010>\n十字军：具备<color=$$Yellow$$>高强度的防御力</color>，他们不但可以<color=$$Yellow$$>增加长矛的攻击速度</color>以强化攻击层面，而且他们独特的<color=$$Yellow$$>盾系技能</color>也可以强化自己的防御层面，是队伍里面不可或缺的角色。</system>,,,,,
1046,1,UI_PlotIcon_LetterCommon_02.png,还记得那个会使用冰冻术的骑士领主吗？他才是真凶，加冕的时候，他不会放过你的……,,,,,
1047,1,UI_PlotIcon_LetterCommon_02.png,能为我们效力是你们的荣幸，放心吧，施密特只是个懦弱的小孩而已……那个小女孩也顺手解决了吧……事成之后，我们家族是不会亏待你的！,,,,,
1048,0,UI_PlotIcon_IS_61.png,,,,,,
1049,0,UI_PlotIcon_IS_62.png,,,,,,
2000,4,UI_PlotIcon_LetterCommon_06.png,<color=$$Red$$>§</color>冒险者：\r\n\r\n<color=$$Red$$>白女巫</color>的事有眉目了。\r\n\r\n城中发生了一起<color=$$Red$$>爆炸案</color>，作案人极有可能是<color=$$Red$$>白女巫</color>。\r\n地点就在乐园团附近的贤者图书馆，馆长和我有点交情。\r\n去调查一下吧。\r\n\r\n                         <color=$$None$$> 班波</color>,,,,,
2001,4,UI_PlotIcon_LetterCommon_06.png,\r\n<color=#f16754ff>§</color>冒险者：\r\n\r\n<color=#f16754ff>古娜</color>的事有眉目了。\r\n\r\n情报显示，她今天会在<color=#f16754ff>吉芬西</color>执行秘密任务。\r\n\r\n具体会是什么样的任务呢？我认为很可疑。\r\n<color=#f16754ff>吉芬西见！</color>\r\n\r\n                       <color=#575c62ff> 巴雷蒙德</color>,,,,,
2002,4,UI_PlotIcon_LetterCommon_06.png,\r\n<color=#f16754ff>§</color>冒险者：\r\n\r\n我猜，你们可能需要一点帮助：\r\n\r\n\r\n      宝妮见过白女巫。                               ,,,,,
2003,11,UI_PlotIcon_LetterCommon_10.png,骑兵队长古娜因公殉职！|骑兵队长古娜在抓捕跨国间谍时落单，不慎被杀害。\r\n该疑似间谍和本国一名冒险者打扮的危险人员被皇宫守卫发现，手持高危武器的间谍残忍的杀害了数十卫兵……天佑普隆德拉！,,,,,
2004,4,UI_PlotIcon_LetterCommon_06.png,<color=$$Red$$>§</color>冒险者：\r\n\r\n<color=$$Red$$>拉乐西斯</color>的葬礼即将在普隆德拉公墓举办。\r\n\r\n他的死多少与你也是有关系的，不去吊唁一下吗？\r\n\r\n                         <color=$$None$$> 知情人士</color>,,,,,
2005,33,UI_PlotIcon_LetterCommon_08.png,卢恩日报     A.W1002 暴雨\r\n\r\n<Color=Red>头条新闻：\r\n大贤者巴雷蒙德洗清冤屈</color>\r\n\r\n惊天丑闻！骑士领主古娜居然是骑士团追捕已久的教国间谍白女巫……\r\n<Color=Red>皇室绑架案真凶另存？</color>\r\n特里斯坦家族三王子确定被毒杀，凶手……\r\n<Color=Red>皇室驱魔师宝妮恢复身份</color>\r\n宝妮·茵培利亚重登首席驱魔师宝座……,,,,,
2006,4,UI_PlotIcon_LetterCommon_06.png,\r\n<color=$$Red$$>§</color>团长大人：\r\n\r\n你面前的这名剑士最近在剑士公会非常活跃，身上闪现着优秀骑士的素质。\r\n\r\n请求六骑士对其进行<color=$$Red$$>骑士授勋考核</color>。                                     \r\n\r\n               \r\n                  奥维斯·夏,,,,,
2007,33,UI_PlotIcon_LetterCommon_08.png,《卡赞手记》\r\n元素篇·第六章·第九节\r\n\r\n<color=$$Red$$>冰雷元素相容性探讨</color>\r\n\r\n<color=$$Red$$>特质</color>：被冰冻术等冻住的目标，属性会被直接改变为水属性。\r\n\r\n<color=$$Red$$>相容性</color>：由于元素相克特质，在冰冻之后接雷击法术，是最好的选择。,,,,,
2008,33,UI_PlotIcon_LetterCommon_08.png,《卡赞手记》\r\n念力篇·第四章·第十三节\r\n\r\n<color=$$Red$$>念力系咒语错误常见分析</color>\r\n\r\n念力咒文咏唱速度很短，只有一两个音节，以下是常见错误，要避免。\r\n\r\n<color=$$Red$$>发音不准</color>：无法发动咒文\r\n<color=$$Red$$>精神不集中</color>：咒文打偏\r\n<color=$$Red$$>断句错误：</color>咒文将反噬\r\n……,,,,,
2009,33,UI_PlotIcon_LetterCommon_08.png,《卡赞手记》\r\n元素篇·第六章·第五节\r\n\r\n<color=$$Red$$>火焰元素的高阶凝聚探索</color>\r\n\r\n火焰系咒文以咏唱缓慢，伤害极高，指向性单一著称。将火元素凝聚在实物上则会产生一些变化，范例：\r\n\r\n<color=$$Red$$>火球术</color>：极度压缩火箭术\r\n<color=$$Red$$>陨石术</color>：火元素凝聚于石\r\n<color=$$Red$$>火柱攻击：</color>火元素凝聚在蓝色魔力矿石触媒上。\r\n……,,,,,
2010,1,UI_PlotIcon_LetterCommon_02.png,      <color=$$Red$$>***魔族指令文书***</color>\r\n\r\n最近由于刺客公会的清剿，位于金字塔的秘密基地释放了隐藏结界。\r\n\r\n魔族同胞进入先解除结界\r\n\r\n以下是咒文本体：Μερικά φρούτα θα κρατήσουν για πάντα.\r\n\r\n,,,,,
2011,5,UI_PlotIcon_LetterCommon_05.png,见习弓箭手要则\r\n\r\n<color=$$Red$$>★ </color>不欺凌弱小。\r\n<color=$$Red$$>★ </color>不滥杀动物。\r\n<color=$$Red$$>★ </color>保持耐心。\r\n<color=$$Red$$>★ </color>勤加练习。\r\n<color=$$Red$$>★ </color>不可空拉弓弦。\r\n\r\n<color=$$Red$$>请务必遵守以上内容。</color>,,,,,
2012,9,UI_PlotIcon_LetterCommon_09.png,<color=$$Red$$>圣职祈福：地下集市大火的镇魂曲</color>|快讯：为消除<color=$$None$$>地底集市大火</color>的恶劣影响，教廷的牧师们将进行<color=$$None$$>圣职祈福游行</color>，地点为教堂到火场发生地，届时有骑士团护航……,,,,,
2013,10,UI_PlotIcon_Image_19.png, ---《卢恩史诗》卡罗莫夫,,,,,
2014,7,UI_PlotIcon_LetterCommon_03.png,《卢恩史诗》·卷3\r\n\r\n<color=$$Red$$>★ </color>耶梦加得袭来\r\n\r\n…<color=$$Red$$>世界之蛇，耶梦加得</color><color=$$Gray$$>带着洛基的怨恨侵入米德加兹，生灵涂炭…</color>\r\n\r\n<color=$$Red$$>★ </color>七王挺身而出\r\n\r\n…<color=$$Gray$$>那世界之蛇登时<color=$$Red$$>变得比山还高大</color>，与</color><color=$$Red$$>七王</color><color=$$Gray$$>争斗起来……</color>\r\n\r\n|<color=$$Red$$>★ </color>七王建国封圣\r\n\r\n…<color=$$Gray$$>耶梦加得就此<color=$$Red$$>殒命中庭！</color>杀死它的七人，在幸存者的拥护下建立了卢恩王国…封为<color=$$Red$$>七圣贤</color></color>\r\n\r\n<color=$$Red$$>★ </color>真魔神的诅咒\r\n\r\n…<color=$$Gray$$>耶梦加得对给它致命一击的<color=$$Red$$>特里斯坦一世</color>许下了<color=$$Red$$>英雄的长子必夭折</color>的诅咒…\r\n</color>\r\n,,,,,
2015,7,UI_PlotIcon_LetterCommon_03.png,《驱魔祷文》·皇室篇\r\n\r\n<color=$$Red$$>★ </color>暗噬缓解祷文\r\n\r\n…<color=$$Red$$>对于难以驱除的诅咒可以尝试该阵法\r\n\r\n\r\n施术时以红色魔力矿石抵消诅咒……</color>|卷15·缓解祷文\r\n\r\n<color=$$Red$$>★ </color>注意事项\r\n\r\n…<color=$$Red$$>万不可对没有诅咒的人使用！！！！\r\n\r\n否则会导致受术人的负面效果加速恶化<color=$$Gray$$>（诸如诅咒，毒药，疾病等）</color>并且会导致空间裂隙招来恶魔…</color>\r\n,,,,,
2016,0,UI_PlotIcon_Image_11.png,,,,为什么每个人都要为这么一个碎片而斗争呢？,,
2017,0,UI_PlotIcon_Image_12.png,,,,没有人能阻挡我！天启！,,
2018,0,UI_PlotIcon_LetterCommon_11.png,皇宫|西门|<color=$$Red$$>可疑地点</color>,,,,,
2019,0,UI_PlotIcon_Image_13.png,,,,荔酱！荔酱放心飞，荔枝永相随！,,
2020,0,UI_PlotIcon_Image_14.png,,,,这个女人什么背景！！居然替代了我的荔酱大人！黑幕！赤裸裸的黑幕！,,
2021,0,UI_PlotIcon_Icon_08.png,,,,我没有弟弟，一切都是谣言，不信谣不传谣,,
2022,0,UI_PlotIcon_Image_09.png,,,,今天我们聚在这里，是为了纪念我们的友人！,,
2023,0,UI_PlotIcon_Image_10.png,,,,,,
2024,0,UI_Icon_Item_Poli_01.png,,,,,,
2025,0,UI_Icon_Item_Poli_02.png,,,,,,
2026,7,UI_PlotIcon_LetterCommon_03.png,《新人入门》JOB相关\r\n\r\n<color=$$Red$$>★ </color>JOB等级\r\n\r\nJOB等级，主要用于获得技能点数。\r\n\r\n<color=$$Red$$>每提升一级JOB可获得一点技能点。</color>|\r\n\r\n<color=$$Red$$>★ </color>不知道怎么加点？\r\n\r\n点击<color=$$Red$$>推荐加点</color>就解决问题了。,,,,,
2027,7,UI_PlotIcon_LetterCommon_03.png,《魔神封印》\r\n\r\n<color=$$Red$$>★ </color>魔神封印\r\n\r\n封印位于沙漠之城梦罗克正下方，有一族人日夜看守。\r\n\r\n<color=$$Red$$>★ </color>封印松动前兆\r\n\r\n四处元素狂躁，日月无光，平民被恶魔蛊惑……|\r\n\r\n\r\n\r\n<color=$$Red$$>★ </color>魔神封印加固\r\n\r\n需将封印外围禁锢解开，进入枷锁内部加固……,,,,,
3001,6,UI_PlotIcon_LetterCommon_04.png,所有的罪恶源头：<color=$$Red$$>海底洞窟</color>,,,,,
3002,4,UI_PlotIcon_LetterCommon_06.png,<color=$$Blue$$>塞尔特的日记残片：</color>\r\n    迪丽雅是如此美丽的女孩。我总忍不住把所有的事讲给她听。我将做一件大事！奉母亲之命将宝石献给法老，我的家族将会重现辉煌。\r\n       <color=$$Blue$$>***************</color>                                    \r\n   一觉醒来，迪丽雅不见了，宝石也不翼而飞…,,,,,
3003,4,UI_PlotIcon_LetterCommon_06.png,<color=$$Blue$$>塞尔特的日记残片：</color>\r\n    我在这王城游荡。这里四处张灯结彩，听说年迈的法老要迎娶一名美貌的王后，王后向法老王敬献了一枚宝石，因此深得宠爱…那是你吗？迪丽雅…不，不会的…\r\n    ,,,,,
3004,1,UI_PlotIcon_LetterCommon_02.png,<color=$$Blue$$>吉芬塔过往历史记载：</color>\r\n很久以前，许多邪恶生物从吉芬地下蔓延而出，对周围的城市造成了巨大的破坏，卢恩王国的教廷得知此事之后，派出驱魔牧师和吉芬的法师联合组成了一股力量，经过一场艰苦卓绝的战斗，终于封印了那群邪恶生物。,,,,,
