Id,des,Content,CV,Time,LocalizationArea
100606,,一封让我交给班波，另外一封被他收回去了，收信处写着K……,,2,
100607,,K?露克希记忆碎片里面那封信难道和我看到的是同一封信？,,2,
100608,,看来，我必须尽快找到基拉才能弄清真相了……,,2,
100701,,进入擂台，我与队友经过一番苦战，最终击败了对手！,,2,
100702,,我帮基拉赢得了比赛，想必他不会再刁难我了。,,2,
100801,,看来，暂时是见不到麻略加娜了,,2,
100802,,目前我能做的只能是等,,2,
100803,,希望基拉不要食言，能给我带来麻略加娜的消息,,2,
100901,,我寻声望去，一个骑士和两个刺客向我走了过来,,2,
100902,,他们盘问我寻找麻略加娜的原因,,2,
100903,,我向他们解释，他们却不听，甚至对我动了手,,2,
100904,,酒馆很快陷入了混乱，醉眼熏熏的人们打成一团……,,2,
100905,,我知道，想要见到麻略加娜，我必须展示我的能力了！,,2,
101001,,透过层层迷雾，我在露克希的记忆碎片里看到了红莲绽放的那个夜晚,,2,
101002,,漫天火光下，一个白女巫的身影略过高墙，消失在了夜里,,2,
101003,,然后，视野里陷入了黑暗……我似乎听到了露克希不甘的叹息……,,2,
101004,,我知道，这是露克希死亡前看到的最后一幅画面了,,2,
101101,,露克希的死亡报告上面写着：死于切割伤并非火烧,,2,
101102,,这么说，那一夜，是在露克希死亡之后大火才烧起来,,2,
101103,,露克希的死，与白女巫一定脱不了干系！！！,,2,
101104,,袭击露克希的面具人是教国之人，杀露克希的应该也是教国之人……,,2,
101105,,他们杀死露克西的目的是为了隐藏毒杀王子的真相吗？还是有什么其他目的,,2,
101106,,看来，我们必须尽快挖出白女巫，才能解开真相！,,2,
101201,,就在我弯下老腰的那一瞬间，神秘的事情发生了……,,2,
101202,,一道圣洁的白光笼罩住了我，我陷入了恍惚,,2,
101203,,朦胧中，耳边的风声呼呼作响，似跨过山河大海，去了千里之外……,,2,
101204,,就在我惊恐万分的时候，我停了下来，一个女神出现在我的眼前……,,2,
101205,,不要瞎想，我是个正直的人，我们并没有发生什么不可告人的事情……,,2,
101206,,原来，她就是女武神瓦尔基里，是我特殊的气质吸引了她……,,2,
101207,,欢乐的时光总是短暂的，她教会了我元素克制的关系就送我回来了,,2,
101208,,离开前，她嘱咐我不要把这段经历告诉任何人……,,2,
101209,,————是的，你没猜错，这里需要对接一段奇遇副本玩法，敬请期待！,,2,
101301,,一个恍惚，我感到天玄地转，一个直透灵魂的声音传进了我的脑海……,,2,
101302,,来吧，冒险者，这个世界已经腐朽，让红莲焚尽中庭的罪恶！,,2,
101303,,来吧，成为我的信徒，让我们一起来建立新的秩序……,,2,
101304,,——那个声音这样喊道。,,2,
101305,,我是怎么了？我想不明白。,,2,
101306,,紧着着，我就晕了过去……,,2,
101401,,在村长的建议下，我打开了刚收到的请柬,,2,
101402,,请柬上是巫女大人隽秀的字迹,,2,
101403,,可是，婚礼的日期，居然是一百多年前！,,2,
101404,,这到底是怎么回事？,,2,
101501,,很久以前，斐扬每隔一段时间都会选出一位巫女去神社侍奉伟大的神明。,,2,
101502,,在这期间，巫女大人只能一心侍奉神明，不可以与任何人产生关系。,,2,
101503,,否则，就会被视为是对神的亵渎！按照习俗，她将会被烧死……,,2,
101504,,可是，在最后一位巫女守护神社的时候，村里的一位男子爱上了巫女,,2,
101505,,他避开了众人监视偷偷向巫女大人示爱，渐渐地，两人坠入了爱河……,,2,
101506,,不久后，斐扬洞窟又发生了爆发了非常严重魔物伤人事件。,,2,
101507,,村民们都说，这一切都是因为巫女亵渎了神明，于是遭到了神明的报复！,,2,
101508,,情绪激动的村民气势汹汹地来到神社，想要烧死巫女，但却被男子拦住了。,,2,
101509,,男子说道：就算神明要惩罚，这一切都应该由他来承担……,,2,
101510,,他愿意带领村里的人前往斐扬洞窟，制止魔物~,,2,
101511,,临行前，男子再次找到了巫女，并对巫女许下了承诺……,,2,
101512,,他发誓，制止了斐扬洞窟的魔物之后，他就会回来向巫女求婚私奔……,,2,
101513,,就在巫女大人的企盼之下，男子去了斐扬洞窟……,,2,
101514,,可是，在最后一战中，为了保护受伤的村民，男子再也没有回来……,,2,
101515,,当消息传回的那一刻，巫女大人的世界坍塌了……,,2,
101516,,她怎么都不愿相信男子已经牺牲的事情，一直在樱花树下等待……,,2,
101517,,她说男子对他承诺过的，他不会食言的，她一定能等到心上人的到来……,,2,
101518,,然而，男子终究再也没有回来……,,2,
101601,,巫女大人得知真相后，情绪崩溃了……,,2,
101602,,不！你一定在骗我，怎么可能？你……你这个坏人……,,2,
101603,,巫女大人化身魔物，声嘶力竭地喊道。,,2,
101604,,为了自救，我只能选择战斗……,,2,
101605,,最终，我战胜了她，她的身体虚化了，化作了一缕青烟……,,2,
101606,,在最后一刻，她说道：这……这……原来是这样……,,2,
101607,,最终，凝聚成一个蓝色的结晶……,,2,
101608,,那是她思念的泪吗？她是否解脱了？我不知道……,,2,
101609,,但，这是我帮助她解脱的唯一办法了,,2,
101610,,或许，来生，她会和他心爱的人在一起,,2,
101611,,天长地久，直到白头……,,2,
101612,,我是说，如果有来生的话……,,2,
101701,,我离开的时候，巫女大人依旧伫立在樱花树下,,2,
101702,,她的嘴角带着微笑……,,2,
101703,,我知道，她在思念她未归的恋人……,,2,
101704,,想到往后的岁月，她在这里，不知道还要继续等待多久……,,2,
101705,,我也不知道对她隐瞒真相对不对……,,2,
101801,,就在我们打得不可开交的时候,,2,
101802,,“住手！别打了！谁再动手别怪刺客工会不客气！”一个声音传来。,,2,
101803,,酒馆里瞬间安静，一个高挑性感的女刺客向我们走来……,,2,
101804,,从这气场就能感知到，此人便是用毒高手——麻略加娜！,,2,
101901,,前面的打斗声愈加明显……,,2,
101902,,只见刺客模样的女子正被一群带着面具的神秘人围攻,,2,
101903,,她身手了得，多次抵挡住了神秘人的联手进攻,,2,
101904,,但奈何她力单势薄，渐渐露出了颓势,,2,
101905,,是时候出手了！,,2,
102001,,也许是思念成疾才会引来这魔物梦魇的吧,,2,
102002,,我盘算片刻，再多逗留只会暴漏身份，决定现在悄然离开,,2,
102003,,将项链放在婆婆手中，希望婆婆有个好梦……,,2,
102101,,追逐那群抢走我东西的小混混来到暗巷,,2,
102102,,不想其却被他们堵在了那里,,2,
102103,,他们将我背包里的面具、密函等等物品翻倒而出,,2,
102104,,我刚要动手，只见几道风刃袭来，将他们吹翻在地,,2,
102105,,他们爬起后四散逃跑……,,2,
102106,,清风四起，一个白袍女巫飘然落在我的面前,,2,
102107,,我只是看到她的背影，并未谋其面,,2,
102108,,还未来得及道谢，她似乎听到什么动静，冷哼一声，腾空而起,,2,
102109,,并随手一卷将我的委托物白色面具带走了……,,2,
102110,,随后而来的，似乎是骑士团的人,,2,
102201,,舞池里的表现我居然成了全场最佳，这出乎了我的意料,,2,
102202,,我看到台下的异邦人火热的眼神,,2,
102203,,我相信，这一切都只是一个开端而已,,2,
102204,,她神秘的凑到我耳边说：我看见很多白色面具的人经常在黑市一带出没,,2,
102205,,我瞬间明白了，应该去黑市寻找白色面具,,2,
102206,,于是我借口不舒服，支开了一脸不解的女宾,,2,
102301,,离开舞会，我来到城里,,2,
102302,,只见火光冲天，人们四散奔逃,,2,
102303,,骑士团出动了大量人力在维持秩序,,2,
102304,,水系法师联手正在联手抑制火势……,,2,
102401,,我完全没有想到会在教堂发生这种事情,,2,
102402,,无奈之下，我只能击败了眼前这个令人讨厌的人,,2,
102501,,当我回来的时候，导师却不见了,,2,
102502,,这是怎么回事呢？,,2,
102503,,好吧，我只能去找酒保打听一下了……,,2,
102601,,按照塞缪尔的事指示，我终于找到了教授和他的助理……,,2,
102602,,“为什么不同意？只要同意你就会拥有无尽的财富和名声，为什么？”,,2,
102603,,助理已经陷入了疯狂。他指着被他挟持的教授剧咆哮道！,,2,
102604,,“不！我绝不同意！”教授说道。,,2,
102605,,“开发妙勒尼必然会对这里的生态环境造成毁灭性的破坏,,2,
102606,,而且我发现，这里的生物体类含有奇怪的能量元素，,,2,
102607,,如果长期接触会对人类机体造成严重损害……”,,2,
102608,,“呵呵……原来你也发现了，这里最有价值的就是生物体内的能量元素！,,2,
102609,,如果把他们提炼出来被人类使用，那就是重要的战略资源……谁？！”,,2,
102610,,助理终究还是发现了我……,,2,
102611,,从他们的对话中，我明白了一切,,2,
102612,,原来，这一切都是助理的阴谋！,,2,
102613,,看来，想要救出教授，只能击败这个野心勃勃的助理了……,,2,
102701,,我与约洛尼开始玩投骰子游戏,,2,
102702,,第一局约洛尼是3个6点，我不在意,,2,
102703,,第二局约洛尼还是3个6点……,,2,
102704,,他兴奋地喊道：我赢了！哈哈哈……,,2,
102705,,我终于明白，原来他是在出老千！,,2,
102801,,被捕后的古娜没有半点忏悔的意思,,2,
102802,,看来，很难从她嘴里问有用的消息来了……,,2,
102803,,就在我们一筹莫展的时候，一群神秘人却闯了进来,,2,
102804,,“他们要劫狱，快阻止他们！”巴雷蒙德喊道,,2,
102805,,看来，一场战斗在所难免了……,,2,
102901,,很久以前，有一位法老王统治着这片土地，他英明神武、深受爱戴……但是他却钟情于美好的事物而不能自拔……,,2,
102902,,有一天，他的弟弟赛特，那个嫉妒他的野心家，打造了一个美丽的箱子，号称是世间最美的床榻，并进贡给他,,2,
102903,,接受床榻的时候，法老王虽然发现了异端，但却被守卫米诺斯强行推入箱内，并被里面的机关杀死，赛特趁机篡权！,,2,
102904,,篡权后的赛特诛杀异己，还杀死了法老王的孩子。这就是充斥背叛和阴谋的“华丽棺椁计划”,,2,
102905,,政变之后，老臣马尔杜克假意归顺，暗中却使用禁术召回王子的灵魂……,,2,
102906,,最终，王子以胡狼头人身的形象复活，并以安毕斯之名组织残余势力颠覆赛特政权,,2,
102907,,马尔杜克因使用禁术而失去面容，因此带上了面具从赛特的视线下消失……,,2,
102908,,暗地里，他默默辅助安毕斯，培植了一支同样以面具掩脸，的忠实侍卫——帕莎纳军，并成功复辟！,,2,
102909,,复辟之后，行刑者米诺斯、匠人诺可伊和杰诺米终于收到惩罚，他们受到马尔杜克的诅咒：,,2,
102910,,他们永远成为了奴仆，守卫在复辟着的陵寝——斯芬克斯秘穴之中，为自己赎罪……,,2,
102911,,马尔杜克死后，安毕斯将他同法老王葬在一处，忠实的帕莎纳军也在安毕斯死后慢慢成了守墓一族。,,2,
102912,,强悍的守护者意志，守卫着法老王的陪葬品，这就是斯芬克斯宝藏的来源……,,2,
103010,,冒险者，飞空艇已经到达初心者学院……,,3,
103011,,你准备好了吗？,,2,
103012,,新的冒险就要开始啦！,,3,
103101,,施密特本来就出生在巴特家族，他本有一个美好的童年,,3,
103102,,可是不久后发生的“王子之乱”事件，彻底改变了他的命运……,,3,
103103,,那时候，各家族之间，为了王位，一直在明争暗斗,,3,
103104,,在最后的一次斗争中，巴特家族因为斗争失败而没落……,,3,
103105,,虽然父亲巴特·汉斯力挽狂澜，但是家族的影响力已经急剧下降,,3,
103106,,他深知儿子要登基是必须依靠别的家族的力量……,,3,
103107,,于是，施密特10岁的时候被父亲消除了记忆,,3,
103108,,过继给没有继承人的凯渥宝乐格家族当养子……,,3,
103201,,最理解施密特的人在那一刻已经死去,,3,
103202,,仿佛他的世界里唯一的光亮也被黑暗吞噬,,3,
103203,,这个世界陷入死一般的寂静……,,3,
103204,,复仇！一定要复仇！,,3,
103205,,施密特又回到了黑暗里去了，再也不愿走出来……,,3,
103301,,打开了哈因里西提供的记忆水晶,,3,
103302,,一副温馨的画面映入眼帘……,,3,
103303,,阳光里，一个衣着华丽的中年男子用双手小心翼翼地举着一个五六岁的小男孩,,3,
103304,,小男孩满脸兴奋，一直手抓着玩具，一只手指向远方,,3,
103305,,中年男子微笑地望着孩子，一脸的宠溺……,,3,
103401,,翻开书柜中残缺的画卷,,3,
103402,,尘封的画面，似乎在诉说着往事,,3,
103403,,但却又隐藏着不愿被人知道的秘密……,,3,
103404,,只见一个十岁左右的小男孩，孤独地蜷缩坐在角落里,,3,
103405,,他的双手抱着自己的双腿，嘴里面似乎在念叨着什么……,,3,
103501,,记忆水晶里面，那是一个阳光明媚的早晨,,3,
103502,,施密特与沙尔洛特漫步在林间……,,3,
103503,,“来呀，施密特，快来呀！”沙尔洛特欢快地在前面跑着。,,3,
103504,,施密特看着开心的沙尔洛特也露出了久违的微笑,,3,
103505,,“施密特，你要多笑笑啊，你笑起来才好看！”,,3,
103506,,然而，突然出现的盗匪，改变了一切……,,,
103507,,看起来是骑士领主的盗匪头领却在重伤之下使用出了魔法师才会的冰冻术,,,
103508,,施密特被禁锢，沙尔洛特还是倒在了那个骑士领主的刀下……,,,
103509,,她用尽最后的力气对施密特说：,,,
103510,,“要开心，施密特，你要开心的活下去……”,,,
103511,,最理解施密特的人在那一刻已经死去，,,3,
103512,,仿佛他的世界里唯一的光亮也被黑暗吞噬，这个世界陷入死一般的寂静……,,3,
103513,,复仇！一定要复仇！,,3,
103514,,施密特又到了黑暗里去了，再也不愿走出来……,,3,
103601,,哈因里息的记忆里，那是施密特加冕的那一天。,,3,
103602,,那一天，他只带了哈因里西作为侍卫,,3,
103603,,他们缓缓走进皇宫，只见周围的卫兵都被撤去了。,,3,
103604,,施密特邪魅一笑：“走吧，可别让我失望啊。”,,3,
103605,,面对意料之中的刺客来袭，施密特毫不惊慌,,3,
103606,,但也给刺客留下了空隙……,,3,
103607,,然而，就在一个刺客接近施密特身后的时候,,3,
103608,,只见一个冰冻术打在了十字刺客的身上……,,3,
103609,,“施密特……没事就好……”,,3,
103610,,施密特缓缓转过身，只见巴特家族的家主从外面冲了进来。,,3,
103611,,巴特家主担心地看着施密特，家主似乎松了一口气,,3,
103612,,施密特死死盯住巴特家主，哈因里西问道：“你们怎么会在这里？”,,3,
103613,,“我们在皇宫外面的河里发现了卫兵的尸体，料想皇宫出了问题，所以赶了过来……”家主回答。,,3,
103614,,“很好，很好！”施密特打断了巴特家族族长的解释。,,3,
103615,,他转过身，缓缓向着皇宫深处走去，没有人看得见他的表情。,,3,
103616,,家主旁边的侍卫上前一步，想要说什么，家主挥了挥手，制止了他，退了下来,,3,
200001,,在救出巴雷蒙德时，我发现他赤裸着上半身，背后有一个奇怪的印记。,,2,
200101,,在骑士团出现后，场面变得更加混乱。,,2,
200102,,骑士们和古娜复制体的战斗还在星星点点的进行着。,,2,
200103,,而我刚离开次元，就已经累得晕了过去……,,2,
200104,,好好休息一阵后，班波邀请我出席拉乐西斯的正式葬礼。,,2,
200201,,我想起了那首古老的建国神话歌谣……,,2,
200202,,可以吞噬海洋的巨大蟒蛇~ ♪ ,,2,
200203,,可以吞噬海洋的巨大蟒蛇~ ♪ ,,2,
200204,,被七彩缤纷的老鹰吞噬~ ♪ ,,2,
200205,,傲慢的老鹰长出鳞片~ ♪,,2,
200206,,并从空中坠落而亡~ ♪ ,,2,
200207,,随着歌谣的声音，面前豁然打开了一个幽深的次元门……,,2,
200301,,古娜带着一队卫兵和白女巫打的你来我往,,2,
200302,,你和巴雷蒙德有点难以加入战局,,2,
200303,,"突然一个恍神,白女巫已经到了你跟前",,2,
200304,,一道凌厉的魔法剑锋到了喉前,,2,
200305,,电光火石之间，古娜大喊一声“小心”,,2,
200306,,迅速的跑到你面前，挡了下了这次攻击,,2,
200307,,但是显然力道不如白女巫的魔法，被打伤了,,2,
200308,,卫兵急忙围过去救治,,2,
200309,,白女巫似乎冷笑着，手上泛起了魔法的光芒,,2,
200401,,虽然你们逃出了白女巫的基地，回到了森林中,,2,
200402,,拉乐西斯为了保护你而挡下了白女巫致命的攻击,,2,
200403,,后来还有一群古娜的复制体在追着……,,2,
200501,,“就到这里吧……”,,2,
200502,,拉乐西斯虚弱的声音传来,,2,
200503,,我搀扶着他，靠在一棵树上,,2,
200504,,拉乐西斯面色惨白，似乎快不行了,,2,
200601,,你使用了光粒结晶，看到皇帝和大臣似乎进入了右边的房间,,2,
200602,,你决定使用变身药粉伪装成卫兵，潜入房间循着线索继续追查,,2,
200801,,仪式开始了，瑞安开始了咒术,,2,
200802,,昏暗的大厅四周回荡着令人不安的嚎叫,,3,
200803,,封印缓缓被解除，瘴气涌了出来,,3,
200804,,顿时四周一片黑暗……封印里似乎产生了扭曲空间的能量,,3,
200805,,身体不受控制的被吸入了深渊……,,3,
200901,,巴雷蒙德缓缓的讲述着之后的计划，语气平和从容，仿佛变了个人一样。,,3,
200902,,魔神初醒，巴雷蒙德在时空穿越时，已经看到白女巫掌握了召唤魔神幼体的办法,,3,
200903,,想要对付大量幼体，只能寻找传说中的印记刺客，由佩雷斯彼女……,,3,
200904,,命运之轮缓缓转动，露克希的死亡，促成了露希尔的苏醒，,,3,
200905,,死亡即是结束，也是开始,,3,
201001,,梦罗克的幼体根本无法被普通武器杀死……,,3,
201002,,就在快要绝望的时候，空气中的魔法因子突然凝聚,,3,
201003,,一道白色光芒破空而出，将梦罗克幼体斩杀……,,3,
201004,,居然是大贤者巴雷蒙德！,,3,
201005,,他怎么会出现在这里……,,3,
299901,,兔占用结束,,2,
300001,,苏珊和瑞米看见气球屋真的飞起来了，兴奋的在气球屋里上蹿下跳,,2,
300002,,魔物学者站在围栏出招手向我告别,,2,
300003,,希望他们一路顺风，一家人早日团聚！,,2,
300101,,我小心潜入兽人洞中，竟然听到兽人萨满的声音！,,2,
300102,,不对，还有另一个声音！,,2,
300103,,竟然是兽人萨满出卖了自己的灵魂跟恶魔交易，希望能永远控制所有的兽人……,,2,
300104,,我一定要这件事告诉兽人酋长！,,2,
300201,,兽人酋长派出几个兽人战士控制住兽人萨满,,2,
300202,,可是这个时候兽人萨满的背后开始发出异光，渐渐显现出恶魔的影子,,2,
300203,,小心！！！我大喊！,,2,
300204,,可是此时空间却不稳定起来，我被时光机传送了回来…,,2,
300301,,仪式正式开始了！,,2,
300302,,只见哥布灵长老跳起了诡异的祭祀舞蹈，身体异常的灵活,,2,
300303,,此时，奥瑟尔却被哥布灵架起，正要往锅里扔！,,2,
300401,,哥布灵逐渐用了上来,,2,
300402,,只听奥瑟尔突然大喊一声“哥布灵之神转移”,,2,
300403,,并指向了哥布灵长老,,2,
300404,,哥布灵长老还没反应过来，就被手下们一拥而上，抬着走远了,,2,
300501,,一阵烟雾后，基拉现身了,,2,
300601,,里面根本没有什么宝物，好像被基拉忽悠了…,,2,
300701,,你发现那天晚上不止她一个舞娘,,2,
300702,,还有其他两个，似乎在给国王表演节目,,2,
300703,,表演完毕后，当中一个卷发舞娘似乎和国王认识,,2,
300704,,亲热的和国王离开了，还说要让他去自己房间,,2,
300705,,记忆在这里定格了,,2,
300706,,回忆里我看到舞女荔偷偷拍下了国王和卷发舞女的画面,,2,
300801,,你看到光粒结晶呈现的影像：一个大臣把一张照片递给国王看。,,2,
300802,,“我的国王，‘这个’已经准备好了，请陛下立即秘密前往艾尔贝塔。”,,2,
300803,,大臣问道,,2,
300804,,国王丢下照片：,,2,
300805,,“这有什么好看的，我要的是那个人！”,,2,
300806,,“这就是那个人！我的陛下”大臣答道,,2,
300807,,国王听后非常开心，和大臣一起离开了皇宫,,2,
300901,,进去传送门后，发现在这个冰冷的次元裂隙里是一个巨大的基地,,2,
300902,,站立着几十具闭着眼睛的古娜，原来，古娜是一个复制人！,,2,
300903,,我在里面还找到了一个衣柜，里面是教国的衣服，其中就有白女巫的。,,2,
300904,,翻开了古娜的信件，揭示了她就是毒害王子，绑架国王的教国间谍身份。,,2,
300905,,一阵惊讶的时候。次元一阵波动，白女巫出现了,,2,
300906,,接着她摘下面具，放在桌边，接着发现了翻动的痕迹。,,2,
300907,,就开始在房间里走动，我和拉乐西斯躲在某具古娜的旁边瑟瑟发抖,,2,
300908,,最后我和拉乐西斯还是被发现了，白女巫一剑劈向我,,2,
300909,,千钧一发之际，拉乐西斯推开了我，帮我挡下了这一剑致命的伤害,,2,
300910,,随后我拖着受伤的拉乐西斯勉强逃了出来……,,2,
301001,,拉乐西斯已经闭上了双眼，我发现他手中攥着一枚信物,,2,
301101,,上面只写着：海底洞窟,,2,
301201,,壁画一：,,2,
301202,,夜里，月光穿过一颗晶莹剔透的宝石，宝石散发出柔和的光点,,2,
301203,,光点落在法老王的身上,,2,
301204,,沉睡中的法老王面容渐渐变得平和安详,,2,
301205,,壁画二：,,2,
301206,,法老王年事已高，开始大兴土木建造陵墓金字塔,,2,
301207,,壁画三：,,2,
301208,,法老王去世，王后与宝石被一起埋入了金字塔中。,,2,
301209,,同时还有许多贵族、少女与奴隶一起陪葬……,,2,
301301,,只听奥利维亚口中念出一些古老晦涩的咒语,,2,
301302,,沐浴在柔光之中的塞尔特露出幸福又满足的表情,,2,
301303,,他看到了什么？故乡？母亲？还是迪丽雅？我们都未曾可知……,,2,
301304,,一些黑色的雾气从塞尔特身上消散变成了一个英俊的贵族少年,,2,
301305,,他从陶醉的幻境中缓缓醒来，微笑着跟我们招手道别，身影也慢慢消散了……,,2,
301306,,喂，少年！愿你来生可以被这个世界善待……,,2,
301401,,大家小心翼翼的走在悬崖边,,2,
301402,,突然，克雷尔大喊着：我的身体为什么不受控制了！,,2,
301403,,然后一把将旁边的夏佐推了下去！,,2,
301501,,大家回过头去发现，莫吉托已经拿到了魔王眼泪,,2,
301502,,一束光闪起，哪里还有莫吉托的踪影！,,2,
301503,,该死，竟然偷走魔王眼泪跑掉了,,2,
301601,,我看到一只梦魇出现，企图破坏我们阵法,,2,
301602,,当我冲上前去阻止，却进入了一个奇怪的空间,,2,
301603,,我眼前出现了好多魔物，费劲力气终于打败了他们,,2,
301604,,就在我筋疲力尽之时,,2,
301605,,我突然看见了很多我以前的好朋友,,2,
301606,,他们嘴中说着各种贬低我的话,,2,
301607,,原来在你们眼里我是这样的人吗？,,2,
301608,,不，我一定要振作！这肯定是幻境！,,2,
301701,,那保镖嘴上骂骂咧咧，手上也没停下，一拳朝乔诺打去。,,2,
301702,,我看这形势不对，连忙阻止保镖。,,2,
301703,,没想到这保镖这么不经打，一下子就摊到在了地上,,2,
301801,,受到教会祝福的相机并没有照出任何东西，,,2,
301802,,却引起了一位绿发少女的注意。,,2,
301901,,阔别多年的母女终于再次相见，,,2,
301902,,可人是物非，善良的灵魂被恶意吞噬，,,2,
301903,,或许教会有办法……,,2,
302001,,感谢最新的科技，让时光得以停驻，,,2,
302002,,大家自八方而来，因共同的羁绊汇聚。,,2,
302003,,欢乐的宴会终有尽时，众人纷纷离席，,,2,
302004,,相逢只在片刻，离别已在眼前。,,2,
302005,,但故友情深，终会再见。,,2,
302101,,在众人的努力下教国的阴谋被成功阻止，,,2,
302102,,看着身后崩毁的秘密基地，,,2,
302103,,冒险者突然想起了之前白女巫的地下研究室，,,2,
302104,,拉乐西斯……,,2,
302201,,狭小的房间中埋伏着大量敌人，,,2,
302202,,仿佛无穷无尽一般向你涌来，,,2,
302203,,就在你精疲力竭之际，,,2,
302204,,宝妮带着教会士兵出现，,,2,
302205,,将你从包围中救出。,,2,
302301,,“我绝不会向卢恩罪民俯首！”,,2,
302302,,不甘的教国首领献祭自身，,,2,
302303,,强烈的黑暗能量在地下废墟中汇聚，,,2,
302304,,未知的存在正于黑暗中虎视眈眈。,,2,
302305,,“好了，到此为止了。”,,2,
302306,,一道声音突兀出现，黑暗漩涡戛然而止，,,2,
302307,,福金与巴雷蒙德联袂而来，,,2,
302308,,一场危机就此化解于无形。,,2,
302401,,面对紧追不舍的克魔岛女巫，众人只能选择背水一战，,,2,
302402,,幽深洞穴中的黑暗之力如巨浪翻涌，,,2,
302403,,众人在依诗柯的带领下搏击风浪，,,2,
302404,,冒险者觑见黑暗中女巫的弱点，一举击败了她！,,2,
302501,,暴怒的女巫解放所有力量，化身为可怕的魔物，,,2,
302502,,四周黑暗沸腾，即使在依诗柯的保护下众人依旧难以喘息。,,2,
302503,,在这个黑暗世界中梅罗普索姆就是主宰。,,2,
302504,,仿佛整个世界化为囚笼，所有人在巨大的压力下寸步难行，,,2,
302505,,现在一切又重新回到了梅罗普索姆的掌控之中。,,2,
302601,,海潮伴随着若隐若现的歌声传来，,,2,
302602,,手中的珍珠冰冷又灼烫，,,2,
302603,,无法实现的赌约将归于何方？,,2,
302604,,明澈的海风轻拂耳畔，,,2,
302605,,如同虚无的欢笑在心中响起，,,2,
302606,,故事已落幕。,,2,
302701,,丰盛的晚餐很快就被阿尔端了出来，,,2,
302702,,知晓内幕的冒险者默默看着众人大快朵颐，,,2,
302703,,却只感到一阵眩晕，手中的红茶翻倒，就此昏睡过去……,,2,
302801,,身后的通道传来了厮杀声，,,2,
302802,,混杂着死亡的哀鸣，,,2,
302803,,最终，随着一声巨大的爆炸，,,2,
302804,,通道崩毁，一切都静了下来。,,2,
302805,,安静得如同冰冷的幽灵萦绕在奥利弗心头。,,2,
