RankID,RankName,WinAddRank,LoseMinusRank,RankScore,MiniScoreGuard,MiniScoreMax,NewSeasonRank,StarNum,SeasonAwardMailID,IconAtlas,Icon,SmallIconAtlas,SmallIcon,GradeName,GradeReward,RankType
14,白银2-2星,1,0,1300,0,99,1,2,1511,Ranked5v5_icon,pvp_level_2.png,Ranked5v5_icon,pvp_level_2_small.png,白银,,2
15,白银2-3星,1,0,1400,0,99,1,3,1511,Ranked5v5_icon,pvp_level_2.png,Ranked5v5_icon,pvp_level_2_small.png,白银,,2
16,白银3-1星,1,0,1500,0,99,1,1,1511,Ranked5v5_icon,pvp_level_2.png,Ranked5v5_icon,pvp_level_2_small.png,白银,,2
17,白银3-2星,1,0,1600,0,99,1,2,1511,Ranked5v5_icon,pvp_level_2.png,Ranked5v5_icon,pvp_level_2_small.png,白银,,2
18,白银3-3星,2,0,1700,0,99,1,3,1511,Ranked5v5_icon,pvp_level_2.png,Ranked5v5_icon,pvp_level_2_small.png,白银,,2
19,黄金1-0星,1,1,1800,60,199,10,0,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,1,3
20,黄金1-1星,1,1,2000,60,199,10,1,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
21,黄金1-2星,1,1,2200,60,199,10,2,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
22,黄金1-3星,1,1,2400,60,199,10,3,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
23,黄金2-0星,1,1,2600,60,199,10,0,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
24,黄金2-1星,1,1,2800,60,199,10,1,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
25,黄金2-2星,1,1,3000,60,199,10,2,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
26,黄金2-3星,1,1,3200,60,199,10,3,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
27,黄金3-0星,1,1,3400,60,199,10,0,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
28,黄金3-1星,1,1,3600,60,199,10,1,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
29,黄金3-2星,1,1,3800,60,199,10,2,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
30,黄金3-3星,2,1,4000,60,199,10,3,1512,Ranked5v5_icon,pvp_level_3.png,Ranked5v5_icon,pvp_level_3_small.png,黄金,,3
31,铂金1-0星,1,1,4200,80,199,19,0,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,1,4
32,铂金1-1星,1,1,4400,80,199,19,1,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
33,铂金1-2星,1,1,4600,80,199,19,2,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
34,铂金1-3星,1,1,4800,80,199,19,3,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
35,铂金2-0星,1,1,5000,80,199,19,0,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
36,铂金2-1星,1,1,5200,80,199,19,1,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
37,铂金2-2星,1,1,5400,80,199,19,2,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
38,铂金2-3星,1,1,5600,80,199,19,3,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
39,铂金3-0星,1,1,5800,80,199,19,0,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
40,铂金3-1星,1,1,6000,80,199,19,1,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
41,铂金3-2星,1,1,6200,80,199,19,2,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
42,铂金3-3星,2,1,6400,80,199,19,3,1513,Ranked5v5_icon,pvp_level_4.png,Ranked5v5_icon,pvp_level_4_small.png,铂金,,4
43,钻石1-0星,1,1,6600,100,399,19,0,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,1,5
44,钻石1-1星,1,1,7000,100,399,19,1,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
45,钻石1-2星,1,1,7400,100,399,19,2,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
46,钻石1-3星,1,1,7800,100,399,19,3,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
47,钻石2-0星,1,1,8200,100,399,19,0,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
48,钻石2-1星,1,1,8600,100,399,19,1,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
49,钻石2-2星,1,1,9000,100,399,19,2,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
50,钻石2-3星,1,1,9400,100,399,19,3,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
51,钻石3-0星,1,1,9800,100,399,19,0,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
52,钻石3-1星,1,1,10200,100,399,19,1,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
53,钻石3-2星,1,1,10600,100,399,19,2,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
54,钻石3-3星,2,1,11000,100,399,19,3,1514,Ranked5v5_icon,pvp_level_5.png,Ranked5v5_icon,pvp_level_5_small.png,钻石,,5
55,无双0星,1,1,11400,150,499,19,0,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,1,6
56,无双1星,1,1,11900,150,499,19,1,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
57,无双2星,1,1,12400,150,499,19,2,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
58,无双3星,1,1,12900,150,499,19,3,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
59,无双4星,1,1,13400,150,499,19,4,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
60,无双5星,1,1,13900,150,499,19,5,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
61,无双6星,1,1,14400,150,499,19,6,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
62,无双7星,1,1,14900,150,499,19,7,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
63,无双8星,1,1,15400,150,499,19,8,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
64,无双9星,1,1,15900,150,499,19,9,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
65,无双10星,1,1,16400,150,499,19,10,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
66,无双11星,1,1,16900,150,499,19,11,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
67,无双12星,1,1,17400,150,499,19,12,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
68,无双13星,1,1,17900,150,499,19,13,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
69,无双14星,1,1,18400,150,499,19,14,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
70,无双15星,1,1,18900,150,499,19,15,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
71,无双16星,1,1,19400,150,499,19,16,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
72,无双17星,1,1,19900,150,499,19,17,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
73,无双18星,1,1,20400,150,499,19,18,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
74,无双19星,1,1,20900,150,499,19,19,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
75,无双20星,1,1,21400,150,499,19,20,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
76,无双21星,1,1,21900,150,499,19,21,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
77,无双22星,1,1,22400,150,499,19,22,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
78,无双23星,1,1,22900,150,499,19,23,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
79,无双24星,1,1,23400,150,499,19,24,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
80,无双25星,1,1,23900,150,499,19,25,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
81,无双26星,1,1,24400,150,499,19,26,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
82,无双27星,1,1,24900,150,499,19,27,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
83,无双28星,1,1,25400,150,499,19,28,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
84,无双29星,1,1,25900,150,499,19,29,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
85,无双30星,1,1,26400,150,499,19,30,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
86,无双31星,1,1,26900,150,499,19,31,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
87,无双32星,1,1,27400,150,499,19,32,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
88,无双33星,1,1,27900,150,499,19,33,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
89,无双34星,1,1,28400,150,499,19,34,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
90,无双35星,1,1,28900,150,499,19,35,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
91,无双36星,1,1,29400,150,499,19,36,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
92,无双37星,1,1,29900,150,499,19,37,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
93,无双38星,1,1,30400,150,499,19,38,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
94,无双39星,1,1,30900,150,499,19,39,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
95,无双40星,1,1,31400,150,499,19,40,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
96,无双41星,1,1,31900,150,499,19,41,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
97,无双42星,1,1,32400,150,499,19,42,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
98,无双43星,1,1,32900,150,499,19,43,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
99,无双44星,1,1,33400,150,499,19,44,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
100,无双45星,1,1,33900,150,499,19,45,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
101,无双46星,1,1,34400,150,499,19,46,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
102,无双47星,1,1,34900,150,499,19,47,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
103,无双48星,1,1,35400,150,499,19,48,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
104,无双49星,1,1,35900,150,499,19,49,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
105,无双50星,1,1,36400,150,499,19,50,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
106,无双51星,1,1,36900,150,499,19,51,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
107,无双52星,1,1,37400,150,499,19,52,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
108,无双53星,1,1,37900,150,499,19,53,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
109,无双54星,1,1,38400,150,499,19,54,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
110,无双55星,1,1,38900,150,499,19,55,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
111,无双56星,1,1,39400,150,499,19,56,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
112,无双57星,1,1,39900,150,499,19,57,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
113,无双58星,1,1,40400,150,499,19,58,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
114,无双59星,1,1,40900,150,499,19,59,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
115,无双60星,1,1,41400,150,499,19,60,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
116,无双61星,1,1,41900,150,499,19,61,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
117,无双62星,1,1,42400,150,499,19,62,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
118,无双63星,1,1,42900,150,499,19,63,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
119,无双64星,1,1,43400,150,499,19,64,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
120,无双65星,1,1,43900,150,499,19,65,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
121,无双66星,1,1,44400,150,499,19,66,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
122,无双67星,1,1,44900,150,499,19,67,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
123,无双68星,1,1,45400,150,499,19,68,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
124,无双69星,1,1,45900,150,499,19,69,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
125,无双70星,1,1,46400,150,499,19,70,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
126,无双71星,1,1,46900,150,499,19,71,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
127,无双72星,1,1,47400,150,499,19,72,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
128,无双73星,1,1,47900,150,499,19,73,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
129,无双74星,1,1,48400,150,499,19,74,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
130,无双75星,1,1,48900,150,499,19,75,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
131,无双76星,1,1,49400,150,499,19,76,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
132,无双77星,1,1,49900,150,499,19,77,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
133,无双78星,1,1,50400,150,499,19,78,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
134,无双79星,1,1,50900,150,499,19,79,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
135,无双80星,1,1,51400,150,499,19,80,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
136,无双81星,1,1,51900,150,499,19,81,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
137,无双82星,1,1,52400,150,499,19,82,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
138,无双83星,1,1,52900,150,499,19,83,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
139,无双84星,1,1,53400,150,499,19,84,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
140,无双85星,1,1,53900,150,499,19,85,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
141,无双86星,1,1,54400,150,499,19,86,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
142,无双87星,1,1,54900,150,499,19,87,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
143,无双88星,1,1,55400,150,499,19,88,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
144,无双89星,1,1,55900,150,499,19,89,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
145,无双90星,1,1,56400,150,499,19,90,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
146,无双91星,1,1,56900,150,499,19,91,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
147,无双92星,1,1,57400,150,499,19,92,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
148,无双93星,1,1,57900,150,499,19,93,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
149,无双94星,1,1,58400,150,499,19,94,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
150,无双95星,1,1,58900,150,499,19,95,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
151,无双96星,1,1,59400,150,499,19,96,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
152,无双97星,1,1,59900,150,499,19,97,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
153,无双98星,1,1,60400,150,499,19,98,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
154,无双99星,1,1,60900,150,499,19,99,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
155,无双100星,1,1,61400,150,499,19,100,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
156,无双101星,1,1,61900,150,499,19,101,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
157,无双102星,1,1,62400,150,499,19,102,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
158,无双103星,1,1,62900,150,499,19,103,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
159,无双104星,1,1,63400,150,499,19,104,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
160,无双105星,1,1,63900,150,499,19,105,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
161,无双106星,1,1,64400,150,499,19,106,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
162,无双107星,1,1,64900,150,499,19,107,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
163,无双108星,1,1,65400,150,499,19,108,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
164,无双109星,1,1,65900,150,499,19,109,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
165,无双110星,1,1,66400,150,499,19,110,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
166,无双111星,1,1,66900,150,499,19,111,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
167,无双112星,1,1,67400,150,499,19,112,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
168,无双113星,1,1,67900,150,499,19,113,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
169,无双114星,1,1,68400,150,499,19,114,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
170,无双115星,1,1,68900,150,499,19,115,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
171,无双116星,1,1,69400,150,499,19,116,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
172,无双117星,1,1,69900,150,499,19,117,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
173,无双118星,1,1,70400,150,499,19,118,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
174,无双119星,1,1,70900,150,499,19,119,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
175,无双120星,1,1,71400,150,499,19,120,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
176,无双121星,1,1,71900,150,499,19,121,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
177,无双122星,1,1,72400,150,499,19,122,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
178,无双123星,1,1,72900,150,499,19,123,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
179,无双124星,1,1,73400,150,499,19,124,1515,Ranked5v5_icon,pvp_level_6.png,Ranked5v5_icon,pvp_level_6_small.png,无双,,6
