ErrCollectionOutRange,,您已经超出范围啦！
ErrCollectionTaskLimit,,不满足任务状态限制，暂时不能进行该操作哦~
ErrIsInSpecialAction,,正在进行其他动作，请稍后再试哦~
ErrTaskBaseLevelLow,,"Base等级低于最低等级限制,无法接取"
ErrTaskBaseLevelHigh,,"Base等级高于最高等级限制,无法接取"
ErrTaskJobLevelLow,,"Job等级低于最低等级限制,无法接取"
ErrTaskJobLevelHigh,,"Job等级高于最高等级限制,无法接取"
ErrIsInTransfigure,,变身状态下不能进行该操作哦~
ErrTradeBuyCountLimit,,购买数量错误
ErrTradeItemNotExist,,物品不存在
ErrTradeItemOpenLevelLimit,,该物品暂未开放购买
ErrTradeItemSingleBuyLimit,,不能超过单次购买上限
ErrTradeItemCountLimit,,物品库存不足
ErrTradeItemBuyStop,,该商品达到涨停不可购买，明日会重置
ErrTradeItemShortSupply,,物品供不应求
ErrTradeItemPriceErr,,物品价格出现错误
ErrTradeRoleNotFound,,未找到玩家
ErrTradeRoleDayBuyLimit,,该物品今日已售罄
ErrTradeSellCountLimit,,卖出超过上限
ErrTradeItemSingleSellLimit,,单次出售超过上限
ErrTradeItemSellFull,,该物品已跌停
ErrTradeRoleDaySellLimit,,今日出售该物品数量已达上限
ErrTradeSellItemNotExist,,出售物品不存在
ErrTradeSellBindItem,,不能出售绑定道具
ErrTradeSellItemPrice,,出售物品价格错误
ErrCollectionIsEnemy,,无法使用敌方阵营的设施
ErrBattlefieldMatchedFailed,,当前没有匹配到合适的对手
ErrBattlefieldMatchedSuccess,,匹配成功，即将进入战场
ErrBattlefieldTeamFailed,,不符合报名要求，无法匹配
ErrStallRefreshTopLimit,,刷新次数已达上限
ErrStallSellItemNotExist,,道具已下架，无法购买
ErrStallItemSoldOut,,道具已售罄，无法购买
ErrStallItemBuyLimit,,道具数量不足，无法购买
ErrStallBuyNumTopLimit,,摊位数量已达上限，无法继续解锁
ErrStallItemBuyFreeze,,购买的道具处于冻结状态
ErrStallItemSellFreeze,,出售的道具处于冻结状态
ErrStallIndexNotExist,,请求的摆摊索引不存在
ErrStallItemConfNotExist,,请求的摆摊配置不存在
ErrStallRoleSellLocked,,出售操作过于频繁，请稍后再试
ErrStallItemSellPriceLimit,,道具的推荐价格已变动，请重新上架
ErrStallNeedDrawMoney,,请先提现
ErrStallSellNotOutDate,,道具未超时，无法重新上架
ErrStallSellNumFull,,摊位已满，无法继续上架
ErrStallItemNotExist,,出售的道具不存在
ErrStallItemCountLimit,,出售的道具数量异常
ErrStallDrawMoneyEmpty,,当前没有可提现的道具
ErrStallSellBindItem,,绑定道具无法上架
ErrStallSellCancelItemNotExist,,道具已下架
ErrCurSceneCannotEnterGuildScene,,当前场景无法回到公会
ErrGuildIsInGuild,,已经在公会了
ErrGuildDeclarationTooLong,,公会宣言长度过长
ErrGuildNameInvalid,,公会名字非法
ErrGuildDeclarationInvalid,,公会宣言非法
ErrGuildAnnounceTooLong,,公会公告过长
ErrGuildAnnounceInvalid,,公会公告非法
ErrGuildCreatFailed,,创建公会失败
ErrGuildFullGuild,,公会已满，不能创建新公会
ErrGuildRoleApplyFull,,申请已达上限
ErrGuildRoleOneKeyApplyCd,,一键申请有5分钟的间隔时间，请稍后再试
ErrGuildRoleNotInApplyList,,申请已失效
ErrGuildMemberFull,,公会人数已满
ErrGuildPermissionNotExist,,权限不存在
ErrGuildPermissionNameTooShort,,公会权限名输入过短
ErrGuildPermissionNameTooLong,,公会权限名输入过长
ErrGuildPermissionNameForbid,,权限名含有敏感词
ErrGuildViceChairmanFull,,公会执事已满
ErrGuildChairmanQuit,,会长不能退出公会
ErrGuildDeclarationTooShort,,公会宣言过短
ErrGuildInvaildIcon,,公会图标错误
ErrGuildNotExist,,公会不存在
ErrGuildNameExist,,公会名字已存在
ErrGuildNotInGuild,,不在公会中
ErrGuildAlreadyInGuild,,已经在公会
ErrGuildApplyfull,,该公会申请列表已满
ErrGuildNoPermission,,没有权限
ErrGuildNameTooShort,,输入字符未达到2-7个中文字符
ErrGuildNameTooLong,,输入字符超过2-7个中文字符
ErrGuildMailContentTooShort,,输入内容为空
ErrGuildMailContentTooLong,,输入内容过长
ErrGuildMailSendCostFailed,,元气不足，群发消息失败
ErrGuildInviteOtherOffline,,对方不在线
ErrGuildInviteOtherSystemNotOpen,,对方等级太低，不能加入公会
ErrGuildOtherInGuild,,对方已有公会
ErrGuildCrystalNotExist,,水晶不存在
ErrGuildCrystalLevelConfNotExist,,公会水晶等级不存在
ErrGuildCrystalLevelTopLimit,,公会水晶等级已达上限
ErrGuildCrystalBuildLimit,,公会水晶建筑等级不足
ErrGuildCrystalUpgradeBuildLimit,,华丽水晶建筑等级不满足条件
ErrGuildCrystalUpgradeTotalLevelLimit,,华丽水晶等级之和不满足条件
ErrGuildCrystalQuickUpgradeCountLimit,,华丽水晶快速升级次数不足
ErrGuildCrystalQuickUpgradeLock,,水晶快速升级过于频繁，请稍等再试
ErrGuildCrystalGiveEnergyLock,,水晶充能操作过于频繁，请稍等再试
ErrGuildCrystalGiveEnergyFreeCoutLimit,,公会水晶免费充能次数不足
ErrGuildCrystalNotOpen,,公会水晶未开启
ErrGuildCrystalPrayTransfigured,,变身状态不能祈福
ErrGuildCrystalAnnounceInvalid,,该充能效果已经失效了
ErrGuildAnotherIsBuilding,,同时只能升级一个建筑，有其他建筑正在升级
ErrGiftTakePresentTimesFailed,,今日赠送次数已达上限，无法赠送
ErrGiftTakeRecipientTimesFailed,,玩家获赠次数已达上限，无法赠送
ErrGiftCheckFriendIntimacyFailed,,友好度不足，无法赠送
ErrGiftCheckItemListFailed,,当前道具无法赠送
ErrGiftCheckItemCountFailed,,道具数量异常，无法赠送
ErrMsNotHaveGiftLimitData,,系统异常
ErrGiftGiveBindItem,,绑定道具无法赠送
ErrGiftFriendIntimacyLimit,,当前道具无法赠送
ErrCollectionDailycountLimit,,今日次数已上限，参加委托可获取额外开启机会
ErrDailyActivityNotExist,,日常活动不存在
ErrDailyActivityNotOpen,,该活动未到开放时间
ErrLuaScriptNotExist,,脚本不存在
ErrLuaScriptExecuteFailed,,脚本执行失败
ErrNeedExtraBag,,背包还需要{0}个格子才能放入
ErrInRefuseList,,您刚刚申请过该队伍，请稍后再试
ErrSendTooFrequent,,发送过于频繁
ErrTeamNotExist,,该队伍不存在
ErrTeamShoutCd,,还有{0}秒才能再次发送喊话
ErrTeamOperateIsBannedInScene,,该场景无法进行队伍相关操作
ErrTargetSceneCannotFollow,,目标场景无法跟随
ErrFollowOutDungeonNotPermmited,,副本外的玩家无法跟随
ErrTeamNeedTarget,,请先选择一个目标
ErrAlreadyInMatchQueue,,已经在匹配队列里了
ErrNoTeamMembers,,队伍中没有队员
ErrCannotMatchInDungeons,,副本中不能自动匹配
ErrNotBelongToThisDungeon,,不属于这个副本
ErrDigTreasureBagFull,,解救小恶魔有几率获得奖励，请先整理背包
ErrBlessTimeIsZero,,祝福时间为0，无法开启祝福
ErrBattlefieldLevelLimit,没达到战场最低参加等级,需要到达45级才能参加战场哦
ErrTeamMvpAwardLimit,,您今日获得MVP团队奖励次数已达上限
ErrMiniDropLimit,,您今日Mini奖励次数已达上限
ErrMvpPointsAwardLimit,,您今日获得MVP参与奖励次数已达上限
BagExtraSpaceNeed,,至少需要{0}个背包空位
ErrBagSortCd,,{0}秒后可再次整理背包
ErrWarehouseSortCd,,{0}秒后可再次整理仓库
ErrRoleBan,,角色异常，暂时无法登录
ErrPlatBanacc,,账号异常，暂时无法登录
ErrTeamAlreadyInotherteam,,该玩家已经在队伍里了
ErrVersionFailed,,您的版本过低，请升级客户端
ErrCannotUseDuringTransfigured,,变身状态下无法使用该道具
ItemCannotUseCurScene,,当前场景无法使用此道具
ErrNeedRiderSkill,,需要学会骑乘术才能装备
ErrBagSpaceToResetSkill,,背包已满，技能相关装备无法卸除，不能重置技能
ErrBagFullTakeoffEquip,,背包已满，请清理背包后更换武器
ErrEquipPosWrong,,这件装备不能放置在这里
ErrIsFriendIsMyself,,不能加自己为好友
ErrIsInBattleVehicle,,玩家正在搭乘战斗载具
ErrIsOtherInVehicle,,邀请的玩家正在搭乘载具
ErrInvateTeamActLevelLimit,,您邀请的玩家与当前活动等级区间不匹配，邀请失败
ErrJoinTeamActLevelLimit,,该队伍当前参与的活动与您等级区间不匹配，申请失败
ErrIsAlreadyMyFriend,,已经是你的好友了
ErrTeamFull,,该队伍已满员
ErrEquipAlreadyWeared,,装备已经在身上了
ErrUnknown,,出现了一个预期之外的错误~
ErrFailed,,出现了一个预期之外的错误~
ErrSceneNotExist,,场景不存在哦~
ErrCannotUseServerLevelLimit,,Base等级已达上限，无法使用
ErrMobReleaseInvalidTip,,此处已有陷阱\法术，释放失败
MultipleActionSceneLimit,,该场景暂时不能使用该动作哦~
MultipleActionSelect,,请先选中双人交互的对象哦~
MultipleActionFriendLimit,,请先添加对方为好友哦~
MultipleActionNeedTeam,,想要进行该双人互动，必须先组队，是否立即邀请对方组队？
MultipleActionDistance,,对方离你较远，请先靠近对方再发起双人动作哦~
MultipleActionView,,对方不在您的视野范围内，无法发起双人动作
MultipleAction,,双人动作
MultipleActionCanel,,取 消
MultipleActionConfrim,,同 意
MultipleActionWait,,等待回应中
MultipleActionInviteFormat,,想和你{0}
ErrUserInputInvaild,,内容中含有敏感字符
ErrTeamAlreadyInteam,,已经在队伍中了
ErrNotTeamCaptain,,你不是队长
ErrContainForbidWord,,不能含有敏感字符哦~
ErrArgsError,,参数错误
ErrSystemNotOpen,,功能暂未开放
ErrMaterialUnsupportMechant,,制造物品配置错误
ErrGetRowdataFromTableFailed,,消耗材料配置错误
ErrNeedLeranSkill,,学习指定技能后才可制造材料
ErrPlatformMatchedSuccess,,匹配成功！
ErrPlatformMatchedNextFloor,,轮空，直接进入下一层
ErrGuildGiveItemIdError,,上交的物品id错误
ErrGuildHasNotWelfare,,新创建的公会，暂无上周福利
ErrGuildMemberJoinTimeTooLate,,上周福利已经发放完毕，请等待下次发放
ErrGuildMemberWelfareAlreadyAward,,公会福利已经领取过了
ErrGuildBindingRemindLackCount,,公会绑群次数不足
ErrGuildTodayIsBindding,,今天已经绑定过群
ErrGuildNotChairman,,您不是公会会长
ErrBagMaxLoad,,背包负重已达上限
ErrCartMaxLoad,,手推车负重已达上限
ErrCartFull,,手推车已满
ErrCannotStoreCart,,不能放入手推车
ErrUnlockMaxTimes,,负重已达最大解锁上限
ErrGuildDinnerNotStart,,公会宴会还未开始
ErrGuildDinnerCookRankNotGenerate,,烹饪菜单正在准备中…
ErrGuildDinnerGuildNotOpen,,该公会未开启宴会
ErrGuildDinnerTaskNotExist,,该任务已被别人接受，或已过期
ErrGuildDinnerTaskHasAccepted,,该任务已被别人接受，或已过期
ErrGuildDinnerNotInScene,,不在公会宴会场景
ErrGuildDinnerDishNpcNotExist,,公会宴会烹饪不存在
ErrGuildDinnerEatDishCountLimit,,烹饪食用次数已达上限
ErrGuildDinnerCookingNpcNotExist,,烹饪不存在
ErrGuildDinnerEatNotOpen,,还没到烹饪品尝时间
ErrGuildDinnerNotInCookState,,不在公会筹备时间阶段
ErrGuildDinnerGuildLimit,,公会未达到宴会开启条件
ErrGuildDinnerNotInSameGuild,,不在同一个公会
ErrVirtualItemLackContribute,,公会贡献度不够
ErrVirtualItemLackArenaCoin,,勇气徽章不足
ErrGuildDinnerMenuEmpty,,由于公会筹备无有效成绩，菜单为空
ErrGuildUpgradeAlreadyFinish,,该建筑升级已完成
ErrGuildStoneNoExist,,原石不存在
ErrGuildHelpCd,,求助有10分钟CD，请稍后
ErrStoneHelpTimesOut,,今天帮助雕琢次数过多
ErrStoneCarveOver,,原石已经雕刻完成
ErrCarveStoneLimit,,已经雕刻过了
ErrCarveStoneHelpLimit,,已经帮忙雕刻过了
ErrCarveLinkInvalid,,雕刻求助链接已经失效
ErrShopDistanceNotEnough,,距离商店过远
ErrNameExist,,角色名已存在
ErrDoubleActionLogout,,抱歉，对方已离线~
ErrViewNot,,目标不在视野范围内
ErrAStateNotAllow,,当前状态无法进行双人动作
ErrBStateNotAllow,,目标状态无法进行双人动作
ErrLastApplyExist,,重复请求
ErrDoubleactionclipStatemachineLimit,,当前状态无法进行双人动作
ErrIsInDoubleAction,,正在进行双人动作
ErrCannotUseCurAction,,双人动作状态下无法使用
ErrNameAllnum,,角色名不能全部为数字
ErrNameTooShort,,角色名长度限制为2到7个中文字符哦~
ErrNameTooLong,,角色名长度限制为2到7个中文字符哦~
ErrInvalidName,,输入包含非法字符
ErrRoleAlreadyChanageName,,角色已取过名啦~
ErrTaskTeammemberCantTake,,队友无法接取任务
ErrPveTaskCountLimit,,接受时空任务过多，无法接取
ErrTaskAlreadyTake,,任务已经接取过了
ErrFriendTooMany,,好友数量已达上限
ErrIsInVehicle,,正在搭乘载具，无法执行该操作哦！
ErrEliteMonsterReachLimit,,您今日击杀精英怪的数量已达上限，再次击杀精英怪将无法获得奖励
ErrEliteMonsterOverLimit,,您今日击杀精英怪的数量已达上限，无法获得奖励
ErrTeamInMatching,,队伍正在比赛中
ErrDistanceNotAllow,,距离太远，不允许该操作哦~
ErrTaskTeammateToofar,,队友距离过远
ErrTaskTeammateNotInScene,,队友不在本场景中
ErrEnterDungeonsTeamMemberCheck,,请由队长触发进入
ErrRegisterNumLimit,,该服务器注册人数已达上限，请您选择其他服务器
ErrSuperMedalCannotSetAdcance,,神圣勋章不能设置进阶
ErrGeneralMedalActiveBaseLevelLack,,激活需要的Base等级不够
ErrGeneralMedalActiveGeneralLevelLack,,光辉勋章总等级不如何条件
ErrVirtualItemLackPrestige,,声望不足
ErrRepeatClick,,重复点击
ErrEquipNotAppraised,,装备未鉴定，鉴定后方可装备
ErrDriverNotInMyScene,,主驾已不在此场景
ErrPassengerNotInMyScene,,乘客已不在此场景
ErrRoleNotexist,玩家角色不存在,NotShow
ErrItemCannotUseJobLevelFull,,当前无法获得Job经验，请先完成转职任务
ErrTaskNeedThreeTeam,,只有同公会成员组队且人数最少2人才能接取任务
ErrWorldPveNotInSameGuild,,只有同公会成员组队且人数最少2人才能接取任务
ErrTaskAlreadyFinishedPleaseContinue,,你已经完成此时空任务，可以协助队友继续完成，但无法获得奖励
ErrTaskAlreadyExistedPleaseContinue,,你已经接取了此时空任务，请和队友一起继续完成
ErrNotInTeam,,需要组队
ErrItemNotUseMemberTooFar,,队友距离过远
ErrTeamSizeWrong,,未达到要求的队伍人数
ErrCannnotUseCurState,,当前状态不能使用
ErrTeamPipeiFull,,匹配人数已达上限
ErrTeamTargetCaptainNotOnline,,目标队伍队长不在线
ErrTargetDungeonNotPassed,,还没有通关前一层
ErrCaptainStatusChanged,,队长状态发生了变化
ErrDungeonNeedNotMeet,,不符合副本进入条件
ErrDungeonFull,,副本人数已经满了
ErrStallSellServerLevelLimit,,不满足服务器等级限制，无法上架
ErrLifeSkillNoLeftTime,,本日剩余次数为0
ErrStateError,,角色状态错误
ErrChatMsgTooshort,,聊天内容不能为空
ErrChatMsgToolong,,输入消息过长
ErrDelegateInActivity,,委托任务已经接取
ErrDelegateNotInActivity,,请先接取委托任务哦~
ErrDelegateFinished,,委托任务已经完成了~
ErrDelegateMoneyNotEnough,,您的委托证明不足哦~
ErrDelegateNotExist,,委托任务不存在
ErrDelegateDominionUpperLimit,,您接取的委托任务太多了，请先完成哦~
ErrRoomInKickCd,,暂时不能进入该聊天室哦，去其他地方转转吧
ErrRoomInTrycodeCd,,暂时不能再次尝试输入密码，请稍后再试吧
ErrRoomCodeWrong,,聊天室密码错误
ErrRoomNotExist,,房间不存在
ErrRoomNotCaptain,,不是聊天室房主
ErrRoomAlreadyInRoom,,角色已经处于聊天室中
ErrRoomAlreadyInOtherRoom,,角色处于其他聊天室中
ErrRoomKickSelf,,不能自己踢自己
ErrRoomNotInTargetRoom,,不在目标房间中
ErrRoomAlreadyCaptain,,已经是房主
ErrCannnotUseDuringChatroom,,聊天室中不可使用
ErrRoomAlreadyInStatus,,状态已经是设置的状态
ErrRoomNameTooShort,,聊天室名字太短
ErrRoomNameTooLong,,聊天室名字太长
ErrRoomNameHaveForbidWord,,聊天室包含违禁词
ErrRoomMemsizeOverCapacity,,聊天室人数超过容量
ErrRoomCodeOverMaxlen,,聊天室密码过长
ErrRoomCodeIllegalChar,,聊天室密码有非法字符
ErrDriverNotInVehicle,,对方尚未搭乘载具
ErrAccountSelectingRole,,正在选角中，请稍等
ErrThirtySignAwardAlreadyGet,,今日奖励已经领取啦！
ErrIsInChatRoom,,玩家处于聊天室状态
ErrRoomStateEnterFailed,,当前状态不能进入聊天室
ErrAccountRoleFull,,该账号在该服已达创建角色数量上限，不能再创建角色，请选择其他服务器
ErrRoleIsDeleted,,该角色已经被删除
ErrRoleIsOnline,,该角色在线，不能被删除
ErrRoleAlreadyDelete,,该角色已经被删除
ErrThirtySignBagFull,,背包已满，请先清理背包再来领取奖励
ErrSysNotopen,,功能暂未开放
ErrCollectionSystemNotOpen,,采集功能暂未开放
ErrMedalConfigError,,勋章配置错误
ErrEquipIsDisrepair,,"装备已损坏,无法继续精炼"
ErrTradeItemNotNotice,,非公示道具无法关注
ErrTradeInForbidSellTime,,每日11：00至12：05为商会盘点时间，无法出售道具
ErrTradeInForbidBuyTime,,每日11：55至12：05为商会结算时间，无法购买道具
ErrTradeFollowLimit,,关注道具数量已达上限
ErrTradeBuyItemKindLimit,,预购道具种类已达上限
ErrCollectionIndividualLimit,,已达到可获取上限
ErrCollectionIndividualLimitDayZero,,已达到今日可获取上限
ErrCollectionIndividualLimitDayFive,,已达到今日可获取上限
ErrCollectionIndividualLimitWeekZero,,已达到本周可获取上限
ErrCollectionIndividualLimitWeekFive,,已达到本周可获取上限
ErrCollectionIndividualLimitMonthZero,,已达到本月可获取上限
ErrCollectionIndividualLimitMonthFive,,已达到本月可获取上限
ErrCollectionIndividualLimitDayTwelve,,已达到今日可获取上限
ErrCollectionIndividualLimitEnd,,已达到可获取上限（预留）
ErrFashionEvaNotOpenNow,,时尚评分尚未开始
ErrCantFindRoleFashionScore,,没有玩家时尚评分数据
ErrFashionEvaTimesTopLimit,,今日时尚评分次数已达上限
ErrFashionEvaScoreFailed,,时尚评分失败
ErrNotEnoughIntimacy,,友好度不足，请加油提升哦~
ErrNotThisTrolley,,没有这个手推车
ErrGuildHuntIsStart,,公会狩猎已开始
ErrGuildHuntNotInOpenTime,,公会狩猎不在开启时间
ErrGuildHuntOpenCdLimit,,狩猎活动CD中，暂时无法开启
ErrGuildHuntOpenCountLimit,,本周开启次数已达上限
ErrGuildHuntNotOpen,,公会狩猎未开始
ErrGuildHuntClosed,,公会狩猎已结束
ErrGuildHuntQuitTimeLimit,,24小时内退出过公会，无法参与
ErrGuildHuntJoinTimeLimit,,加入公会后时间不足，无法参与
ErrGuildHuntRewardCountLimit,,公会狩猎奖励次数不足
ErrGuildHuntNotInSameGuild,,有队员不在同一公会
ErrGuildHuntTeamMemberQuitTimeLimit,,有队员24小时内退出过公会，无法参与
ErrGuildHuntTeamMemberJoinTimeLimit,,有队员加入公会时间不足，无法参与
ErrGuildHuntDungeonNotExist,,公会狩猎副本不存在
ErrGuildHuntNotRewardTime,,未到领奖时间
ErrGuildHuntNotFinished,,公会狩猎未完成
ErrGuildHuntNotReachRewardCondition,,未达到领奖条件
ErrGuildHuntIsGetFinalReward,,已领取最终奖励
ErrGuildHuntRewardIsFull,,本次活动奖励已达上限，后续可助战其他公会成员，前3次可获得狩猎积分
ErrGuildHuntScoreIsFull,,本次活动获得积分次数已达上限
ErrGuildHuntRewardFullNotice,,你本周奖励次数已满，无法获得战斗奖励
ErrFarFromNpc,,距离Npc过远，无法操作
ErrReforgePos,,重铸位置错误
ErrTransfigureCanCollect,,变身状态下无法进行该操作
ErrOnRideCannotUse,,骑乘状态不允许使用
ErrPostcardIsTaked,,奖励已经领取过了哦~
ErrTimeout,,响应超时
ErrNotInDefaultState,,当前有动作正在进行中
ErrIsInCommonVehicle,,公共载具上无法执行该操作
ErrApplyInCd,,申请队长正在CD中
ErrTeamTargetCaptainActive,,队长处于活跃状态，无法申请
ErrTargetRoleNotInTeam,,目标玩家不在队伍中
ErrTargetRoleStatusChange,,目标玩家状态已经改变
ErrTargetLineFull,,目标所在分线人数已满
ErrArenaError,角斗场非法请求,请求非法
ErrArenaCountlimit,角斗场房间数量已达服务器上限,房间数量已达服务器上限
ErrArenaRoomNotExist,角斗场房间不存在,房间不存在
ErrArenaCreateRoomFailed,角斗场创建房间失败,创建房间失败
ErrArenaRoomFull,角斗场房间已满无法加入,房间已达到最大人数
ErrArenaRoleNotInRoom,玩家不在角斗场房间中,该玩家不在房间内
ErrArenaInviteDestNotOnline,角斗场被邀请者不在线,该玩家不在线
ErrArenaInviteTooFast,角斗场邀请太快,邀请发送过于频繁
ErrArenaRoomHadStart,角斗场房间已经开始,该房间已开始战斗
ErrArenaRoleAlreadyInRoom,角斗场玩家已在房间,该玩家已在角斗场房间内
ErrArenaMemberCantInvite,角斗场房间成员不能邀请,房主未开放成员邀请权限
ErrArenaInviteRoleIsInDungeons,角斗场被邀请者在副本中,该玩家在副本中，无法邀请
ErrRedEnvelopeZenyLessMin,红包相关状态判定,单个红包少于最低限制
ErrRedEnvelopeZenyMoreMax,,单个红包高于最高限制
ErrCreateObjectFailed,,创建对象失败
ErrRedEnevlopeOverLimit,,发送或者领取红包超出限制
ErrRedEnvelopeNull,,红包不存咋
ErrNotInSameGuild,,不在同一个公会
ErrRedEnvelopeExpire,,该红包已过期
ErrRedEnvelopeFinished,,该红包已被领完
ErrParam,,参数错误
ErrRedEnvelopeNotExist,,红包已过期
ErrRedEnvelopePasswordWrong,,口令输入有误
ErrRedEnvelopeRepeatGrab,,重复抢红包
ErrRedEnvelopeSenderNotOnline,,红包发送者离线
ErrRedEnvelopeWordsLenExceedLimit,,红包寄语或者口令超出字符限制
ErrRedEvnelopeExpireFailed,,抢夺过期红包失败
ErrRedEnvelopeNotFinished,,红包尚未被抢完
ErrMerchantShopNpcNotExist,跑商相关状态判定,Npc未刷新
ErrMerchantShopBuyItemCountError,,货物购买需要大于0
ErrMerchantShopBuyItemNotExist,,货物未刷新
ErrMerchantShopBuyItemCountLimit,,货物库存不够
ErrMerchantShopBuyItemPriceDiff,,货物购买价格已刷新
ErrMerchantShopSellItemNotExist,,货物对应商店错误
ErrMerchantShopSellItemPriceDiff,,货物出售价格已刷新
ErrMerchantShopNpcDistanceLimit,,距离商人过远
ErrMerchantShopSellItemCountError,,出售物品数量错误
