LeaderID,SortID,Name,Des,TabType,SceneID,DeputyLeaderIds,SkillIds,Atlas,Icon,HeadAtlas,HeadIcon,LocalizationArea
1196,12,虎王,拥有高智商的动物之王，十分狡猾且极具攻击力，是近乎完美的捕猎者。智力水平的提升也让它诞生出拟人习性，染上了抽烟的陋习……,1,48,,1000119602|1000119603|1000119604|1000119605|1000119606|1000119607|1000119608,ThemeArround,UI_ThemeArround_Img_huwang.png,MonsterIcon_Boss001,Monster_HuWang.png,0
1200,13,德古拉男爵,为追求永生而堕落为恶魔的贵族魔法师德古拉得到了永生的能力，却献出了自己的灵魂。终日无法见阳光，只能与蝙蝠为伍,1,515,,1000122702|1000122703|1000122704|1000122705|1000122706|1000122707|1000122708,ThemeArround,UI_ThemeArround_Img_degulananjue.png,MonsterIcon_Boss001,Monster_DeGuLaBoJue.png,0
1202,14,月夜猫,斐扬一带家家相传的神话生物，代表月神的存在，却是彻头彻尾的恶魔。背后背着的是银制的清脆铃铛，召唤每一个路过的生灵魂魄,1,514,,1000122402|1000122403|1000122404|1000122405|1000122406|1000122407|1000122408|1000122409,ThemeArround,UI_ThemeArround_Img_yueyemao.png,MonsterIcon_Boss001,Monster_YueYeMao.png,0
1041,15,巴风特,上古时期，巨大的羊角恶魔入侵米德加兹，手持象征死亡的大镰刀，到处散播瘟疫，教会花了几个世纪最终将其封印在圣卡毕利那修道院……,1,502,,1000104102|1000104103|1000104106|1000104107|1000104108|1000104110|1000104111|1000104113,ThemeArround,UI_ThemeArround_Img_bafengte.png,MonsterIcon_Boss001,Monster_DaBaFengTe.png,0
1237,16,法老王,手持权杖，带着杜堂卡门面具的法老之王，已经无法知晓是第几代法老，当它再次复活在斯芬克斯陵墓，其背后充斥着巨大的阴谋,1,517,,1000124402|1000124403|1000124404|1000124405|1000124406,ThemeArround,UI_ThemeArround_Img_falaowang.png,MonsterIcon_Boss001,Monster_FaLaoWang.png,0
1144,17,死灵,游荡在吉芬地下3层的幽灵剑士，非常邪恶的存在，拥有惊人的破坏力和速度，任何小看他的人都会付出血的代价。,1,520,,1000123011|1000123012|1000123003|1000123004|1000123005|1000123006|1000123007|1000123009,ThemeArround,UI_ThemeArround_Img_siling.png,MonsterIcon_Boss001,Monster_Siling.png,0
9801,1,凯思利亚斯,身穿教国高阶祭司袍的神秘人，在北森密谋着什么，法力已经高超到不需要借助双脚走动，以身边常驻的风元素浮空行动，十分危险,2,4051,,1000975102|1000975103|1000975104|1000975105|1000975106,ThemeArround,UI_ThemeArround_Img_Fuben_beifangyibian.png,MonsterIcon004,NPC_M_KaiSiLiYaSi.png,0
5006,2,巨大毒蘑菇,生活在下水道深处的巨大变异魔菇，拥有操纵重力和快速生长孢子的恐怖魔物,2,4001,,1000500604|1000500605|1000500603|1000500611|1000500610|1000500612|1000500606,ThemeArround,UI_ThemeArround_Img_Fuben_pulongdelaxiashuidao.png,MonsterIcon001,Monster_JuXingMoGu.png,0
5201,3,德瑞克,海盗船下层甲板的主宰，拥有操纵暗影和潮汐之力的不死海盗船长,2,4011,,1000520112|1000520106|1000520123|1000520127|1000520102|1000520103|1000520110,ThemeArround,UI_ThemeArround_Img_Fuben_deruikeyoulingchuan.png,MonsterIcon_Boss001,Monster_Haidaozhiwang.png,0
5257,4,死灵,游荡在吉芬地下的幽灵剑士，拥有惊人的破坏力和速度,2,4021,,1000525602|1000525603|1000525604|1000525801|1000525607,ThemeArround,UI_ThemeArround_Img_Fuben_jifendixiaanyin.png,MonsterIcon_Boss001,Monster_Siling.png,0
7801,5,蚁后,蚁穴的首领，庞大的身躯和敏锐的洞察力会消灭一切闯入它领地的生物,2,4031,,1000540101|1000540105|1000540108|1000540110|1000540106,ThemeArround,UI_ThemeArround_Img_Fuben_mayidiyu.png,MonsterIcon_Boss001,Monster_Yihou.png,0
9161,6,俄塞里斯,不明原因复活的第一任法老之子，法老守护神，拥有操纵死者的力量,2,4041,,1000911102|1000911108|1000911103|1000916106|1000916104|1000911107|1000911105,ThemeArround,UI_ThemeArround_Img_Fuben_jinzita.png,MonsterIcon_Boss001,Monster_Esailisi.png,0
5456,7,达纳托斯,能力超绝的魔剑士，耗尽一切力量封印魔王梦罗克于达纳托斯之塔，却也因此实力受损，无法再控制自身的负面人格，濒临危机……,2,4061,5452|5453|5454,1000545601,ThemeArround,UI_ThemeArround_Img_Fuben_danatuosizhizhan.png,MonsterIcon004,Monster_DaNaTuoSi.png,0
5452,,达纳托斯的憎恨,达纳托斯的憎恨化身……,-1,4061,,1000545206|1000545204|1000545203|1000545202,ThemeArround,,MonsterIcon004,Monster_ZengHen.png,0
5453,,达纳托斯的绝望,达纳托斯的绝望化身……,-1,4061,,1000545304|1000545303|1000545302|1000545306,ThemeArround,,MonsterIcon004,Monster_JueWang.png,0
5454,,达纳托斯的悲哀,达纳托斯的悲哀化身……,-1,4061,,1000545403|1000545407|1000545408,ThemeArround,,MonsterIcon004,Monster_BeiAi.png,0
8902,8,梦罗克,拥有超强破坏力的魔神级恶魔，世人口中的“撒旦”。曾经多次尝试蛊惑人类而入侵中庭，试图把魔神们的混沌世界散播到整个九界……,2,4071,8901,1000890203|1000890204|1000890205|1000890206|1000890207|1000890212|1000890213,ThemeArround,UI_ThemeArround_Img_Fuben_fengyinmengluoke.png,MonsterIcon_Boss001,Monster_MengLuoKeNew.png,0
8901,,梦罗克幼体,魔神梦罗克在物质位面的投影。由于邪恶的召唤仪式被印记刺客打断，只召唤出了梦罗克的幼体形态。虽然只继承了一部分的魔神之力，但依旧非常危险。,-1,4071,,1000890103|1000890104|1000890105|1000890106|1000890108|1000890110|1000890111|1000890112|1000890113,ThemeArround,,MonsterIcon_Boss001,Monster_MengLuoKeYouTi.png,0
8701,9,毕尤,掌握了魔法力量的不死造物毕尤，普隆德拉历史上臭名昭著的邪恶魔物……其巨大的黑色骨爪是所有普隆德拉卫兵和冒险者的噩梦。,2,4081,,1000870104|1000870102|1000870106|1000870103|1000870108|1000870110|1000870111|1000870112,ThemeArround,UI_ThemeArround_Img_Fuben_pulongdelayuxi.png,MonsterIcon_Boss001,Monster_BiYou.png,11
29202,10,利格鲁德,他希望他们的神明能够再一次展现神迹，来向他传达更多带领哥布灵文明跃进的方法。在利格鲁德成为最强壮的哥布灵并穿上披风与王冠之后并执起长矛之后，面具里传承的记忆点燃了他的使命感。但是向阿修罗机械体的祈祷的结果可想而知，他却固执的以为只是贡品还不够……,2,4091,,1002920227|1002920207|1002920208|1002920213|1002920217|1002920221,ThemeArround,UI_ThemeArround_Img_Fuben_tanmigebulin.png,MonsterIcon_Boss001,Monster_GeBuLinShouLing.png,9
1363,18,凯美拉,狮身蛇尾，被诅咒的集合体。不要被他粗犷的外表欺骗，除了巨大的力量意外，火、毒、石化……这可都是取走轻浮的冒险者生命的东西。,1,55,,1000136304|1000136305|1000136308|1000136313|1000136309|1000136307|1000136318,ThemeArround,UI_ThemeArround_gucheng1.png,MonsterIcon_Boss001,Monster_KaiMeiLa.png,0
1365,19,鹗枭男爵,他并不是看起来那么彬彬有礼，暗影与雷是他的武器，他会用羽毛制造出分身，诡诈的陷阱还有小丑伙伴，他们笑着的表演，或许是作为杀戮者乐在其中。,1,527,,1000136501|1000136502|1000136506|1000136509|1000136505|1000136504|1000136514|1000136515|1000136516|1000136517,ThemeArround,UI_ThemeArround_chengbao2f.png,MonsterIcon_Boss001,Monster_EXiaoNanJue.png,0
1364,20,黑暗之王,他来自于异界的深渊之中，带着诱惑的诅咒与扭曲的信仰，心智不坚的人或许会被他的声音控制，成为黑暗的信徒，亦或是献与深渊的祭品。,1,529,,1000136402|1000136404|1000136409|1000136411|1000136412|1000136410|1000136405|1000136418,ThemeArround,UI_ThemeArround_dixiajianyu.png,MonsterIcon_Boss001,Monster_HeiAnZhiWang.png,0
1366,21,血腥骑士,一个强壮的屠戮兵器，他像是一座堡垒，沉迷于无尽的战斗与撕裂弱者的生命，修罗的意志让他至死不屈。若是没有足够的觉悟，最好不要挑战他。,1,533,,1000136604|1000136605|1000136606|1000136609|1000136610|1000136602|1000136603|1000136615|1000136608,ThemeArround,UI_ThemeArround_qishituan2f.png,MonsterIcon_Boss001,Monster_XueXingQiShi.png,0
1540,22,卡仑,敏捷的动作，厚实的皮毛，风雪之中最强大的野性力量。落单的猎人看到雪熊或许还能与之一搏，但是若是见到卡伦，一定要屏住呼吸，如果还想保持呼吸的话。,1,82,,1000154001|1000154003|1000154005|1000154007|1000154009|1000154010|1000154011|1000154012|1000154013,ThemeArround,UI_ThemeArround_jiangbingcheng.png,MonsterIcon005,Monster_KaLunMvp.png,9
1541,23,时间管理人,控制时间流速的它自诩为神赋予了它时间维度的管理权，但是从外表不难分辨出来，他应该只是优佩雷斯文明或者贝鲁兹文明的科技造物。,1,535,,1000154102|1000154103|1000154104|1000154107|1000154108|1000154110|1000154117|1000154118|1000154113,ThemeArround,UI_ThemeArround_zhonglou2f.png,MonsterIcon005,Monster_ShiJianGuanLiRen.png,9
1542,24,冰暴骑士,炙热的骑士之道与沉寂的寒冰之力，这两者的中和成就了冰爆骑士的强大。【比骑士更沉着，比寒冰更猛烈。】一位与之战斗之后幸存下来的吟游诗人在他的回忆录中这样写道。,1,539,,1000154202|1000154203|1000154204|1000154205|1000154209|1000154212|1000154215|1000154217|1000154218|1000154219|1000154220|1000154221|1000154222|1000154223,ThemeArround,UI_ThemeArround_wanjugongchang2f.png,MonsterIcon005,Monster_BingBaoQiShiMvp.png,9
21015,9,霍普,由信仰创造的神明，被黑暗之王侵蚀，圣和暗共存之躯，用残存的意识守护着修道院,2,4100,,1002100113|1002100105|1002100109|1002100122|1002100124|1002100120,ThemeArround,UI_ThemeArround_Img_Fuben_jinghuaxiudaoyuan.png,MonsterIcon_Boss001,Monster_Weishen.png,9
1631,26,半龙人,潜伏于丛林深处的可怕怪物，不知是龙堕化为人，还是人扭曲成龙，或者是两者更邪恶的结合。不洁的出生赋予其癫狂的兽性，所有意欲探寻丛林密藏者都将遭受烈火焚身。,1,544,,1000163101|1000163102|1000163103|1000163105|1000163108|1000163104|1000163120,ThemeArround,UI_ThemeArround_babukaqi.png,MonsterIcon005,Monster_BanLongRen.png,9
1630,27,塔奥群卡,如果说邪恶摩艾是被邪灵附生的石像，那塔奥群卡在那些不明真相者眼中则足以被称为魔王，但事实上塔奥群卡与他生前所扮演的卑怯者别无二致，被黑暗女巫奴役的他依旧习惯于躲藏在人群之中。,1,541,,1000163002|1000163003|1000163004|1000163005|1000163006|1000163007|1000163008|1000163009|1000163010|1000163011|1000163012|1000163013,ThemeArround,UI_ThemeArround_bbdongxueluanda.png,MonsterIcon005,Monster_TaAoQunKa.png,9
1816,28,阿特罗斯 ,流浪荒山的可怕兵器，敏锐的嗅觉、锋利的爪牙，强大的力量……他曾是最成功的实验产物，但在那场大灾难后无人再敢靠近阿特罗斯的栖居地。,1,202,,1000181611|1000181604|1000181607|1000181619|1000181602|1000181605|1000181606|1000181608|1000181610|1000181619|1000181616|1000181609,ThemeArround,UI_ThemeArround_Ermaisixiagu.png,MonsterIcon_Boss001,Monster_ATeLuoSi.png,9
1817,29,伊芙利特,灼热炼狱之主，统御众火之王，诞生自原初之火的赤焰之神，如今随着人们对伊芙利特研究的不断深入，这位远古火神的真实面目被逐渐揭开。,1,545,,1000181701|1000181704|1000181706|1000181707|1000181708|1000181709|1000181710|1000181713|1000181714|1000181718|1000181719,ThemeArround,UI_ThemeArround_nkldrongdong.png,MonsterIcon_Boss001,Monster_YiFuLiTe.png,9
21602,10,伊涅恩,掌握了时空力量的恶魔，被誉为时空的魔术师，擅长使用时间的力量控制敌人。也少有人知道她的过往，诞生于时空洪流之中的她，是个错误的存在,2,4111,,1002160205|1002160206|1002160207|1002160209|1002160212|1002160215|1002160219,ThemeArround,UI_ThemeArround_Img_Fuben_shijiandelaolong.png,MonsterIcon_Boss001,Monster_ShiKongErMo.png,1
