ID,Name,ElfTypeID,Atlas,Icon,AwardID,Dialogue
10211,波利兔,102,PollyExpression,UI_PollyExpression_Bolitu_1.png,4400010,Poring~Poring~
10212,波利兔,102,PollyExpression,UI_PollyExpression_Bolitu_2.png,4400010,Poring~Poring~
10213,波利兔,102,PollyExpression,UI_PollyExpression_Bolitu_3.png,4400010,Poring~Poring~
10214,波利兔,102,PollyExpression,UI_PollyExpression_Bolitu_4.png,4400010,Poring~Poring~
10301,哼利,103,PollyExpression,UI_PollyExpression_Henli_1.png,4400010,Poring~Poring~
10302,哼利,103,PollyExpression,UI_PollyExpression_Henli_2.png,4400010,Poring~Poring~
10303,哼利,103,PollyExpression,UI_PollyExpression_Henli_3.png,4400010,Poring~Poring~
10304,哼利,103,PollyExpression,UI_PollyExpression_Henli_4.png,4400010,Poring~Poring~
10305,哼利,103,PollyExpression,UI_PollyExpression_Henli_5.png,4400010,Poring~Poring~
10306,哼利,103,PollyExpression,UI_PollyExpression_Henli_1.png,4400010,Poring~Poring~
10307,哼利,103,PollyExpression,UI_PollyExpression_Henli_2.png,4400010,Poring~Poring~
10308,哼利,103,PollyExpression,UI_PollyExpression_Henli_3.png,4400010,Poring~Poring~
10309,哼利,103,PollyExpression,UI_PollyExpression_Henli_4.png,4400010,Poring~Poring~
10310,哼利,103,PollyExpression,UI_PollyExpression_Henli_5.png,4400010,Poring~Poring~
10311,哼利,103,PollyExpression,UI_PollyExpression_Henli_1.png,4400010,Poring~Poring~
10312,哼利,103,PollyExpression,UI_PollyExpression_Henli_2.png,4400010,Poring~Poring~
10313,哼利,103,PollyExpression,UI_PollyExpression_Henli_3.png,4400010,Poring~Poring~
10314,哼利,103,PollyExpression,UI_PollyExpression_Henli_4.png,4400010,Poring~Poring~
10401,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_1.png,4400010,Poring~Poring~
10402,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_2.png,4400010,Poring~Poring~
10403,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_3.png,4400010,Poring~Poring~
10404,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_4.png,4400010,Poring~Poring~
10405,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_5.png,4400010,Poring~Poring~
10406,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_1.png,4400010,Poring~Poring~
10407,土拨利,104,PollyExpression,UI_PollyExpression_Tuboli_2.png,4400010,Poring~Poring~
11101,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_1.png,4400010,Poring~Poring~
11102,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_2.png,4400010,Poring~Poring~
11103,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_3.png,4400010,Poring~Poring~
11104,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_4.png,4400010,Poring~Poring~
11105,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_5.png,4400010,Poring~Poring~
11106,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_1.png,4400010,Poring~Poring~
11107,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_2.png,4400010,Poring~Poring~
11108,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_3.png,4400010,Poring~Poring~
11109,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_4.png,4400010,Poring~Poring~
11110,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_5.png,4400010,Poring~Poring~
11111,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_1.png,4400010,Poring~Poring~
11112,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_2.png,4400010,Poring~Poring~
11113,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_3.png,4400010,Poring~Poring~
11114,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_4.png,4400010,Poring~Poring~
11115,幽灵波利,111,PollyExpression,UI_PollyExpression_Youlingboli_5.png,4400010,Poring~Poring~
12101,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_1.png,4400010,Poring~Poring~
12102,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_2.png,4400010,Poring~Poring~
12103,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_3.png,4400010,Poring~Poring~
12104,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_4.png,4400010,Poring~Poring~
12105,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_5.png,4400010,Poring~Poring~
12106,波波鱼,121,PollyExpression,UI_PollyExpression_Boboyu_1.png,4400010,Poring~Poring~
