ItemID,,,FloatRange,Price,NodePrice1,NodePrice2,NodePrice3,NodePrice4,NodePrice5,NodePrice6,NodePrice7,NodePrice8,NodePrice9,NodePrice10,NodePrice11,NodePrice12,NodePrice13,NodePrice14,NodePrice15,NodePrice16,NodePrice17,NodePrice18,NodePrice19,NodePrice20,NodePrice21,NodePrice22,NodePrice23,NodePrice24,NodePrice25,NodePrice26,NodePrice27,NodePrice28,NodePrice29,NodePrice30
道具ID,道具名称(策划用),筛选(策划用，1摆摊2商会),允许浮动比例(万分比),期望价格\r\n(异常情况取不到值，用第一个合法值),服务器等级30\r\n(异常情况取不到价格时，使用节点价格1),服务器等级35,服务器等级40,服务器等级45,服务器等级50,服务器等级55,服务器等级60,服务器等级65,服务器等级70,服务器等级75,服务器等级80,服务器等级85,服务器等级90,服务器等级95,服务器等级100,服务器等级105,服务器等级110,服务器等级115,服务器等级120,服务器等级125,服务器等级130,服务器等级135,服务器等级140,服务器等级145,服务器等级150,服务器等级155,服务器等级160,服务器等级165,服务器等级170,服务器等级175
3040012,煤炭,1,1000,30=1250|35=1250|40=1250|45=1250|50=1250|55=1250|60=1250|65=1250|70=1250|75=1250|80=1250|85=1250|90=1250|95=1250|100=1250|105=1250|110=1250|115=1250|120=1250|125=1250|130=1250|135=1250|140=1250|145=1250|150=1250|155=1250|160=1250|165=1250|170=1250|175=1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1290018,粘稠液体,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290011,坚硬外皮,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290013,苹果汁,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290017,动物外皮,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290016,柔毛,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290003,玛哪树枝,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290007,加勒结晶,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290010,死人遗骨,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290009,雪勒结晶,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290012,剎勒空结晶,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290054,珊瑚,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290001,腐烂绷带,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290005,亡者遗物,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290069,葡萄,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290070,苹果,1,2500,30=500|35=500|40=500|45=500|50=500|55=500|60=500|65=500|70=500|75=500|80=500|85=500|90=500|95=500|100=500|105=500|110=500|115=500|120=500|125=500|130=500|135=500|140=500|145=500|150=500|155=500|160=500|165=500|170=500|175=500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
1290042,酒精,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1280004,玻璃珠,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1280007,光粒,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1280011,慧眼,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1280002,布里刊,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290002,黄玉碎片,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290006,赛依伐,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290043,蜂蜜,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1280008,巨大杰勒比结晶,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290053,透明之布,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290058,羽毛,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290062,破旧书页,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290057,植物梗,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290059,硬角,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290061,锐利鳞片,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290056,巨大雪勒结晶,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290060,石心,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290063,冰碎块,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290064,冰结晶,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290065,熊掌,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290066,螳螂臂,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290067,人鱼鳞片,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290068,背鳍,1,2500,30=2500|35=2500|40=2500|45=2500|50=2500|55=2500|60=2500|65=2500|70=2500|75=2500|80=2500|85=2500|90=2500|95=2500|100=2500|105=2500|110=2500|115=2500|120=2500|125=2500|130=2500|135=2500|140=2500|145=2500|150=2500|155=2500|160=2500|165=2500|170=2500|175=2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
1290036,大嘴鸟之羽,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
1290041,柔软的羽毛,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3090006,青绿宝石,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
3090001,白宝石,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
1270008,小恶魔翅膀,1,2500,30=50000|35=50000|40=50000|45=50000|50=50000|55=50000|60=50000|65=50000|70=50000|75=50000|80=50000|85=50000|90=50000|95=50000|100=50000|105=50000|110=50000|115=50000|120=50000|125=50000|130=50000|135=50000|140=50000|145=50000|150=50000|155=50000|160=50000|165=50000|170=50000|175=50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
