SkillID,Name,SkillDesc,ImportantSkillDesc
1000520103,污染水域,在所有人脚下召唤污染水域，短暂延迟后喷涌而出，造成水属性魔法伤害，并让目标感染坏血病,关注地面施法预警圈，注意躲避
1000520110,亡灵召唤,复生死去的船员，并控制他们攻击目标,集中站位，迅速击杀
1000525602,恶灵强袭,召唤恶灵能量，对选中的目标处冲击造成暗属性伤害,注意团队集合分摊
1000525603,灵魂痛击,刺向灵魂的一剑，将目标灵魂打出躯体，致人眩晕直至灵魂归来,距离boss越近眩晕时间越长，注意提前走位
1000525604,泯灭暗焱刃,刺向地心的一剑，对圆型范围内6处扇形区域造成暗属性伤害,关注地面施法预警圈，注意躲避
1000525801,螺旋炼狱刃,召唤出虚空的炼狱刃，持续旋转对范围内目标造成暗属性伤害,注意走位躲避持续追击的剑刃/技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000525607,破碎炼狱刃,刺向虚空的一剑，使场地内四分之一的区域陷入暗影的伤害区域，造成致命的持续暗属性伤害,在boss释放完4次该技能前完结他，避免所有场地无法站立
1000540101,恐惧之源,短暂吟唱后发出吼叫，对所有面对的目标造成恐惧效果,注意背对目标
1000540105,沙石龙卷,在目标周围形成龙卷，造成地属性伤害和击退效果，龙卷散去后留下蚁卵,
1000540108,碎石坠落,对所有目标降下碎石，造成<color=$$Yellow$$>AOE</color>地属性伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000540110,裂石波,对指定方向施放裂石波，造成<color=$$Yellow$$>AOE</color>地属性伤害和击退效果,关注地面施法预警圈，注意躲避
1000540106,快速孵化,随机选中一些蚁卵输送养液，一段时间后蚁卵会孵化为兵蚁,在孵化之前把蚁卵逐一击破
1000911102,致命挥砍,向目标的扇形范围挥砍，造成<color=$$Yellow$$>AOE</color>伤害,伤害承担者需确保俄塞里斯背对队友
1000911108,黑暗瞬间,转动王冠，释放黑暗之力，对全场造成<color=$$Yellow$$>AOE</color>伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000911103,黑暗降临,发动法力，使场景中的光源熄灭，并进入休眠模式，无敌并每秒恢复血量。全场由于进入黑暗状态，每秒损失血量,进入黑暗状态后，与场地中间的交互可重新点亮光源
1000916106,暗能炸弹,释放暗能法球，对随机目标造成圆形<color=$$Yellow$$>AOE</color>伤害，并在伤害位置掉落一个巨大石棺，对范围内再造成一次<color=$$Yellow$$>AOE</color>伤害。距离石棺太近会吵醒石棺内的木乃伊,被点名者需远离人群，确保石棺被放置在人群之外
1000916104,奴仆召唤,在随机目标身边召唤出木棺，木棺掉落造成<color=$$Yellow$$>AOE</color>伤害，并释立即释放出毕莱特,被点名者需远离人群，毕莱特出生后需要第一时间转火消灭或吸引仇恨
1000911107,献祭仪式,对一个随机目标释放绷带并将其捆住，进入吸血模式，对捆绑者造成伤害并自身回血,有人被捆绑时，队友需立即攻击被捆绑者身上的绷带
1000911105,狂暴,通过吸取被捆绑者血量，进入狂暴状态，体型变大、提升攻击力和攻速，同时释放技能频率提高,
1000545601,癫狂,达纳托斯变得无法控制自我，用力将魔剑刺入地下，对全场目标造成伤害，与此同时会召唤对应的保护法阵渴望保护自己的同伴,寻找和头顶符号相同的法阵可避免受到伤害
1000545202,黑暗涌动,向自身前方挥动黑暗气息，造成扇形魔法伤害,关注地面施法预警圈，注意躲避
1000545203,憎恨之锤,在所有目标脚下召唤尖刺，对目标造成伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000545204,凝视,随机凝视一个目标，进入持续追击该目标的状态，直至该目标死亡或退出追击状态,被追击的目标应该持续移动
1000545206,重锤,蓄力猛击目标，造成巨额伤害并造成击退,使用霸体或暗之障壁等技能避免被击退
1000545302,炎火箭,对当前仇恨目标发射炎火箭，造成大量火属性魔法伤害,火属性防御可有效抵抗该伤害
1000545303,陨星,随机点名一个单位，延迟后在该目标头上落下陨石，造成可分摊的火属性魔法伤害,注意团队集合分摊
1000545304,熔岩吐息,向两侧持续喷射火焰，并不断旋转自身，触碰到火焰的目标受到火属性魔法伤害,注意站在火焰之间进行输出，避免碰到火焰
1000545306,熔岩爆发,在随机地点召唤熔岩，对其中的目标造成火属性魔法伤害,关注地面施法预警圈，注意躲避
1000545402,诡诈把戏,旋转挥动翅膀，对周围的目标造成物理伤害,关注地面施法预警圈，注意躲避
1000545403,悲哀或欣喜,吟唱悲哀之歌，延迟后对正对Boss的目标造成暗属性魔法伤害并沉默,注意背对目标
1000545406,十字绞杀,随机让目标进入十字绞杀阵，延迟后对十字区域内的目标造成暗属性魔法伤害,注意远离队友
1000545407,哀歌·诵,随机让一名目标进入十字绞杀阵，延迟后对十字区域内的目标造成暗属性魔法伤害,注意远离队友
1000545408,哀歌·吟,随机让两名目标进入十字绞杀阵，延迟后对十字区域内的目标造成暗属性魔法伤害,注意远离队友
1000870104,邪手·防御,毕尤拥有可抵挡某个方向所有伤害的护盾,注意站位角度
1000870102,邪手·擒拿,抓住目标，进行3秒的肆虐抽打，期间目标无法进行任何操作,
1000870106,邪手·冲锋,随机冲向目标，被击中的目标会受到高额伤害，且被击退超远距离,可利用场地的阻挡物让毕尤中断冲锋
1000870103,幻冰·深寒千棘,毕尤捏爆手中的结晶，散出碎冰对周围造成<color=$$Yellow$$>AOE</color>伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000870108,幻冰·莲落长空,在随机区域降下莲花，落地后绽放，对区域内目标造成<color=$$Yellow$$>AOE</color>伤害和击退效果,关注地面施法预警圈，注意躲避
1000870110,幻冰·枯园吹雪,毕尤跳起华尔兹，召唤出凛冽的风雪，目标会往风雪方向强制移动一段时间,持续向风雪的反方向跑动
1000870111,幻冰·王之冻土,毕尤激起战斗欲望，建立环形冰刺区域，触碰冰刺的目标将被冰冻致死，直至毕尤死亡冰刺不会消失,注意地面集合标志
1000870112,幻冰·霜晶凌狱,点名随机名目标，在目标周围升起形态不一的冰晶，造成持续伤害和减速,关注地面施法预警圈，注意躲避
1000890103,怒意重击,对面前圆形范围重锤2次，范围内造成火属性混合伤害,注意不要与承伤者站在一起，技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000890104,劲风横扫,吟唱后对面前扇形范围造成一次火属性物理伤害，并造成流血状态，每秒钟扣除百分比血量，持续30秒，最多叠加3层,注意不要与承伤者站在一起，承伤者注意在吟唱时躲避技能范围
1000890105,闪焰冲锋,梦罗克幼体瞄准一个目标猛扑，对目标及周围范围造成可分摊的火属性魔法伤害,需要集合分摊伤害
1000890106,狂怒咆哮,闪焰冲锋后释放，在所有目标身上留下狂怒炸弹，一段时间后炸弹爆炸，对目标和周围造成火属性混合伤害,需要分散占位，技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000890108,召唤仪式,梦罗克幼体升起防护罩，并且持续召唤魔神的影子,承伤者需要吸引魔神的影子的仇恨，其余目标需要等待洛基聚集能量，并获取洛基的能量击碎防护罩
1000890110,火元溢出,对所有目标造成火属性混合伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1000890111,火元喷发,在场景中持续生成陨石，被陨石击中会受到火属性魔法伤害，并且身上留下炸弹，一段时间后爆炸对周围造成火属性魔法伤害,注意持续走位，被击中后注意远离队友
1000890112,火焰禁牢,分别对远、中、近三个范围造成火属性魔法伤害,注意走位躲避
1000890113,灭世魔爆,对场景中所有目标造成巨额伤害，只有站在洛基的防护罩中才能规避伤害,注意走位规避伤害
1000890203,魔神·猛击,对所有目标造成火属性混合伤害，技能结束后掉落陨石，陨石会被梦罗克的技能触发，短暂延迟后造成大范围的火属性魔法伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡，技能结束后注意躲避陨石
1000890204,魔神·重锤,梦罗克瞄准一个目标重锤，对目标及周围范围造成可分摊的真实魔法伤害，所有受到伤害的目标身上会留下炸弹，短暂延迟后对周围造成火属性魔法伤害。所有伤害均会触发陨石,真实魔法伤害不会被元素属性抵抗，需注意集合站位分摊伤害，分摊结束后需要分散站位
1000890205,魔神·影,梦罗克召唤出2个魔神的影子，魔神的影子会持续吟唱，吟唱时间越长，在吟唱结束后会造成的技能范围越大。吟唱结束后会造成范围内的火属性魔法伤害，可触发陨石,注意转火，优先击杀魔神的影子
1000890206,魔神·魔眼,梦罗克持续对随机1名目标当前站位造成火属性魔法伤害，可触发陨石,注意持续走位躲避伤害
1000890207,魔神·灭世魔爆,对场景中所有目标造成巨额火属性魔法伤害，只有站在陨石后面才能规避伤害。技能结束后会触发场地内所有陨石,注意躲在陨石后面
1000890212,魔神·惩戒,分别对场地东西、南北四个方位造成大范围火属性魔法伤害,关注地面施法预警圈，注意躲避
1000890213,魔神·怒意,梦罗克从当前面向开始，逆时针锤击地面，造成大范围火属性混合伤害,关注地面施法预警圈，注意躲避。技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1002920227,地刺,利格鲁德利用自然之力在所有目标脚下突起地刺，造成地属性伤害,技能伤害只相关自身防御力，无法被暗之障壁，光之障壁，霸邪之阵，双剑格挡等技能抵挡
1002920207,螺旋吹风,利格鲁德利用自然之力在自身四周唤出旋风，对路径上目标造成风属性伤害,关注地面施法预警圈，注意躲避
1002920208,无尽风暴,利格鲁德增强了自然之力，使得产生的旋风加倍增多,关注地面施法预警圈，注意躲避
1002920213,阿修罗之光,利格鲁德借用阿修罗机械战士的能力，对范围内施放多道激光,关注地面施法预警圈，注意躲避
1002920217,阿修罗充能,利格鲁德激活阿修罗机械战士，令其向自身输送能量球,在利格鲁德接到能量球之前抢先接过所有能量球，可令利格鲁德进入虚弱状态
1002920221,阿修罗神威,一旦利格鲁德接到能量球后，便会发挥极大力量对所有目标造成巨额风属性伤害,
1000136301,炎火箭,凯美拉对随机目标发射炎火箭，造成大量火属性魔法伤害,
1000136304,剧毒之蛇,凯美拉诅咒一名目标并在他脚下召唤剧毒之蛇，向前方喷吐毒液，剧毒之蛇的石化凝视会将目标石化,被诅咒的目标需要远离人群，避免队友诅咒之蛇的伤害，需要注意不能面对剧毒之蛇的石化凝视，否则会被石化。
1000136308,撼地猛击,凯美拉重锤地面，对一定范围内造成巨量伤害,
1000136313,五重石化凝视,凯美拉背后的魔蛇向前方或随机方向发射5束石化激光，被击中会进入石化状态,注意走位规避伤害
1000136307,召唤蝙蝠弓箭手,凯美拉召唤蝙蝠弓箭手与之并肩作战,
1000136309,威力提升,凯美拉短时间内体型变大，提升自身攻击力，攻击速度,
1000136305,熔岩爆发,凯美拉发动数个的熔岩区域，踩中的目标会被火焰侵蚀，并持续对周围造成伤害。,注意走位躲避。
1000136318,多重陨星,召唤多枚陨星攻击目标，被标记的目标需要和其他多名目标分摊伤害。,注意和队友分摊伤害。
1000136501,雷暴咏唱,鹗枭男爵召唤多束雷暴在自身周围引爆,
1000136502,灵魂扩散,鹗枭男爵向十字方向发射四束暗影射线,
1000136509,暗影箭,鹗枭男爵召唤暗影箭攻击当前目标,
1000136506,致命把戏,鹗枭男爵召唤4个鹗枭首领幻影，需要在限定时间内击杀，否则鹗枭首领会变化为龙卷风对目标造成伤害。,注意转火，优先击杀鹗枭首领幻影
1000136504,AGI提升,鹗枭男爵提升自身AGI属性,
1000136505,召唤卡特拉小丑,鹗枭男爵召唤卡特拉小丑与之并肩作战,
1000136514,磁暴旋涡,鹗枭男爵在脚下召唤一个区域不停向周边发射电磁能量球,需要注意走位进行规避
1000136515,广域沉默,鹗枭男爵以自身为中心使范围内目标陷入沉默状态,
1000136516,治愈术,鹗枭男爵治疗自身，恢复一定血量,
1000136517,雷之刃,鹗枭男爵随机点名一名目标，释放雷之刃攻击,
1000136402,灵魂暗击,黑暗之王召唤黑暗圣灵攻击单体目标，造成暗属性伤害,
1000136404,黑暗瞬间,黑暗之王对周围造成伤害黑暗伤害，并有概率使目标陷入眩晕，黑暗或流血状态,
1000136409,黑暗仆从,黑暗之王召唤恶灵仆从，对随机目标进行攻击,被点中的目标需要注意远离队友
1000136411,火焰监牢,黑暗之王以自身为中心，召唤一个火焰监牢，触碰到监牢墙壁会受到巨量灼烧伤害,注意走位规避伤害
1000136412,雷暴旋涡,黑暗之王在自身周围召唤大量黑色怒雷，攻击区域内目标,
1000136410,AGI提升,黑暗之王提升自身AGI属性,
1000136405,召唤暗神官,黑暗之王召唤暗神官与之并肩作战,
1000136418,地狱诅咒,黑暗之王随机选择若干名目标，这些目标死亡后会原地留下一滩灵魂泥沼,
1000136420,地狱雷暴,黑暗之王在身边召唤一个恐怖的雷暴漩涡,
1000136604,自动防御,血腥骑士提升自身物理防御力,
1000136605,血之风暴,血腥骑士旋转挥动巨剑，对周围目标造成伤害和易伤效果,注意在血腥骑士释放血之风暴后进入虚弱状态时，进行集中输出
1000136606,嗜血怒爆,血腥骑士自身为中心对范围内目标造成伤害，命中的目标增加易伤效果,
1000136609,致命冲锋,血腥骑士向前方冲锋，对沿路目标造成伤害，命中的目标增加易伤效果。,注意走位规避伤害
1000136610,深渊刃斩,血腥骑士召唤暗影深渊骑士，向前方释放深渊刃斩攻击,
1000136602,力量提升,血腥骑士短时间内提升自身攻击力，攻击速度,
1000136603,召唤卡利斯格,血腥骑士召唤卡利斯格与之并肩作战,
1000136608,裂地猛击,血腥骑士连续劈砍前方，命中的目标增加易伤效果，同时形成3条火焰裂缝，对经过的目标造成灼烧伤害,注意走位规避伤害
1000136615,地狱审判,血腥骑士对周围造成连续的AOE伤害,
1000154102,时间光线,时间管理人快速旋转，对周围环形范围造成巨量伤害,
1000154103,广域脉冲,时间管理人对超大范围内的目标造成百分比伤害，正对时间管理人的目标会被麻痹,注意背对目标
1000154104,时间炸弹,时间管理人选择若干名目标，若干秒倒计时后对周围一定范围造成爆炸，,注意分散走位
1000154107,以太力场,时间管理人在脚下生成一片加速力场，在力场内的魔物会提高攻速和闪避,
1000154108,净化雷暴,时间管理人召唤金色的雷电，对大范围内目标持续造成伤害,
1000154110,时间牢笼,时间管理人选择2名目标，若干秒后召唤时间牢笼，将范围内的目标定身,及时打破时间牢笼解救同伴
1000154117,召唤钟塔守护者,时间管理人召唤钟塔守护者与之并肩作战,
1000154118,AGI提升,时间管理人提升自身AGI属性,
1000154113,磁暴领域,召唤4个分身跟随时间管理人移动，并附着磁暴能量，分身被召唤时会释放旋转射线,
1000154202,冰盾重击,冰暴骑士挥动盾牌，将前方目标向后击退,
1000154203,暴风雪,冰暴骑士在目标脚下召唤暴风雪,
1000154204,冰暴碎裂,冰暴骑士在周围召唤若干巨型冰雹，砸击地面,
1000154205,冰之陨落,冰暴骑士在较大范围内召唤冰陨石,
1000154212,冰柱降临,冰暴骑士召唤3根冰柱，冰柱若干秒后会对周围造成十字形范围伤害,
1000154215,冰环倾泻,冰暴骑士对周围造成三次环形爆炸伤害,
1000154217,冰暴旋涡,冰暴骑士召唤冰暴旋涡，将周围的冰波利吸向中心，吸向中心的冰波利会巨大化,及时击杀冰波利
1000154218,碎裂冰刺,冰暴骑士选中一名目标对其进行冰刺攻击,
1000154219,毁灭冰霜,冰暴骑士对较大范围内的目标造成一次AOE伤害，并引爆冰冻印记。冰暴骑士的大部分技能都会对目标附上冰冻印记,
1000154220,冰刺重击,冰暴骑士挥动巨剑，向前方扇形区域造成一次重击,
1000154221,跳跃追击,冰暴骑士向目标方向跳跃，落地后对周围和前方造成伤害,
1000154222,召唤玩具士兵,冰暴骑士召唤玩具士兵与其并肩作战,
1000154223,多重冰枪,冰暴骑士随机选择1名目标，召唤多重冰枪，冰枪会在地面产生火眼区域，能够消除目标身上的冰冻印记。,目标前往消除自身冰冻印记
1000154209,冰霜路径,冰暴骑士向前冲锋，脚下升起冰霜区域,
1000154001,撕咬,卡仑咬向前方，对单体目标造成伤害,
1000154003,甩尾攻击,卡仑跳起旋转，对背后范围内目标造成伤害并击退,
1000154005,霜冻吐息,卡仑蓄力对前方喷吐冰霜，造成扇形范围伤害,
1000154007,冰风暴,卡仑选中两名目标，召唤冰风暴造成目标位置的持续伤害,
1000154009,冰霜爆发,卡仑蓄力后不断跃起，对四周大范围内造成多段冰霜伤害,
1000154010,冰之猎杀,卡仑召唤2个卡仑宝宝随机猎杀目标，卡仑宝宝沿途碰到的的目标都会受冰霜伤害并降低攻速，卡仑宝宝将无敌一段时间。,
1000154011,狂暴,卡仑释放自身的冰晶之力，进入狂暴姿态，普攻增加流血效果。甩尾攻击、霜冻吐息、冰风暴范围全面扩大。,
1000154012,冰冻石碑,卡仑选择两名目标，在目标脚下升起冰冻石碑，石碑升起时对附近的目标造成冰冻伤害，并附加无法被治疗的冰冻效果，然后向全场范围爆发冰暴伤害,
1000154013,召唤雪熊,卡仑召唤狂暴雪熊疯狂追击目标,
