ID,MonsterId,PosInfo
170,25361,34
171,1131,34
172,1134,34
173,3120,34
174,1126,35|504|510
175,1034,35|502|3003
176,1185,35
177,25631,35
178,3076,35
179,3130,35
180,1265,35
181,1026,36|501
182,3073,36
183,1027,36|502
184,15050,36|45|48
185,15051,36|45|48
186,15004,36|45|48
187,1178,37
188,1182,37|513
189,3132,37
190,3062,38
191,1136,38
192,1258,38
193,1138,38
194,1190,38
195,21001,4100
196,21012,4100|4101|4102
197,21010,4100|4101|4102
198,21011,4100|4101|4102
199,21013,4100|4101|4102
200,21015,4100
201,21017,4100|4101|4102
202,21016,4100|4101|4102
203,21020,4100
204,21022,4100
205,21018,4100|4101|4102
206,21023,4100|4101|4102
207,21021,4100
208,21014,4100|4101|4102
209,21019,4100|4101|4102
210,21026,4100|4101|4102
211,21024,4100|4101|4102
212,21002,4100
213,21027,4100|4101|4102
214,28084,4100|4101|4102|2500|2501|2504
215,21028,4100|4101|4102
216,21030,4100|4101|4102
217,21037,4100|4101|4102
218,21040,4100|4101|4102
219,21007,4100|4101|4102
220,21008,4100|4101|4102
221,21009,4100|4101|4102
222,21041,4100
223,21042,4100
224,21043,4100
225,21044,4100
226,7538,4100|4101|4102|2013|2070|2087|2089|2094|2095|2114|2122|2125|2127|2129|2131|2134|2136|2141|2143|2188|2190|2192|2195|2197|2198|2203|2204|2208|2214|2215|2216|2218|2220|2221|2222|2223|2224|2226|2227|2229|2230|2232|2233|2235|2236|2237|2238|2239|2240|2245|2246|2247|2248|2249|2250|2251|2264|2265|2266|2269|2270|2271|2273|2278|2279|2280|2284|2287|2292|2293|2294|2296|2297|2298|2299|2301|2302|2303|2304|2322|2323|2324|2325|2326|2327|2328|2329|2330|2331|2332|2333|2334|2338|2347|2348|2349|2350|2351|2352|2353|2354|2355|2400|2502|2505|2566|2567|2568|2569|2570|2571|2572|2573|2575|2576|2577|5144|9000
227,23001,4101|4102
228,23002,4101|4102
229,23004,4101|4102
230,23003,4101|4102
231,23009,4101|4102
232,23005,4101|4102
233,23006,4101|4102
234,23007,4101|4102
235,23008,4101|4102
236,21046,4101|4102
237,23011,4101|4102
238,23010,4101|4102
239,21045,4101|4102
240,60007,47
241,60008,47
242,60009,47
243,60010,47
244,25661,47
245,9455,47
246,9456,47
247,9458,47
248,9459,47
249,9457,47
250,9460,47
251,9568,47
252,26207,47
253,20161,47
254,20163,47
255,20164,47
256,20162,47
257,1176,48
258,3126,48
259,1263,48
260,15052,48
261,60011,50
262,60012,50
263,60013,50
264,60014,50
265,60015,50
266,9463,50
267,9451,50
268,20176,50
269,20177,50
270,20178,50
271,25691,52
272,1227,53
273,1228,53
274,3124,53
275,1266,53
276,1226,54
277,3123,54
278,1229,56
279,1230,56
280,1231,56
281,1234,56
282,25931,56
283,1233,56
284,1232,56
285,3128,56
286,1712,56
287,30548,59|62
288,30549,59|62
289,30550,59|62
290,30551,59|62
291,1250,67
292,1192,67|514
293,1189,67
294,1035,67|502|3001
295,3077,67
296,1259,68
297,3134,68
298,60034,71
299,60033,71
300,60035,71
301,60046,85
302,60048,85
303,60049,85
304,60042,85
305,60043,85
306,60047,85
307,60052,85
308,60051,85
309,60053,85
310,60054,85
311,60037,101
312,60036,101
313,60038,102
314,60039,102
315,60040,103
316,60041,103
317,27623,401
318,27644,401
319,27624,401
320,27645,401
321,27634,401
322,27625,401
323,27640,401
324,27626,401
325,27635,401
326,27630,401
327,27636,401
328,27637,401
329,27627,401
330,27638,401
331,27628,401
332,27658,401
333,27651,401
334,27632,401
335,27642,401
336,27643,401
337,27633,401
338,27659,401
339,27652,401
340,27654,401
341,27661,401
342,27655,401
343,27662,401
344,27641,401
345,27631,401
346,27665,401
347,27664,401
348,27647,401
349,27648,401
350,27667,401
351,27666,401
352,27668,401
353,27669,401
354,27671,401
355,27670,401
356,27676,401
357,27673,401
358,27660,401
359,27657,401
360,27653,401
361,27650,401
362,27678,401
363,27681,401
364,27682,401
365,27680,401
366,27679,401
367,15044,402
368,15025,402
369,15026,402
370,15027,402
371,15028,402
372,15031,402
373,15032,402
374,15033,402
375,15034,402
376,15037,402
377,15040,402
378,15039,402
379,15038,402
380,15041,402
381,15042,402
382,15043,402
383,15048,404
384,15120,405
385,15084,405|406|407
386,15086,405
387,15083,405|406|407
388,15119,405|406|407
389,15121,405
390,15085,406
391,15164,406
392,15168,406
393,15165,406
394,15166,406
395,15167,406
396,15087,407
397,15129,407
398,15171,407
399,15124,407
400,15130,407
401,15172,407
402,15125,407
403,15126,407
404,15127,407
405,15173,407
406,15128,407
407,15147,407
408,1071,501
409,3081,501
410,1047,501
411,1050,501|503|506|509
412,1058,501|502|503|504|505|507|508|510|511|512|513|515|517|518|521
413,1055,502
414,1152,502
415,3133,502
416,1173,503
417,1172,503
418,1038,503|504|507
419,3084,503
420,3116,504
421,1179,504|508|510|516|518|521
422,3091,505
423,1092,505
424,1096,505
425,1091,505|507|514
426,1177,505
427,1020,505
428,1171,506
429,1108,506
430,1117,506
431,3104,506
432,1101,506|521
433,1109,506
434,1094,507
435,1104,507
436,1410,507
437,1262,507
438,3093,507
439,1105,508|512|518
440,1139,508|513|518
441,3103,508|518
442,1140,508|518
443,1141,508
444,1707,508|512|518
445,1128,509
446,1174,509
447,3118,509
448,1181,510
449,1184,510
450,1132,510
451,1204,510
452,3121,510
453,3064,511
454,1122,511
455,1097,511
456,1099,511
457,1119,511
458,3096,511
459,1264,511
460,1405,511
461,1102,512|516
462,1120,512
463,3113,512
464,1142,512|517|522
465,1106,512
466,1186,513
467,1210,513
468,3135,513
469,1407,513
470,1406,513
471,1199,514
472,1194,514
473,1193,514
474,1198,514
475,1201,514
476,3127,514
477,1710,514
478,1403,514
479,1251,515
480,1127,515
481,1191,515
482,1129,515
483,1195,515
484,3117,515
485,1115,516
486,1114,516
487,1222,516
488,3136,516
489,1235,517
490,1223,517
491,1236,517
492,3137,517
493,1253,519
494,1095,519
495,1093,519
496,1188,519
497,1112,519
498,1100,519
499,3092,519
500,3099,519
501,1706,519
502,1220,520|522
503,1212,520
504,1118,520
505,1249,520
506,1221,520
507,3129,520
508,1404,520|522
509,1033,521
510,1180,521
511,1183,521
512,3138,521
513,1261,522
514,1260,522
515,3125,522
516,6501,901
517,6502,901|931|961
518,6509,901|931|961
519,6510,901
520,6511,901
521,6516,902
522,6526,902|932|962
523,6527,902|932|962
524,6528,902|932|962
525,6529,902|932|962
526,6536,903
527,6538,903|933|963
528,6539,903|933|963
529,6540,903|933|963
530,6556,904
531,6563,904|934|964
532,6565,904|934|964
533,6591,905
534,6595,905|935|965
535,6596,905|935|965
536,6597,905|935|965
537,6611,906
538,6622,906
539,6623,906
540,6624,906
541,6620,906|936
542,6631,907
543,6639,907|937|967
544,6640,907|937|967
545,6641,907|937|967
546,6651,908
547,6659,908|938|968
548,6658,908
549,6571,909
550,6578,909|939|969
551,6580,909|939|969
552,6581,909|939|969
553,6579,909|939|969
554,6572,909|939|969
555,6600,910
556,6607,910|940|970
557,6609,910|940|970
558,6608,910|940|970
559,6682,911
560,6686,911|941|971
561,6683,911|941|971
562,6684,911|941|971
563,6685,911|941|971
564,6503,931
565,6504,931
566,6507,931
567,6518,932
568,6522,932
569,6541,933
570,6544,933
571,6545,933
572,6558,934
573,6564,934|964
574,6559,934
575,6594,935
576,6615,936
577,6625,936
578,6634,937
579,6642,937|967
580,6654,938
581,6660,938|968
582,6573,939
583,6603,940
584,6681,941
585,6505,961
586,6506,961
587,6508,961
588,6523,962
589,6524,962
590,6548,963
591,6551,963
592,6552,963
593,6560,964
594,6562,964
595,6567,964
596,6598,965
597,6613,966
598,6621,966
599,6626,966
600,6636,967
601,6655,968
602,6575,969
603,6604,970
604,6680,971
605,1064,1004|1007
606,1065,1004|1007
607,1066,1004|1007
608,1046,1004|1007
609,1073,1004|1007
610,1080,1004|1007
611,1081,1004|1007
612,5010,1008
613,5011,1008
614,5012,1008
615,8079,800
616,8080,800
617,8053,800
618,8081,800
619,8056,800
620,8062,801
621,8153,801|802|803|804|805|806
622,8058,802
623,8110,802|805
624,8065,803
625,8109,803|806
626,8114,803|806
627,8071,804
628,8067,805
629,8074,806
630,8115,807|808
631,8116,807|808
632,8117,807|808
633,8121,807
634,8122,808
635,8123,808
636,8124,808
637,8125,808
638,8132,808
639,8127,808
640,8128,808
641,8129,808
642,8130,808
643,8126,808
644,40001,1101|1102|1103|1104|1105|1106|1107|1108
645,40002,1101|1102|1103|1104|1105|1106|1107|1108
646,40003,1101
647,40004,1101
648,40005,1101|1102|1103|1104|1105|1106|1107|1108
649,40006,1101|1102|1103|1104|1105|1106|1107|1108
650,40022,1101|1102|1103|1104|1105|1106|1107|1108
651,40021,1101|1102|1103|1104|1105|1106|1107|1108
652,40024,1101|1102|1103|1104|1105|1106|1107|1108
653,40023,1101|1102|1103|1104|1105|1106|1107|1108
654,40007,1102
655,40008,1102
656,40009,1103
657,40010,1103
658,40011,1104
659,40012,1104
660,40013,1105
661,40014,1105
662,40015,1106
663,40016,1106
664,40017,1107
665,40018,1107
666,40019,1108
667,40020,1108
668,26135,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
669,26132,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
670,26136,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
671,26133,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
672,26019,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
673,26018,1121|1122|1123|1124|1125|1126|1131|1132|1133|1134|1135|1136
674,26155,1121
675,26010,1121|1131
676,26156,1122
677,26011,1122|1132
678,26157,1123
679,26012,1123|1133
680,26158,1124
681,26013,1124|1134
682,26163,1125
683,26022,1125|1135
684,26164,1126
685,26023,1126|1136
686,26159,1131
687,26160,1132
688,26161,1133
689,26162,1134
690,26165,1135
691,26166,1136
692,5355,1401
693,5357,1401|2014|2016|2018|2020|2021|2023|2034|2035|2036|2037|2038|2041|2050|2056|2066|2067|2068|2069|2071|2078|2080|2088|2097|2100|2106|2110|2111|2116|2117|2118|2119|2120|2121|2123|2124|2126|2128|2130|2132|2133|2135|2140|2144|2145|2146|2189|2211|2213|2252|2253|2259|2267|2281|2295|2305|2345|2416|2407|2408|2409|2410|2411|2815|4060|4061|4062|4063|4070|4071|4072|7500
694,5301,1500
695,5303,1500
696,5302,1500
697,5306,1500
698,5304,1500
699,5305,1500
700,40510,1601|1602|1604|1605|1607|1608|1610|1611
701,40538,1601|1602|1604|1605|1607|1608|1610|1611|1621|1622|1624|1625|1627|1628|1630|1631|1641|1642|1644|1645|1647|1648|1650|1651
702,40539,1601|1604|1607|1610|1622|1625|1628|1631
703,40533,1601|1604|1607|1610
704,40540,1601|1604|1607|1610|1622|1625|1628|1631
705,40541,1603|1606|1609|1612|1623|1626|1629|1632|1643|1646|1649|1652
706,40501,1603|1606|1609|1612
707,40511,1621|1622|1624|1625|1627|1628|1630|1631
708,40515,1622|1625|1628|1631
709,40529,1623|1626|1629|1632
710,40531,1623|1626|1629|1632
711,40502,1623|1626|1629|1632
712,40512,1641|1642|1644|1645|1647|1648|1650|1651
713,40517,1641|1642|1644|1645|1647|1648|1650|1651
714,40516,1641|1642|1644|1645|1647|1648|1650|1651
715,40536,1642|1643|1645|1646|1648|1649|1651|1652
716,40519,1642|1645|1648|1651
717,40518,1642|1643|1645|1646|1648|1649|1651|1652
718,40503,1643|1646|1649|1652
719,5052,2004
720,5051,2004|2010
721,5053,2004
722,5061,2005
723,5071,2007|2008
724,5072,2007
725,5073,2007
726,5074,2008
727,5076,2008
728,5077,2008
729,5081,2009
730,5083,2009
731,5084,2009
732,5055,2010
733,5091,2012
734,5092,2012
735,5093,2012
736,5094,2012
737,5101,2013|2018
738,5102,2013|2018
739,5103,2013|2018
740,5104,2013|2018
741,5105,2013|2018
742,9295,2013
743,5108,2013|2018
744,5109,2013|2016|2018
745,5110,2013|2016|2018
746,5111,2013|2016|2018
747,5112,2013|2016|2018
748,5113,2013|2016|2018
749,9296,2013
750,9297,2013
751,9294,2013
752,5141,2014
753,5142,2014
754,5143,2014
755,5144,2014
756,5145,2014
757,5147,2014
758,5148,2014
759,5149,2014
760,5150,2014
761,5151,2014
762,5152,2014
763,5153,2014
764,5154,2014
765,5155,2014
766,5156,2014
767,5157,2014
768,5158,2014
769,5159,2014
770,5160,2014
771,5161,2014
772,5163,2014
773,5164,2014
774,5166,2015
775,5167,2015
776,5121,2016
777,5122,2016
778,5123,2016
779,5125,2016
780,5114,2016|2018
781,5171,2017
782,5172,2017
783,5173,2017
784,5106,2018
785,5107,2018
786,5291,2019
787,5293,2019
788,5294,2019
789,5292,2019
790,5295,2019
791,5296,2019
792,5297,2019
793,5298,2019
794,5299,2019
795,2003802,2019|2032|2038|2039|2050|2051|2053|2079|2097|2122|2125|2131|2134|2143|2144|2215|2326|2330|2356|2815|4000|4001|4002|4003|4040|4041|4042|4043
796,5521,2020
797,5522,2020
798,5523,2020
799,5524,2020
800,5525,2020
801,5526,2020
802,5541,2021
803,5542,2021
804,5543,2021
805,5544,2021
806,5545,2021
807,5546,2021
808,5547,2021
809,5551,2022
810,5556,2022
811,5557,2022
812,5552,2022
813,5553,2022
814,5554,2022
815,5555,2022
816,5534,2023
817,5532,2023
818,5531,2023
819,5533,2023
820,5535,2023
821,5176,2024
822,5177,2024
823,5178,2024
824,5186,2025
825,5187,2025
826,5189,2025
827,5188,2025
828,30520,2026|5020
829,30523,2026|5020
830,30522,2026|5020
831,5196,2031|2035
832,5190,2031|2035
833,5197,2031|2036
834,5192,2031|2036
835,5198,2031|2037|2204|2301
836,5194,2031|2037|2204|2301
837,5562,2032
838,5561,2032
839,5563,2032
840,5564,2032
841,5566,2032
842,5596,2034
843,5591,2034
844,5592,2034
845,5593,2034
846,5594,2034
847,5595,2034
848,5602,2038
849,5601,2038
850,5603,2038
851,6051,2040
852,6055,2040
853,6057,2040
854,5649,2041
855,6071,2042
856,6041,2044
857,6047,2044
858,6049,2044
859,6061,2045
860,6066,2045
861,6068,2045
862,5621,2046
863,5625,2046
864,5627,2046
865,5661,2047
866,5662,2047
867,5671,2048
868,5672,2048
869,5651,2049
870,5655,2049
871,5733,2050
872,5732,2050
873,5731,2050
874,6013,2051
875,6017,2051
876,5606,2051
877,6031,2052
878,6036,2052
879,6033,2052
880,6037,2052
881,6039,2052
882,6009,2053
883,6021,2054
884,6025,2054
885,6028,2054
886,5681,2055
887,5682,2055
888,5683,2055
889,5691,2056
890,5692,2056
891,5693,2056
892,5694,2056
893,5695,2056
894,5696,2056
895,5697,2056
896,5698,2056
897,5699,2056
898,5703,2056
899,5704,2056
900,5705,2056
901,5707,2056
902,5708,2056
903,5709,2056
904,6942,2064
905,6943,2064
906,6941,2064
907,6961,2065
908,6962,2065
909,6963,2065
910,6964,2065
911,6966,2065
912,6967,2065
913,6968,2065
914,6969,2065
915,6970,2065
916,6971,2065
917,6982,2066
918,6984,2066
919,6985,2066
920,6986,2066
921,6981,2066
922,7001,2067|2331
923,7002,2067
924,7007,2067
925,7012,2067
926,7017,2067
927,7018,2067
928,7019,2067
929,7026,2068
930,7022,2068
931,7023,2068
932,7024,2068
933,7025,2068
934,7027,2068
935,7028,2068
936,7029,2068
937,7030,2068
938,7031,2068
939,7032,2068
940,6901,2069
941,6906,2069
942,6908,2069
943,6909,2069
944,6912,2069|2140
945,6913,2069|2140
946,6914,2069|2140
947,6915,2069|2140
948,7062,2070
949,7068,2070
950,7071,2070
951,7072,2070
952,7073,2070
953,7075,2070
954,7076,2070
955,7077,2070
956,7078,2070
957,7088,2070
958,7087,2070
959,7086,2070
960,7070,2070
961,7063,2070
962,7061,2070
963,7081,2071|2116|2117|2119|2120|2121
964,7082,2071|2116|2117|2119|2120|2121
965,7083,2071|2116|2117|2119|2120|2121
966,7096,2071|2116|2117|2118|2119|2120|2121
967,7048,2072|2073|2076
968,7049,2072|2074|2077
969,7044,2072|2073|2074|2077
970,7045,2072|2073|2075|2076
971,7046,2072|2073|2075|2076
972,7047,2073|2075|2076
973,7052,2074
974,7041,2074|2077
975,7042,2074|2077
976,7050,2075
977,7043,2075|2076
978,7051,2077
979,7104,2078
980,7103,2078
981,7105,2078
982,7106,2078
983,7107,2078
984,7201,2079
985,7204,2079
986,7205,2079
987,7208,2079
988,7206,2079
989,7207,2079
990,7209,2079
991,7118,2080
992,7120,2080
993,7119,2080
994,7126,2080
995,7129,2080
996,7141,2081
997,7146,2081|2082|2084|2085|2086
998,7149,2081|2082|2083|2084|2085|2086
999,7147,2081|2082
1000,7148,2081
1001,7150,2081
1002,7143,2081
1003,7151,2082
1004,7157,2082
1005,7158,2082
1006,7159,2082
1007,7198,2082
1008,7199,2082
1009,7161,2083
1010,7164,2083
1011,7165,2083
1012,7167,2083
1013,7168,2083
1014,7166,2083
1015,7169,2083
1016,7178,2083
1017,7171,2084
1018,7142,2084
1019,7175,2084
1020,7176,2084
1021,7179,2084
1022,7177,2084
1023,7172,2084
1024,7181,2085
1025,7184,2085
1026,7185,2085
1027,7186,2085
1028,7187,2085
1029,7188,2085
1030,7191,2086
1031,7196,2086
1032,7194,2086
1033,7197,2086
1034,7195,2086
1035,7521,2087
1036,7522,2087
1037,7536,2087
1038,7535,2087
1039,7537,2087
1040,7532,2087
1041,7533,2087
1042,7534,2087
1043,7529,2087
1044,7530,2087
1045,7525,2087
1046,7544,2088|2416
1047,7545,2088|2416
1048,7546,2088
1049,7550,2088
1050,7540,2088
1051,7539,2088
1052,7551,2089
1053,30527,2092|2204|2205
1054,140003,2093|2094
1055,8301,2095
1056,8302,2095
1057,8305,2095
1058,8303,2095
1059,8304,2095
1060,8306,2095
1061,8334,2096
1062,8330,2096
1063,8311,2097
1064,8312,2097
1065,8315,2097
1066,8313,2097
1067,8316,2097
1068,8314,2097
1069,8253,2099|2105
1070,8254,2100|2106
1071,8252,2104
1072,8255,2107
1073,8256,2108
1074,8257,2109
1075,6806,2110
1076,6807,2110
1077,6808,2110
1078,6809,2110
1079,6810,2110
1080,6811,2110
1081,6812,2110
1082,6813,2110
1083,6814,2110
1084,6815,2110
1085,6816,2110
1086,6817,2110
1087,6820,2110
1088,6821,2110
1089,8351,2111
1090,8352,2112
1091,8353,2113
1092,8354,2114
1093,7131,2115
1094,7093,2118
1095,7094,2118
1096,7095,2118
1097,9210,2122
1098,9211,2122
1099,9212,2122
1100,9213,2122
1101,9214,2122
1102,9215,2122
1103,9216,2122
1104,9248,2122
1105,9352,2123
1106,9353,2123
1107,9354,2123
1108,9355,2123
1109,9231,2125
1110,9232,2125
1111,9233,2125
1112,9234,2125
1113,9235,2125
1114,9236,2125
1115,9237,2125
1116,9238,2125
1117,9239,2125
1118,9241,2125
1119,9242,2125
1120,9243,2125
1121,9244,2125
1122,9245,2125
1123,9772,2125|4050|4051|4052|4053
1124,9346,2125
1125,9240,2125
1126,9361,2126
1127,9363,2126
1128,9362,2126
1129,9364,2126
1130,9434,2126
1131,9435,2126
1132,9436,2126
1133,9423,2126
1134,9206,2127|2129|2188|2198|2203
1135,9202,2127|2188|2198|2203
1136,9971,2127|2188|2198|2203
1137,9972,2127|2188|2198|2203
1138,9976,2127|2188|2198|2203
1139,9977,2127|2188|2198|2203
1140,9357,2128
1141,9975,2129
1142,9204,2129
1143,9973,2129
1144,9974,2129
1145,9365,2130
1146,9366,2130
1147,9274,2131
1148,9275,2131
1149,9276,2131
1150,9277,2131
1151,9273,2131
1152,9279,2131
1153,7881,2131
1154,9270,2131
1155,9271,2131
1156,9356,2132
1157,9374,2133
1158,9372,2133
1159,9370,2133
1160,9373,2133
1161,9377,2133
1162,9376,2133
1163,9381,2133
1164,9380,2133
1165,9428,2133
1166,9429,2133
1167,9422,2133|2145
1168,9431,2133
1169,9430,2133
1170,9255,2134
1171,9256,2134
1172,9257,2134
1173,9251,2134
1174,9252,2134
1175,9253,2134
1176,9254,2134
1177,9250,2134
1178,9425,2135
1179,9368,2135
1180,9219,2136
1181,9218,2136
1182,9317,2136
1183,9369,2137
1184,6920,2140
1185,6907,2140
1186,6910,2140
1187,9302,2141
1188,9304,2141
1189,9305,2141
1190,9303,2141
1191,9306,2141
1192,9384,2142
1193,9385,2142
1194,9386,2142
1195,9387,2142
1196,9388,2142
1197,9389,2142
1198,9391,2142
1199,9390,2142
1200,9288,2143
1201,9287,2143
1202,9286,2143
1203,9285,2143
1204,9416,2144
1205,9413,2144
1206,9414,2144
1207,9415,2144
1208,9411,2144
1209,9412,2144
1210,9417,2144
1211,9419,2145
1212,9418,2145
1213,9420,2145
1214,9651,2146
1215,9652,2146
1216,9653,2146
1217,9659,2146
1218,9655,2146
1219,9657,2146
1220,8001,2147
1221,8004,2148
1222,8002,2149
1223,8321,2150
1224,8322,2150
1225,8324,2150
1226,9904,2189
1227,9903,2189
1228,9907,2189
1229,9902,2189
1230,9905,2189
1231,9906,2189
1232,9908,2189
1233,9910,2189
1234,9909,2189
1235,9915,2190
1236,9917,2190
1237,9918,2190
1238,9914,2190|2194
1239,9916,2190
1240,9912,2190
1241,9913,2190|2194
1242,9921,2190
1243,9919,2190
1244,9925,2191
1245,9924,2191
1246,9923,2191
1247,5567,2192
1248,9344,2192
1249,9342,2192
1250,9340,2192
1251,9927,2193
1252,9926,2193
1253,9930,2194
1254,9928,2194
1255,9929,2194
1256,9953,2195
1257,9954,2195
1258,9952,2195
1259,9335,2196
1260,9962,2197
1261,9960,2197
1262,9963,2197
1263,9964,2197
1264,9961,2197
1265,9965,2197
1266,9320,2199
1267,9321,2200
1268,9322,2201
1269,9323,2202
1270,9931,2205
1271,9970,2206
1272,9933,2207
1273,9935,2208
1274,9938,2209
1275,9937,2209
1276,9940,2209
1277,9939,2209
1278,9941,2209
1279,9327,2210
1280,9326,2210
1281,9329,2210
1282,9325,2210
1283,9328,2210
1284,9859,2211
1285,9853,2211
1286,9854,2211
1287,9858,2211
1288,9857,2211
1289,9856,2211
1290,9862,2211
1291,9860,2211
1292,9855,2211
1293,9393,2212
1294,9394,2212
1295,9395,2212
1296,9396,2212
1297,9399,2212
1298,9397,2212
1299,9398,2212
1300,9401,2213
1301,9402,2213
1302,9404,2213
1303,9405,2213
1304,9409,2213
1305,9406,2213
1306,9408,2213
1307,9403,2213
1308,9995,2214
1309,9996,2214
1310,9997,2214
1311,9998,2214
1312,9999,2214
1313,9986,2214
1314,9980,2215
1315,9981,2215
1316,9984,2215
1317,9982,2215
1318,9348,2216
1319,9345,2216
1320,27001,2217
1321,27002,2217
1322,27010,2218
1323,27011,2219
1324,27018,2220
1325,27019,2220
1326,27016,2220
1327,27017,2220
1328,27015,2220
1329,27020,2220
1330,27026,2221
1331,27028,2221
1332,27029,2221
1333,27027,2221
1334,27501,2222
1335,27503,2223
1336,27510,2223
1337,27509,2224
1338,27511,2224
1339,27516,2225
1340,27513,2225
1341,27514,2225
1342,27515,2225
1343,27517,2225
1344,27507,2225
1345,27519,2225
1346,27506,2225
1347,27512,2226
1348,27508,2226
1349,27040,2227
1350,27035,2227
1351,27038,2227
1352,27039,2227
1353,27036,2227
1354,27037,2227
1355,27041,2227
1356,27042,2227
1357,27044,2227
1358,27043,2227
1359,27051,2228
1360,27052,2228
1361,27054,2228
1362,27055,2228
1363,27053,2228
1364,26502,2229
1365,26504,2229
1366,26503,2229
1367,26505,2229
1368,26506,2229
1369,26507,2229
1370,26511,2229
1371,26508,2229
1372,26512,2229
1373,26513,2229
1374,26514,2229
1375,26501,2230
1376,27060,2231
1377,27061,2231
1378,27062,2231
1379,27063,2231
1380,27064,2231
1381,27065,2231
1382,27068,2231
1383,27067,2231
1384,27069,2231
1385,27066,2231
1386,27083,2232
1387,27084,2232
1388,27086,2232
1389,27087,2232
1390,27085,2232
1391,27088,2232
1392,27080,2232
1393,27081,2232
1394,27082,2232
1395,27103,2233
1396,27104,2233
1397,27102,2233
1398,27101,2233
1399,27100,2233
1400,27523,2235
1401,27524,2235
1402,27521,2235
1403,27522,2235
1404,27525,2235
1405,27526,2236
1406,27527,2236
1407,27533,2237
