ID,PreText,ActTextOne,ActTextTwo,ActTextThree,ActTextFour,ActTextFive
176,,Nil|精炼每+1，力量+1|精炼每+1，物理攻击+1,,,,
177,,Nil|精炼每+1，力量+1|精炼每+1，物理攻击+1,,,,
178,,Nil|精炼每+1，力量+1|精炼每+1，物理攻击+2,,,,
179,,Nil|精炼每+1，力量+1|精炼每+1，物理攻击+3,,,,
180,,Nil|精炼每+1，力量+1|精炼每+1，物理攻击+4,,,,
181,,Nil,,,,
182,,Nil|Nil,,,,
183,,Nil|以近身物理攻击击败敌人回复5SP,,,,
184,,Nil|以近身物理攻击击败敌人回复5SP|精炼每+3，对大体型魔物伤害+1%,,,,
185,,Nil|以近身物理攻击击败敌人回复5SP|精炼每+3，对大体型魔物伤害+1%,,,,
186,,Nil|以近身物理攻击击败敌人回复5SP|精炼每+3，对大体型魔物伤害+1%,,,,
187,,Nil|以近身物理攻击击败敌人回复5SP|精炼每+3，对大体型魔物伤害+1%,,,,
188,,Nil|以近身物理攻击击败敌人回复5SP|精炼每+3，对大体型魔物伤害+1%,,,,
189,,Nil,,,,
190,,Nil|Nil,,,,
191,,Nil|攻击有{pro}%的几率使目标眩晕,,,,
192,,Nil|攻击有{pro}%的几率使目标眩晕|精炼+9，对人形魔物伤害+{value1}%,,,,
193,,Nil|攻击有{pro}%的几率使目标眩晕|精炼+9，对人形魔物伤害+{value1}%,,,,
194,,Nil|攻击有{pro}%的几率使目标眩晕|精炼+9，对人形魔物伤害+{value1}%,,,,
195,,Nil|攻击有{pro}%的几率使目标眩晕|精炼+9，对人形魔物伤害+{value1}%,,,,
196,,Nil|攻击有{pro}%的几率使目标眩晕|精炼+9，对人形魔物伤害+{value1}%,,,,
197,,Nil,,,,
198,,Nil|Nil,,,,
199,,Nil|攻击时无视普通魔物物理防御力,,,,
200,,Nil|攻击时无视普通魔物物理防御力|精炼+9，无属性技能伤害+{value1}%,,,,
201,,Nil|攻击时无视普通魔物物理防御力|精炼+9，无属性技能伤害+{value1}%,,,,
202,,Nil|攻击时无视普通魔物物理防御力|精炼+9，无属性技能伤害+{value1}%,,,,
203,,Nil|攻击时无视普通魔物物理防御力|精炼+9，无属性技能伤害+{value1}%,,,,
204,,Nil|攻击时无视普通魔物物理防御力|精炼+9，无属性技能伤害+{value1}%,,,,
205,,武器圣属性,,,,
206,,武器圣属性,,,,
207,,Nil|Nil|武器圣属性|免疫中毒效果,,,,
208,,Nil|Nil|武器圣属性|免疫中毒效果|精炼每+1，对不死属性魔物伤害+1%,,,,
209,,Nil|Nil|武器圣属性|免疫中毒效果|精炼每+1，对不死属性魔物伤害+1%,,,,
210,,Nil|Nil|武器圣属性|免疫中毒效果|精炼每+1，对不死属性魔物伤害+1%,,,,
211,,Nil|Nil|武器圣属性|免疫中毒效果|精炼每+1，对不死属性魔物伤害+1%,,,,
212,,Nil|Nil|武器圣属性|免疫中毒效果|精炼每+1，对不死属性魔物伤害+1%,,,,
213,,Nil,,,,
214,,Nil|精炼每+2，体质+1,,,,
215,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
216,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
217,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
218,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
219,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
220,,Nil|螺旋击刺伤害+{value1}%|精炼每+2，体质+1,,,,
221,,武器圣属性,,,,
222,,武器圣属性,,,,
223,,Nil|武器圣属性,,,,
224,,Nil|武器圣属性|精炼+9，对大体型魔物伤害+{value1}%,,,,
225,,Nil|武器圣属性|精炼+9，对大体型魔物伤害+{value1}%,,,,
226,,Nil|武器圣属性|精炼+9，对大体型魔物伤害+{value1}%,,,,
227,,Nil|武器圣属性|精炼+9，对大体型魔物伤害+{value1}%,,,,
228,,Nil|武器圣属性|精炼+9，对大体型魔物伤害+{value1}%,,,,
229,,武器风属性,,,,
230,,武器风属性,,,,
231,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默,,,,
232,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默|精炼每+1，魔法攻击+{value1},,,,
233,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默|精炼每+1，魔法攻击+{value1},,,,
234,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默|精炼每+1，魔法攻击+{value1},,,,
235,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默|精炼每+1，魔法攻击+{value1},,,,
236,,武器风属性|攻击有{pro}%几率释放雷爆术Lv.5|攻击有{pro}%几率使目标沉默|精炼每+1，魔法攻击+{value1},,,,
237,,Nil,,,,
238,,Nil,,,,
239,,物理攻击增加至精炼等级*精炼等级*2,,,,
240,,物理攻击增加至精炼等级*精炼等级*2,,,,
241,,物理攻击增加至精炼等级*精炼等级*2,,,,
242,,物理攻击增加至精炼等级*精炼等级*2,,,,
243,,物理攻击增加至精炼等级*精炼等级*2,,,,
244,,物理攻击增加至精炼等级*精炼等级*2,,,,
245,,,,,,
246,,Nil,,,,
247,,Nil|Nil,,,,
248,,Nil|Nil,,,,
249,,Nil|Nil|精炼每+2，暴击+1,,,,
250,,Nil|Nil|精炼每+2，暴击+1,,,,
251,,Nil|Nil|精炼每+2，暴击+1,,,,
252,,Nil|Nil|精炼每+2，暴击+1,,,,
253,,Nil|Nil|精炼每+2，暴击+1,,,,
254,,Nil,,,,
255,,Nil,,,,
256,,Nil|Nil,,,,
257,,Nil|Nil|精炼每+1，攻击速度+1%,,,,
258,,Nil|Nil|精炼每+1，攻击速度+1%,,,,
259,,Nil|Nil|精炼每+1，攻击速度+1%,,,,
260,,Nil|Nil|精炼每+1，攻击速度+1%,,,,
261,,Nil|Nil|精炼每+1，攻击速度+1%,,,,
262,,Nil,,,,
263,,Nil,,,,
264,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%,,,,
265,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%|精炼+9，敏捷+3,,,,
266,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%|精炼+9，敏捷+3,,,,
267,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%|精炼+9，敏捷+3,,,,
268,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%|精炼+9，敏捷+3,,,,
269,,攻击时有{pro}%几率使目标晕眩|对晕眩目标伤害+{value1}%|精炼+9，敏捷+3,,,,
270,,武器圣属性,,,,
271,,武器圣属性,,,,
272,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv},,,,
273,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv}|精炼每+1，攻击速度+1%,,,,
274,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv}|精炼每+1，攻击速度+1%,,,,
275,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv}|精炼每+1，攻击速度+1%,,,,
276,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv}|精炼每+1，攻击速度+1%,,,,
277,,武器圣属性|普通攻击有12%几率释放转生术Lv.{skilllv}|精炼每+1，攻击速度+1%,,,,
278,,Nil,,,,
279,,Nil,,,,
280,,有{pro}%几率直接杀死非BOSS人形类魔物,,,,
281,,Nil|有{pro}%几率直接杀死非BOSS人形类魔物|精炼每+1，暴击+1,,,,
282,,Nil|有{pro}%几率直接杀死非BOSS人形类魔物|精炼每+1，暴击+1,,,,
283,,Nil|有{pro}%几率直接杀死非BOSS人形类魔物|精炼每+1，暴击+1,,,,
284,,Nil|有{pro}%几率直接杀死非BOSS人形类魔物|精炼每+1，暴击+1,,,,
285,,Nil|有{pro}%几率直接杀死非BOSS人形类魔物|精炼每+1，暴击+1,,,,
286,,Nil,,,,
287,,Nil|Nil|Nil,,,,
288,,Nil|Nil,,,,
289,,Nil|Nil|精炼+9，暴击伤害+{value1}%,,,,
290,,Nil|Nil|精炼+9，暴击伤害+{value1}%,,,,
291,,Nil|Nil|精炼+9，暴击伤害+{value1}%,,,,
292,,Nil|Nil|精炼+9，暴击伤害+{value1}%,,,,
293,,Nil|Nil|精炼+9，暴击伤害+{value1}%,,,,
294,,Nil,,,,
295,,Nil|Nil,,,,
296,,Nil|Nil,,,,
297,,Nil|Nil,,,,
298,,Nil|Nil,,,,
299,,Nil|Nil,,,,
300,,Nil|Nil,,,,
301,,Nil|Nil,,,,
302,,Nil,,,,
303,,Nil|Nil,,,,
304,,Nil|Nil|圣之裁决伤害+{value1}%,,,,
305,,Nil|Nil|圣之裁决伤害+{value1}%|精炼每+3，力量+1,,,,
306,,Nil|Nil|圣之裁决伤害+{value1}%|精炼每+3，力量+1,,,,
307,,Nil|Nil|圣之裁决伤害+{value1}%|精炼每+3，力量+1,,,,
308,,Nil|Nil|圣之裁决伤害+{value1}%|精炼每+3，力量+1,,,,
309,,Nil|Nil|圣之裁决伤害+{value1}%|精炼每+3，力量+1,,,,
310,,Nil,,,,
311,,Nil,,,,
312,,物理攻击增加至精炼等级*精炼等级*2,,,,
313,,物理攻击增加至精炼等级*精炼等级*2,,,,
314,,物理攻击增加至精炼等级*精炼等级*2,,,,
315,,物理攻击增加至精炼等级*精炼等级*2,,,,
316,,物理攻击增加至精炼等级*精炼等级*2,,,,
317,,物理攻击增加至精炼等级*精炼等级*2,,,,
318,,,,,,
319,,Nil,,,,
320,,Nil|Nil,,,,
321,,Nil|Nil|精炼+4，攻击速度+{value1}%,,,,
322,,Nil|Nil|精炼+4，攻击速度+{value1}%|精炼+6，暴击+{value1},,,,
323,,Nil|Nil|精炼+4，攻击速度+{value1}%|精炼+6，暴击+{value1},,,,
324,,Nil|Nil|精炼+4，攻击速度+{value1}%|精炼+6，暴击+{value1},,,,
325,,Nil|Nil|精炼+4，攻击速度+{value1}%|精炼+6，暴击+{value1},,,,
326,,Nil|Nil|精炼+4，攻击速度+{value1}%|精炼+6，暴击+{value1},,,,
327,,Nil,,,,
328,,Nil|Nil,,,,
329,,Nil|精炼每+1，灵巧+1,,,,
330,,Nil|精炼每+1，灵巧+1|精炼每+1，智力+1,,,,
331,,Nil|精炼每+1，灵巧+1|精炼每+1，智力+1,,,,
332,,Nil|精炼每+1，灵巧+1|精炼每+1，智力+1,,,,
333,,Nil|精炼每+1，灵巧+1|精炼每+1，智力+1,,,,
334,,Nil|精炼每+1，灵巧+1|精炼每+1，智力+1,,,,
335,,Nil,,,,
336,,Nil,,,,
337,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%,,,,
338,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%|精炼+9，远程物理伤害+3%,,,,
339,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%|精炼+9，远程物理伤害+3%,,,,
340,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%|精炼+9，远程物理伤害+3%,,,,
341,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%|精炼+9，远程物理伤害+3%,,,,
342,,锐利射击伤害增加{value1}%|二连矢伤害增加{value1}%|冲锋箭伤害增加{value1}%|强化二连矢伤害增加{value1}%|精炼+9，远程物理伤害+3%,,,,
343,,Nil,,,,
344,,Nil,,,,
345,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗,,,,
346,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗|精炼+1，暴击+1,,,,
347,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗|精炼+1，暴击+1,,,,
348,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗|精炼+1，暴击+1,,,,
349,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗|精炼+1，暴击+1,,,,
350,,普通攻击有{pro}%几率给目标施加诅咒|普通攻击有{pro}%几率给目标施加黑暗|精炼+1，暴击+1,,,,
351,,Nil,,,,
352,,Nil|Nil,,,,
353,,Nil|Nil,,,,
354,,Nil|Nil|精炼+9，幸运+{value1},,,,
355,,Nil|Nil|精炼+9，幸运+{value1},,,,
356,,Nil|Nil|精炼+9，幸运+{value1},,,,
357,,Nil|Nil|精炼+9，幸运+{value1},,,,
358,,Nil|Nil|精炼+9，幸运+{value1},,,,
359,,Nil,,,,
360,,Nil,,,,
361,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
362,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒|精炼每+1，物理攻击+{value1},,,,
363,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒|精炼每+1，物理攻击+{value1},,,,
364,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒|精炼每+1，物理攻击+{value1},,,,
365,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒|精炼每+1，物理攻击+{value1},,,,
366,,普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒|精炼每+1，物理攻击+{value1},,,,
367,,Nil,,,,
368,,Nil|搭配水属性箭矢，远程物理伤害+12%,,,,
369,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻,,,,
370,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻|精炼每+1，物理攻击+2,,,,
371,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻|精炼每+1，物理攻击+2,,,,
372,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻|精炼每+1，物理攻击+2,,,,
373,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻|精炼每+1，物理攻击+2,,,,
374,,搭配水属性箭矢，远程物理伤害+{value1}%|攻击有{pro}%几率使目标冰冻|精炼每+1，物理攻击+2,,,,
375,,Nil,,,,
376,,Nil|Nil,,,,
377,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%,,,,
378,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%|精炼每+1，物理攻击+2,,,,
379,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%|精炼每+1，物理攻击+2,,,,
380,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%|精炼每+1，物理攻击+2,,,,
381,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%|精炼每+1，物理攻击+2,,,,
382,,Nil|搭配火属性箭矢，远程物理伤害+{value1}%|精炼每+1，物理攻击+2,,,,
383,,Nil,,,,
384,,Nil|二连矢伤害+5%,,,,
385,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%,,,,
386,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%|精炼+9，远程物理伤害+{value1}%,,,,
387,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%|精炼+9，远程物理伤害+{value1}%,,,,
388,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%|精炼+9，远程物理伤害+{value1}%,,,,
389,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%|精炼+9，远程物理伤害+{value1}%,,,,
390,,释放二连矢，有{pro}%几率释放冲锋箭Lv.1|二连矢伤害+{value1}%|强化二连矢伤害+{value1}%|精炼+9，远程物理伤害+{value1}%,,,,
391,,Nil,,,,
392,,Nil|Nil,,,,
393,,Nil|Nil|精炼每+1，灵巧+1,,,,
394,,Nil|Nil|精炼每+1，灵巧+1,,,,
395,,Nil|Nil|精炼每+1，灵巧+1,,,,
396,,Nil|Nil|精炼每+1，灵巧+1,,,,
397,,Nil|Nil|精炼每+1，灵巧+1,,,,
398,,Nil|Nil|精炼每+1，灵巧+1,,,,
399,,Nil,,,,
400,,Nil,,,,
401,,物理攻击增加至精炼等级*精炼等级*2,,,,
402,,物理攻击增加至精炼等级*精炼等级*2,,,,
403,,物理攻击增加至精炼等级*精炼等级*2,,,,
404,,物理攻击增加至精炼等级*精炼等级*2,,,,
405,,物理攻击增加至精炼等级*精炼等级*2,,,,
406,,物理攻击增加至精炼等级*精炼等级*2,,,,
407,,,,,,
408,,Nil,,,,
409,,Nil|Nil,,,,
410,,Nil|精炼+4，攻击速度+3%,,,,
411,,Nil|精炼+4，攻击速度+3%|精炼每+1，物理攻击+2,,,,
412,,Nil|精炼+4，攻击速度+3%|精炼每+1，物理攻击+2,,,,
413,,Nil|精炼+4，攻击速度+3%|精炼每+1，物理攻击+2,,,,
414,,Nil|精炼+4，攻击速度+3%|精炼每+1，物理攻击+2,,,,
415,,Nil|精炼+4，攻击速度+3%|精炼每+1，物理攻击+2,,,,
416,,Nil,,,,
417,,Nil|Nil,,,,
418,,Nil|Nil,,,,
419,,Nil|Nil|精炼每+1，物理攻击+3,,,,
420,,Nil|Nil|精炼每+1，物理攻击+3,,,,
421,,Nil|Nil|精炼每+1，物理攻击+3,,,,
422,,Nil|Nil|精炼每+1，物理攻击+3,,,,
423,,Nil|Nil|精炼每+1，物理攻击+3,,,,
424,,武器毒属性,,,,
425,,Nil|Nil|武器毒属性,,,,
426,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%,,,,
427,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%|精炼+9，对风属性魔物伤害+5%|精炼+9，对地属性魔物伤害+5%,,,,
428,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%|精炼+9，对风属性魔物伤害+5%|精炼+9，对地属性魔物伤害+5%,,,,
429,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%|精炼+9，对风属性魔物伤害+5%|精炼+9，对地属性魔物伤害+5%,,,,
430,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%|精炼+9，对风属性魔物伤害+5%|精炼+9，对地属性魔物伤害+5%,,,,
431,,Nil|Nil|武器毒属性|精炼+4，攻击速度+{value1}%|精炼+9，对风属性魔物伤害+5%|精炼+9，对地属性魔物伤害+5%,,,,
432,,Nil,,,,
433,,Nil|Nil,,,,
434,,Nil|Nil,,,,
435,,Nil|Nil|精炼+6，大体型增伤+5%,,,,
436,,Nil|Nil|精炼+6，大体型增伤+5%,,,,
437,,Nil|Nil|精炼+6，大体型增伤+5%,,,,
438,,Nil|Nil|精炼+6，大体型增伤+5%,,,,
439,,Nil|Nil|精炼+6，大体型增伤+5%,,,,
440,,Nil,,,,
441,,Nil,,,,
442,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
443,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
444,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
445,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
446,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
447,,有{pro}%几率回避近战物理伤害|精炼每+1，物理攻击+{value1},,,,
448,,Nil,,,,
449,,Nil|Nil,,,,
450,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
451,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
452,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
453,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
454,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
455,,Nil|普通攻击有{pro}%几率在8秒内攻速达到500%，内置CD60秒,,,,
456,,Nil,,,,
457,,Nil|Nil,,,,
458,,Nil|精炼+4，暴击伤害+{value1}%,,,,
459,,Nil|精炼+4，暴击伤害+{value1}%|精炼+9，暴击伤害+2%,,,,
460,,Nil|精炼+4，暴击伤害+{value1}%|精炼+9，暴击伤害+2%,,,,
461,,Nil|精炼+4，暴击伤害+{value1}%|精炼+9，暴击伤害+2%,,,,
462,,Nil|精炼+4，暴击伤害+{value1}%|精炼+9，暴击伤害+2%,,,,
463,,Nil|精炼+4，暴击伤害+{value1}%|精炼+9，暴击伤害+2%,,,,
464,,Nil,,,,
465,,Nil|心灵震波非智力部分伤害+5%,,,,
466,,Nil|心灵震波非智力部分伤害+{value1}%|精炼每+2，智力+1,,,,
467,,Nil|心灵震波非智力部分伤害+{value1}%|精炼每+2，智力+1,,,,
