ID,NpcId,SceneId1,Pos1,SceneId2,Pos2,SceneId3,Pos3,SceneId4,Pos4,SceneId5,Pos5,TaskAccept,TaskFinish,TaskTarget1,TaskTarget2,TaskTarget3,TaskTarget4,TaskTarget5
90,1024,7,"135.49,9.83,119.04",,,,,,,,,,,,,,,
91,1025,7,"133.11,9.83,62.77",,,,,,,,,,,,,,,
92,1026,7,"104.1129,10.81,116.1571",,,,,,,,,,,,,,,
93,1028,7,"146.59,9.83,158.6",,,,,,,,,,,,,,,
94,1029,7,"146.94,9.83,151.02",,,,,,,,,,,,,,,
95,1031,7,"81.38711,10.78,140.8329",,,,,,,,,,,,,,,
96,1032,7,"120.25,9.83,56.4",,,,,,,,,,,,,,,
97,1033,7,"150.76,9.8,31.29",,,,,,,,,,,,,,,
98,1034,7,"80.32603,10.81,139.72",,,,,,,,,,,,,,,
99,1035,7,"80.77711,10.8,118.8371",,,,,,,,,,,,,,,
100,1038,7,"91.13,10.8,117.36",,,,,,,,,,,,,,,
101,1039,7,"38.86,9.83,64.79",,,,,,,,,20000520,,,,,,
102,10043,7,"43.96711,9.83,204.5229",,,,,,,,,12001010|12001210|2000000|6000310|6000320|6000330|6000610|3000080,12001060|2000000|19006000|3000000,6000610|3000000,,,,
103,1044,7,"48.65737,9.83,203.1169",,,,,,,,,3000010,19009210|19010040|3000010,,,,,
104,1045,7,"132.7029,10.71,209.9829",,,,,,,,,,,,,,,
105,1072,7,"97.12,10.81,117.31",,,,,,,,,,,,,,,
106,1001,7,"90.42,9.83,34.47",2069,"90.42,9.829439,34.47294",2140,"90.42,9.83,34.47",,,,,6000900|20000610|20000710|20000810|20000910|20001000|20001100,6000900|8000100|8000101,,,,,
107,1081,7,"134.4152,9.83,187.5764",,,,,,,,,6000260,6000260,6000260,,,,
108,1129,7,"101.59,9.85,67.35",,,,,,,,,,,,,,,
109,1169,7,"90.53,10.83,147.14",2069,"90.528,10.82768,147.1386",2140,"90.53,10.83,147.14",,,,,,,,,,,
110,1170,7,"97.47,10.83,147.14",2069,"97.47,10.82768,147.14",2140,"97.47,10.83,147.14",,,,,6000250,,,,,,
111,1171,7,"97.4,10.78,109.3",2069,"97.39699,10.82766,109.2989",2140,"97.4,10.83,109.3",,,,,,,,,,,
112,1172,7,"90.74,10.83,109.2",2069,"90.744,10.82766,109.1972",2140,"90.74,10.83,109.2",,,,,,,6000800,,,,
113,1174,7,"72.89,10.83,131.29",2069,"72.88885,10.8277,131.2858",2140,"72.89,10.83,131.29",,,,,,,,,,,
114,1175,7,"115.61,10.83,131.63",2069,"115.607,10.82771,131.626",2140,"115.61,10.83,131.63",,,,,,,,,,,
115,1176,7,"115.44,10.83,124.87",2069,"115.4391,10.82766,124.8736",2140,"115.44,10.83,124.87",,,,,,,,,,,
116,10039,7,"37.65301,9.85,144.6507",,,,,,,,,,,,,,,
117,10041,7,"89.50594,9.85,185.9522",,,,,,,,,,,,,,,
118,1199,7,"127.9228,9.91,207.294",,,,,,,,,,,,,,,
119,1041,7,"84.04,10.78,132.04",,,,,,,,,,,,,,,
120,1188,7,"98.93,9.85,208.23",,,,,,,,,,,,,,,
121,3001,7,"85.72569,10.83,114.5423",,,,,,,,,,,,,,,
122,3002,7,"147.75,9.8,70.22",,,,,,,,,,,,,,,
123,1191,7,"83.42,9.85,208.76",,,,,,,,,,,12001010,,,,
124,1192,7,"39.42837,9.8,186.9271",,,,,,,,,12002080,12002010|12002080,,,,,
125,10030,7,"135.9703,9.85,191.392",,,,,,,,,,,,,,,
126,10031,7,"142.58,9.85,143.18",,,,,,,,,,,,,,,
127,1048,7,"50.22225,9.85,201.6119",2001,"0,0,1",,,,,,,3006110,3000032|3006110|20100000,,,,,
128,1049,7,"51.67707,9.85,200.2372",,,,,,,,,17000005|3000040,17000005|3000040,,,,,
129,1050,7,"51.91197,9.85,206.5243",,,,,,,,,3000050,3000050,,3000050,,,
130,1051,7,"53.32146,9.85,205.0644",,,,,,,,,3000060,3000060,3000060,,,,
131,1052,7,"54.67446,9.85,203.7025",,,,,,,,,3000070,19003220|3000070,,,,,
132,1196,7,"114,9.8,201.93",,,,,,,,,,,,,,,
133,12012,7,"122.62,9.86,207.6242",,,,,,,,,,,,,,,
134,1197,7,"61.4543,9.85,167.5236",,,,,,,,,,,,,,,
135,1201,7,"131.9,9.83,81.46",,,,,,,,,,,,,,,
136,1200,7,"119.3322,9.83,220.725",,,,,,,,,,,,,,,
137,1202,7,"110.9219,9.83,84.9004",,,,,,,,,,,,,,,
138,1203,7,"100.3476,9.83,73.75554",,,,,,,,,,,,,,,
139,1204,7,"103.5169,9.83,177.4341",,,,,,,,,,,,,,,
140,1205,7,"78.98981,10.83,135.4144",,,,,,,,,,,,,,,
141,1206,7,"104.4804,10.83,130.7728",2069,"104.4794,10.82961,130.7705",2140,"104.4804,10.83,130.7728",,,,,,,,,,,
142,1208,7,"89.44997,9.83,76.44669",2069,"89.45473,9.827889,76.44788",2140,"89.44997,9.83,76.44669",,,,,,,,,,,
143,1209,7,"98.65022,9.83,76.4793",2069,"98.65101,9.827888,76.48267",2140,"98.65022,9.83,76.4793",,,,,,,,,,,
144,1210,7,"100.0436,10.83,150.215",,,,,,,,,,,,,,,
145,1211,7,"88.09639,9.8,177.3215",,,,,,,,,,,,,,,
146,1212,7,"83.52843,9.83,178.1044",2069,"83.5247,9.827876,178.106",2140,"83.52843,9.83,178.1044",,,,,,,,,,,
147,1214,7,"173.979,10.74,225.0761",,,,,,,,,,,,,,,
148,1215,7,"155.9131,9.8,32.35086",,,,,,,,,,,,,,,
149,1216,7,"144.2352,9.83,89.87484",2069,"146.1524,9.827887,90.98633",2140,"146.1552,9.83,90.98483",,,,,,,,,,,
150,1217,7,"152.7372,9.83,118.6575",2069,"153.3949,9.827883,118.9037",2140,"153.39,9.83,118.9",,,,,,,,,,,
151,1218,7,"152.8748,9.83,118.1331",2069,"0,0,1",2140,"0,0,1",,,,,,,,,,,
152,1219,7,"100.7095,10.83,105.2072",,,,,,,,,,,,,,,
153,1220,7,"87.66595,10.83,135.0855",,,,,,,,,,,,,,,
154,1221,7,"62.00301,9.83,88.31002",,,,,,,,,,,,,,,
155,1222,7,"150.5289,9.83,136.8125",,,,,,,,,,,,,,,
156,1224,7,"41.95625,9.83,118.5172",,,,,,,,,,,,,,,
157,1225,7,"86.54758,9.83,47.86934",,,,,,,,,,,,,,,
158,1227,7,"66.11491,9.8,201.3643",,,,,,,,,,,,,,,
159,1228,7,"61.39748,9.83,182.3708",7,"65.68,10,58.2",,,,,,,21000010|25000000,1004090|21000010,,,,,
160,1229,7,"98.6012,9.83,54.96086",2069,"0,0,1",2140,"0,0,1",,,,,,,,,,,
161,1230,7,"89.54973,9.83,55.17348",2069,"0,0,1",2140,"0,0,1",,,,,,,,,,,
162,1231,7,"109.07,10.83,133.88",,,,,,,,,6000700,6000700,,,,,
163,1232,7,"50.76539,9.83,78.64275",,,,,,,,,,,,,,,
164,1234,7,"60.63896,9.83,61.83435",,,,,,,,,,,,,,,
165,1235,7,"46.04797,9.8,49.27371",,,,,,,,,,,,,,,
166,1236,7,"45.11884,9.8,46.54808",,,,,,,,,,,,,,,
167,1237,7,"72.63925,10.83,100.2662",,,,,,,,,,,,,,,
168,1226,7,"61.28765,9.8,185.2658",,,,,,,,,,,,,,,
169,1240,7,"66.70206,9.91,53.77589",,,,,,,,,,,,,,,
170,1241,7,"54.86706,9.83,59.5789",2069,"47.95652,9.82789,58.8569",2140,"47.95652,9.83,58.8569",,,,,,,,,,,
171,1242,7,"65.40632,9.83,41.48315",,,,,,,,,6002710,,,,,,
172,1243,7,"66.98516,9.83,53.5005",,,,,,,,,,,,,,,
173,1244,7,"44.32895,9.83,40.48852",,,,,,,,,,20000530,,,,,
174,1245,7,"120.98,9.83,58.83742",,,,,,,,,,,,,,,
175,1246,7,"62.41,9.83,38.06",,,,,,,,,6002720|6002730,,,,,,
176,1247,7,"69.3082,9.83,61.70162",,,,,,,,,,,,,,,
177,1248,7,"40.65154,9.83,58.31645",,,,,,,,,,20000510,,,,,
178,1249,7,"43.10631,9.83,52.89643",,,,,,,,,,,,,,,
179,1250,7,"111.8413,9.83,211.4013",,,,,,,,,19003020,,,,,,
180,1251,7,"137.5148,9.85,196.2886",,,,,,,,,,,,,,,
181,3480,7,"101.976,10.83,135.7228",,,,,,,,,6009020,,,,,,
182,1252,7,"118.3883,9.87,219.1312",,,,,,,,,,,,,,,
183,1053,7,"128.5822,9.85,60.75098",,,,,,,,,,,,,,,
184,1267,7,"42.84359,9.85,115.3169",,,,,,,,,,,,,,,
185,1271,7,"44.07791,9.85,145.5284",,,,,,,,,,,,,,,
186,1275,7,"144.0016,9.85,119.5261",,,,,,,,,,,,,,,
187,1279,7,"116.5022,9.85,187.4855",,,,,,,,,,,,,,,
188,1173,7,"73.23,10.83,125.12",2069,"0,0,1",2140,"0,0,1",,,,,,,,,,,
189,1292,7,"120.5143,9.8,209.7778",,,,,,,,,6001600,6001600,,,,,
190,1294,7,"122.0857,9.85,210.8336",,,,,,,,,,,,,,,
191,1293,7,"151.18,10.34,186.68",,,,,,,,,,,,,,,
192,1291,7,"47.20604,9.8,90.1911",,,,,,,,,,,,,,,
193,1274,7,"144.5376,9.8,117.2657",,,,,,,,,,,,,,,
194,1270,7,"44.14681,9.85,146.3",,,,,,,,,,,,,,,
195,1266,7,"75.63644,9.8,87.23021",,,,,,,,,,,,,,,
196,1061,7,"101.03,9.85,53.6",,,,,,,,,,,,,,,
197,1057,7,"43.32573,9.85,56.11235",,,,,,,,,,,,,,,
198,1286,7,"120.3629,9.85,89.03798",,,,,,,,,,,,,,,
199,1284,7,"144.5424,10.17,82.60053",,,,,,,,,,,,,,,
200,1281,7,"142.8709,9.85,135.4328",,,,,,,,,,,,,,,
201,1269,7,"45.12531,9.85,149.1533",,,,,,,,,,,,,,,
202,1265,7,"67.04691,9.85,54.63327",,,,,,,,,,,,,,,
203,1260,7,"73.15697,9.85,205.5503",,,,,,,,,,,,,,,
204,1067,7,"144.93,9.85,92",,,,,,,,,,,,,,,
205,40002,7,"72.73,20,110.62",,,,,,,,,,,,,,,
206,1276,7,"143.6659,9.85,91.68033",,,,,,,,,,,,,,,
207,1056,7,"44.74389,9.85,40.69201",,,,,,,,,,,,,,,
208,1259,7,"43.78872,9.8,38.2947",,,,,,,,,,,,,,,
209,50301,7,"49.53359,9.85,57.49108",,,,,,,,,,,,,,,
210,1272,7,"143.5614,9.85,105.2676",,,,,,,,,,,,,,,
211,50302,7,"45.06998,9.85,44.19413",,,,,,,,,,,,,,,
212,1278,7,"72.47726,9.85,186.0761",,,,,,,,,,,,,,,
213,1268,7,"43.56007,9.85,111.6487",,,,,,,,,,,,,,,
214,1280,7,"148.39,9.85,163.834",,,,,,,,,,,,,,,
215,1060,7,"101.7103,9.85,50.48015",,,,,,,,,,,,,,,
216,1273,7,"145.32,9.8,116.6998",,,,,,,,,,,,,,,
217,1277,7,"72.72923,9.85,185.6754",,,,,,,,,,,,,,,
218,1068,7,"48.11594,9.85,167.404",,,,,,,,,,,,,,,
219,1253,7,"120.0405,9.87,219.2456",,,,,,,,,,,,,,,
220,1290,7,"109,9.8,201.93",,,,,,,,,,,,,,,
221,1055,7,"53.4224,9.85,58.91212",,,,,,,,,,,,,,,
222,1059,7,"100.9481,9.85,48.92024",,,,,,,,,,,,,,,
223,1296,7,"86.46,10.78,142.864",,,,,,,,,17000500|17000510|17000520,17000500|17000510|17000520,,,,,
224,1285,7,"146.2222,9.85,79.23834",,,,,,,,,,,,,,,
225,1282,7,"144.8698,9.85,139.1406",,,,,,,,,,,,,,,
226,1288,7,"144.3307,9.66,89.69661",,,,,,,,,,,,,,,
227,1263,7,"87.15062,9.85,40.14063",,,,,,,,,,,,,,,
228,1283,7,"39.01302,9.85,134.2",,,,,,,,,2000710|12002410|19006000,,,,,,
229,1264,7,"60.7634,9.85,62.9324",,,,,,,,,,,,,,,
230,1287,7,"119.8036,9.85,89.69289",,,,,,,,,,,,,,,
231,1058,7,"69.55226,9.85,88.61194",,,,,,,,,,,,,,,
232,1054,7,"68.8123,9.85,71.1222",2001,"0,0,1",,,,,,,,,,,,,
233,1289,7,"55.96844,9.85,160.1799",,,,,,,,,,,,,,,
234,1190,7,"80.62,9.8,205.2",,,,,,,,,12002010,,,,,,
235,1257,7,"157.8645,9.8,64.86033",,,,,,,,,,,,,,,
236,1256,7,"138.8511,9.85,168.8346",,,,,,,,,,,,,,,
237,9991,7,"67.69581,10.83,112.71",,,,,,,,,,,,,,,
238,1258,7,"157.7318,9.8,65.59",,,,,,,,,,,,,,,
239,1062,7,"101.19,9.85,49.26",,,,,,,,,,,,,,,
240,1046,7,"104.71,9.81,208.99",,,,,,,,,12001640,12001630,,,,,
241,1223,7,"98.24649,10.78,137.5181",,,,,,,,,,,,,,,
242,1298,7,"125.2434,10.48,50.85724",,,,,,,,,,,,,,,
243,1297,7,"125.0093,10.48,51.58807",,,,,,,,,,,,,,,
244,10093,7,"147.131,9.8,62.8945",,,,,,,,,12001610,12001700,,,,,
245,7181,7,"109.9574,9.81,208.5104",,,,,,,,,,,,,,,
246,1195,7,"119,9.8,201.93",,,,,,,,,,,6000900,,,,
247,7182,7,"75.35,9.8,202.15",,,,,,,,,,,,,,,
248,60500,7,"81.21156,10.78,127.7341",,,,,,,,,,,,,,,
249,60651,7,"54.89269,9.8,97.86067",,,,,,,,,,,,,,,
250,60652,7,"55.32762,9.8,97.26914",,,,,,,,,,,,,,,
251,60653,7,"56.54,9.85,96.94",,,,,,,,,,,,,,,
252,60654,7,"55.32847,9.8,96.86357",,,,,,,,,,,,,,,
253,60655,7,"58.63,10.78,130.65",,,,,,,,,,,,,,,
254,60656,7,"58.59091,10.78,130.9695",,,,,,,,,,,,,,,
255,60657,7,"58.74353,10.78,130.7568",,,,,,,,,,,,,,,
256,60658,7,"51.56,9.85,57.1",,,,,,,,,,,,,,,
257,60659,7,"95.70921,10.78,99.40646",,,,,,,,,,,,,,,
258,60660,7,"95.66297,10.78,99.55307",,,,,,,,,,,,,,,
259,60661,7,"93.93,10.83,159.66",,,,,,,,,,,,,,,
260,60667,7,"94.13,10.78,157.73",,,,,,,,,,,,,,,
261,60662,7,"90.53602,10.78,153.7328",,,,,,,,,,,,,,,
262,60663,7,"77.22672,10.78,126.655",,,,,,,,,,,,,,,
263,60665,7,"113.1963,10.78,129.4944",,,,,,,,,,,,,,,
264,60669,7,"100.135,10.78,155.5798",,,,,,,,,,,,,,,
265,60668,7,"100.07,10.78,157.65",,,,,,,,,,,,,,,
266,60664,7,"91.93156,10.78,103.7474",,,,,,,,,,,,,,,
267,60675,7,"101.8,11.07,130.3",,,,,,,,,,,,,,,
268,60676,7,"55.47,9.8,193.53",,,,,,,,,,,,,,,
269,60677,7,"116.93,9.8,186.81",,,,,,,,,,,,,,,
270,60678,7,"102.22,10.78,157",,,,,,,,,,,,,,,
271,60679,7,"110.8737,9.8,181.3407",,,,,,,,,,,,,,,
272,60680,7,"83.97,10.78,112.01",,,,,,,,,,,,,,,
273,60681,7,"65.1103,9.8,200.1323",,,,,,,,,,,,,,,
274,60682,7,"100.69,11.03,130.67",,,,,,,,,,,,,,,
275,60683,7,"85.17,10.83,111.72",,,,,,,,,,,,,,,
276,60684,7,"79.49,10.83,117.33",,,,,,,,,,,,,,,
277,60685,7,"63.59675,9.8,198.5168",,,,,,,,,,,,,,,
278,60686,7,"61.11871,9.8,199.0916",,,,,,,,,,,,,,,
279,60687,7,"94.98118,10.78,117.8228",,,,,,,,,,,,,,,
280,60937,7,"52.72705,9.8,151.0503",,,,,,,,,,,,,,,
281,60692,7,"123.75,9.8,77.43",,,,,,,,,,,,,,,
282,60688,7,"120.2027,9.8,176.6401",,,,,,,,,,,,,,,
283,60689,7,"120.4574,9.8,177.4255",,,,,,,,,,,,,,,
284,60690,7,"119.5335,9.8,177.9701",,,,,,,,,,,,,,,
285,60691,7,"120.3912,9.8,177.3836",,,,,,,,,,,,,,,
286,60969,7,"73.57951,17.81,120.6388",,,,,,,,,,,,,,,
287,60693,7,"100.07,10.78,157.65",,,,,,,,,,,,,,,
288,60694,7,"128.0957,10.78,158.037",,,,,,,,,,,,,,,
289,60695,7,"156.9057,9.8,73.69652",,,,,,,,,,,,,,,
290,60696,7,"66.68158,10.78,94.13175",,,,,,,,,,,,,,,
291,60697,7,"128.4214,10.78,157.0098",,,,,,,,,,,,,,,
292,60968,7,"93.97,15.23,88.3",,,,,,,,,,,,,,,
293,60967,7,"94.12,14.81,192.33",,,,,,,,,,,,,,,
294,60942,7,"110.99,9.8,191.93",,,,,,,,,,,,,,,
295,60941,7,"83.68992,10.78,151.2897",,,,,,,,,,,,,,,
296,60940,7,"55.13107,9.8,77.15852",,,,,,,,,,,,,,,
297,60939,7,"113.6115,10.78,116.67",,,,,,,,,,,,,,,
298,60938,7,"133.5769,9.8,97.66966",,,,,,,,,,,,,,,
299,61780,7,"56.97128,9.8,192.8635",,,,,,,,,,,,,,,
300,61781,7,"58.48294,9.8,194.0491",,,,,,,,,,,,,,,
301,61782,7,"57.09185,9.8,194.3603",,,,,,,,,,,,,,,
302,61783,7,"58.41031,9.8,195.4028",,,,,,,,,,,,,,,
303,61800,7,"89.53029,9.8,203.0531",,,,,,,,,,,,,,,
304,61801,7,"89.96696,9.8,203.092",,,,,,,,,,,,,,,
305,61802,7,"37.72,9.8,109.58",,,,,,,,,,,,,,,
306,61804,7,"38.02927,9.8,110.2825",,,,,,,,,,,,,,,
307,61803,7,"37.23323,9.8,109.7123",,,,,,,,,,,,,,,
308,61805,7,"68.30925,9.8,74.5766",,,,,,,,,,,,,,,
309,61806,7,"138.224,10.77,214.7607",,,,,,,,,,,,,,,
310,61807,7,"138.33,10.77,214.22",,,,,,,,,,,,,,,
311,61808,7,"98.97652,9.8,186.6709",,,,,,,,,,,,,,,
312,61809,7,"87.83208,9.8,199.2263",,,,,,,,,,,,,,,
313,61810,7,"147.0427,10.77,207.1811",,,,,,,,,,,,,,,
314,61812,7,"133.6667,9.8,159.5841",,,,,,,,,,,,,,,
315,61813,7,"81.74,9.8,80.06",,,,,,,,,,,,,,,
316,61815,7,"69.12617,9.8,205.781",,,,,,,,,,,,,,,
317,61814,7,"36.30304,9.8,113.1551",,,,,,,,,,,,,,,
318,61811,7,"146.6324,10.77,207.0264",,,,,,,,,,,,,,,
319,61816,7,"89.53029,9.8,203.0531",,,,,,,,,,,,,,,
320,61817,7,"89.96696,9.8,203.092",,,,,,,,,,,,,,,
321,61818,7,"37.72,9.8,109.58",,,,,,,,,,,,,,,
322,61819,7,"37.23323,9.8,109.7123",,,,,,,,,,,,,,,
323,61820,7,"38.02927,9.8,110.2825",,,,,,,,,,,,,,,
324,61821,7,"68.30925,9.8,74.5766",,,,,,,,,,,,,,,
325,61822,7,"138.224,10.77,214.7607",,,,,,,,,,,,,,,
326,61823,7,"138.33,10.77,214.22",,,,,,,,,,,,,,,
327,3693,7,"143.484,9.8,164.9672",,,,,,,,,,,,,,,
328,61976,7,"82.76081,10.78,142.2683",,,,,,,,,,,,,,,
329,3696,7,"106.0419,9.8,203.098",,,,,,,,,,,,,,,
330,30152,7,"126.5717,9.8,51.47152",,,,,,,,,,,,,,,
331,30151,7,"128.265,9.8,61.05863",,,,,,,,,,,,,,,
332,30153,7,"128.4545,9.8,60.98442",,,,,,,,,,,,,,,
333,30154,7,"151.3384,9.8,32.17298",,,,,,,,,,,,,,,
334,30155,7,"151.1644,9.8,31.98534",,,,,,,,,,,,,,,
