ID,SkillId,ProfessionId
200,320209,3202
201,320210,3202
202,500001,5000
203,500002,5000
204,500003,5000
205,500005,5000
206,500007,5000
207,500008,5000
208,500009,5000
209,500010,5000
210,500011,5000
211,500022,5000
212,500024,5000
213,500025,5000
214,510101,5101
215,510102,5101
216,510103,5101
217,510104,5101
218,510105,5101
219,510106,5101
220,510107,5101
221,510109,5101
222,510110,5101
223,510111,5102
224,510112,5101
225,510113,5101
226,510115,5101
227,510116,5101
228,510201,5102
229,510202,5102
230,510203,5102
231,510204,5102
232,510205,5102
233,510206,5102
234,510207,5102
235,510208,5102
236,510209,5102
237,700001,7000
238,700002,7000
239,700003,7000
240,700004,7000
241,700005,7000
242,700006,7000
243,700008,7000
244,700009,7000
245,700010,7000
246,700017,7000
247,710103,7101
248,710106,7101
249,710107,7101
250,710108,7101
251,710109,7101
252,710110,7101
253,710112,7101
254,710114,7101
255,710116,7101
256,710118,7101
257,710120,7101
258,710122,7101
259,710125,7101
260,710128,7101
261,710132,7101
262,710201,7102
263,710202,7102
264,710203,7102
265,710204,7102
266,710205,7102
267,710207,7102
268,710208,7102
269,710212,7102
270,710217,7102
271,710218,7102
272,710219,7102
273,710220,7102
274,710224,7102
275,720101,7201
276,720102,7201
277,720103,7201
278,720104,7201
279,720105,7201
280,720106,7201
281,720107,7201
282,720108,7201
283,720109,7201
284,720110,7201
285,720111,7201
286,720112,7201
287,720113,7201
288,720122,7201
289,720201,7202
290,720202,7202
291,720203,7202
292,720204,7202
293,720205,7202
294,720206,7202
295,720207,7202
296,720208,7202
297,720209,7202
298,720210,7202
299,720211,7202
300,720212,7202
301,720213,7202
302,720214,7202
303,721101,7211
304,721102,7211
305,721103,7211
306,721104,7211
307,721105,7211
308,721106,7211
309,721107,7211
310,721108,7211
311,721109,7211
312,721110,7211
313,721111,7211
314,721112,7211
315,721113,7211
316,721122,7211
317,721201,7212
318,721202,7212
319,721203,7212
320,721204,7212
321,721205,7212
322,721206,7212
323,721207,7212
324,721208,7212
325,721209,7212
326,721210,7212
327,721211,7212
328,721212,7212
329,721213,7212
330,721214,7212
331,600001,6000
332,600002,6000
333,600003,6000
334,600004,6000
335,600005,6000
336,600006,6000
337,600008,6000
338,600009,6000
339,600010,6000
340,600012,6000
341,600013,6000
342,600014,6000
343,600019,6000
344,610101,6101
345,610102,6101
346,610103,6101
347,610104,6101
348,610105,6101
349,610106,6101
350,610107,6101
351,610108,6101
352,610112,6101
353,610113,6101
354,610114,6101
355,610115,6101
356,610116,6101
357,610117,6101
358,610118,6101
359,610120,6101
360,610121,6101
361,610122,6000
362,610123,6101
363,610201,6102
364,610202,6102
365,610203,6102
366,610204,6102
367,610205,6102
368,610206,6102
369,610208,6102
370,610210,6102
371,610211,6102
372,610212,6102
373,610216,6102
374,610217,6102
375,610218,6102
376,620101,6201
377,620102,6201
378,620104,6201
379,620105,6201
380,620106,6201
381,620107,6201
382,620108,6201
383,620109,6201
384,620111,6201
385,620112,6201
386,620113,6201
387,620114,6201
388,620115,6201
389,620116,6201
390,620201,6202
391,620202,6202
392,620203,6202
393,620204,6202
394,620206,6202
395,620208,6202
396,620209,6202
397,620210,6202
398,620211,6202
399,620212,6202
400,620213,6202
401,620216,6202
402,620218,6201
403,1002850025,1000
