Id,SecondId,EquipSuitId,EquipName,,EquipId,EquipQuality,RefineMax,BaseAttrGroup,EnhanceGroupId,AddonAttrGroup,EquipText,Model,
225041,2250,14,[魔法]兔耳绒冠Ⅱ,70级_帽子_套装4,2803,21,9,1204,1,2204,,,
225051,2250,15,[魔法]小船帽Ⅱ,70级_帽子_套装5,2803,21,9,1204,1,2204,,,
226011,2260,11,幻想的步履Ⅱ,70级_鞋子_套装1,2806,21,9,1205,1,2205,,,
226021,2260,12,海之靴Ⅱ,70级_鞋子_套装2,2806,21,9,1205,1,2205,,,
226031,2260,13,西瓜皮鞋Ⅱ,70级_鞋子_套装3,2806,21,9,1205,1,2205,,,
226041,2260,14,疯兔绒鞋Ⅱ,70级_鞋子_套装4,2806,21,9,1205,1,2205,,,
226051,2260,15,小拖鞋Ⅱ,70级_鞋子_套装5,2806,21,9,1205,1,2205,,,
227011,2270,11,[物理]荧光手镯Ⅱ,70级_镯_套装1,2801,21,9,1206,1,2206,,,
227021,2270,12,[物理]海之环Ⅱ,70级_镯_套装2,2801,21,9,1206,1,2206,,,
227031,2270,13,[物理]樱桃手环Ⅱ,70级_镯_套装3,2801,21,9,1206,1,2206,,,
227041,2270,14,[物理]兽爪银环Ⅱ,70级_镯_套装4,2801,21,9,1206,1,2206,,,
227051,2270,15,[物理]圆珠手串Ⅱ,70级_镯_套装5,2801,21,9,1206,1,2206,,,
228011,2280,11,[魔法]荧光手镯Ⅱ,70级_镯_套装1,2801,21,9,1207,1,2207,,,
228021,2280,12,[魔法]海之扣Ⅱ,70级_镯_套装2,2801,21,9,1207,1,2207,,,
228031,2280,13,[魔法]樱桃手链Ⅱ,70级_镯_套装3,2801,21,9,1207,1,2207,,,
228041,2280,14,[魔法]兽爪银链Ⅱ,70级_镯_套装4,2801,21,9,1207,1,2207,,,
228051,2280,15,[魔法]圆珠手链Ⅱ,70级_镯_套装5,2801,21,9,1207,1,2207,,,
229011,2290,11,幻想的轻语Ⅱ,70级_项圈_套装1,2804,21,9,1208,1,2208,,,
229021,2290,12,海之钥Ⅱ,70级_项圈_套装2,2804,21,9,1208,1,2208,,,
229031,2290,13,草莓项链Ⅱ,70级_项圈_套装3,2804,21,9,1208,1,2208,,,
229041,2290,14,铃之音Ⅱ,70级_项圈_套装4,2804,21,9,1208,1,2208,,,
229051,2290,15,海螺项链Ⅱ,70级_项圈_套装5,2804,21,9,1208,1,2208,,,
221012,2210,11,[物理]幻境之锋Ⅱ,70级_物攻武器_套装1,2802,22,12,1210,2,2210,,,
221022,2210,12,[物理]蔚蓝之刺钩Ⅱ,70级_物攻武器_套装2,2802,22,12,1210,2,2210,,,
221032,2210,13,[物理]冻柠坚盾Ⅱ,70级_物攻武器_套装3,2802,22,12,1210,2,2210,,,
221042,2210,14,[物理]波利之王权杖Ⅱ,70级_物攻武器_套装4,2802,22,12,1210,2,2210,,,
221052,2210,15,[物理]红珊瑚刺枪Ⅱ,70级_物攻武器_套装5,2802,22,12,1210,2,2210,,,
222012,2220,11,[魔法]幻境之影Ⅱ,70级_魔攻武器_套装1,2802,22,12,1211,2,2211,,,
222022,2220,12,[魔法]蔚蓝之弯钩Ⅱ,70级_魔攻武器_套装2,2802,22,12,1211,2,2211,,,
222032,2220,13,[魔法]沁柠坚盾Ⅱ,70级_魔攻武器_套装3,2802,22,12,1211,2,2211,,,
222042,2220,14,[魔法]波利之王魔杖Ⅱ,70级_魔攻武器_套装4,2802,22,12,1211,2,2211,,,
222052,2220,15,[魔法]红珊瑚尖枪Ⅱ,70级_魔攻武器_套装5,2802,22,12,1211,2,2211,,,
223012,2230,11,镜光披风Ⅱ,70级_衣服_套装1,2805,22,12,1212,2,2212,,,
223022,2230,12,蔚蓝之长绒Ⅱ,70级_衣服_套装2,2805,22,12,1212,2,2212,,,
223032,2230,13,樱林洋裙Ⅱ,70级_衣服_套装3,2805,22,12,1212,2,2212,,,
223042,2230,14,摇铃棉绒衣Ⅱ,70级_衣服_套装4,2805,22,12,1212,2,2212,,,
223052,2230,15,远洋礼装Ⅱ,70级_衣服_套装5,2805,22,12,1212,2,2212,,,
224012,2240,11,[物理]镜光羽冠Ⅱ,70级_帽子_套装1,2803,22,12,1213,2,2213,,,
224022,2240,12,[物理]蔚蓝之礼帽Ⅱ,70级_帽子_套装2,2803,22,12,1213,2,2213,,,
224032,2240,13,[物理]草莓战盔Ⅱ,70级_帽子_套装3,2803,22,12,1213,2,2213,,,
224042,2240,14,[物理]兔耳棉绒帽Ⅱ,70级_帽子_套装4,2803,22,12,1213,2,2213,,,
224052,2240,15,[物理]听风小帽Ⅱ,70级_帽子_套装5,2803,22,12,1213,2,2213,,,
225012,2250,11,[魔法]镜光羽冠Ⅱ,70级_帽子_套装1,2803,22,12,1214,2,2214,,,
225022,2250,12,[魔法]蔚蓝之羽冠Ⅱ,70级_帽子_套装2,2803,22,12,1214,2,2214,,,
225032,2250,13,[魔法]草莓冠冕Ⅱ,70级_帽子_套装3,2803,22,12,1214,2,2214,,,
225042,2250,14,[魔法]兔耳棉绒冠Ⅱ,70级_帽子_套装4,2803,22,12,1214,2,2214,,,
225052,2250,15,[魔法]听风小帽Ⅱ,70级_帽子_套装5,2803,22,12,1214,2,2214,,,
226012,2260,11,幻境的足迹Ⅱ,70级_鞋子_套装1,2806,22,12,1215,2,2215,,,
226022,2260,12,蔚蓝之疾靴Ⅱ,70级_鞋子_套装2,2806,22,12,1215,2,2215,,,
226032,2260,13,西瓜战靴Ⅱ,70级_鞋子_套装3,2806,22,12,1215,2,2215,,,
226042,2260,14,疯兔棉绒鞋Ⅱ,70级_鞋子_套装4,2806,22,12,1215,2,2215,,,
226052,2260,15,沙滩拖Ⅱ,70级_鞋子_套装5,2806,22,12,1215,2,2215,,,
227012,2270,11,[物理]镜光手镯Ⅱ,70级_镯_套装1,2801,22,12,1216,2,2216,,,
227022,2270,12,[物理]蔚蓝之圆镯Ⅱ,70级_镯_套装2,2801,22,12,1216,2,2216,,,
227032,2270,13,[物理]樱桃叶环Ⅱ,70级_镯_套装3,2801,22,12,1216,2,2216,,,
227042,2270,14,[物理]兽爪秘银环Ⅱ,70级_镯_套装4,2801,22,12,1216,2,2216,,,
227052,2270,15,[物理]珍珠手串Ⅱ,70级_镯_套装5,2801,22,12,1216,2,2216,,,
228012,2280,11,[魔法]镜光手镯Ⅱ,70级_镯_套装1,2801,22,12,1217,2,2217,,,
228022,2280,12,[魔法]蔚蓝之环扣Ⅱ,70级_镯_套装2,2801,22,12,1217,2,2217,,,
228032,2280,13,[魔法]樱桃叶链Ⅱ,70级_镯_套装3,2801,22,12,1217,2,2217,,,
228042,2280,14,[魔法]兽爪秘银链Ⅱ,70级_镯_套装4,2801,22,12,1217,2,2217,,,
228052,2280,15,[魔法]珍珠手链Ⅱ,70级_镯_套装5,2801,22,12,1217,2,2217,,,
229012,2290,11,幻境的轻语Ⅱ,70级_项圈_套装1,2804,22,12,1218,2,2218,,,
229022,2290,12,蔚蓝之密钥Ⅱ,70级_项圈_套装2,2804,22,12,1218,2,2218,,,
229032,2290,13,草莓心恋Ⅱ,70级_项圈_套装3,2804,22,12,1218,2,2218,,,
229042,2290,14,银铃之音Ⅱ,70级_项圈_套装4,2804,22,12,1218,2,2218,,,
229052,2290,15,海音链Ⅱ,70级_项圈_套装5,2804,22,12,1218,2,2218,,,
221013,2210,11,[物理]梦想之锋Ⅱ,70级_物攻武器_套装1,2802,23,15,1220,3,2220,,,
221023,2210,12,[物理]海皇的勋章Ⅱ,70级_物攻武器_套装2,2802,23,15,1220,3,2220,,,
221033,2210,13,[物理]冻柠守护盾Ⅱ,70级_物攻武器_套装3,2802,23,15,1220,3,2220,,,
221043,2210,14,[物理]天使波利权杖Ⅱ,70级_物攻武器_套装4,2802,23,15,1220,3,2220,,,
221053,2210,15,[物理]珍宝珊瑚刺枪Ⅱ,70级_物攻武器_套装5,2802,23,15,1220,3,2220,,,
222013,2220,11,[魔法]梦想之影Ⅱ,70级_魔攻武器_套装1,2802,23,15,1221,3,2221,,,
222023,2220,12,[魔法]海皇的赞歌Ⅱ,70级_魔攻武器_套装2,2802,23,15,1221,3,2221,,,
222033,2220,13,[魔法]沁柠守护盾Ⅱ,70级_魔攻武器_套装3,2802,23,15,1221,3,2221,,,
222043,2220,14,[魔法]天使波利魔杖Ⅱ,70级_魔攻武器_套装4,2802,23,15,1221,3,2221,,,
222053,2220,15,[魔法]珍宝珊瑚尖枪Ⅱ,70级_魔攻武器_套装5,2802,23,15,1221,3,2221,,,
223013,2230,11,凝光披风Ⅱ,70级_衣服_套装1,2805,23,15,1222,3,2222,,,
223023,2230,12,海皇的戎衣Ⅱ,70级_衣服_套装2,2805,23,15,1222,3,2222,,,
223033,2230,13,樱林凉梦裙Ⅱ,70级_衣服_套装3,2805,23,15,1222,3,2222,,,
223043,2230,14,摇铃雪绒衣Ⅱ,70级_衣服_套装4,2805,23,15,1222,3,2222,,,
223053,2230,15,远洋珍宝装Ⅱ,70级_衣服_套装5,2805,23,15,1222,3,2222,,,
224013,2240,11,[物理]凝光羽冠Ⅱ,70级_帽子_套装1,2803,23,15,1223,3,2223,,,
224023,2240,12,[物理]海皇的武冠Ⅱ,70级_帽子_套装2,2803,23,15,1223,3,2223,,,
224033,2240,13,[物理]草莓大福盔Ⅱ,70级_帽子_套装3,2803,23,15,1223,3,2223,,,
224043,2240,14,[物理]兔耳雪绒帽Ⅱ,70级_帽子_套装4,2803,23,15,1223,3,2223,,,
224053,2240,15,[物理]听风船Ⅱ,70级_帽子_套装5,2803,23,15,1223,3,2223,,,
225013,2250,11,[魔法]凝光羽冠Ⅱ,70级_帽子_套装1,2803,23,15,1224,3,2224,,,
225023,2250,12,[魔法]海皇的智冕Ⅱ,70级_帽子_套装2,2803,23,15,1224,3,2224,,,
225033,2250,13,[魔法]草莓布丁帽Ⅱ,70级_帽子_套装3,2803,23,15,1224,3,2224,,,
225043,2250,14,[魔法]兔耳雪绒冠Ⅱ,70级_帽子_套装4,2803,23,15,1224,3,2224,,,
225053,2250,15,[魔法]听风船Ⅱ,70级_帽子_套装5,2803,23,15,1224,3,2224,,,
226013,2260,11,梦想的旅途Ⅱ,70级_鞋子_套装1,2806,23,15,1225,3,2225,,,
226023,2260,12,海皇的宝靴Ⅱ,70级_鞋子_套装2,2806,23,15,1225,3,2225,,,
226033,2260,13,西瓜滑板鞋Ⅱ,70级_鞋子_套装3,2806,23,15,1225,3,2225,,,
226043,2260,14,疯兔雪绒鞋Ⅱ,70级_鞋子_套装4,2806,23,15,1225,3,2225,,,
226053,2260,15,沙滩凉拖Ⅱ,70级_鞋子_套装5,2806,23,15,1225,3,2225,,,
227013,2270,11,[物理]凝光手镯Ⅱ,70级_镯_套装1,2801,23,15,1226,3,2226,,,
227023,2270,12,[物理]海皇的护镯Ⅱ,70级_镯_套装2,2801,23,15,1226,3,2226,,,
227033,2270,13,[物理]樱桃宝石环Ⅱ,70级_镯_套装3,2801,23,15,1226,3,2226,,,
227043,2270,14,[物理]兽爪白金环Ⅱ,70级_镯_套装4,2801,23,15,1226,3,2226,,,
227053,2270,15,[物理]砗磲碎光Ⅱ,70级_镯_套装5,2801,23,15,1226,3,2226,,,
228013,2280,11,[魔法]凝光手镯Ⅱ,70级_镯_套装1,2801,23,15,1227,3,2227,,,
228023,2280,12,[魔法]海皇的魔链Ⅱ,70级_镯_套装2,2801,23,15,1227,3,2227,,,
228033,2280,13,[魔法]樱桃宝石链Ⅱ,70级_镯_套装3,2801,23,15,1227,3,2227,,,
228043,2280,14,[魔法]兽爪白金链Ⅱ,70级_镯_套装4,2801,23,15,1227,3,2227,,,
228053,2280,15,[魔法]砗磲柔光Ⅱ,70级_镯_套装5,2801,23,15,1227,3,2227,,,
229013,2290,11,梦想的轻语Ⅱ,70级_项圈_套装1,2804,23,15,1228,3,2228,,,
229023,2290,12,海皇的秘宝Ⅱ,70级_项圈_套装2,2804,23,15,1228,3,2228,,,
229033,2290,13,草莓嘉年华Ⅱ,70级_项圈_套装3,2804,23,15,1228,3,2228,,,
229043,2290,14,金铃之音Ⅱ,70级_项圈_套装4,2804,23,15,1228,3,2228,,,
229053,2290,15,海岸回音Ⅱ,70级_项圈_套装5,2804,23,15,1228,3,2228,,,
231011,2310,11,[物理]幻想之锋Ⅲ,85级_物攻武器_套装1,2802,31,9,1300,1,2300,,,
231021,2310,12,[物理]海之刺Ⅲ,85级_物攻武器_套装2,2802,31,9,1300,1,2300,,,
231031,2310,13,[物理]冻柠片盾Ⅲ,85级_物攻武器_套装3,2802,31,9,1300,1,2300,,,
231041,2310,14,[物理]波利权杖Ⅲ,85级_物攻武器_套装4,2802,31,9,1300,1,2300,,,
231051,2310,15,[物理]珊瑚刺枪Ⅲ,85级_物攻武器_套装5,2802,31,9,1300,1,2300,,,
232011,2320,11,[魔法]幻想之影Ⅲ,85级_魔攻武器_套装1,2802,31,9,1301,1,2301,,,
232021,2320,12,[魔法]海之钩Ⅲ,85级_魔攻武器_套装2,2802,31,9,1301,1,2301,,,
232031,2320,13,[魔法]沁柠片盾Ⅲ,85级_魔攻武器_套装3,2802,31,9,1301,1,2301,,,
232041,2320,14,[魔法]波利魔杖Ⅲ,85级_魔攻武器_套装4,2802,31,9,1301,1,2301,,,
232051,2320,15,[魔法]珊瑚尖枪Ⅲ,85级_魔攻武器_套装5,2802,31,9,1301,1,2301,,,
233011,2330,11,荧光披风Ⅲ,85级_衣服_套装1,2805,31,9,1302,1,2302,,,
233021,2330,12,海之绒Ⅲ,85级_衣服_套装2,2805,31,9,1302,1,2302,,,
233031,2330,13,樱林白裙Ⅲ,85级_衣服_套装3,2805,31,9,1302,1,2302,,,
233041,2330,14,摇铃绒衣Ⅲ,85级_衣服_套装4,2805,31,9,1302,1,2302,,,
233051,2330,15,远洋装Ⅲ,85级_衣服_套装5,2805,31,9,1302,1,2302,,,
234011,2340,11,[物理]荧光羽冠Ⅲ,85级_帽子_套装1,2803,31,9,1303,1,2303,,,
234021,2340,12,[物理]海之帽Ⅲ,85级_帽子_套装2,2803,31,9,1303,1,2303,,,
234031,2340,13,[物理]草莓头盔Ⅲ,85级_帽子_套装3,2803,31,9,1303,1,2303,,,
234041,2340,14,[物理]兔耳绒帽Ⅲ,85级_帽子_套装4,2803,31,9,1303,1,2303,,,
234051,2340,15,[物理]小船帽Ⅲ,85级_帽子_套装5,2803,31,9,1303,1,2303,,,
235011,2350,11,[魔法]荧光羽冠Ⅲ,85级_帽子_套装1,2803,31,9,1304,1,2304,,,
235021,2350,12,[魔法]海之盔Ⅲ,85级_帽子_套装2,2803,31,9,1304,1,2304,,,
235031,2350,13,[魔法]草莓圆帽Ⅲ,85级_帽子_套装3,2803,31,9,1304,1,2304,,,
235041,2350,14,[魔法]兔耳绒冠Ⅲ,85级_帽子_套装4,2803,31,9,1304,1,2304,,,
235051,2350,15,[魔法]小船帽Ⅲ,85级_帽子_套装5,2803,31,9,1304,1,2304,,,
236011,2360,11,幻想的步履Ⅲ,85级_鞋子_套装1,2806,31,9,1305,1,2305,,,
236021,2360,12,海之靴Ⅲ,85级_鞋子_套装2,2806,31,9,1305,1,2305,,,
